T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
889.1138899	91	7	2	0	0	97.87912161	1.974536378	0.1463420068	91	7	2							0.002149510594	-0.001570275544	-0.0005792350506	-889.1138899	0	15.9443806624078	
889.1038899	91	7	2	0.0003110257848	0.0003125074867	97.87872202	1.974907798	0.1463701783	90.99785048	7.001570336	2.000579189							0	0	0	-889.1038899	0.0003125074867	48.0540860981064	
889.0838899	91	7	2	0.0009324349903	0.0006245841944	97.87792265	1.975650819	0.14642653	90.99355128	7.004710914	2.001737806							0	0	0	-889.0838899	0.0006245841944	64.1137696996047	
889.0438899	91	7	2	0.002173379048	0.001247951503	97.87632448	1.977136337	0.1465391808	90.9849521	7.010992308	2.004055588							0	0	0	-889.0438899	0.001247951503	64.2217631764781	
888.9638899	91	7	2	0.00464787156	0.002491543784	97.87312964	1.98010605	0.1467643095	90.96775073	7.023555836	2.008693436							0	0	0	-888.9638899	0.002491543784	-16064.9067420484	
888.8838899	91	7	2	0.00711101101	0.002486543802	97.86993676	1.983074043	0.1469891959	90.95054535	7.03612046	2.013334188							0	0	0	-888.8838899	0.002486543802	-17041.373684991	
888.8038899	91	7	2	0.009563634282	0.002482091593	97.86674577	1.986040413	0.1472138189	90.93333599	7.048686413	2.017977598							0	0	0	-888.8038899	0.002482091593	-18004.3071724208	
888.7238899	91	7	2	0.01200580657	0.00247765697	97.86355666	1.989005165	0.1474381785	90.91612262	7.061253708	2.022623668							0	0	0	-888.7238899	0.00247765697	-18072.5279153169	
888.6438899	91	7	2	0.01443759112	0.002473238319	97.86036943	1.991968298	0.1476622746	90.89890526	7.073822347	2.027272394							0	0	0	-888.6438899	0.002473238319	-18137.8077384571	
888.5638899	91	7	2	0.0168590507	0.00246883556	97.85718408	1.994929814	0.1478861069	90.88168389	7.086392333	2.031923777							0	0	0	-888.5638899	0.00246883556	-18203.221157195	
888.4838899	91	7	2	0.01927024758	0.002464448609	97.85400061	1.997889716	0.1481096753	90.86445852	7.09896367	2.036577812							0	0	0	-888.4838899	0.002464448609	-18268.7555624032	
888.4038899	91	7	2	0.02167124356	0.002460077381	97.85081902	2.000848003	0.1483329797	90.84722914	7.111536362	2.0412345							0	0	0	-888.4038899	0.002460077381	-18334.4063721254	
888.3238899	91	7	2	0.02406209993	0.002455721791	97.8476393	2.003804678	0.1485560199	90.82999575	7.12411041	2.045893836							0	0	0	-888.3238899	0.002455721791	-18400.1709954019	
888.2438899	91	7	2	0.02644287754	0.002451381754	97.84446146	2.006759742	0.1487787957	90.81275836	7.13668582	2.050555821							0	0	0	-888.2438899	0.002451381754	-18466.0553762399	
888.1638899	91	7	2	0.02881363672	0.002447057189	97.8412855	2.009713196	0.1490013071	90.79551695	7.149262594	2.055220451							0	0	0	-888.1638899	0.002447057189	-18532.0568832648	
888.0838899	91	7	2	0.03117443737	0.002442748011	97.83811141	2.012665041	0.1492235538	90.77827154	7.161840735	2.059887725							0	0	0	-888.0838899	0.002442748011	-18598.1709018222	
888.0038899	91	7	2	0.03352533891	0.002438454138	97.83493919	2.015615279	0.1494455357	90.76102211	7.174420247	2.064557641							0	0	0	-888.0038899	0.002438454138	-18664.4034548566	
887.9238899	91	7	2	0.0358664003	0.002434175489	97.83176884	2.018563911	0.1496672526	90.74376867	7.187001133	2.069230198							0	0	0	-887.9238899	0.002434175489	-18730.7541990006	
887.8438899	91	7	2	0.03819768006	0.002429911983	97.82860036	2.021510939	0.1498887045	90.72651121	7.199583396	2.073905392							0	0	0	-887.8438899	0.002429911983	-18797.2183868779	
887.7638899	91	7	2	0.04051923623	0.002425663538	97.82543375	2.024456363	0.1501098911	90.70924974	7.212167039	2.078583222							0	0	0	-887.7638899	0.002425663538	-18863.7979094098	
