T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
893.8163551	92	6	2	0	0	98.1491711	1.694049392	0.1567795113	92	6	2							0.002132756885	-0.00149343298	-0.0006393239051	-893.8163551	0	14.356772447863	
893.8063551	92	6	2	0.0003454815892	0.0003468581866	98.14878308	1.6944012	0.1568157156	91.99786723	6.001493492	2.000639283							0	0	0	-893.8063551	0.0003468581866	43.3036800731726	
893.7863551	92	6	2	0.001035687584	0.0006931560319	98.14800691	1.695104958	0.1568881325	91.99360152	6.004480396	2.001918082							0	0	0	-893.7863551	0.0006931560319	57.7756752098679	
893.7463551	92	6	2	0.002413810228	0.001384964505	98.14645516	1.696511918	0.1570329169	91.98506926	6.010454395	2.004476346							0	0	0	-893.7463551	0.001384964505	57.876163182112	
893.6663551	92	6	2	0.005160907998	0.002764531366	98.14335336	1.699324327	0.1573223176	91.96800144	6.022403057	2.009595502							0	0	0	-893.6663551	0.002764531366	-12950.450299371	
893.5863551	92	6	2	0.007894002307	0.002758325937	98.14025375	1.702134769	0.1576114808	91.95092926	6.03435273	2.014718011							0	0	0	-893.5863551	0.002758325937	-13751.1255793329	
893.5063551	92	6	2	0.01061411972	0.002752814123	98.13715627	1.70494335	0.1579003809	91.93385271	6.046303691	2.019843598							0	0	0	-893.5063551	0.002752814123	-14546.4024684698	
893.4263551	92	6	2	0.01332134973	0.002747326547	98.13406091	1.707750075	0.158189018	91.91677178	6.058255954	2.024972264							0	0	0	-893.4263551	0.002747326547	-14608.0123495912	
893.3463551	92	6	2	0.01601577925	0.00274186114	98.13096766	1.710554945	0.1584773918	91.89968647	6.070209524	2.030104008							0	0	0	-893.3463551	0.00274186114	-14667.2219758391	
893.2663551	92	6	2	0.01869749447	0.00273641778	98.12787654	1.713357962	0.158765502	91.88259677	6.082164407	2.035238826							0	0	0	-893.2663551	0.00273641778	-14726.5745977124	
893.1863551	92	6	2	0.02136658078	0.002730996339	98.12478752	1.716159127	0.1590533483	91.86550268	6.094120607	2.040376717							0	0	0	-893.1863551	0.002730996339	-14786.0514468385	
893.1063551	92	6	2	0.02402312287	0.002725596683	98.12170063	1.718958441	0.1593409306	91.84840419	6.106078129	2.045517677							0	0	0	-893.1063551	0.002725596683	-14845.6484407413	
893.0263551	92	6	2	0.02666720468	0.002720218683	98.11861584	1.721755907	0.1596282485	91.83130132	6.118036977	2.050661705							0	0	0	-893.0263551	0.002720218683	-14905.3667456844	
892.9463551	92	6	2	0.02929890942	0.002714862208	98.11553317	1.724551525	0.1599153018	91.81419404	6.129997158	2.055808798							0	0	0	-892.9463551	0.002714862208	-14965.2063413433	
892.8663551	92	6	2	0.03191831957	0.002709527131	98.11245261	1.727345298	0.1602020902	91.79708237	6.141958676	2.060958954							0	0	0	-892.8663551	0.002709527131	-15025.1670995816	
892.7863551	92	6	2	0.03452551691	0.002704213323	98.10937416	1.730137226	0.1604886134	91.77996629	6.153921535	2.06611217							0	0	0	-892.7863551	0.002704213323	-15085.2490534372	
892.7063551	92	6	2	0.03712058252	0.002698920659	98.10629782	1.732927312	0.1607748713	91.76284581	6.165885742	2.071268444							0	0	0	-892.7063551	0.002698920659	-15145.4521280567	
892.6263551	92	6	2	0.03970359678	0.002693649012	98.10322358	1.735715556	0.1610608636	91.74572093	6.177851299	2.076427773							0	0	0	-892.6263551	0.002693649012	-15205.7764128491	
892.5463551	92	6	2	0.04227463936	0.002688398259	98.10015145	1.738501961	0.16134659	91.72859163	6.189818213	2.081590156							0	0	0	-892.5463551	0.002688398259	-15266.2204212102	
