T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
898.4493349	93	6	1	0	0	98.12318074	1.799977821	0.0768414375	93	6	1							0.002058221568	-0.00168731863	-0.0003709029386	-898.4493349	0	12.3975068398749	
898.4393349	93	6	1	0.0004000329224	0.0004017279208	98.12269774	1.800440776	0.07686148902	92.99794177	6.001687353	1.000370878							0	0	0	-898.4393349	0.0004017279208	37.3874320819238	
898.4193349	93	6	1	0.001199206106	0.0008028280021	98.12173143	1.801366973	0.07690159621	92.99382522	6.005061982	1.001112796							0	0	0	-898.4193349	0.0008028280021	49.8865728989129	
898.3793349	93	6	1	0.002794519353	0.001603886725	98.1197994	1.803218825	0.07698177663	92.98559165	6.011811231	1.002597119							0	0	0	-898.3793349	0.001603886725	49.9893103698029	
898.2993349	93	6	1	0.005973045097	0.003200701721	98.11593661	1.806921368	0.07714202138	92.96912268	6.025309621	1.005567702							0	0	0	-898.2993349	0.003200701721	-9781.38026541055	
898.2193349	93	6	1	0.009132966598	0.003192480371	98.11207548	1.81062243	0.07730209486	92.95265131	6.038808023	1.008540665							0	0	0	-898.2193349	0.003192480371	-10359.0823617146	
898.1393349	93	6	1	0.01227558404	0.00318515371	98.10821592	1.814322103	0.07746197727	92.93617757	6.052306657	1.011515772							0	0	0	-898.1393349	0.00318515371	-10945.8581658635	
898.0593349	93	6	1	0.01540103365	0.003177862795	98.10435794	1.818020394	0.07762166848	92.91970144	6.065805537	1.014493023							0	0	0	-898.0593349	0.003177862795	-10997.593865373	
897.9793349	93	6	1	0.01850944796	0.003170604923	98.10050153	1.821717303	0.07778116825	92.90322292	6.079304666	1.017472415							0	0	0	-897.9793349	0.003170604923	-11047.6032815006	
897.8993349	93	6	1	0.02160095821	0.003163379867	98.09664669	1.825412832	0.07794047632	92.88674201	6.092804047	1.020453946							0	0	0	-897.8993349	0.003163379867	-11097.7278805192	
897.8193349	93	6	1	0.02467569432	0.00315618741	98.09279342	1.829106984	0.07809959244	92.8702587	6.106303684	1.023437612							0	0	0	-897.8193349	0.00315618741	-11147.9691482304	
