T	w(AL)	w(MG)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
881.842751	90	10	0	0	96.79167732	3.20832268	90	10	0.001848691915	-0.001848691915	-881.842751	0	18.3051356228768	
881.832751	90	10	0.0002702674372	0.000272274206	96.79106259	3.208937409	89.99815109	10.00184891	0	0	-881.832751	0.000272274206	55.1502250365233	
881.812751	90	10	0.0008102954006	0.000544200833	96.78983306	3.210166943	89.99445359	10.00554641	0	0	-881.812751	0.000544200833	73.5829665765447	
881.772751	90	10	0.001888775633	0.001087307897	96.78737358	3.212626418	89.98706015	10.01293985	0	0	-881.772751	0.001087307897	73.6974566263073	
881.692751	90	10	0.004040274116	0.002171442389	96.78245486	3.217545137	89.9722746	10.0277254	0	0	-881.692751	0.002171442389	73.9061363787229	
881.532751	90	10	0.008320992297	0.004329690976	96.7726169	3.227383096	89.94271263	10.05728737	0	0	-881.532751	0.004329690976	74.3616557654959	
881.212751	90	10	0.01679427872	0.00860705261	96.75293886	3.247061144	89.88362524	10.11637476	0	0	-881.212751	0.00860705261	75.3392103556475	
880.572751	90	10	0.03337190557	0.01698717663	96.71357434	3.286425661	89.76559821	10.23440179	0	0	-880.572751	0.01698717663	77.3497488013595	
879.292751	90	10	0.06516763241	0.03314142685	96.6348078	3.365192197	89.53013546	10.46986454	0	0	-879.292751	0.03314142685	81.3302561850351	
876.732751	90	10	0.1237831989	0.06317982242	96.47710439	3.522895607	89.0615993	10.9384007	0	0	-876.732751	0.06317982242	-977.601295313648	
874.172751	90	10	0.1761588305	0.06025062582	96.31913563	3.68086437	88.59629327	11.40370673	0	0	-874.172751	0.06025062582	-914.964967459992	
871.612751	90	10	0.2231915521	0.05756320334	96.16085462	3.839145381	88.13425661	11.86574339	0	0	-871.612751	0.05756320334	-996.043079161913	
869.052751	90	10	0.2656215277	0.05509216438	96.00221548	3.997784521	87.67552103	12.32447897	0	0	-869.052751	0.05509216438	-1081.43378129602	
866.492751	90	10	0.3040621932	0.05281323398	95.84317257	4.156827428	87.22010919	12.77989081	0	0	-866.492751	0.05281323398	-1170.77745705598	
863.932751	90	10	0.3390257772	0.05070563795	95.68368059	4.316319407	86.76803575	13.23196425	0	0	-863.932751	0.05070563795	-1264.15542578764	
861.372751	90	10	0.370942985	0.04875151724	95.52369452	4.476305482	86.31930796	13.68069204	0	0	-861.372751	0.04875151724	-1361.6606103094	
858.812751	90	10	0.4001783104	0.04693542963	95.36316956	4.636830439	85.87392626	14.12607374	0	0	-858.812751	0.04693542963	-1463.39066595803	
