T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
883.0501147	90	5	5	0	0	98.37832447	1.177112383	0.4445631483	90	5	5							0.002113520298	-0.0009643545359	-0.001149165762	-883.0501147	0	19.7261687265523	
883.0401147	90	5	5	0.0002517624353	0.0002523574664	98.37810121	1.177249924	0.444648865	89.99788643	5.000964438	5.00114913							0	0	0	-883.0401147	0.0002523574664	59.5264893591837	
883.0201147	90	5	5	0.0007546917236	0.0005042727209	98.37765479	1.1775249	0.4448203069	89.99365923	5.002893183	5.003447589							0	0	0	-883.0201147	0.0005042727209	79.414346482275	
882.9801147	90	5	5	0.001759265703	0.001007674175	98.37676216	1.178074661	0.44516318	89.98520406	5.006750922	5.008045013							0	0	0	-882.9801147	0.001007674175	79.5185836229316	
882.9001147	90	5	5	0.003763312556	0.002012237424	98.37497852	1.179172694	0.4458487828	89.96829098	5.014467174	5.01724185							0	0	0	-882.9001147	0.002012237424	-22545.5882616805	
882.8201147	90	5	5	0.005759591079	0.00200867639	98.37319688	1.18026889	0.4465342314	89.95137425	5.022184341	5.026441405							0	0	0	-882.8201147	0.00200867639	-23941.6388010603	
882.7401147	90	5	5	0.007748719808	0.00200550868	98.37141719	1.181363304	0.4472195062	89.93445384	5.029902623	5.035643533							0	0	0	-882.7401147	0.00200550868	-25299.5037783	
882.6601147	90	5	5	0.009730736669	0.002002352116	98.36963945	1.182455939	0.4479046076	89.91752974	5.037622026	5.044848237							0	0	0	-882.6601147	0.002002352116	-25384.7185412577	
882.5801147	90	5	5	0.01170567839	0.001999205643	98.36786367	1.183546796	0.4485895356	89.90060193	5.045342553	5.054055514							0	0	0	-882.5801147	0.001999205643	-25466.1345766436	
882.5001147	90	5	5	0.01367358148	0.00199606923	98.36608983	1.184635876	0.4492742901	89.88367043	5.053064206	5.063265364							0	0	0	-882.5001147	0.00199606923	-25547.7682489337	
882.4201147	90	5	5	0.01563448218	0.001992942833	98.36431795	1.185723181	0.4499588711	89.86673523	5.06078699	5.072477783							0	0	0	-882.4201147	0.001992942833	-25629.5408926239	
882.3401147	90	5	5	0.01758841652	0.001989826402	98.36254801	1.186808713	0.4506432786	89.84979632	5.068510906	5.081692772							0	0	0	-882.3401147	0.001989826402	-25711.4421398936	
882.2601147	90	5	5	0.01953542026	0.001986719891	98.36078002	1.187892472	0.4513275125	89.83285371	5.076235958	5.090910327							0	0	0	-882.2601147	0.001986719891	-25793.4859524017	
882.1801147	90	5	5	0.02147552894	0.001983623254	98.35901397	1.188974461	0.4520115729	89.8159074	5.083962149	5.100130448							0	0	0	-882.1801147	0.001983623254	-25875.6574032615	
882.1001147	90	5	5	0.02340877784	0.001980536442	98.35724986	1.190054679	0.4526954596	89.79895739	5.091689482	5.109353132							0	0	0	-882.1001147	0.001980536442	-25957.9625529394	
882.0201147	90	5	5	0.02533520203	0.001977459411	98.3554877	1.191133129	0.4533791727	89.78200366	5.099417959	5.118578377							0	0	0	-882.0201147	0.001977459411	-26040.4072061813	
881.9401147	90	5	5	0.02725483633	0.001974392114	98.35372748	1.192209812	0.4540627122	89.76504623	5.107147584	5.127806184							0	0	0	-881.9401147	0.001974392114	-26122.9848911158	
881.8601147	90	5	5	0.02916771532	0.001971334506	98.35196919	1.193284729	0.454746078	89.74808509	5.11487836	5.137036548							0	0	0	-881.8601147	0.001971334506	-26205.697355489	
881.7801147	90	5	5	0.03107387338	0.001968286541	98.35021285	1.194357882	0.4554292701	89.73112024	5.122610289	5.14626947							0	0	0	-881.7801147	0.001968286541	-26288.5378813679	
881.7001147	90	5	5	0.03297334464	0.001965248173	98.34845844	1.195429272	0.4561122884	89.71415168	5.130343374	5.155504946							0	0	0	-881.7001147	0.001965248173	-26371.517040527	
881.6201147	90	5	5	0.03486616299	0.001962219359	98.34670597	1.1964989	0.456795133	89.6971794	5.138077619	5.164742977							0	0	0	-881.6201147	0.001962219359	-26454.6323220972	
881.5401147	90	5	5	0.03675236213	0.001959200053	98.34495543	1.197566768	0.4574778038	89.68020342	5.145813026	5.173983559							0	0	0	-881.5401147	0.001959200053	-26537.8815018503	
881.4601147	90	5	5	0.03863197552	0.001956190212	98.34320682	1.198632877	0.4581603008	89.66322371	5.153549598	5.183226691							0	0	0	-881.4601147	0.001956190212	-26621.266440413	
881.3801147	90	5	5	0.04050503638	0.001953189791	98.34146015	1.199697228	0.458842624	89.64624029	5.161287338	5.192472372							0	0	0	-881.3801147	0.001953189791	-26704.780373649	
881.3001147	90	5	5	0.04237157776	0.001950198746	98.3397154	1.200759823	0.4595247734	89.62925315	5.169026249	5.201720601							0	0	0	-881.3001147	0.001950198746	-26788.4297564687	
881.2201147	90	5	5	0.04423163244	0.001947217034	98.33797259	1.201820663	0.4602067488	89.61226229	5.176766334	5.210971374							0	0	0	-881.2201147	0.001947217034	-26872.2166840643	
881.1401147	90	5	5	0.04608523301	0.001944244612	98.3362317	1.202879749	0.4608885505	89.59526771	5.184507595	5.220224692							0	0	0	-881.1401147	0.001944244612	-26956.134239416	
881.0601147	90	5	5	0.04793241185	0.001941281436	98.33449274	1.203937082	0.4615701782	89.57826941	5.192250036	5.229480551							0	0	0	-881.0601147	0.001941281436	-27040.1892018791	
880.9801147	90	5	5	0.04977320112	0.001938327465	98.3327557	1.204992665	0.462251632	89.56126739	5.199993659	5.238738952							0	0	0	-880.9801147	0.001938327465	-27124.3790561555	
880.9001147	90	5	5	0.05160763277	0.001935382655	98.33102059	1.206046497	0.4629329118	89.54426164	5.207738467	5.247999891							0	0	0	-880.9001147	0.001935382655	-27208.6969315119	
880.8201147	90	5	5	0.05343573855	0.001932446964	98.3292874	1.207098581	0.4636140177	89.52725217	5.215484463	5.257263368							0	0	0	-880.8201147	0.001932446964	-27293.154253362	
880.7401147	90	5	5	0.05525754998	0.001929520351	98.32755613	1.208148918	0.4642949496	89.51023897	5.223231649	5.266529381							0	0	0	-880.7401147	0.001929520351	-27377.7486680438	
880.6601147	90	5	5	0.05707309841	0.001926602774	98.32582678	1.209197509	0.4649757075	89.49322204	5.230980029	5.275797928							0	0	0	-880.6601147	0.001926602774	-27462.4778969197	
