T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
915.6625197	97	3	0	0	99.65238207	0.3476179302	97	3	0.001636212666	-0.001636212666	-915.6625197	0	8.04767670196837	
915.6525197	97	3	0.0006174311363	0.0006167831256	99.65218456	0.3478154436	96.99836356	3.001636439	0	0	-915.6525197	0.0006167831256	24.378631946677	
915.6325197	97	3	0.001849837982	0.001231780435	99.65178952	0.3482104765	96.99509152	3.004908475	0	0	-915.6325197	0.001231780435	32.5496107919232	
915.5925197	97	3	0.00430654863	0.002458482999	99.65099942	0.3490005795	96.98854766	3.011452343	0	0	-915.5925197	0.002458482999	32.6784523968572	
915.5125197	97	3	0.009187117132	0.004896098019	99.64941907	0.3505809294	96.97546255	3.024537453	0	0	-915.5125197	0.004896098019	32.9601788933911	
915.3525197	97	3	0.01881875816	0.009709714923	99.64625786	0.3537421353	96.94930283	3.05069717	0	0	-915.3525197	0.009709714923	33.5752144018434	
915.0325197	97	3	0.03753864215	0.01905874867	99.63993322	0.360066776	96.89702597	3.10297403	0	0	-915.0325197	0.01905874867	34.8480626219985	
914.3925197	97	3	0.07301806146	0.03682367655	99.62727496	0.3727250422	96.79264091	3.207359088	0	0	-914.3925197	0.03682367655	37.3811828268345	
913.1125197	97	3	0.1370116319	0.06895826336	99.60192217	0.398077835	96.58454528	3.415454722	0	0	-913.1125197	0.06895826336	42.8874671051257	
910.5525197	97	3	0.2427077582	0.1223340342	99.5510685	0.4489314978	96.17105432	3.828945681	0	0	-910.5525197	0.1223340342	-279.480493903574	
907.9925197	97	3	0.3258412155	0.1096335699	99.5000109	0.4999890987	95.76115361	4.238846388	0	0	-907.9925197	0.1096335699	-226.337039628158	
905.4325197	97	3	0.3928497982	0.09925173892	99.4487419	0.5512581019	95.35482758	4.64517242	0	0	-905.4325197	0.09925173892	-273.651701036507	
902.8725197	97	3	0.4479503542	0.09060851954	99.39725431	0.602745687	94.95205602	5.047943977	0	0	-902.8725197	0.09060851954	-325.547062246986	
900.3125197	97	3	0.4940167207	0.08330191014	99.34554108	0.6544589207	94.55281348	5.447186523	0	0	-900.3125197	0.08330191014	-382.034044715149	
897.7525197	97	3	0.5330730289	0.07704504904	99.29359529	0.7064047101	94.15707019	5.842929808	0	0	-897.7525197	0.07704504904	-443.136803287919	
895.1925197	97	3	0.5665849635	0.07162777398	99.24141019	0.7585898116	93.76479264	6.235207362	0	0	-895.1925197	0.07162777398	-508.883930065944	
892.6325197	97	3	0.59563918	0.06689257835	99.18897916	0.8110208393	93.37594399	6.624056013	0	0	-892.6325197	0.06689257835	-579.307238823279	
890.0725197	97	3	0.6210578934	0.06271908101	99.13629573	0.8637042734	92.99048454	7.009515458	0	0	-890.0725197	0.06271908101	-654.441590887508	
887.5125197	97	3	0.6434743709	0.0590136879	99.08335353	0.9166464679	92.60837215	7.391627853	0	0	-887.5125197	0.0590136879	-734.32470318654	
884.9525197	97	3	0.6633840258	0.05570252726	99.03014634	0.9698536583	92.22956254	7.770437457	0	0	-884.9525197	0.05570252726	-818.996940844593	
882.3925197	97	3	0.6811798271	0.05272650945	98.97666803	1.023331969	91.85400971	8.145990294	0	0	-882.3925197	0.05272650945	-908.501107178337	
879.8325197	97	3	0.6971773577	0.05003780152	98.92291258	1.077087421	91.48166615	8.518333848	0	0	-879.8325197	0.05003780152	-1002.88223817856	
877.2725197	97	3	0.7116328813	0.04759726527	98.86887406	1.131125938	91.1124832	8.887516797	0	0	-877.2725197	0.04759726527	-1102.18740440558	
874.7125197	97	3	0.7247565879	0.04537256496	98.81454665	1.185453352	90.74641124	9.25358876	0	0	-874.7125197	0.04537256496	-1206.46553509009	
872.1525197	97	3	0.7367224526	0.04333674896	98.75992459	1.240075412	90.38339992	9.61660008	0	0	-872.1525197	0.04333674896	-1315.76723983259	
869.5925197	97	3	0.7476756748	0.04146717231	98.70500221	1.294997789	90.02339838	9.97660162	0	0	-869.5925197	0.04146717231	-1430.14464563327	
867.0325197	97	3	0.7577383605	0.0397446683	98.64977392	1.350226082	89.66635541	10.33364459	0	0	-867.0325197	0.0397446683	-1549.65127156103	
864.4725197	97	3	0.7670139149	0.0381529044	98.59423418	1.405765822	89.31221961	10.68778039	0	0	-864.4725197	0.0381529044	-1674.34188587576	
861.9125197	97	3	0.7755904713	0.0366778763	98.53837752	1.46162248	88.96093953	11.03906047	0	0	-861.9125197	0.0366778763	-1804.27238852369	
859.3525197	97	3	0.7835435954	0.03530750676	98.48219853	1.51780147	88.61246382	11.38753618	0	0	-859.3525197	0.03530750676	-1939.49974417961	
856.7925197	97	3	0.7909384359	0.03403132476	98.42569184	1.574308155	88.26674128	11.73325872	0	0	-856.7925197	0.03403132476	-2080.08188561705	
854.2325197	97	3	0.7978314501	0.03284020674	98.36885215	1.631147852	87.92372102	12.07627898	0	0	-854.2325197	0.03284020674	-2226.07760462233	
851.6725197	97	3	0.8042717983	0.03172616636	98.31167416	1.688325835	87.58335251	12.41664749	0	0	-851.6725197	0.03172616636	-2377.5465616841	
849.1125197	97	3	0.8103024796	0.03068218256	98.25415266	1.745847341	87.24558565	12.75441435	0	0	-849.1125197	0.03068218256	-2536.01718643708	
846.5525197	97	3	0.815961439	0.02970309357	98.19628124	1.803718763	86.91036525	13.08963475	0	0	-846.5525197	0.02970309357	-2697.49176319169	
843.9925197	97	3	0.821281684	0.02878074024	98.13805719	1.861942811	86.57765397	13.42234603	0	0	-843.9925197	0.02878074024	-2864.47093131709	
841.4325197	97	3	0.8262928008	0.02791242007	98.07947409	1.920525911	86.24739725	13.75260275	0	0	-841.4325197	0.02791242007	-3039.21706742649	
838.8725197	97	3	0.8310209735	0.02709323673	98.02052681	1.97947319	85.91954727	14.08045273	0	0	-838.8725197	0.02709323673	-3218.97967917774	
836.3125197	97	3	0.8354895348	0.02631928736	97.96121025	2.038789755	85.59405695	14.40594305	0	0	-836.3125197	0.02631928736	-3404.58529949154	
833.7525197	97	3	0.8397193425	0.02558707153	97.90151931	2.098480694	85.27087985	14.72912015	0	0	-833.7525197	0.02558707153	-3596.10353899427	
831.1925197	97	3	0.8437290967	0.02489343768	97.84144891	2.158551086	84.94997029	15.05002971	0	0	-831.1925197	0.02489343768	-3793.59921128135	
828.6325197	97	3	0.8475356105	0.02423554113	97.780994	2.219006	84.6312833	15.3687167	0	0	-828.6325197	0.02423554113	-3997.13874647539	
826.0725197	97	3	0.8511540406	0.02361080767	97.7201495	2.279850498	84.31477468	15.68522532	0	0	-826.0725197	0.02361080767	-4206.78951763705	
823.5125197	97	3	0.8545980853	0.02301690226	97.65891036	2.341089641	84.00040098	15.99959902	0	0	-823.5125197	0.02301690226	-4422.61965559336	
820.9525197	97	3	0.8578801546	0.02245170189	97.59727151	2.402728486	83.6881195	16.3118805	0	0	-820.9525197	0.02245170189	-4644.69828657169	
818.3925197	97	3	0.8610115173	0.02191327218	97.53522791	2.464772094	83.37788833	16.62211167	0	0	-818.3925197	0.02191327218	-4873.09558474024	
815.8325197	97	3	0.8640024288	0.02139984691	97.47277447	2.527225532	83.06966631	16.93033369	0	0	-815.8325197	0.02139984691	-5107.88269693301	
813.2725197	97	3	0.8668622414	0.02090981022	97.40990613	2.590093871	82.76341304	17.23658696	0	0	-813.2725197	0.02090981022	-5349.13199845535	
810.7125197	97	3	0.8695995012	0.02044168101	97.34661781	2.653382193	82.45908889	17.54091111	0	0	-810.7125197	0.02044168101	-5596.91694932769	
808.1525197	97	3	0.8722220327	0.01999409922	97.28290441	2.717095591	82.156655	17.843345	0	0	-808.1525197	0.01999409922	-5851.31234977151	
805.5925197	97	3	0.8747370128	0.0195658138	97.21876083	2.781239173	81.85607323	18.14392677	0	0	-805.5925197	0.0195658138	-6112.39453842268	
