T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
919.8363282	95	2	3	0	0	98.02877952	0.04970722423	1.921513258	95	2	3							0.002707753063	-0.001743797504	-0.0009639555589	-919.8363282	0	11.1877875769818	
919.8163282	95	2	3	0.001752304402	0.001785342291	98.02792644	0.0497648404	1.922308718	94.99458453	2.003487991	3.001927481							0	0	0	-919.8163282	0.001785342291	11.2168796969665	
919.7963282	95	2	3	0.003500150771	0.003566066078	98.02707408	0.04982242145	1.923103494	94.98916992	2.006976498	3.003853585							0	0	0	-919.7963282	0.003566066078	11.2475348925846	
919.7563282	95	2	3	0.006981098123	0.007112262784	98.0253719	0.04993754983	1.92469055	94.9783418	2.013957297	3.007700901							0	0	0	-919.7563282	0.007112262784	11.3184880669659	
919.6763282	95	2	3	0.01387324942	0.01413270306	98.02198077	0.05016823722	1.927850992	94.95667888	2.027951524	3.015369593							0	0	0	-919.6763282	0.01413270306	11.4631380998032	
919.5163282	95	2	3	0.02742189969	0.02793000861	98.01524043	0.05062944434	1.934130126	94.91336368	2.056011072	3.030625246							0	0	0	-919.5163282	0.02793000861	11.7395020283842	
919.1963282	95	2	3	0.05358734316	0.05456206864	98.00193153	0.05155257618	1.94651589	94.82674891	2.112452556	3.060798536							0	0	0	-919.1963282	0.05456206864	12.315676835286	
918.5563282	95	2	3	0.1024716868	0.1042679101	97.97597485	0.0534020304	1.970623124	94.65358089	2.226594236	3.119824875							0	0	0	-918.5563282	0.1042679101	13.537051759769	
917.2763282	95	2	3	0.1883018041	0.1913673363	97.92653924	0.05711995024	2.016340811	94.30741783	2.459793725	3.232788442							0	0	0	-917.2763282	0.1913673363	16.2691931064746	
