T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
885.5683988	83	17	0	0	0	98.0908374	1.909162595	0	83	17	0				0.003141523932	-0.003141523932		-885.5683988	0	48.0072670970452	
885.5483988	83	17	0	0.0004563938086	0.0004163262684	98.08995981	1.910040188	0	82.99371711	17.00628289	0				0	0		-885.5483988	0.0004163262684	48.0712247879113	
885.5283988	83	17	0	0.0009121765491	0.0008320993595	98.08908213	1.910917866	0	82.9874351	17.0125649	0				0	0		-885.5283988	0.0008320993595	48.1165593938111	
885.4883988	83	17	0	0.00182296738	0.001662951672	98.08732647	1.912673527	0	82.97487342	17.02512658	0				0	0		-885.4883988	0.001662951672	48.1794916258476	
885.4083988	83	17	0	0.003640403994	0.003320926218	98.08381397	1.916186026	0	82.94975967	17.05024033	0				0	0		-885.4083988	0.003320926218	48.3241998121431	
885.2483988	83	17	0	0.007258777479	0.006622028498	98.07678426	1.923215736	0	82.8995707	17.1004293	0				0	0		-885.2483988	0.006622028498	48.6641088021301	
884.9283988	83	17	0	0.01440882348	0.01314593404	98.06270603	1.937293966	0	82.79934778	17.20065222	0				0	0		-884.9283988	0.01314593404	49.3712318673455	
884.2883988	83	17	0	0.02843359844	0.02594574144	98.03447317	1.965526826	0	82.59952033	17.40047967	0				0	0		-884.2883988	0.02594574144	50.6861205289412	
883.0083988	83	17	0	0.05538888473	0.05055920746	97.97769626	2.022303743	0	82.2023484	17.7976516	0				0	0		-883.0083988	0.05055920746	53.4351502856766	
880.4483988	83	17	0	0.1053201548	0.09620103981	97.86284863	2.137151365	0	81.41798646	18.58201354	0				0	0		-880.4483988	0.09620103981	59.096071400936	
877.8883988	83	17	0	0.1505505721	0.1376087239	97.74617774	2.253822256	0	80.64700393	19.35299607	0				0	0		-877.8883988	0.1376087239	64.9569507939633	
875.3283988	83	17	0	0.1917191968	0.1753596117	97.62755855	2.372441455	0	79.88945207	20.11054793	0				0	0		-875.3283988	0.1753596117	71.0681246621662	
872.7683988	83	17	0	0.2293544724	0.2099312502	97.50685678	2.493143224	0	79.14534437	20.85465563	0				0	0		-872.7683988	0.2099312502	77.4198653664662	
870.2083988	83	17	0	0.2638999982	0.2417247036	97.38392806	2.616071941	0	78.41465868	21.58534132	0				0	0		-870.2083988	0.2417247036	83.9977856602409	
867.6483988	83	17	0	0.2957310348	0.2710794497	97.25861683	2.741383171	0	77.69733944	22.30266056	0				0	0		-867.6483988	0.2710794497	90.784747693406	
865.0883988	83	17	0	0.3251673171	0.2982849466	97.13075509	2.869244905	0	76.99330011	23.00669989	0				0	0		-865.0883988	0.2982849466	97.7605990804501	
862.5283988	83	17	0	0.3524831064	0.3235897105	97.000161	2.999838997	0	76.30242563	23.69757437	0				0	0		-862.5283988	0.3235897105	104.901900828682	
859.9683988	83	17	0	0.3779151588	0.3472085135	96.86663718	3.133362818	0	75.62457504	24.37542496	0				0	0		-859.9683988	0.3472085135	112.198830004096	
857.4083988	83	17	0	0.4016627356	0.3693219781	96.72996864	3.270031365	0	74.95958336	25.04041664	0				0	0		-857.4083988	0.3693219781	119.581717734022	
