T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
887.249546	85	11	4	0	0	97.56185415	0.2518688747	2.186276977	85	11	4										0.002225319703	-0.001904042087	-0.000321277616	-887.249546	0	56.4201849731564	
887.229546	85	11	4	0.0003574472669	0.0003542541961	97.5614903	0.2519363238	2.186573377	84.99554992	11.0038075	4.000642578										0	0	0	-887.229546	0.0003542541961	56.4930858937109	
887.209546	85	11	4	0.0007144393604	0.0007080518373	97.5611266	0.2520037983	2.186869603	84.99110037	11.00761495	4.001284679										0	0	0	-887.209546	0.0007080518373	56.5484766978804	
887.169546	85	11	4	0.001427721757	0.001414935306	97.56039934	0.2521386813	2.187461979	84.98220507	11.01522675	4.002568175										0	0	0	-887.169546	0.001414935306	56.6332166313935	
887.089546	85	11	4	0.002850826941	0.002825208632	97.5589457	0.2524083263	2.188645978	84.96442744	11.03044094	4.005131621										0	0	0	-887.089546	0.002825208632	56.8205066431278	
886.929546	85	11	4	0.005683277864	0.005631861307	97.55604189	0.2529471352	2.191010978	84.92892393	11.06083171	4.010244364										0	0	0	-886.929546	0.005631861307	57.2307133328426	
886.609546	85	11	4	0.01128391863	0.01118046454	97.55025384	0.2540249766	2.19572118	84.85809539	11.12150383	4.020400777										0	0	0	-886.609546	0.01118046454	58.0722458201756	
885.969546	85	11	4	0.02226388824	0.02205440752	97.53873802	0.256175324	2.205086657	84.71722635	11.24229508	4.040478574										0	0	0	-885.969546	0.02205440752	59.6950816244669	
884.689546	85	11	4	0.0433619933	0.04293340336	97.51595303	0.2604601751	2.223586793	84.43852087	11.48178965	4.07968948										0	0	0	-884.689546	0.04293340336	63.060397088289	
882.129546	85	11	4	0.08243371842	0.08154268575	97.47131959	0.2689734957	2.259706912	83.89276823	11.95272463	4.15450714										0	0	0	-882.129546	0.08154268575	69.9715739451887	
879.569546	85	11	4	0.1178523506	0.116473126	97.42785921	0.2774275222	2.294713268	83.36166637	12.41352993	4.2248037										0	0	0	-879.569546	0.116473126	77.0953259605585	
877.009546	85	11	4	0.1501381181	0.1482512391	97.38548581	0.2858372428	2.32867695	82.84424252	12.8648551	4.290902378										0	0	0	-877.009546	0.1482512391	84.5107249778598	
874.449546	85	11	4	0.1797103646	0.1773013502	97.34412817	0.2942173104	2.361654517	82.33958848	13.30732687	4.353084649										0	0	0	-874.449546	0.1773013502	92.1912843325746	
871.889546	85	11	4	0.2069297487	0.2039880196	97.30371059	0.3025759248	2.39371348	81.84692684	13.74144102	4.411632139										0	0	0	-871.889546	0.2039880196	100.134782375855	
869.329546	85	11	4	0.2320818115	0.2285999787	97.26417765	0.310924614	2.424897732	81.36549737	14.16772939	4.466773244										0	0	0	-869.329546	0.2285999787	108.347093137351	
866.769546	85	11	4	0.2554110724	0.2513842974	97.22547529	0.3192719739	2.455252734	80.89462381	14.58665146	4.518724737										0	0	0	-866.769546	0.2513842974	116.813276831108	
864.209546	85	11	4	0.2771242024	0.2725497164	97.18755457	0.3276255254	2.484819908	80.43368881	14.99862706	4.567684129										0	0	0	-864.209546	0.2725497164	125.527049542942	
861.649546	85	11	4	0.2973970834	0.2922738049	97.15037096	0.335991874	2.513637168	79.98212819	15.40404	4.613831806										0	0	0	-861.649546	0.2922738049	134.482601004779	
859.089546	85	11	4	0.3163803543	0.3107085829	97.1138838	0.3443768425	2.541739355	79.53942563	15.80324149	4.657332886										0	0	0	-859.089546	0.3107085829	143.674547032436	
856.529546	85	11	4	0.3342038043	0.3279849731	97.0780558	0.3527855803	2.56915862	79.10510786	16.19655328	4.698338861										0	0	0	-856.529546	0.3279849731	153.097885729079	
853.969546	85	11	4	0.3509798822	0.3442163572	97.04285261	0.3612226554	2.595924736	78.67874041	16.58427056	4.73698903										0	0	0	-853.969546	0.3442163572	162.747957749917	
851.409546	85	11	4	0.3668065222	0.359501437	97.00824251	0.3696921317	2.62206536	78.25992368	16.96666456	4.773411757										0	0	0	-851.409546	0.359501437	172.620410386307	
848.849546	85	11	4	0.3817694338	0.3739265543	96.9741961	0.3781976345	2.647606263	77.84828953	17.34398489	4.80772558										0	0	0	-848.849546	0.3739265543	182.711160499406	
846.289546	85	11	4	0.3959439727	0.3875675845	96.94068607	0.3867424065	2.672571525	77.44349814	17.71646168	4.840040178										0	0	0	-846.289546	0.3875675845	193.016366368803	
843.729546	85	11	4	0.4093966767	0.4004914917	96.90768695	0.3953293544	2.696983697	77.04523529	18.08430747	4.870457235										0	0	0	-843.729546	0.4004914917	203.532394849279	
841.169546	85	11	4	0.4221865366	0.412757615	96.87517495	0.4039610902	2.720863955	76.65320989	18.44771891	4.899071195										0	0	0	-841.169546	0.412757615	214.255799758122	
838.609546	85	11	4	0.4343660521	0.4244187365	96.84312782	0.4126399657	2.744232218	76.26715179	18.80687828	4.925969931										0	0	0	-838.609546	0.4244187365	225.183299629147	
836.049546	85	11	4	0.4459821148	0.435521975	96.81152463	0.4213681028	2.767107264	75.88680981	19.16195485	4.951235345										0	0	0	-836.049546	0.435521975	236.311752023099	
833.489546	85	11	4	0.4570767501	0.4461095365	96.78034576	0.4301474192	2.789506824	75.51195002	19.51310609	4.974943891										0	0	0	-833.489546	0.4461095365	247.638137075824	
830.929546	85	11	4	0.4676877439	0.4562193479	96.74957268	0.4389796513	2.811447671	75.14235416	19.86047879	4.997167049										0	0	0	-830.929546	0.4562193479	259.159544790389	
828.369546	85	11	4	0.4778491741	0.4658855942	96.71918793	0.4478663738	2.832945693	74.77781826	20.20420998	5.017971751										0	0	0	-828.369546	0.4658855942	270.873154525045	
825.809546	85	11	4	0.4875918633	0.4751391769	96.68917502	0.456809017	2.854015963	74.41815137	20.54442788	5.037420749										0	0	0	-825.809546	0.4751391769	282.776224697724	
823.249546	85	11	4	0.4969437665	0.4840081054	96.65951832	0.4658088816	2.874672799	74.06317446	20.88125258	5.055572961										0	0	0	-823.249546	0.4840081054	294.866086840851	
820.689546	85	11	4	0.5059303045	0.4925178336	96.63020303	0.4748671523	2.894929818	73.71271939	21.21479684	5.072483771										0	0	0	-820.689546	0.4925178336	307.140121981033	
818.129546	85	11	4	0.5145746502	0.5006915506	96.60121511	0.483984909	2.914799984	73.36662804	21.54516665	5.088205306										0	0	0	-818.129546	0.5006915506	319.595767172516	
815.569546	85	11	4	0.522897978	0.5085504311	96.57254121	0.4931631377	2.934295654	73.02475145	21.87246186	5.102786684										0	0	0	-815.569546	0.5085504311	332.230498053851	
813.009546	85	11	4	0.5309196796	0.5161138544	96.54416865	0.502402739	2.953428616	72.68694913	22.19677663	5.116274235										0	0	0	-813.009546	0.5161138544	345.041817370817	
810.449546	85	11	4	0.5386575518	0.5233995941	96.51608534	0.5117045367	2.972210128	72.35308836	22.51819993	5.128711708										0	0	0	-810.449546	0.5233995941	358.027269283403	
807.889546	85	11	4	0.5461279615	0.5304239841	96.48827977	0.5210692848	2.990650948	72.02304361	22.83681593	5.140140454										0	0	0	-807.889546	0.5304239841	370.63503595813	
807.729546	85	11	4	0.5465868727	0.5308552334	96.48655009	0.5216562417	2.991793669	72.00254301	22.85663318	5.140823808										0	0	0	-807.729546	0.5308552334	373.283436094341	
807.709546	85	11	4	0.5466438725	0.5309087716	96.48633429	0.5217298191	2.991935892	71.99998004	22.85911169	5.140908264										0	0	0	-807.709546	0.5309087716	372.594883796151	
807.7031893	85	11	4	0.5466620462	0.5309258464	96.48626563	0.521753165	2.991981203	71.99916579	22.85989897	5.140935242	62.54235303	28.42537001	9.032276954							0	0	0	-807.7031893	0.5309258464	360.852784379536	
807.679546	85	11	4	0.5479545698	0.5313884507	96.48722614	0.5225956957	2.990178169	71.99024511	22.8713867	5.138368187	62.54235303	28.42537001	9.032276954							0	0	0	-807.679546	0.5313884507	51.248891152122	
807.659546	85	11	4	0.5490428345	0.5317778093	96.48803608	0.5233083842	2.988655538	71.98270705	22.88109248	5.136200466	62.54235303	28.42537001	9.032276954							0	0	0	-807.659546	0.5317778093	51.4859857525817	
807.619546	85	11	4	0.5512055661	0.5325511559	96.48964925	0.5247332726	2.985617479	71.96765959	22.90046439	5.131876021	62.54235303	28.42537001	9.032276954							0	0	0	-807.619546	0.5325511559	51.9644914358721	
807.539546	85	11	4	0.5554765688	0.534076698	96.49284866	0.5275816562	2.979569686	71.93767054	22.93905956	5.123269905	62.54235303	28.42537001	9.032276954							0	0	0	-807.539546	0.534076698	52.9620652192941	
807.379546	85	11	4	0.5638035256	0.5370409913	96.49914152	0.5332730851	2.967585395	71.87810882	23.01566549	5.106225692	62.54235303	28.42537001	9.032276954							0	0	0	-807.379546	0.5370409913	55.0013293633983	
807.059546	85	11	4	0.579663394	0.5426604003	96.51131698	0.5446371306	2.944045893	71.76058936	23.1666263	5.072784338	62.54235303	28.42537001	9.032276954							0	0	0	-807.059546	0.5426604003	59.1625114980185	
806.419546	85	11	4	0.6085519563	0.5527933544	96.53412528	0.5673067241	2.898567999	71.53153524	23.46015296	5.008311803	62.54235303	28.42537001	9.032276954							0	0	0	-806.419546	0.5527933544	68.1705675590652	
805.139546	85	11	4	0.6572475307	0.569536473	96.57423203	0.6125247282	2.813243244	71.09446803	24.01771964	4.887812328	62.54235303	28.42537001	9.032276954							0	0	0	-805.139546	0.569536473	88.8931671603711	
802.579546	85	11	4	0.7298196672	0.5935241759	96.63627701	0.7031342768	2.660588713	70.28753979	25.0388506	4.673609608	62.54235303	28.42537001	9.032276954							0	0	0	-802.579546	0.5935241759	136.850411014329	
800.019546	85	11	4	0.7818071512	0.6097995707	96.67902747	0.7948175214	2.526155007	69.54863723	25.96510615	4.486256619	62.54235303	28.42537001	9.032276954							0	0	0	-800.019546	0.6097995707	193.171193103273	
797.459546	85	11	4	0.8212015056	0.6214919209	96.70625891	0.888237661	2.40550343	68.86120332	26.81984208	4.3189546	62.54235303	28.42537001	9.032276954							0	0	0	-797.459546	0.6214919209	261.072912269515	
