T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
C	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
574.1555821	78	17	5	0	0	96.87412077	0.3474204991	2.778458727	78	17	5	0.001470224512	-0.00129718349	-0.0001730410215	-847.3055821	0	128.24109722559	
574.1355821	78	17	5	0.0001605734913	0.0001558553178	96.87381392	0.3474635382	2.778722545	77.99706021	17.00259355	5.000346239	0	0	0	-847.2855821	0.0001558553178	128.407187636228	
574.1155821	78	17	5	0.0003209417491	0.0003115093022	96.87350725	0.3475066617	2.778986084	77.99411966	17.00518836	5.000691973	0	0	0	-847.2655821	0.0003115093022	128.505748082582	
574.0755821	78	17	5	0.0006415679119	0.0006227037885	96.87289381	0.3475927972	2.779513389	77.98824112	17.01037532	5.001383566	0	0	0	-847.2255821	0.0006227037885	128.582451101634	
573.9955821	78	17	5	0.001282167166	0.001244433425	96.87166728	0.3477650344	2.780567684	77.97648886	17.02074577	5.002765371	0	0	0	-847.1455821	0.001244433425	128.77413230915	
573.8355821	78	17	5	0.002560469989	0.002484980672	96.8692155	0.3481093272	2.782675176	77.95300414	17.04147215	5.005523711	0	0	0	-846.9855821	0.002484980672	129.177423323463	
573.5155821	78	17	5	0.005105568084	0.004954503106	96.86431704	0.3487971916	2.786885769	77.90611352	17.08286709	5.011019384	0	0	0	-846.6655821	0.004954503106	130.048749640375	
572.8755821	78	17	5	0.01014312278	0.009840863794	96.85454764	0.3501731003	2.795279261	77.81261047	17.16547754	5.021911996	0	0	0	-846.0255821	0.009840863794	131.829128298398	
571.5955821	78	17	5	0.02003418228	0.01942877089	96.83509635	0.3529167094	2.811986945	77.62680346	17.32984381	5.043352727	0	0	0	-844.7455821	0.01942877089	135.273609466203	
569.0355821	78	17	5	0.03910187619	0.03788782269	96.79655109	0.3583787214	2.845070187	77.25977216	17.6553669	5.084860943	0	0	0	-842.1855821	0.03788782269	142.282089418579	
566.4755821	78	17	5	0.05728285491	0.05545750484	96.75846712	0.3638089858	2.877723891	76.89860134	17.97679207	5.124606585	0	0	0	-839.6255821	0.05545750484	149.357883767379	
