T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
883.1293306	82	15	3	0	0	97.92694569	0.5145398231	1.55851449	82	15	3							0.002428398217	-0.002208623188	-0.0002197750291	-883.1293306	0	65.5312266988824	
883.1093306	82	15	3	0.0003176827337	0.0003049602093	97.92664422	0.5146856536	1.558670127	81.99514374	15.00441665	3.000439614							0	0	0	-883.1093306	0.0003049602093	65.633426197241	
883.0893306	82	15	3	0.0006348737927	0.0006094462949	97.92634285	0.5148315277	1.558825626	81.99028843	15.00883273	3.000878841							0	0	0	-883.0893306	0.0006094462949	65.7017991902227	
883.0493306	82	15	3	0.001268760449	0.001217936463	97.92574014	0.5151231576	1.5591367	81.98058219	15.01766084	3.001756968							0	0	0	-883.0493306	0.001217936463	65.7881608608485	
882.9693306	82	15	3	0.002533581734	0.002432057562	97.92453516	0.5157061902	1.559758649	81.96118572	15.0353032	3.00351108							0	0	0	-882.9693306	0.002432057562	65.9949894343106	
882.8093306	82	15	3	0.00505147892	0.004848923945	97.9221269	0.5168713512	1.561001754	81.92245659	15.07053265	3.007010762							0	0	0	-882.8093306	0.004848923945	66.4500983220292	
882.4893306	82	15	3	0.01003198884	0.009629185614	97.91732003	0.5192006133	1.563479355	81.84523855	15.14079443	3.013967024							0	0	0	-882.4893306	0.009629185614	67.3845528435059	
881.8493306	82	15	3	0.01980334816	0.01900609399	97.90773572	0.5238475616	1.568416714	81.69179542	15.28046855	3.02773603							0	0	0	-881.8493306	0.01900609399	69.1811613197369	
880.5693306	82	15	3	0.03860500803	0.03704266532	97.88868732	0.533102138	1.578210546	81.38877834	15.55652828	3.054693376							0	0	0	-880.5693306	0.03704266532	72.9061453641667	
878.0093306	82	15	3	0.07351047918	0.0705050183	97.85104323	0.5514660059	1.59749076	80.79764992	16.09596546	3.106384619							0	0	0	-878.0093306	0.0705050183	80.5611908225477	
875.4493306	82	15	3	0.1052376391	0.1008923439	97.81396175	0.5696641973	1.616374056	80.22531897	16.61941625	3.155264788							0	0	0	-875.4493306	0.1008923439	88.4317818621341	
872.8893306	82	15	3	0.134237482	0.1286416664	97.77738823	0.587718098	1.634893676	79.67061195	17.12785052	3.201537531							0	0	0	-872.8893306	0.1286416664	96.5976769816434	
870.3293306	82	15	3	0.1608615866	0.1540937155	97.74128192	0.6056537234	1.653064355	79.132402	17.62223312	3.245364881							0	0	0	-870.3293306	0.1540937155	105.063216201355	
867.7693306	82	15	3	0.1854094972	0.1775387181	97.70560379	0.6234921618	1.670904048	78.60965597	18.10344054	3.286903485							0	0	0	-867.7693306	0.1775387181	113.806330431993	
865.2093306	82	15	3	0.2081324561	0.1992200709	97.67031868	0.6412523589	1.688428961	78.10141872	18.57228437	3.326296914							0	0	0	-865.2093306	0.1992200709	122.81536021825	
862.6493306	82	15	3	0.2292426404	0.2193433009	97.6353948	0.658951389	1.705653811	77.60680861	19.02951463	3.363676764							0	0	0	-862.6493306	0.2193433009	132.079150817662	
860.0893306	82	15	3	0.2489203924	0.2380830776	97.60080326	0.6766046904	1.722592051	77.12501256	19.47582372	3.39916372							0	0	0	-860.0893306	0.2380830776	141.587046010694	
857.5293306	82	15	3	0.2673199218	0.2555887436	97.5665177	0.6942262714	1.739256026	76.65528095	19.91185049	3.432868552							0	0	0	-857.5293306	0.2555887436	151.328843309875	
854.9693306	82	15	3	0.2845738488	0.2719887189	97.53251398	0.7118288778	1.755657137	76.19692238	20.33818457	3.464893045							0	0	0	-854.9693306	0.2719887189	161.294823896816	
852.4093306	82	15	3	0.3007968249	0.2873940125	97.49876992	0.7294241604	1.771805924	75.7492991	20.75537008	3.495330822							0	0	0	-852.4093306	0.2873940125	171.47572084829	
849.8493306	82	15	3	0.3160884724	0.3019010708	97.46526502	0.747022798	1.787712179	75.31182225	21.16390962	3.52426813							0	0	0	-849.8493306	0.3019010708	181.862660632565	
847.2893306	82	15	3	0.3305357626	0.3155940839	97.43198036	0.7646346153	1.80338502	74.88394767	21.5642678	3.551784525							0	0	0	-847.2893306	0.3155940839	192.447166394834	
844.7293306	82	15	3	0.3442149612	0.3285468709	97.39889835	0.7822686828	1.818832963	74.46517199	21.95687451	3.577953498							0	0	0	-844.7293306	0.3285468709	203.221132408492	
