T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
905.8250572	94	1	5	0	0	97.0907094	0.01316915537	2.896121443	94	0.9999999999	5							0.001325457152	-0.0004232615806	-0.0009021955717	-905.8250572	0	23.3177681548973	
905.8050572	94	1	5	0.0008157480267	0.0008571866837	97.08986056	0.01317406196	2.896965383	93.99734923	1.000846569	5.001804204							0	0	0	-905.8050572	0.0008571866837	23.3465125211694	
905.7850572	94	1	5	0.001630529553	0.001713319291	97.08901196	0.01317896708	2.897809077	93.99469899	1.001693325	5.003607689							0	0	0	-905.7850572	0.001713319291	23.3757348529814	
905.7450572	94	1	5	0.003257100772	0.003422325599	97.08731553	0.01318877485	2.899495691	93.98940005	1.00338752	5.007212432							0	0	0	-905.7450572	0.003422325599	23.4349775261774	
905.6650572	94	1	5	0.006498430462	0.006827467396	97.08392575	0.01320837879	2.902865869	93.97880837	1.006778533	5.014413096							0	0	0	-905.6650572	0.006827467396	23.5625298382976	
905.5050572	94	1	5	0.01292681265	0.01357890995	97.07715991	0.01324771882	2.909592376	93.95764026	1.013583502	5.028776239							0	0	0	-905.5050572	0.01357890995	23.8231215422993	
905.1850572	94	1	5	0.02559296497	0.02687442688	97.06367805	0.01332640395	2.922995546	93.91539115	1.027248817	5.057360037							0	0	0	-905.1850572	0.02687442688	24.3267714415792	
904.5450572	94	1	5	0.05017667679	0.05265180827	97.03691317	0.01348421739	2.949602612	93.83121075	1.054830493	5.113958758							0	0	0	-904.5450572	0.05265180827	25.3625776465457	
903.2650572	94	1	5	0.09657049176	0.1011931058	96.9841514	0.01380204995	3.002046546	93.66402619	1.111032127	5.224941681							0	0	0	-903.2650572	0.1011931058	27.5112901660787	
900.7050572	94	1	5	0.1797324795	0.1878274977	96.88151506	0.01445056639	3.104034369	93.33360452	1.227923746	5.438471733							0	0	0	-900.7050572	0.1878274977	31.9627034483249	
898.1450572	94	1	5	0.2523172812	0.2629965491	96.7824356	0.01512320045	3.202441196	93.00709939	1.351449214	5.641451398							0	0	0	-898.1450572	0.2629965491	36.5905232191889	
895.5850572	94	1	5	0.3163868614	0.328952308	96.68664212	0.01582809658	3.297529779	92.6829889	1.482448089	5.834563013							0	0	0	-895.5850572	0.328952308	41.4696541175008	
893.0250572	94	1	5	0.3734755127	0.3873705754	96.5939374	0.01657333602	3.389489266	92.35983212	1.621828756	6.018339127							0	0	0	-893.0250572	0.3873705754	46.6043615657965	
890.4650572	94	1	5	0.4247455108	0.4395214939	96.50418367	0.01736715758	3.478449171	92.03624476	1.770570644	6.193184596							0	0	0	-890.4650572	0.4395214939	52.0066754939069	
887.9050572	94	1	5	0.4710907353	0.486383005	96.41729235	0.01821812736	3.56448952	91.71088191	1.929723984	6.359394111							0	0	0	-887.9050572	0.486383005	57.6975536830557	
885.3450572	94	1	5	0.5132074491	0.5287182749	96.33321618	0.01913526516	3.647648553	91.38242754	2.100405765	6.517166694							0	0	0	-885.3450572	0.5287182749	63.7082322757161	
882.7850572	94	1	5	0.5516438314	0.5671298177	96.25194293	0.02012812826	3.727928941	91.04959117	2.283790367	6.666618466							0	0	0	-882.7850572	0.5671298177	70.0817607639599	
880.2250572	94	1	5	0.5868354675	0.6020982107	96.1734899	0.02120684814	3.805303254	90.71111204	2.481093161	6.807794798							0	0	0	-880.2250572	0.6020982107	76.8746983543862	
877.6650572	94	1	5	0.6191313939	0.6340104322	96.09789859	0.02238211226	3.879719296	90.36577177	2.693545413	6.94068282							0	0	0	-877.6650572	0.6340104322	84.1589121539864	
875.1050572	94	1	5	0.6488137006	0.6631810999	96.02522916	0.02366508048	3.951105758	90.01241577	2.922359112	7.065225115							0	0	0	-875.1050572	0.6631810999	92.0233629578359	
872.5450572	94	1	5	0.676112687	0.6898687858	95.95555421	0.02506722626	4.019378561	89.64998367	3.168681113	7.181335212							0	0	0	-872.5450572	0.6898687858	100.575702454093	
869.9850572	94	1	5	0.7012189017	0.714288857	95.88895183	0.02660009663	4.084448073	89.27754757	3.433537305	7.288915127							0	0	0	-869.9850572	0.714288857	109.943437439905	
867.4250572	94	1	5	0.7242929344	0.7366237982	95.82549781	0.02827499255	4.146227199	88.89435583	3.717769426	7.387874748							0	0	0	-867.4250572	0.7366237982	120.274373331391	
864.8650572	94	1	5	0.7454734938	0.7570316138	95.76525737	0.03010258319	4.204640047	88.49987836	4.021969415	7.478152229							0	0	0	-864.8650572	0.7570316138	131.736030165754	
862.3050572	94	1	5	0.7648840617	0.7756526569	95.70827692	0.03209248248	4.259630602	88.09384771	4.346418347	7.559733945							0	0	0	-862.3050572	0.7756526569	144.513770723802	
859.7450572	94	1	5	0.7826382391	0.7926150562	95.65457654	0.03425282933	4.31117063	87.67628961	4.691038332	7.632672063							0	0	0	-859.7450572	0.7926150562	158.552172117302	
858.4650572	94	1	5	0.790927221	0.8005112182	95.6289563	0.03539914686	4.335644552	87.46326753	4.870799706	7.665932763							0	0	0	-858.4650572	0.8005112182	166.012314360651	
858.1450572	94	1	5	0.7929414979	0.802427834	95.62267563	0.03569248781	4.341631885	87.40959699	4.916479341	7.673923672							0	0	0	-858.1450572	0.802427834	168.016881611269	
857.9850572	94	1	5	0.7939395593	0.8033771641	95.6195554	0.03584029726	4.344604299	87.38269212	4.939440198	7.677867683							0	0	0	-857.9850572	0.8033771641	169.042269359213	
857.9735982	94	1	5	0.7940108202	0.8034449375	95.61933242	0.03585091011	4.344816673	87.38076356	4.941087527	7.678148913	81.86487634	0	18.13512366				0	0	0	-857.9735982	0.8034449375	149.324184825531	
857.9550572	94	1	5	0.7943509606	0.803656325	95.61953779	0.03591894876	4.344543262	87.37392834	4.948670003	7.677401662	81.86487433	0	18.13512567				0	0	0	-857.9550572	0.803656325	87.8225407024472	
857.9350572	94	1	5	0.7947169585	0.8038837461	95.61975914	0.03599240621	4.34424845	87.36655368	4.956850718	7.676595606	81.86487214	0	18.13512786				0	0	0	-857.9350572	0.8038837461	88.1053871531454	
857.8950572	94	1	5	0.79544523	0.8043360854	95.62020188	0.03613936679	4.343658751	87.35181655	4.973199306	7.674984146	81.86486775	0	18.13513225				0	0	0	-857.8950572	0.8043360854	88.8547640547242	
857.8150572	94	1	5	0.7968827129	0.8052280078	95.62108693	0.03643361484	4.342479457	87.32237522	5.005861556	7.671763226	81.86485892	0	18.13514108				0	0	0	-857.8150572	0.8052280078	90.3810409180692	
857.6550572	94	1	5	0.7996992808	0.8069723544	95.62285529	0.03702342963	4.340121285	87.26362254	5.071048145	7.66532931	81.86484104	0	18.13515896				0	0	0	-857.6550572	0.8069723544	93.2115728504346	
857.3350572	94	1	5	0.8050993993	0.8103039172	95.62638506	0.03820833562	4.335406602	87.14663391	5.200873093	7.652492992	81.86480439	0	18.13519561				0	0	0	-857.3350572	0.8103039172	99.2078395839124	
856.6950572	94	1	5	0.8150584408	0.8164000699	95.63341683	0.04059930897	4.32598386	86.91469054	5.458364191	7.626945269	81.8647275	0	18.1352725				0	0	0	-856.6950572	0.8164000699	112.171048375916	
