T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
C	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
540.8073117	85	5	10	0	0	94.12095091	0.01916886145	5.85988023	85	5	10	0.0008082918037	-0.00044141115	-0.0003668806537	-813.9573117	0	112.822224138706	
540.7873117	85	5	10	0.0001644642821	0.0001772465892	94.12038858	0.01916823027	5.860443194	84.9983836	5.000882651	10.00073375	0	0	0	-813.9373117	0.0001772465892	112.852076170841	
540.7673117	85	5	10	0.0003288896456	0.0003544463049	94.11982626	0.0191676012	5.861006135	84.99676682	5.00176584	10.00146734	0	0	0	-813.9173117	0.0003544463049	112.889194298803	
540.7273117	85	5	10	0.0006575602618	0.0007086368565	94.1187017	0.01916633971	5.862131959	84.99353384	5.003531862	10.0029343	0	0	0	-813.8773117	0.0007086368565	112.953742998894	
540.6473117	85	5	10	0.001314604202	0.001416638507	94.11645289	0.01916381644	5.864383291	84.98706802	5.007065081	10.0058669	0	0	0	-813.7973117	0.001416638507	113.044765390167	
540.4873117	85	5	10	0.002627146927	0.002830740811	94.11195647	0.01915876535	5.868884766	84.97413745	5.0141356	10.01172695	0	0	0	-813.6373117	0.002830740811	113.247446713425	
540.1673117	85	5	10	0.005246075867	0.005651371014	94.10296838	0.01914864521	5.877882976	84.94828041	5.028293009	10.02342658	0	0	0	-813.3173117	0.005651371014	113.680456192585	
539.5273117	85	5	10	0.01045578818	0.01125857241	94.08501588	0.01912856194	5.89585556	84.89655086	5.056716142	10.046733	0	0	0	-812.6773117	0.01125857241	114.561155786045	
538.2473117	85	5	10	0.02077544152	0.02235077343	94.04919152	0.01908834596	5.93172013	84.7931187	5.113873039	10.09300826	0	0	0	-811.3973117	0.02235077343	116.262571113396	
535.6873117	85	5	10	0.04102064302	0.04405353942	93.97787333	0.01900823289	6.003118436	84.58625972	5.229547473	10.1841928	0	0	0	-808.8373117	0.04405353942	119.697925521625	
533.1273117	85	5	10	0.06076386719	0.06514270861	93.90699314	0.01892863175	6.074078227	84.37933637	5.347095952	10.27356768	0	0	0	-806.2773117	0.06514270861	123.139766896935	
530.5673117	85	5	10	0.08002987319	0.08564866074	93.83654943	0.01884967624	6.144600892	84.17226052	5.466596874	10.3611426	0	0	0	-803.7173117	0.08564866074	126.60113297723	
528.0073117	85	5	10	0.09884189254	0.1055998937	93.7665412	0.01877148838	6.214687313	83.96494676	5.588128014	10.44692522	0	0	0	-801.1573117	0.1055998937	130.08164292865	
525.4473117	85	5	10	0.1172213394	0.1250227364	93.69696824	0.01869418818	6.284337575	83.75731111	5.711768191	10.53092069	0	0	0	-798.5973117	0.1250227364	133.58242178517	
522.8873117	85	5	10	0.1351879684	0.1439415399	93.62783112	0.01861789404	6.353550984	83.5492709	5.837597313	10.61313178	0	0	0	-796.0373117	0.1439415399	137.104776484804	
520.3273117	85	5	10	0.1527600161	0.1623788492	93.55913119	0.01854272288	6.422326089	83.34074465	5.965696386	10.69355896	0	0	0	-793.4773117	0.1623788492	140.650197906804	
517.7673117	85	5	10	0.1699543277	0.1803555565	93.49087052	0.01846879044	6.490660687	83.13165198	6.09614752	10.7722005	0	0	0	-790.9173117	0.1803555565	144.220369551512	
515.2073117	85	5	10	0.1867864698	0.1978910381	93.42305195	0.01839621139	6.558551842	82.92191351	6.229033912	10.84905258	0	0	0	-788.3573117	0.1978910381	147.817175227092	
512.6473117	85	5	10	0.2032708318	0.2150032775	93.35567901	0.01832509951	6.625995894	82.71145083	6.364439824	10.92410935	0	0	0	-785.7973117	0.2150032775	151.442705332227	
510.0873117	85	5	10	0.2194207169	0.2317089763	93.28875597	0.01825556774	6.692988466	82.50018644	6.502450533	10.99736303	0	0	0	-783.2373117	0.2317089763	155.099264999608	
507.5273117	85	5	10	0.2352484247	0.2480236541	93.2222878	0.01818772831	6.759524475	82.28804373	6.643152273	11.068804	0	0	0	-780.6773117	0.2480236541	158.789387063327	
504.9673117	85	5	10	0.2507653246	0.2639617381	93.15628016	0.01812169271	6.825598145	82.07494697	6.786632155	11.13842087	0	0	0	-778.1173117	0.2639617381	162.515838958943	
502.4073117	85	5	10	0.2659819236	0.2795366455	93.09073942	0.01805757173	6.891203008	81.86082135	6.932978065	11.20620058	0	0	0	-775.5573117	0.2795366455	166.281632605018	
499.8473117	85	5	10	0.2809079273	0.2947608573	93.0256726	0.01799547542	6.956331922	81.64559298	7.082278545	11.27212848	0	0	0	-772.9973117	0.2947608573	170.090035560437	
497.2873117	85	5	10	0.295552295	0.3096459864	92.96108741	0.01793551305	7.020977079	81.42918895	7.234622649	11.3361884	0	0	0	-770.4373117	0.3096459864	173.944582897679	
494.7273117	85	5	10	0.3099232913	0.3242028389	92.89699219	0.01787779298	7.085130014	81.21153742	7.390099775	11.3983628	0	0	0	-767.8773117	0.3242028389	177.849090236402	
492.1673117	85	5	10	0.3240285321	0.3384414709	92.83339595	0.01782242254	7.148781624	80.9925677	7.548799474	11.45863282	0	0	0	-765.3173117	0.3384414709	181.807660253282	
489.6073117	85	5	10	0.3378750283	0.352371241	92.77030831	0.0177695079	7.21192218	80.77221036	7.710811232	11.51697841	0	0	0	-762.7573117	0.352371241	185.824699269663	
487.0473117	85	5	10	0.3514692252	0.3660008578	92.7077395	0.01771915383	7.274541346	80.55039736	7.876224227	11.57337841	0	0	0	-760.1973117	0.3660008578	189.904927345896	
484.4873117	85	5	10	0.3648170398	0.3793384251	92.64570034	0.01767146349	7.3366282	80.3270622	8.045127053	11.62781075	0	0	0	-757.6373117	0.3793384251	194.053389337306	
481.9273117	85	5	10	0.3779238952	0.392391483	92.5842022	0.01762653816	7.398171257	80.1021401	8.217607418	11.68025248	0	0	0	-755.0773117	0.392391483	198.275469824733	
479.3673117	85	5	10	0.390794754	0.4051670468	92.52325702	0.01758447693	7.4591585	79.87556819	8.393751819	11.73067999	0	0	0	-752.5173117	0.4051670468	202.576903233099	
476.8073117	85	5	10	0.403434148	0.4176716433	92.46287722	0.01754537635	7.519577406	79.64728572	8.573645178	11.7790691	0	0	0	-749.9573117	0.4176716433	206.963781243843	
474.2473117	85	5	10	0.4158462088	0.4299113457	92.40307569	0.01750933008	7.579414984	79.41723428	8.757370456	11.82539527	0	0	0	-747.3973117	0.4299113457	211.442568211765	
471.6873117	85	5	10	0.4280346952	0.4418918055	92.34386575	0.0174764284	7.638657818	79.18535805	8.945008238	11.86963371	0	0	0	-744.8373117	0.4418918055	216.020111087186	
469.1273117	85	5	10	0.4400030206	0.453618284	92.28526114	0.01744675786	7.697292105	78.95160409	9.136636291	11.91175962	0	0	0	-742.2773117	0.453618284	220.703643835451	
466.5673117	85	5	10	0.4517542793	0.4650956819	92.22727589	0.01742040069	7.75530371	78.71592256	9.332329095	11.95174834	0	0	0	-739.7173117	0.4650956819	225.500797254221	
464.0073117	85	5	10	0.4632912721	0.476328568	92.16992435	0.01739743434	7.812678218	78.47826708	9.532157359	11.98957556	0	0	0	-737.1573117	0.476328568	230.419604826081	
