T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
862.7768656	77	20	3	0	0	97.72926474	0.7923228328	1.478412432	77	20	3							0.001952755488	-0.001809422332	-0.0001433331566	-862.7768656	0	106.012038566939	
862.7568656	77	20	3	0.0002014153744	0.0001884959386	97.72898011	0.7924865648	1.478533327	76.99609497	20.00361825	3.000286777							0	0	0	-862.7568656	0.0001884959386	106.194125115166	
862.7368656	77	20	3	0.0004024869718	0.000376669224	97.72869555	0.7926504071	1.47865404	76.99219027	20.00723656	3.000573172							0	0	0	-862.7368656	0.000376669224	106.30014603661	
862.6968656	77	20	3	0.0008044614624	0.0007528551498	97.72812642	0.7929779184	1.478895663	76.98438413	20.01446985	3.001146017							0	0	0	-862.6968656	0.0007528551498	106.383863535941	
862.6168656	77	20	3	0.001607212588	0.001504094957	97.72698834	0.7936328296	1.479378832	76.96878233	20.02892714	3.002290536							0	0	0	-862.6168656	0.001504094957	106.605226166509	
862.4568656	77	20	3	0.00320760638	0.003001749955	97.72471288	0.7949421315	1.480344985	76.93762083	20.05780408	3.004575089							0	0	0	-862.4568656	0.003001749955	107.063643019391	
862.1368656	77	20	3	0.006388130622	0.005977923166	97.72016479	0.7975586777	1.482276535	76.87546526	20.11540841	3.009126332							0	0	0	-862.1368656	0.005977923166	108.063849931349	
861.4968656	77	20	3	0.01265587459	0.0118422606	97.71108306	0.8027898181	1.486127123	76.75179362	20.23006384	3.018142546							0	0	0	-861.4968656	0.0118422606	110.115342405607	
860.2168656	77	20	3	0.02487058004	0.02326808941	97.69296604	0.8132268747	1.493807086	76.50703649	20.45708224	3.035881266							0	0	0	-860.2168656	0.02326808941	114.090793474141	
857.6568656	77	20	3	0.04807266393	0.04496128521	97.656915	0.8340205299	1.509064471	76.02745913	20.90234962	3.07019125							0	0	0	-857.6568656	0.04496128521	122.229711247028	
855.0968656	77	20	3	0.0697869984	0.06525026328	97.62108946	0.8547190469	1.524191491	75.56049406	21.3364862	3.103019745							0	0	0	-855.0968656	0.06525026328	130.497848306881	
852.5368656	77	20	3	0.09016353792	0.08427665875	97.5854705	0.8753390063	1.539190494	75.10541532	21.76014148	3.134443195							0	0	0	-852.5368656	0.08427665875	138.960531844115	
849.9768656	77	20	3	0.1093344798	0.1021653215	97.5500401	0.8958947261	1.554065175	74.66155445	22.17391092	3.16453463							0	0	0	-849.9768656	0.1021653215	147.603648242313	
847.4168656	77	20	3	0.127415005	0.1190250325	97.51478157	0.9163994042	1.568819024	74.22829286	22.57834551	3.193361634							0	0	0	-847.4168656	0.1190250325	156.419308237504	
844.8568656	77	20	3	0.1445059183	0.1349509971	97.47967941	0.9368652342	1.583455353	73.80505751	22.97395567	3.220986817							0	0	0	-844.8568656	0.1349509971	165.399941719255	
842.2968656	77	20	3	0.1606958107	0.1500268867	97.44471918	0.9573035149	1.597977303	73.39131727	23.36121449	3.247468234							0	0	0	-842.2968656	0.1500268867	174.538299630321	
839.7368656	77	20	3	0.1760628485	0.1643265289	97.40988739	0.9777247467	1.612387864	72.98657938	23.74056084	3.272859774							0	0	0	-839.7368656	0.1643265289	183.827430791051	
837.1768656	77	20	3	0.1906762605	0.1779153109	97.37517141	0.9981387155	1.626689877	72.59038626	24.11240222	3.297211519							0	0	0	-837.1768656	0.1779153109	193.260664909363	
834.6168656	77	20	3	0.2045975787	0.1908513521	97.34055938	1.018554568	1.640886049	72.20231254	24.47711739	3.32057007							0	0	0	-834.6168656	0.1908513521	202.831595680963	
832.0568656	77	20	3	0.2178816804	0.2031864874	97.30604017	1.038980877	1.654978957	71.82196237	24.83505879	3.342978839							0	0	0	-832.0568656	0.2031864874	212.534066177684	
829.4968656	77	20	3	0.2305776657	0.2149670963	97.27160324	1.059425703	1.668971056	71.44896697	25.18655471	3.364478319							0	0	0	-829.4968656	0.2149670963	222.362156609912	
826.9368656	77	20	3	0.2427296005	0.2262348043	97.23723867	1.079896644	1.682864689	71.08298237	25.53191131	3.385106328							0	0	0	-826.9368656	0.2262348043	232.31016644581	
824.3768656	77	20	3	0.2543771487	0.23702708	97.20293703	1.100400882	1.696662086	70.72368735	25.87141442	3.404898231							0	0	0	-824.3768656	0.23702708	242.372601747552	
821.8168656	77	20	3	0.2655561114	0.247377744	97.1686894	1.12094523	1.710365375	70.37078166	26.2053312	3.423887139							0	0	0	-821.8168656	0.247377744	252.544163838599	
819.2568656	77	20	3	0.2762988886	0.2573174055	97.13448725	1.141536162	1.723976583	70.02398424	26.53391166	3.442104091							0	0	0	-819.2568656	0.2573174055	262.81973387794	
816.6968656	77	20	3	0.2866348774	0.2668738376	97.1003225	1.162179853	1.737497647	69.68303178	26.85739	3.459578218							0	0	0	-816.6968656	0.2668738376	273.194367070375	
814.1368656	77	20	3	0.2965908142	0.276072301	97.06618738	1.182882206	1.750930411	69.34767724	27.17598586	3.476336898							0	0	0	-814.1368656	0.276072301	283.663276629156	
811.5768656	77	20	3	0.3061910724	0.2849358249	97.03207449	1.20364888	1.764276634	69.01768864	27.48990547	3.492405885							0	0	0	-811.5768656	0.2849358249	294.221822974929	
809.0168656	77	20	3	0.3154579204	0.2934854506	96.99797669	1.224485315	1.777537996	68.69284792	27.79934264	3.50780944							0	0	0	-809.0168656	0.2934854506	304.865506154558	
806.4568656	77	20	3	0.3244117465	0.3017404441	96.96388715	1.245396755	1.790716098	68.37294981	28.10447976	3.522570439							0	0	0	-806.4568656	0.3017404441	315.589957394339	
803.8968656	77	20	3	0.3330712554	0.3097184817	96.92979926	1.266388268	1.803812467	68.05780095	28.40548857	3.536710478							0	0	0	-803.8968656	0.3097184817	326.390932075251	
801.3368656	77	20	3	0.3414536413	0.3174358129	96.89570668	1.287464764	1.81682856	67.74721901	28.70253102	3.550249967							0	0	0	-801.3368656	0.3174358129	337.264294541176	
798.7768656	77	20	3	0.3495747387	0.3249074038	96.86160322	1.308631011	1.829765766	67.44103183	28.99575995	3.563208217							0	0	0	-798.7768656	0.3249074038	348.206016189712	
796.2168656	77	20	3	0.3574491567	0.3321470631	96.82748293	1.329891655	1.842625413	67.13907676	29.28531972	3.575603516							0	0	0	-796.2168656	0.3321470631	359.212172163365	
793.6568656	77	20	3	0.3650903971	0.3391675537	96.79334001	1.35125123	1.855408763	66.84119996	29.57134684	3.587453202							0	0	0	-793.6568656	0.3391675537	370.278923587948	
791.0968656	77	20	3	0.3725109585	0.3459806918	96.75916881	1.372714172	1.868117022	66.54725577	29.8539705	3.598773731							0	0	0	-791.0968656	0.3459806918	381.402513837219	
788.5368656	77	20	3	0.37972243	0.3525974346	96.72496382	1.394284834	1.880751342	66.2571062	30.13331306	3.609580733							0	0	0	-788.5368656	0.3525974346	392.537341324991	
787.2568656	77	20	3	0.3832532892	0.3558355027	96.70784696	1.405111664	1.887041372	66.11341385	30.27178949	3.614796662							0	0	0	-787.2568656	0.3558355027	397.814879823755	
786.6168656	77	20	3	0.3850023703	0.3574392646	96.69928457	1.410533335	1.890182095	66.04191278	30.34072554	3.617361684							0	0	0	-786.6168656	0.3574392646	404.138061121321	
786.5368656	77	20	3	0.3852180886	0.3576369108	96.69821418	1.411214326	1.89057149	66.03298327	30.34934031	3.617676422							0	0	0	-786.5368656	0.3576369108	402.598579952933	
786.4968656	77	20	3	0.3853267624	0.3577365354	96.69767893	1.411553659	1.890767409	66.02852311	30.35364165	3.617835235							0	0	0	-786.4968656	0.3577365354	401.571224492341	
786.4768656	77	20	3	0.3853810864	0.3577863358	96.6974113	1.41172333	1.890865368	66.02629338	30.35579201	3.617914605							0	0	0	-786.4768656	0.3577863358	401.655664059156	
786.4637086	77	20	3	0.3854168159	0.3578190899	96.69723524	1.411834948	1.890929811	66.02482668	30.35720651	3.617966806	43.36164434	51.06106018	5.577295482				0	0	0	-786.4637086	0.3578190899	399.865357457783	
786.4468656	77	20	3	0.4012787514	0.3649540193	96.69711258	1.416821148	1.886066273	66.00950398	30.37890492	3.611591099	43.36164434	51.06106018	5.577295482				0	0	0	-786.4468656	0.3649540193	2.41257523558811	
786.4268656	77	20	3	0.4192709822	0.3730463388	96.69694068	1.422672696	1.880386624	65.99156596	30.40429243	3.604141609	43.36164434	51.06106018	5.577295482				0	0	0	-786.4268656	0.3730463388	2.53453574521481	
786.3868656	77	20	3	0.4528286599	0.3881289454	96.69651638	1.434162909	1.869320706	65.95647971	30.45390508	3.589615208	43.36164434	51.06106018	5.577295482				0	0	0	-786.3868656	0.3881289454	2.78895217938734	
786.3068656	77	20	3	0.5116433131	0.4145430228	96.69537553	1.45637764	1.848246833	65.88915279	30.54894159	3.561905621	43.36164434	51.06106018	5.577295482				0	0	0	-786.3068656	0.4145430228	3.33847782077311	
786.1468656	77	20	3	0.6048504198	0.4563336761	96.692113	1.498267043	1.80961996	65.76396888	30.72507553	3.510955587	43.36164434	51.06106018	5.577295482				0	0	0	-786.1468656	0.4563336761	4.58343945540352	
785.8268656	77	20	3	0.7323946203	0.513342676	96.68265149	1.574622855	1.742725658	65.54145915	31.03634165	3.422199194	43.36164434	51.06106018	5.577295482				0	0	0	-785.8268656	0.513342676	7.60590327784529	
785.1868656	77	20	3	0.8782393287	0.5781723095	96.65609058	1.708963108	1.634946311	65.16636938	31.55596726	3.277663358	43.36164434	51.06106018	5.577295482				0	0	0	-785.1868656	0.5781723095	14.6642755674129	
784.5468656	77	20	3	0.9616090287	0.6149846639	96.62303138	1.828864554	1.548104068	64.84758287	31.99276102	3.159656111	43.36164434	51.06106018	5.577295482				0	0	0	-784.5468656	0.6149846639	22.4622884984472	
784.2268656	77	20	3	0.9915834728	0.6281642893	96.60476534	1.885293769	1.509940887	64.70233842	32.19034909	3.10731249	43.36164434	51.06106018	5.577295482				0	0	0	-784.2268656	0.6281642893	26.8604803653746	
784.1468656	77	20	3	0.9982268207	0.6310806441	96.60004631	1.899111883	1.500841805	64.66721577	32.23799821	3.094786013	43.36164434	51.06106018	5.577295482				0	0	0	-784.1468656	0.6310806441	27.894888614575	
784.1268656	77	20	3	0.9998530129	0.6317947169	96.59885797	1.902549072	1.498592962	64.65850605	32.24980664	3.09168731	43.36164434	51.06106018	5.577295482				0	0	0	-784.1268656	0.6317947169	313.828929779813	
784.1068656	77	20	3	1	0.6318539682	96.59919225	1.902454013	1.498353741				43.36164434	51.06106018	5.577295482							-784.1068656	0.6318539682	-3641.21877979145	
784.0968656	77	20	3	1	0.6318510666	96.5994361	1.9022289	1.498334996				43.36164434	51.06106018	5.577295482							-784.0968656	0.6318510666	-3449.39655902758	
784.0768656	77	20	3	1	0.6318452786	96.59992395	1.901778335	1.498297718				43.36164434	51.06106018	5.577295482							-784.0768656	0.6318452786	-3455.54443750988	
784.0368656	77	20	3	1	0.6318337038	96.60089918	1.900877826	1.498222998				43.36164434	51.06106018	5.577295482							-784.0368656	0.6318337038	-3456.45068315002	
783.9568656	77	20	3	1	0.6318105676	96.60284861	1.89907775	1.498073637				43.36164434	51.06106018	5.577295482							-783.9568656	0.6318105676	-3459.13747247975	
783.7968656	77	20	3	1	0.6317643494	96.60674342	1.895481353	1.497775229				43.36164434	51.06106018	5.577295482							-783.7968656	0.6317643494	-3464.54671613321	
783.4768656	77	20	3	1	0.631672129	96.61451676	1.888303571	1.497179674				43.36164434	51.06106018	5.577295482							-783.4768656	0.631672129	-3475.39804972324	
782.8368656	77	20	3	1	0.6314885505	96.62999845	1.874007966	1.495993589				43.36164434	51.06106018	5.577295482							-782.8368656	0.6314885505	-3497.27790841912	
781.5568656	77	20	3	1	0.6311248246	96.66070269	1.845655861	1.493641446				43.36164434	51.06106018	5.577295482							-781.5568656	0.6311248246	-3541.73918131397	
778.9968656	77	20	3	1	0.6304109584	96.72108108	1.789902294	1.489016624				43.36164434	51.06106018	5.577295482							-778.9968656	0.6304109584	-3631.38030543267	
776.4368656	77	20	3	1	0.6297144645	96.78009743	1.735407859	1.484494708				43.36164434	51.06106018	5.577295482							-776.4368656	0.6297144645	-3723.13774787287	
773.8768656	77	20	3	1	0.6290353359	96.83776838	1.682155608	1.480076011				43.36164434	51.06106018	5.577295482							-773.8768656	0.6290353359	-3818.75271327201	
771.3168656	77	20	3	1	0.6283732781	96.89410972	1.630131086	1.475759194				43.36164434	51.06106018	5.577295482							-771.3168656	0.6283732781	-3917.64765736636	
768.7568656	77	20	3	1	0.6277279986	96.94913761	1.579319379	1.471543013				43.36164434	51.06106018	5.577295482							-768.7568656	0.6277279986	-4019.95827912702	
766.1968656	77	20	3	1	0.6270992064	97.00286846	1.52970533	1.46742621				43.36164434	51.06106018	5.577295482							-766.1968656	0.6270992064	-4125.82556406932	
763.6368656	77	20	3	1	0.6264866122	97.05531894	1.481273552	1.46340751				43.36164434	51.06106018	5.577295482							-763.6368656	0.6264866122	-4235.39556051667	
