T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
871.4906359	79	18	3	0	0	97.82136016	0.6720736336	1.506566209	79	18	3							0.002136591043	-0.001967063408	-0.0001695276345	-871.4906359	0	87.996137134477	
871.4706359	79	18	3	0.0002401811045	0.0002271082853	97.82107168	0.672230139	1.506698176	78.99572732	18.00393353	3.00033915							0	0	0	-871.4706359	0.0002271082853	88.1312989347329	
871.4506359	79	18	3	0.0004799957668	0.0004538688009	97.82078329	0.6723867316	1.506829975	78.99145518	18.00786691	3.000677906							0	0	0	-871.4506359	0.0004538688009	88.2190632069616	
871.4106359	79	18	3	0.0009592985238	0.0009070772444	97.82020649	0.6726997561	1.507093751	78.98291467	18.01572995	3.001355384							0	0	0	-871.4106359	0.0009070772444	88.3117049860421	
871.3306359	79	18	3	0.001916227582	0.001811893789	97.81905316	0.6733256577	1.507621183	78.96584616	18.031445	3.002708833							0	0	0	-871.3306359	0.001811893789	88.5262955263666	
871.1706359	79	18	3	0.003823013	0.003614779033	97.8167475	0.6745767962	1.508675701	78.9317595	18.06283056	3.005409939							0	0	0	-871.1706359	0.003614779033	88.9687244451994	
870.8506359	79	18	3	0.007608558666	0.007193812719	97.81214022	0.6770764446	1.510783337	78.86378635	18.12542456	3.010789091							0	0	0	-870.8506359	0.007193812719	89.9387299506087	
870.2106359	79	18	3	0.01505008362	0.01422842464	97.80294718	0.6820728122	1.514980008	78.72860057	18.24996493	3.021434507							0	0	0	-870.2106359	0.01422842464	91.9324375565124	
868.9306359	79	18	3	0.02949202936	0.02787697742	97.78462837	0.6920328856	1.523338746	78.46131321	18.49634123	3.042345557							0	0	0	-868.9306359	0.02787697742	95.8031047004442	
866.3706359	79	18	3	0.05670177977	0.05357788685	97.74825754	0.7118475322	1.539894924	77.93855943	18.9787809	3.08265967							0	0	0	-866.3706359	0.05357788685	103.758718990028	
863.8106359	79	18	3	0.08190865507	0.07736934513	97.71221556	0.7315364345	1.556248004	77.43076996	19.44815951	3.121070534							0	0	0	-863.8106359	0.07736934513	111.875212998215	
861.2506359	79	18	3	0.1053395359	0.09946789743	97.67647607	0.7511203342	1.572403597	76.93703243	19.90528193	3.157685636							0	0	0	-861.2506359	0.09946789743	120.227306858473	
858.6906359	79	18	3	0.1271912124	0.1200613384	97.64101403	0.7706168037	1.588369166	76.45650882	20.35088339	3.192607786							0	0	0	-858.6906359	0.1200613384	128.79819630548	
856.1306359	79	18	3	0.1476323311	0.1393106012	97.60580652	0.790041855	1.60415162	75.98842475	20.7856435	3.225931745							0	0	0	-856.1306359	0.1393106012	137.578410353857	
853.5706359	79	18	3	0.1668081938	0.1573543377	97.5708325	0.8094101253	1.619757378	75.53206483	21.21019028	3.257744886							0	0	0	-853.5706359	0.1573543377	146.558875438782	
851.0106359	79	18	3	0.1848446381	0.1743126243	97.53607254	0.8287350266	1.635192435	75.0867678	21.62510435	3.288127849							0	0	0	-851.0106359	0.1743126243	155.730934638469	
848.4506359	79	18	3	0.2018511586	0.1902899401	97.50150871	0.8480288973	1.650462391	74.65192245	22.03092244	3.317155112							0	0	0	-848.4506359	0.1902899401	165.086320064601	
845.8906359	79	18	3	0.2179234718	0.2053776156	97.46712438	0.867303115	1.665572507	74.22696325	22.42814121	3.344895547							0	0	0	-845.8906359	0.2053776156	174.617094181587	
843.3306359	79	18	3	0.2331456088	0.2196558301	97.43290407	0.8865682055	1.680527728	73.8113665	22.81722058	3.37141292							0	0	0	-843.3306359	0.2196558301	184.31566618313	
840.7706359	79	18	3	0.2475916427	0.2331952603	97.39883335	0.905833937	1.695332716	73.40464681	23.19858685	3.396766342							0	0	0	-840.7706359	0.2331952603	194.174769255951	
838.2106359	79	18	3	0.2613271205	0.2460584467	97.36489873	0.9251094028	1.709991868	73.00635377	23.57263555	3.421010679							0	0	0	-838.2106359	0.2460584467	204.187434828534	
835.6506359	79	18	3	0.274410257	0.2583009336	97.33108756	0.944403094	1.724509343	72.61606899	23.93973409	3.444196927							0	0	0	-835.6506359	0.2583009336	214.346977630389	
833.0906359	79	18	3	0.2868929345	0.2699722224	97.29738796	0.9637229639	1.738889074	72.23340336	24.30022409	3.466372547							0	0	0	-833.0906359	0.2699722224	224.646978452561	
830.5306359	79	18	3	0.298821544	0.281116575	97.26378873	0.9830764852	1.753134787	71.85799458	24.65442365	3.487581771							0	0	0	-830.5306359	0.281116575	235.081264562662	
827.9706359	79	18	3	0.3102376963	0.2917736922	97.23027928	1.0024707	1.767250016	71.4895049	25.00262922	3.507865876							0	0	0	-827.9706359	0.2917736922	245.643893766048	
825.4106359	79	18	3	0.3211788261	0.3019792902	97.19684962	1.021912267	1.781238115	71.12761907	25.34511749	3.527263433							0	0	0	-825.4106359	0.3019792902	256.329143021337	
822.8506359	79	18	3	0.3316787065	0.3117655913	97.16349024	1.041407496	1.795102268	70.7720425	25.68214696	3.545810534							0	0	0	-822.8506359	0.3117655913	267.131489049195	
820.2906359	79	18	3	0.3417678896	0.3211617449	97.13019211	1.06096239	1.808845504	70.42249956	26.01395944	3.563540993							0	0	0	-820.2906359	0.3211617449	278.045589590752	
817.7306359	79	18	3	0.3514740851	0.3301941886	97.09694662	1.080582675	1.822470703	70.07873208	26.34078139	3.580486531							0	0	0	-817.7306359	0.3301941886	289.066287288899	
815.1706359	79	18	3	0.3608224863	0.338886959	97.06374557	1.100273827	1.835980607	69.74049792	26.66282513	3.596676944							0	0	0	-815.1706359	0.338886959	300.188581121795	
812.6106359	79	18	3	0.3698360531	0.3472619621	97.03058108	1.120041098	1.849377826	69.40756977	26.98028998	3.61214025							0	0	0	-812.6106359	0.3472619621	311.407616747228	
810.0506359	79	18	3	0.3785357565	0.3553392066	96.99744561	1.139889544	1.86266485	69.07973396	27.2933632	3.626902834							0	0	0	-810.0506359	0.3553392066	322.718692680511	
807.4906359	79	18	3	0.3869407927	0.3631370075	96.96433191	1.159824038	1.875844052	68.75678944	27.602221	3.640989567							0	0	0	-807.4906359	0.3631370075	334.117222843221	
804.9306359	79	18	3	0.3950687688	0.3706721649	96.93123301	1.179849298	1.888917695	68.43854681	27.90702927	3.654423919							0	0	0	-804.9306359	0.3706721649	345.598749551788	
802.3706359	79	18	3	0.4029358671	0.3779601188	96.89814216	1.199969897	1.901887939	68.1248275	28.20794443	3.667228069							0	0	0	-802.3706359	0.3779601188	357.158926617315	
799.8106359	79	18	3	0.4105569881	0.3850150871	96.86505287	1.220190285	1.914756849	67.81546293	28.50511407	3.679422991							0	0	0	-799.8106359	0.3850150871	368.793503695997	
797.2506359	79	18	3	0.4179458769	0.3918501857	96.83195881	1.240514799	1.927526395	67.51029384	28.79867761	3.691028549							0	0	0	-797.2506359	0.3918501857	380.498337630187	
794.6906359	79	18	3	0.4251152356	0.3984775352	96.79885386	1.260947679	1.940198461	67.20916958	29.08876685	3.702063568							0	0	0	-794.6906359	0.3984775352	392.269360461503	
792.1306359	79	18	3	0.4320768214	0.4049083557	96.76573207	1.28149308	1.952774847	66.91194755	29.37550654	3.71254591							0	0	0	-792.1306359	0.4049083557	404.102589627636	
789.5706359	79	18	3	0.438841535	0.4111530501	96.73258764	1.302155083	1.965257276	66.61849262	29.65901484	3.722492543							0	0	0	-789.5706359	0.4111530501	415.994125195836	
787.0106359	79	18	3	0.4454194987	0.4172212789	96.6994149	1.322937705	1.977647395	66.32867665	29.93940376	3.731919594							0	0	0	-787.0106359	0.4172212789	427.538683579959	
786.8506359	79	18	3	0.4458249567	0.4175952085	96.69734047	1.3242403	1.978419232	66.31068231	29.95682519	3.732492503							0	0	0	-786.8506359	0.4175952085	428.669761875396	
786.7706359	79	18	3	0.4460271592	0.4177816628	96.69630326	1.324892094	1.978804648	66.30168942	29.96553283	3.732777751							0	0	0	-786.7706359	0.4177816628	429.185276921491	
786.7306359	79	18	3	0.4461282161	0.417874849	96.69578463	1.325218011	1.978997355	66.29719432	29.96988544	3.732920231							0	0	0	-786.7306359	0.417874849	429.823304839975	
786.7250699	79	18	3	0.4461422579	0.4178877961	96.69571247	1.32526337	1.979024163	66.29656889	29.97049107	3.73294004	43.36164434	51.06106018	5.577295482				0	0	0	-786.7250699	0.4178877961	429.587506144381	
