T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
901.873339	87	12	1	0	0	98.63524141	0.7795704832	0.5851881116	87	12	1							0.003628621432	-0.003499254151	-0.0001293672807	-901.873339	0	32.0538864794655	
901.853339	87	12	1	0.000657640129	0.0006234838341	98.63477982	0.7800292529	0.5851909277	86.99274296	12.00699827	1.00025877							0	0	0	-901.853339	0.0006234838341	32.1017464531889	
901.833339	87	12	1	0.001314297926	0.001246039509	98.63431826	0.7804879988	0.5851937364	86.98548711	12.0139954	1.000517491							0	0	0	-901.833339	0.001246039509	32.1427865757168	
901.793339	87	12	1	0.002625506299	0.002489162578	98.63339518	0.7814053807	0.5851994412	86.97097839	12.0279866	1.001035008							0	0	0	-901.793339	0.002489162578	32.2148292249067	
901.713339	87	12	1	0.005238693181	0.004966696299	98.63154916	0.783239745	0.5852110909	86.94197346	12.05595642	1.002070119							0	0	0	-901.713339	0.004966696299	32.3910445976693	
901.553339	87	12	1	0.01041668336	0.00987603913	98.62785845	0.7869080909	0.5852334585	86.88401697	12.11184591	1.004137115							0	0	0	-901.553339	0.00987603913	32.7572370620117	
901.233339	87	12	1	0.02061741584	0.01954812388	98.62048018	0.7942396329	0.5852801839	86.76830946	12.22342186	1.008268677							0	0	0	-901.233339	0.01954812388	33.4384158657615	
900.593339	87	12	1	0.0403952642	0.03830330105	98.60573734	0.8088847378	0.5853779216	86.53773463	12.44575109	1.01651428							0	0	0	-900.593339	0.03830330105	34.8593651623227	
899.313339	87	12	1	0.07762761756	0.07361927309	98.5763033	0.8381032976	0.5855934023	86.08003349	12.8870337	1.032932813							0	0	0	-899.313339	0.07361927309	37.8473386981697	
896.753339	87	12	1	0.1439021961	0.1365148466	98.51762225	0.8962656979	0.5861120512	85.1790888	13.75547638	1.065434816							0	0	0	-896.753339	0.1365148466	44.1806525891536	
894.193339	87	12	1	0.2010347686	0.1907736485	98.45915471	0.9540819199	0.5867633668	84.29852193	14.60405815	1.097419923							0	0	0	-894.193339	0.1907736485	50.9476436912114	
891.633339	87	12	1	0.250708654	0.2379845416	98.40086157	1.011579436	0.5875589913	83.43940221	15.43178852	1.128809271							0	0	0	-891.633339	0.2379845416	58.2838752043406	
889.073339	87	12	1	0.294229203	0.2793797191	98.34270657	1.06878879	0.5885046399	82.60250593	16.23795997	1.159534097							0	0	0	-889.073339	0.2793797191	66.197255566951	
886.513339	87	12	1	0.3326240023	0.3159292931	98.28465523	1.125743257	0.5896015154	81.78832524	17.02213743	1.189537331							0	0	0	-886.513339	0.3159292931	74.6913886150743	
883.953339	87	12	1	0.3667126456	0.3484071436	98.22667411	1.182478422	0.5908474692	80.99708872	17.78413711	1.218774172							0	0	0	-883.953339	0.3484071436	83.7652827183406	
881.393339	87	12	1	0.3971562852	0.3774376765	98.16873033	1.239031726	0.592237945	80.22879021	18.52399795	1.247211842							0	0	0	-881.393339	0.3774376765	93.4133360240044	
878.833339	87	12	1	0.4244935517	0.4035297106	98.11079127	1.295442001	0.5937667335	79.48322202	19.2419492	1.274828784							0	0	0	-878.833339	0.4035297106	103.625497457368	
876.273339	87	12	1	0.4491670761	0.4271014949	98.05282438	1.351749041	0.5954265768	78.76000977	19.93837673	1.301613499							0	0	0	-876.273339	0.4271014949	114.387552503247	
873.713339	87	12	1	0.4715434053	0.4484994923	97.99479715	1.407993212	0.597209636	78.05864623	20.61379056	1.327563217							0	0	0	-873.713339	0.4484994923	125.681494160032	
871.153339	87	12	1	0.4919281808	0.4680126928	97.93667703	1.464215122	0.5991078469	77.37852265	21.26879483	1.352682514							0	0	0	-871.153339	0.4680126928	137.485935913936	
868.593339	87	12	1	0.5105778599	0.4858836677	97.87843146	1.520455356	0.6011131812	76.71895665	21.90406137	1.376981983							0	0	0	-868.593339	0.4858836677	149.798040545068	
866.033339	87	12	1	0.5277047132	0.5023130136	97.82002724	1.57675649	0.6032162745	76.0792151	22.52031113	1.400473768							0	0	0	-866.033339	0.5023130136	162.540532101504	
863.473339	87	12	1	0.5435013914	0.5174836238	97.76143317	1.633153855	0.6054129769	75.45853821	23.118278	1.423183794							0	0	0	-863.473339	0.5174836238	175.699212335061	
860.913339	87	12	1	0.5581194743	0.5315387519	97.70261612	1.689689406	0.607694478	74.85614987	23.69871995	1.445130185							0	0	0	-860.913339	0.5315387519	189.279471936239	
858.353339	87	12	1	0.5716931413	0.5446055125	97.64354366	1.746402118	0.6100542237	74.27127437	24.26238892	1.466336707							0	0	0	-858.353339	0.5446055125	203.227069517319	
855.793339	87	12	1	0.5843378684	0.5567933496	97.58418342	1.803330424	0.6124861519	73.70314551	24.81002607	1.486828418							0	0	0	-855.793339	0.5567933496	217.508623177168	
853.233339	87	12	1	0.5961534614	0.5681968984	97.52450308	1.860512227	0.6149846929	73.15101406	25.34235482	1.506631124							0	0	0	-853.233339	0.5681968984	232.08985247029	
