T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
915.1945432	93	4	3	0	0	98.04554387	0.1040526984	1.850403433	93	4	3							0.003053033287	-0.002357533753	-0.0006954995333	-915.1945432	0	16.5272098325647	
915.1745432	93	4	3	0.00119665822	0.001208889308	98.04493892	0.1041379873	1.850923091	92.99389418	4.004715063	3.001390758							0	0	0	-915.1745432	0.001208889308	16.5610139901276	
915.1545432	93	4	3	0.002390911723	0.002415316066	98.04433436	0.1042232363	1.851442404	92.98778964	4.009429722	3.002780639							0	0	0	-915.1545432	0.002415316066	16.5958343251352	
915.1145432	93	4	3	0.004771799049	0.004820372889	98.04312654	0.1043936562	1.852479802	92.97558368	4.018858874	3.005557442							0	0	0	-915.1145432	0.004820372889	16.6756205266905	
915.0345432	93	4	3	0.009496665992	0.009592809684	98.04071831	0.1047346925	1.854546994	92.95117692	4.037728538	3.011094545							0	0	0	-915.0345432	0.009592809684	16.8390186330026	
914.8745432	93	4	3	0.01882208855	0.01901056898	98.03592422	0.1054159175	1.858659863	92.90240833	4.075473626	3.022118046							0	0	0	-914.8745432	0.01901056898	17.1488373260336	
914.5545432	93	4	3	0.03697642356	0.0373386462	98.0264288	0.1067761671	1.866795037	92.80503561	4.151010507	3.043953878							0	0	0	-914.5545432	0.0373386462	17.7917100137074	
913.9145432	93	4	3	0.07141179332	0.07208095498	98.00779812	0.1094885897	1.882713289	92.61095631	4.302249723	3.086793971							0	0	0	-913.9145432	0.07208095498	19.1332896682775	
912.6345432	93	4	3	0.1336274794	0.1347709085	97.9718834	0.1148834624	1.913233139	92.22556281	4.605158772	3.169278418							0	0	0	-912.6345432	0.1347709085	22.0520697206759	
910.0745432	93	4	3	0.2365409897	0.2382117729	97.90487852	0.1255904651	1.969531017	91.4662333	5.211537311	3.322229391							0	0	0	-910.0745432	0.2382117729	28.4540592873737	
907.5145432	93	4	3	0.3179805454	0.3198005621	97.84338453	0.1362365221	2.020378946	90.72284348	5.816580093	3.460576426							0	0	0	-907.5145432	0.3198005621	35.5418487341523	
904.9545432	93	4	3	0.383875362	0.3856082415	97.78653069	0.146869735	2.066599579	89.99584554	6.418327659	3.585826803							0	0	0	-904.9545432	0.3856082415	43.5308655867706	
902.3945432	93	4	3	0.438193092	0.4396901819	97.73363397	0.1575268653	2.108839167	89.28538784	7.015293995	3.699318169							0	0	0	-902.3945432	0.4396901819	52.4332178377978	
899.8345432	93	4	3	0.4836797497	0.4848482845	97.68414639	0.1682360376	2.147617575	88.59139355	7.606364594	3.802241858							0	0	0	-899.8345432	0.4848482845	62.256969480758	
897.2745432	93	4	3	0.5222909357	0.5230745599	97.6376199	0.179018767	2.183361329	87.91362517	8.190714927	3.895659905							0	0	0	-897.2745432	0.5230745599	73.0065849411292	
894.7145432	93	4	3	0.5554538675	0.5558203402	97.59368254	0.18989152	2.216425943	87.25173457	8.767746739	3.98051869							0	0	0	-894.7145432	0.5558203402	84.6833665963996	
892.1545432	93	4	3	0.5842324953	0.5841657244	97.55202154	0.2008669115	2.247111547	86.60530048	9.337038571	4.057660946							0	0	0	-892.1545432	0.5841657244	97.2858068252436	
889.5945432	93	4	3	0.6094348599	0.6089296317	97.51237124	0.2119546218	2.275674137	85.9738559	9.898307399	4.127836705							0	0	0	-889.5945432	0.6089296317	110.809865990661	
887.0345432	93	4	3	0.6316848228	0.6307432533	97.47450398	0.2231620986	2.302333925	85.35690784	10.45137881	4.191713355							0	0	0	-887.0345432	0.6307432533	125.249198651772	
884.4745432	93	4	3	0.6514711519	0.6501002638	97.43822323	0.2344950926	2.327281678	84.75395146	10.99616368	4.249884851							0	0	0	-884.4745432	0.6501002638	140.595347540803	
881.9145432	93	4	3	0.6691818306	0.6673918812	97.40335829	0.245958068	2.35068364	84.16448007	11.53263988	4.302880054							0	0	0	-881.9145432	0.6673918812	156.837914455712	
879.3545432	93	4	3	0.6851285005	0.6829318177	97.36976006	0.2575545156	2.372685425	83.58799206	12.06083768	4.351170254							0	0	0	-879.3545432	0.6829318177	173.964715314499	
