T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
C	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
579.3675211	79	16	5	0	0	96.91084273	0.3181203562	2.771036911	79	16	5	0.001523911914	-0.001334274586	-0.0001896373277	-852.5175211	0	117.422939968713	
579.3475211	79	16	5	0.0001744089723	0.0001702221582	96.91052603	0.3181623827	2.771311591	78.99695282	16.00266776	5.000379416	0	0	0	-852.4975211	0.0001702221582	117.56409358168	
579.3275211	79	16	5	0.0003486112782	0.0003402401837	96.91020951	0.3182044835	2.771586007	78.99390496	16.0053367	5.000758335	0	0	0	-852.4775211	0.0003402401837	117.653039577203	
579.2875211	79	16	5	0.0006968594942	0.0006801163315	96.90957638	0.3182885841	2.772135037	78.98781187	16.0106719	5.001516234	0	0	0	-852.4375211	0.0006801163315	117.735073468757	
579.2075211	79	16	5	0.001392585716	0.001359087904	96.90831051	0.3184567518	2.773232734	78.97563091	16.02133862	5.003030471	0	0	0	-852.3575211	0.001359087904	117.92462608793	
579.0475211	79	16	5	0.002780651086	0.002713609756	96.90578025	0.3187929072	2.775426843	78.95129049	16.04265654	5.00605297	0	0	0	-852.1975211	0.002713609756	118.322050285558	
578.7275211	79	16	5	0.005543327017	0.005409063302	96.90072557	0.3194645042	2.779809929	78.9026951	16.08523075	5.012074151	0	0	0	-851.8775211	0.005409063302	119.181748949515	
578.0875211	79	16	5	0.01100709275	0.01073805555	96.89064771	0.3208081108	2.788544184	78.80580344	16.17019206	5.024004506	0	0	0	-851.2375211	0.01073805555	120.939409141471	
576.8075211	79	16	5	0.02171992084	0.02117949022	96.87059199	0.3234874763	2.805920531	78.61331661	16.33920836	5.047475032	0	0	0	-849.9575211	0.02117949022	124.342157176839	
574.2475211	79	16	5	0.04231469679	0.04122509135	96.83088842	0.3288230691	2.840288513	78.23328609	16.67385107	5.092862843	0	0	0	-847.3975211	0.04122509135	131.273605381462	
571.6875211	79	16	5	0.06188303619	0.06023670765	96.79171004	0.334129945	2.874160015	77.85956618	17.0041721	5.13626172	0	0	0	-844.8375211	0.06023670765	138.280465490563	
569.1275211	79	16	5	0.08050927479	0.07829979336	96.75303947	0.3394116432	2.907548886	77.49182948	17.33041363	5.177756894	0	0	0	-842.2775211	0.07829979336	145.407551110123	
566.5675211	79	16	5	0.09826926624	0.09549116612	96.71485957	0.3446709828	2.940469445	77.12977773	17.65279268	5.217429586	0	0	0	-839.7175211	0.09549116612	152.648828262588	
564.0075211	79	16	5	0.1152305721	0.1118792418	96.6771544	0.3499104909	2.972935104	76.77313502	17.97150957	5.255355403	0	0	0	-837.1575211	0.1118792418	160.001864158169	
561.4475211	79	16	5	0.1314535747	0.1275251629	96.63990911	0.3551324336	3.004958454	76.42164569	18.28674945	5.29160486	0	0	0	-834.5975211	0.1275251629	167.464444197117	
558.8875211	79	16	5	0.1469924197	0.1424837532	96.60310981	0.3603388437	3.036551343	76.07507246	18.59868369	5.326243848	0	0	0	-832.0375211	0.1424837532	175.034536904309	
556.3275211	79	16	5	0.1618958128	0.1568043256	96.5667435	0.3655315432	3.067724953	75.73319483	18.90747111	5.359334055	0	0	0	-829.4775211	0.1568043256	182.710276909337	
553.7675211	79	16	5	0.1762076974	0.1705313688	96.53079798	0.3707121641	3.098489857	75.39580753	19.21325914	5.390933334	0	0	0	-826.9175211	0.1705313688	190.489953365006	
551.2075211	79	16	5	0.1899678334	0.1837051329	96.49526176	0.3758821663	3.128856078	75.0627192	19.51618477	5.421096036	0	0	0	-824.3575211	0.1837051329	198.371998662282	
548.6475211	79	16	5	0.2032122919	0.1963621315	96.46012401	0.3810428528	3.158833134	74.73375121	19.81637549	5.449873305	0	0	0	-821.7975211	0.1963621315	206.354971463237	
546.0875211	79	16	5	0.2159738825	0.2085355741	96.42537453	0.3861953841	3.188430087	74.40873658	20.11395008	5.477313345	0	0	0	-819.2375211	0.2085355741	214.437550058968	
543.5275211	79	16	5	0.2282825211	0.2202557386	96.39100363	0.3913407898	3.217655577	74.08751899	20.40901935	5.503461657	0	0	0	-816.6775211	0.2202557386	222.618522336139	
540.9675211	79	16	5	0.2401655493	0.2315502949	96.35700216	0.3964799797	3.246517857	73.76995194	20.70168681	5.528361254	0	0	0	-814.1175211	0.2315502949	230.896772352455	
538.4075211	79	16	5	0.2516480116	0.242444586	96.32336142	0.401613753	3.275024828	73.45589791	20.99204924	5.552052853	0	0	0	-811.5575211	0.242444586	239.271279015952	
535.8475211	79	16	5	0.2627528979	0.2529618728	96.29007313	0.4067428075	3.30318406	73.14522768	21.28019726	5.574575051	0	0	0	-808.9975211	0.2529618728	247.74110256804	
533.2875211	79	16	5	0.273501355	0.2631235492	96.25712943	0.4118677463	3.331002822	72.8378197	21.56621582	5.595964479	0	0	0	-806.4375211	0.2631235492	256.305377237259	
530.7275211	79	16	5	0.2839128726	0.2729493301	96.22452281	0.4169890852	3.358488102	72.53355944	21.85018461	5.616255949	0	0	0	-803.8775211	0.2729493301	264.963309462494	
528.1675211	79	16	5	0.2940054473	0.2824574172	96.19224611	0.4221072584	3.385646627	72.23233891	22.13217852	5.635482579	0	0	0	-801.3175211	0.2824574172	273.714171657736	
525.6075211	79	16	5	0.3037957266	0.2916646451	96.16029249	0.4272226243	3.412484882	71.93405614	22.41226794	5.653675914	0	0	0	-798.7575211	0.2916646451	282.557287029445	
523.0475211	79	16	5	0.3132991367	0.3005866114	96.12865541	0.43233547	3.439009125	71.63861478	22.69051919	5.670866032	0	0	0	-796.1975211	0.3005866114	291.492038866752	
520.4875211	79	16	5	0.3225299965	0.3092377905	96.09732858	0.4374460162	3.465225403	71.34592364	22.96699472	5.687081643	0	0	0	-793.6375211	0.3092377905	300.517858555368	
517.9275211	79	16	5	0.3315016175	0.3176316367	96.06630601	0.4425544206	3.491139566	71.05589635	23.24175348	5.702350175	0	0	0	-791.0775211	0.3176316367	309.634217735553	
515.3675211	79	16	5	0.3402263945	0.3257806746	96.03558194	0.4476607819	3.516757277	70.76845101	23.51485113	5.71669786	0	0	0	-788.5175211	0.3257806746	318.840633984382	
512.8075211	79	16	5	0.3487158854	0.3336965807	96.00515083	0.452765143	3.542084024	70.48350991	23.78634029	5.730149804	0	0	0	-785.9575211	0.3336965807	328.136655346425	
510.2475211	79	16	5	0.3569808833	0.3413902563	95.97500737	0.457867494	3.567125132	70.20099919	24.05627075	5.742730062	0	0	0	-783.3975211	0.3413902563	337.521873460944	
507.6875211	79	16	5	0.3650314807	0.3488718923	95.94514646	0.4629677746	3.59188577	69.92084864	24.32468966	5.754461696	0	0	0	-780.8375211	0.3488718923	346.995907493065	
505.1275211	79	16	5	0.3728771278	0.3561510286	95.91556316	0.4680658768	3.616370959	69.64299142	24.59164174	5.765366836	0	0	0	-778.2775211	0.3561510286	356.558402977615	
502.5675211	79	16	5	0.3805266846	0.3632366065	95.88625277	0.4731616472	3.640585581	69.36736384	24.85716943	5.775466731	0	0	0	-775.7175211	0.3632366065	366.209034027519	
500.0075211	79	16	5	0.3879884681	0.3701370168	95.85721072	0.4782548888	3.664534389	69.09390516	25.12131304	5.784781803	0	0	0	-773.1575211	0.3701370168	375.947500474342	
497.4475211	79	16	5	0.3952702944	0.3768601426	95.82843263	0.4833453628	3.688222006	68.82255743	25.38411088	5.793331689	0	0	0	-770.5975211	0.3768601426	385.773528742039	
494.8875211	79	16	5	0.402379518	0.3834133986	95.79991427	0.4884327907	3.711652939	68.55326527	25.64559944	5.801135285	0	0	0	-768.0375211	0.3834133986	395.686857078091	
492.3275211	79	16	5	0.4093230664	0.3898037667	95.77165157	0.4935168552	3.734831578	68.28597575	25.90581346	5.808210785	0	0	0	-765.4775211	0.3898037667	405.68724946868	
489.7675211	79	16	5	0.4161074718	0.3960378279	95.74364059	0.4985972024	3.757762207	68.02063821	26.16478607	5.81457572	0	0	0	-762.9175211	0.3960378279	415.774496945899	
487.2075211	79	16	5	0.4227389003	0.4021217917	95.71587755	0.5036734423	3.780449005	67.75720414	26.42254887	5.820246988	0	0	0	-760.3575211	0.4021217917	425.948390744499	
