T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
907.7064956	90	7	3	0	0	98.05005047	0.195456105	1.754493424	90	7	3										0.003090983885	-0.002612795396	-0.000478188489	-907.7064956	0	26.0392984500904	
907.6864956	90	7	3	0.0007697844412	0.0007674375835	98.04961507	0.195565767	1.754819161	89.9938185	7.005225223	3.000956281										0	0	0	-907.6864956	0.0007674375835	26.0822041452943	
907.6664956	90	7	3	0.001538317497	0.00153361479	98.04917987	0.1956754024	1.755144724	89.98763859	7.010449438	3.001911975										0	0	0	-907.6664956	0.00153361479	26.1233009738879	
907.6264956	90	7	3	0.003071958724	0.003062516534	98.04831001	0.1958945726	1.755795413	89.97528375	7.020894494	3.003821761										0	0	0	-907.6264956	0.003062516534	26.2029734079007	
907.5464956	90	7	3	0.006125292157	0.006106261933	98.0465725	0.1963325336	1.757094969	89.95059376	7.041771466	3.007634773										0	0	0	-907.5464956	0.006106261933	26.3836665825355	
907.3864956	90	7	3	0.01216398483	0.01212538772	98.04311085	0.197208494	1.759680656	89.90127679	7.083499247	3.01522396										0	0	0	-907.3864956	0.01212538772	26.7564358123703	
907.0664956	90	7	3	0.02401338419	0.0239340355	98.03622667	0.1989559951	1.764817332	89.80294192	7.166770156	3.030287922										0	0	0	-907.0664956	0.0239340355	27.4677159990453	
906.4264956	90	7	3	0.04681411927	0.04664732548	98.02262016	0.2024369798	1.77494286	89.60743676	7.332620614	3.059942626										0	0	0	-906.4264956	0.04664732548	28.9526949030644	
905.1464956	90	7	3	0.08912802177	0.08876577289	97.99602013	0.2093455391	1.794634327	89.22108604	7.661496024	3.117417931										0	0	0	-905.1464956	0.08876577289	32.1037295826035	
902.5864956	90	7	3	0.1625714534	0.1617568571	97.94506124	0.222979961	1.831958803	88.46682866	8.307772594	3.225398743										0	0	0	-902.5864956	0.1617568571	38.8232760393977	
900.0264956	90	7	3	0.2240896858	0.2227698104	97.89673256	0.2364175299	1.866849906	87.73663562	8.938580513	3.324783868										0	0	0	-900.0264956	0.2227698104	46.0336427970099	
897.4664956	90	7	3	0.2763530855	0.2744986322	97.85068238	0.2497067891	1.899610835	87.02963682	9.554022888	3.416340288										0	0	0	-897.4664956	0.2744986322	53.8820972619648	
894.9064956	90	7	3	0.3213050832	0.3189020585	97.80662486	0.2628882898	1.930486847	86.34479972	10.15443525	3.500765033										0	0	0	-894.9064956	0.3189020585	62.3567653742313	
892.3464956	90	7	3	0.3603895581	0.3574340094	97.7643241	0.2759959861	1.959679915	85.68101335	10.7402977	3.578688955										0	0	0	-892.3464956	0.3574340094	71.4442520067201	
889.7864956	90	7	3	0.3946990629	0.3911936719	97.72358261	0.2890583955	1.98735899	85.03714594	11.31217291	3.650681149										0	0	0	-889.7864956	0.3911936719	81.1302077308692	
887.2264956	90	7	3	0.4250739159	0.4210257501	97.68423312	0.3020995622	2.013667313	84.41208267	11.8706635	3.717253824										0	0	0	-887.2264956	0.4210257501	91.3997799737143	
884.6664956	90	7	3	0.4521699837	0.447588987	97.64613241	0.315139851	2.038727738	83.8047491	12.41638355	3.778867356										0	0	0	-884.6664956	0.447588987	102.237930547872	
882.1064956	90	7	3	0.4765060034	0.4714039693	97.60915672	0.3281965954	2.062646683	83.21412459	12.94994008	3.835935327										0	0	0	-882.1064956	0.4714039693	113.629647066265	
879.5464956	90	7	3	0.4984972286	0.4928870945	97.57319824	0.3412846285	2.08551713	82.6392491	13.47192157	3.888829326										0	0	0	-879.5464956	0.4928870945	125.560075438225	
876.9864956	90	7	3	0.5184797507	0.5123751087	97.53816236	0.3544167148	2.107420927	82.07922544	13.98289111	3.937883447										0	0	0	-876.9864956	0.5123751087	138.014598023357	
874.4264956	90	7	3	0.5367283445	0.5301431005	97.5039655	0.3676039033	2.128430594	81.53321873	14.48338288	3.98339839										0	0	0	-874.4264956	0.5301431005	150.997047996863	
871.8664956	90	7	3	0.5534663467	0.5464144171	97.47053724	0.3808576889	2.148605071	81.00043782	14.97392595	4.025636233										0	0	0	-871.8664956	0.5464144171	164.450884963587	
869.3064956	90	7	3	0.5688897691	0.5613851189	97.43780314	0.3941825683	2.168014294	80.48019931	15.45494008	4.064860613										0	0	0	-869.3064956	0.5613851189	178.374841119269	
866.7464956	90	7	3	0.5831528716	0.5752091913	97.40570804	0.4075880628	2.186703901	79.97181979	15.92689766	4.101282544										0	0	0	-866.7464956	0.5752091913	192.785402300879	
864.1864956	90	7	3	0.5963894114	0.5880201122	97.37419827	0.4210807686	2.204720963	79.47468364	16.39021389	4.135102471										0	0	0	-864.1864956	0.5880201122	207.651085740693	
861.6264956	90	7	3	0.6087131722	0.5999313347	97.34322524	0.4346665716	2.222108187	78.9882206	16.84527712	4.166502282										0	0	0	-861.6264956	0.5999313347	222.958826183902	
859.0664956	90	7	3	0.6202215573	0.6110398998	97.31274482	0.4483507704	2.238904414	78.51190197	17.29245063	4.195647398										0	0	0	-859.0664956	0.6110398998	238.695765293085	
856.5064956	90	7	3	0.6309984357	0.6214292962	97.28271675	0.4621381598	2.255145095	78.04523719	17.73207431	4.222688503										0	0	0	-856.5064956	0.6214292962	254.849223967561	
853.9464956	90	7	3	0.6411164196	0.631171747	97.25310421	0.4760331084	2.270862677	77.58777055	18.16446633	4.247763126										0	0	0	-853.9464956	0.631171747	271.406660562723	
851.3864956	90	7	3	0.6506386965	0.6403300499	97.22387344	0.4900396244	2.286086933	77.13907818	18.5899248	4.270997018										0	0	0	-851.3864956	0.6403300499	288.355659938606	
848.8264956	90	7	3	0.6596205166	0.6489590687	97.19499334	0.5041614089	2.300845249	76.69876533	19.0087293	4.292505371										0	0	0	-848.8264956	0.6489590687	305.68390758762	
846.2664956	90	7	3	0.6681104069	0.6571069516	97.16643523	0.5184019024	2.315162868	76.26646384	19.42114228	4.312393888										0	0	0	-846.2664956	0.6571069516	323.379176047105	
843.7064956	90	7	3	0.676151169	0.6648161313	97.13817257	0.5327643237	2.329063109	75.8418299	19.82741037	4.330759732										0	0	0	-843.7064956	0.6648161313	341.429307652608	
841.1464956	90	7	3	0.6837807049	0.6721241524	97.11018074	0.5472517032	2.342567556	75.42454199	20.22776565	4.347692365										0	0	0	-841.1464956	0.6721241524	359.822196130238	
838.5864956	90	7	3	0.6910327032	0.6790643588	97.08243687	0.5618669118	2.355696221	75.014299	20.62242671	4.363274292										0	0	0	-838.5864956	0.6790643588	378.545778994192	
836.0264956	90	7	3	0.6979372133	0.6856664684	97.05491962	0.5766126852	2.36846769	74.61081857	21.01159971	4.377581721										0	0	0	-836.0264956	0.6856664684	397.588023952068	
833.4664956	90	7	3	0.704521128	0.6919570559	97.0276091	0.5914916456	2.380899257	74.21383556	21.39547929	4.39068515										0	0	0	-833.4664956	0.6919570559	416.93691937672	
830.9064956	90	7	3	0.7108085909	0.6979599604	97.00048665	0.6065063196	2.39300703	73.82310069	21.77424942	4.402649894										0	0	0	-830.9064956	0.6979599604	436.580461279349	
828.3464956	90	7	3	0.716821342	0.7036966312	96.9735348	0.6216591547	2.404806044	73.43837924	22.14808421	4.413536547										0	0	0	-828.3464956	0.7036966312	456.506657177766	
825.7864956	90	7	3	0.7225790131	0.709186422	96.94673712	0.6369525332	2.416310342	73.05945	22.5171486	4.423401408										0	0	0	-825.7864956	0.709186422	476.703510864226	
823.2264956	90	7	3	0.7280993792	0.7144468431	96.92007815	0.6523887846	2.427533066	72.68610417	22.88159898	4.432296848										0	0	0	-823.2264956	0.7144468431	497.159018391361	
820.6664956	90	7	3	0.7333985761	0.7194937775	96.89354328	0.6679701966	2.438486523	72.31814448	23.24158386	4.440271653										0	0	0	-820.6664956	0.7194937775	517.861163605547	
818.1064956	90	7	3	0.7384912866	0.7243416676	96.86711872	0.6836990246	2.449182256	71.95538434	23.59724434	4.447371325										0	0	0	-818.1064956	0.7243416676	538.797913172377	
815.5464956	90	7	3	0.7433909028	0.7290036764	96.8407914	0.6995775004	2.459631102	71.59764702	23.94871463	4.453638352										0	0	0	-815.5464956	0.7290036764	559.957208219916	
812.9864956	90	7	3	0.7481096663	0.7334918278	96.81454891	0.7156078401	2.469843247	71.24476502	24.29612252	4.459112459										0	0	0	-812.9864956	0.7334918278	581.326981730664	
810.4264956	90	7	3	0.7526587911	0.7378171282	96.78837948	0.7317922507	2.479828273	70.89657938	24.6395898	4.463830827										0	0	0	-810.4264956	0.7378171282	602.895127226771	
807.8664956	90	7	3	0.7570485704	0.7419896737	96.76227186	0.7481329369	2.489595205	70.5529391	24.9792326	4.467828297										0	0	0	-807.8664956	0.7419896737	624.649512289003	
805.3064956	90	7	3	0.7612884704	0.746018743	96.73621534	0.7646321065	2.499152552	70.21370065	25.3151618	4.471137552										0	0	0	-805.3064956	0.746018743	646.577983078763	
802.7464956	90	7	3	0.7653872134	0.7499128799	96.71019968	0.7812919757	2.50850834	69.87872739	25.64748333	4.473789282										0	0	0	-802.7464956	0.7499128799	668.668344410643	
800.1864956	90	7	3	0.76935285	0.7536799655	96.68421508	0.7981147743	2.517670149	69.54788922	25.97629845	4.475812334										0	0	0	-800.1864956	0.7536799655	689.800500140685	
800.0264956	90	7	3	0.7695967822	0.7539117052	96.68259147	0.7991712357	2.518237297	69.52734825	25.99673218	4.475919568										0	0	0	-800.0264956	0.7539117052	692.214075334708	
799.9464956	90	7	3	0.769718308	0.7540271282	96.68177998	0.7997000131	2.518520008	69.51708223	26.00694622	4.475971552										0	0	0	-799.9464956	0.7540271282	693.290215140051	
799.9064956	90	7	3	0.7697790442	0.7540848163	96.68137422	0.7999644435	2.518661339	69.51195075	26.01205187	4.475997378										0	0	0	-799.9064956	0.7540848163	693.482492312815	
799.8864956	90	7	3	0.7698094054	0.7541136542	96.68117133	0.800096668	2.518731997	69.5093854	26.01460435	4.47601025										0	0	0	-799.8864956	0.7541136542	693.598909948851	
799.8705486	90	7	3	0.7698336095	0.7541366441	96.68100956	0.8002021025	2.518788333	69.50734011	26.0166394	4.476020492	62.54235303	28.42537001	9.032276954							0	0	0	-799.8705486	0.7541366441	579.051217458084	
799.8564956	90	7	3	0.7701118659	0.7542182682	96.68119396	0.8007101924	2.518095846	69.50345491	26.0214866	4.475058494	62.54235303	28.42537001	9.032276954							0	0	0	-799.8564956	0.7542182682	172.311412824872	
799.8364956	90	7	3	0.7705070836	0.7543341994	96.68145529	0.8014335672	2.517111138	69.49792584	26.02838374	4.473690411	62.54235303	28.42537001	9.032276954							0	0	0	-799.8364956	0.7543341994	172.651562366297	
799.7964956	90	7	3	0.7712950949	0.7545655178	96.68197543	0.8028805024	2.515144067	69.48687877	26.04216342	4.470957804	62.54235303	28.42537001	9.032276954							0	0	0	-799.7964956	0.7545655178	173.401131073256	
799.7164956	90	7	3	0.7728610337	0.75502436	96.68300461	0.8057756935	2.511219701	69.46482114	26.06967207	4.46550679	62.54235303	28.42537001	9.032276954							0	0	0	-799.7164956	0.75502436	175.238832701296	
799.5564956	90	7	3	0.7759533804	0.7559283846	96.68501886	0.8115714182	2.503409726	69.42085057	26.12448841	4.454661018	62.54235303	28.42537001	9.032276954							0	0	0	-799.5564956	0.7559283846	178.98416842231	
799.2364956	90	7	3	0.7819843582	0.757678437	96.68887332	0.8231845287	2.487942148	69.33347881	26.23333069	4.433190499	62.54235303	28.42537001	9.032276954							0	0	0	-799.2364956	0.757678437	186.703269298746	
798.5964956	90	7	3	0.7934711399	0.7609779995	96.69590345	0.8465010188	2.457595531	69.1609335	26.447965	4.391101504	62.54235303	28.42537001	9.032276954							0	0	0	-798.5964956	0.7609779995	202.48045116053	
797.3164956	90	7	3	0.8143934846	0.7668588031	96.70737596	0.8935189918	2.399105048	68.8240738	26.86582494	4.310101259	62.54235303	28.42537001	9.032276954							0	0	0	-797.3164956	0.7668588031	237.453609982546	
794.7564956	90	7	3	0.8496519196	0.7763600845	96.72082283	0.9892649897	2.289912182	68.1794812	27.66126032	4.15925848	62.54235303	28.42537001	9.032276954							0	0	0	-794.7564956	0.7763600845	315.469087361047	
792.1964956	90	7	3	0.8782910506	0.7836572274	96.72287489	1.087568787	2.189556318	67.56799525	28.41105184	4.020952911	62.54235303	28.42537001	9.032276954							0	0	0	-792.1964956	0.7836572274	403.350699059851	
789.6364956	90	7	3	0.90210073	0.7894128492	96.71466256	1.18871805	2.096619386	66.98438202	29.12256583	3.893052154	62.54235303	28.42537001	9.032276954							0	0	0	-789.6364956	0.7894128492	503.49525115024	
787.0764956	90	7	3	0.9222691484	0.794059803	96.69700011	1.292971028	2.010028864	66.42469895	29.80134615	3.773954896	62.54235303	28.42537001	9.032276954							0	0	0	-787.0764956	0.794059803	609.61135415056	
786.9164956	90	7	3	0.9234286543	0.7943208529	96.69559678	1.299595698	2.00480752	66.39043882	29.8427875	3.766773674	62.54235303	28.42537001	9.032276954							0	0	0	-786.9164956	0.7943208529	617.259918943845	
786.8364956	90	7	3	0.9240047778	0.7944500076	96.69488236	1.302912695	2.002204942	66.37334038	29.8634654	3.763194221	62.54235303	28.42537001	9.032276954							0	0	0	-786.8364956	0.7944500076	621.07568563948	
786.7964956	90	7	3	0.924291754	0.7945143262	96.69452188	1.304572508	2.000905612	66.36479828	29.87379455	3.761407165	62.54235303	28.42537001	9.032276954							0	0	0	-786.7964956	0.7945143262	622.673063140052	
786.7764956	90	7	3	0.924434984	0.794546426	96.69434083	1.305402725	2.000256443	66.3605291	29.87895658	3.760514316	62.54235303	28.42537001	9.032276954							0	0	0	-786.7764956	0.794546426	622.533145116528	
786.7761226	90	7	3	1	0.832703796	96.69433745	1.30541821	2.000244339	66.3604495	29.87905283	3.76049767	62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482				0	0	0	-786.7761226	0.832703796	-1371.05235851965	
786.7464956	90	7	3	1	0.8326821748	96.69486205	1.305141428	1.999996522				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-786.7464956	0.8326821748	-1370.34864157913	
786.7264956	90	7	3	1	0.8326675805	96.69521616	1.304954603	1.999829238				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-786.7264956	0.8326675805	-1370.4637775548	
786.6864956	90	7	3	1	0.8326383961	96.69592431	1.304581	1.999494693				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-786.6864956	0.8326383961	-1370.72132561584	
786.6064956	90	7	3	1	0.8325800434	96.69734034	1.303833977	1.998825688				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-786.6064956	0.8325800434	-1371.22738492736	
786.4464956	90	7	3	1	0.8324634028	96.70017131	1.302340673	1.997488019				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-786.4464956	0.8324634028	-1372.24266866183	
786.1264956	90	7	3	1	0.8322303801	96.70582893	1.299357027	1.994814046				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-786.1264956	0.8322303801	-1374.27455167038	
785.4864956	90	7	3	1	0.8317653671	96.71712685	1.293401591	1.989471558				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-785.4864956	0.8317653671	-1378.35083302071	
784.2064956	90	7	3	1	0.8308394567	96.73965341	1.28153818	1.978808407				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-784.2064956	0.8308394567	-1385.52368422879	
781.6464956	90	7	3	1	0.8289999579	96.78442929	1.258001446	1.957569267				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-781.6464956	0.8289999579	-1399.5500235556	
779.0864956	90	7	3	1	0.8271809094	96.82883516	1.234718683	1.936446153				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-779.0864956	0.8271809094	-1414.91159382764	
776.5264956	90	7	3	1	0.8253811516	96.87287074	1.211690417	1.915438844				62.54235303	28.42537001	9.032276954	43.36164434	51.06106018	5.577295482							-776.5264956	0.8253811516	-1430.07551515995	
