T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
922.777284	95	3	2	0	0	98.50620154	0.1102300427	1.383568421	95	3	2										0.003703265552	-0.003052372277	-0.0006508932757	-922.777284	0	9.47098527525923	
922.757284	95	3	2	0.002106053242	0.002108400941	98.50556051	0.1104091725	1.384030322	94.99259342	3.006105135	2.001301449										0	0	0	-922.757284	0.002108400941	9.50073837659605	
922.737284	95	3	2	0.004205581224	0.004210219664	98.50492012	0.1105882054	1.384491676	94.9851874	3.012210499	2.002602101										0	0	0	-922.737284	0.004210219664	9.53264933630629	
922.697284	95	3	2	0.008382373079	0.008391420923	98.50364186	0.1109461358	1.385412004	94.97037574	3.024424473	2.005199792										0	0	0	-922.697284	0.008391420923	9.61008634847964	
922.617284	95	3	2	0.01662521372	0.01664237933	98.5011003	0.1116625906	1.387237105	94.94074689	3.048882669	2.010370446										0	0	0	-922.617284	0.01664237933	9.76878389501221	
922.457284	95	3	2	0.03275446664	0.03278525826	98.4960596	0.1130940192	1.390846376	94.88149277	3.097858813	2.020648412										0	0	0	-922.457284	0.03278525826	10.0677693691037	
922.137284	95	3	2	0.06360527161	0.06365361148	98.48615395	0.115953615	1.397892435	94.76298673	3.19607999	2.040933277										0	0	0	-922.137284	0.06365361148	10.697647469709	
921.497284	95	3	2	0.120216541	0.1202667941	98.46700055	0.1216587289	1.411340721	94.52603215	3.393493213	2.080474633										0	0	0	-921.497284	0.1202667941	12.0517540156457	
920.217284	95	3	2	0.2164087301	0.2163650867	98.43105306	0.1330164093	1.435930533	94.05266642	3.791590831	2.155742752										0	0	0	-920.217284	0.2163650867	15.1571520315251	
917.657284	95	3	2	0.359883496	0.3594392719	98.36678891	0.1555271098	1.477683979	93.11078609	4.596125634	2.29308828										0	0	0	-917.657284	0.3594392719	22.3350106817401	
915.097284	95	3	2	0.4609501083	0.4600000502	98.31021103	0.1777811149	1.512007854	92.18014007	5.404157113	2.415702813										0	0	0	-915.097284	0.4600000502	30.7310843466778	
912.537284	95	3	2	0.5354329427	0.5339666551	98.25927114	0.1998027498	1.540926113	91.2656008	6.208404164	2.525995032										0	0	0	-912.537284	0.5339666551	40.7511241508807	
909.977284	95	3	2	0.5922746442	0.5903176563	98.21259509	0.2216215211	1.565783389	90.37090655	7.003422957	2.625670492										0	0	0	-909.977284	0.5903176563	52.4557978319095	
907.417284	95	3	2	0.6368938604	0.6344839334	98.16922328	0.2432697425	1.587506982	89.49866972	7.785300536	2.716029749										0	0	0	-907.417284	0.6344839334	65.8837960927212	
904.857284	95	3	2	0.6727443337	0.6699216627	98.12846389	0.2647805019	1.606755605	88.65051443	8.551362817	2.798122748										0	0	0	-904.857284	0.6699216627	81.0542564189869	
