T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
780.4186675	95	4	1	0.9802403274	0.9712752256	96.06875882	2.965312861	0.9659283149	62.6735509	35.01025327	2.31619583	43.66113616	54.84131265	1.497551188							0	0	0	-780.4186675	0.9712752256	51.9657269582674	
780.2586675	95	4	1	0.9878411502	0.9743202368	96.0774128	2.947769627	0.9748175719	62.68128005	34.9885714	2.33014855	43.66113616	54.84131265	1.497551188							0	0	0	-780.2586675	0.9743202368	53.1549349962124	
780.0986675	95	4	1	0.9952767204	0.9772969135	96.08587324	2.930434157	0.9836925978	62.68894425	34.9670338	2.344021947	43.66113616	54.84131265	1.497551188							0	0	0	-780.0986675	0.9772969135	54.3596920653606	
780.0186675	95	4	1	0.9989346699	0.9787605367	96.09003247	2.921842515	0.9881250137	62.69275273	34.95631769	2.350929584	43.66113616	54.84131265	1.497551188							0	0	0	-780.0186675	0.9787605367	54.961220542722	
779.9986675	95	4	1	0.9998430779	0.9791239333	96.09106498	2.919702414	0.989232606	62.69370232	34.95364415	2.352653532	43.66113616	54.84131265	1.497551188							0	0	0	-779.9986675	0.9791239333	334.748200877096	
779.9786675	95	4	1	1	0.9791771643	96.09175387	2.918826738	0.9894193951				43.66113616	54.84131265	1.497551188										-779.9786675	0.9791771643	-1993.71018714377	
779.9686675	95	4	1	1	0.979171409	96.09206232	2.918521419	0.9894162656				43.66113616	54.84131265	1.497551188										-779.9686675	0.979171409	-1736.8810106593	
779.9486675	95	4	1	1	0.9791598855	96.09267936	2.917910353	0.989410285				43.66113616	54.84131265	1.497551188										-779.9486675	0.9791598855	-1735.77468780312	
779.9086675	95	4	1	1	0.9791368461	96.0939131	2.916688574	0.9893983287				43.66113616	54.84131265	1.497551188										-779.9086675	0.9791368461	-1736.53099523848	
779.8286675	95	4	1	1	0.9790907971	96.09637913	2.914246437	0.989374429				43.66113616	54.84131265	1.497551188										-779.8286675	0.9790907971	-1738.0353991329	
779.6686675	95	4	1	1	0.978998819	96.10130548	2.909367831	0.9893266851				43.66113616	54.84131265	1.497551188										-779.6686675	0.978998819	-1741.05904388669	
779.3486675	95	4	1	1	0.9788153412	96.11113533	2.899633252	0.9892314182				43.66113616	54.84131265	1.497551188										-779.3486675	0.9788153412	-1747.12293562384	
778.7086675	95	4	1	1	0.9784502896	96.13070397	2.880254267	0.9890417651				43.66113616	54.84131265	1.497551188										-778.7086675	0.9784502896	-1759.31900352362	
777.4286675	95	4	1	1	0.9777277285	96.16948	2.841854047	0.9886659492				43.66113616	54.84131265	1.497551188										-777.4286675	0.9777277285	-1783.9984596991	
774.8686675	95	4	1	1	0.9763122137	96.24560977	2.766462069	0.9879281583				43.66113616	54.84131265	1.497551188										-774.8686675	0.9763122137	-1834.10302191472	
772.3086675	95	4	1	1	0.9749351164	96.31988542	2.692906265	0.987208315				43.66113616	54.84131265	1.497551188										-772.3086675	0.9749351164	-1885.14511665814	
769.7486675	95	4	1	1	0.9735952237	96.39235607	2.62113797	0.9865059649				43.66113616	54.84131265	1.497551188										-769.7486675	0.9735952237	-1937.3682607582	
767.1886675	95	4	1	1	0.9722913735	96.46306903	2.551110316	0.9858206494				43.66113616	54.84131265	1.497551188										-767.1886675	0.9722913735	-1990.80627760173	
764.6286675	95	4	1	1	0.9710224531	96.53206996	2.482778111	0.9851519261				43.66113616	54.84131265	1.497551188										-764.6286675	0.9710224531	-2045.49514399094	
762.0686675	95	4	1	1	0.9697873963	96.59940287	2.41609776	0.9844993685				43.66113616	54.84131265	1.497551188										-762.0686675	0.9697873963	-2101.47221070535	
759.5086675	95	4	1	1	0.968585181	96.66511025	2.351027184	0.9838625647				43.66113616	54.84131265	1.497551188										-759.5086675	0.968585181	-2158.5320407065	
758.2286675	95	4	1	1	0.967996081	96.69736724	2.31908281	0.9835499458				43.66113616	54.84131265	1.497551188										-758.2286675	0.967996081	-2187.50427983348	
757.5886675	95	4	1	1	0.96770448	96.71334876	2.303256183	0.9833950559				43.66113616	54.84131265	1.497551188										-757.5886675	0.96770448	-2202.17142398288	
757.4286675	95	4	1	1	0.9676318851	96.71732894	2.299314571	0.9833564865				43.66113616	54.84131265	1.497551188										-757.4286675	0.9676318851	-2205.85043222978	
757.3486675	95	4	1	1	0.967595633	96.71931676	2.297346022	0.9833372219				43.66113616	54.84131265	1.497551188										-757.3486675	0.967595633	-2207.68968498026	
757.3286675	95	4	1	1	0.9675865747	96.71981347	2.296854119	0.983332408				43.66113616	54.84131265	1.497551188										-757.3286675	0.9675865747	-2208.17491287813	
757.3240386	95	4	1	1	0.9675844785	96.71992842	2.296740285	0.983331294				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-757.3240386	0.9675844785	-2215.46472689963	
757.2986675	95	4	1	1	0.9675732239	96.7205534	2.296227518	0.9832190846				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-757.2986675	0.9675732239	-2254.4696489628	
757.2786675	95	4	1	1	0.9675643532	96.72104599	2.295823381	0.9831306324				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-757.2786675	0.9675643532	-2254.7872485969	
757.2386675	95	4	1	1	0.9675466159	96.72203099	2.295015279	0.9829537307				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-757.2386675	0.9675466159	-2255.45697991302	
757.1586675	95	4	1	1	0.9675111565	96.72400026	2.293399796	0.9825999421				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-757.1586675	0.9675111565	-2256.75550655369	
756.9986675	95	4	1	1	0.9674402993	96.72793586	2.290171714	0.9818924235				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-756.9986675	0.9674402993	-2259.36772106834	
756.6786675	95	4	1	1	0.9672988299	96.73579531	2.283727067	0.9804776225				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-756.6786675	0.9672988299	-2264.59322207834	
756.0386675	95	4	1	1	0.9670168686	96.75146731	2.27088371	0.9776489796				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-756.0386675	0.9670168686	-2275.0882658659	
754.7586675	95	4	1	1	0.9664568313	96.78262469	2.245379672	0.971995642				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-754.7586675	0.9664568313	-2296.24409339889	
752.1986675	95	4	1	1	0.9653521047	96.84420036	2.195094	0.960705641				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-752.1986675	0.9653521047	-2338.98238191729	
749.6386675	95	4	1	1	0.9642674762	96.90480451	2.145755974	0.949439515				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-749.6386675	0.9642674762	-2382.25846604034	
747.0786675	95	4	1	1	0.9632025235	96.96445336	2.097347445	0.9381991967				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-747.0786675	0.9632025235	-2426.21112876126	
744.5186675	95	4	1	1	0.9621568382	97.02316263	2.049850804	0.9269865708				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-744.5186675	0.9621568382	-2470.85820591478	
741.9586675	95	4	1	1	0.9611300253	97.08094757	2.003248957	0.9158034755				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-741.9586675	0.9611300253	-2516.21863639236	
739.3986675	95	4	1	1	0.9601217029	97.13782299	1.957525303	0.9046517047				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-739.3986675	0.9601217029	-2562.31207992778	
736.8386675	95	4	1	1	0.9591315014	97.19380328	1.912663714	0.8935330087				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-736.8386675	0.9591315014	-2609.15878400809	
734.2786675	95	4	1	1	0.9581590631	97.2489024	1.868648509	0.882449096				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-734.2786675	0.9581590631	-2656.77933059854	
731.7186675	95	4	1	1	0.9572040413	97.30313393	1.82546444	0.8714016342				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-731.7186675	0.9572040413	-2705.19531143682	
729.1586675	95	4	1	1	0.9562661004	97.35651108	1.783096669	0.8603922512				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-729.1586675	0.9562661004	-2754.42861716869	
726.5986675	95	4	1	1	0.9553449146	97.40904671	1.741530751	0.8494225362				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-726.5986675	0.9553449146	-2804.50194412704	
724.0386675	95	4	1	1	0.9544401683	97.46075334	1.700752619	0.8384940409				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-724.0386675	0.9544401683	-2855.43889997585	
721.4786675	95	4	1	1	0.953551555	97.51164315	1.660748566	0.8276082806				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-721.4786675	0.953551555	-2907.2636561912	
718.9186675	95	4	1	1	0.9526787774	97.56172803	1.621505231	0.8167667344				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-718.9186675	0.9526787774	-2960.00125132007	
716.3586675	95	4	1	1	0.9518215466	97.61101957	1.583009582	0.8059708469				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-716.3586675	0.9518215466	-3013.67694597979	
713.7986675	95	4	1	1	0.9509795818	97.65952906	1.545248907	0.7952220285				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-713.7986675	0.9509795818	-3068.31772515944	
711.2386675	95	4	1	1	0.9501526104	97.70726755	1.508210796	0.7845216564				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-711.2386675	0.9501526104	-3123.95099502244	
708.6786675	95	4	1	1	0.949340367	97.75424579	1.471883133	0.7738710752				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-708.6786675	0.949340367	-3180.60461968378	
706.1186675	95	4	1	1	0.9485425935	97.80047432	1.43625408	0.7632715976				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-706.1186675	0.9485425935	-3238.30792295853	
703.5586675	95	4	1	1	0.9477590387	97.84596343	1.401312068	0.7527245053				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-703.5586675	0.9477590387	-3296.90936111302	
702.2786675	95	4	1	1	0.9473725167	97.86843385	1.384095158	0.7474709957				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-702.2786675	0.9473725167	-3326.57206336578	
701.6386675	95	4	1	1	0.947180556	97.87960107	1.375549615	0.7448493174				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-701.6386675	0.947180556	-3341.72636445183	
701.6186675	95	4	1	1	0.9471745715	97.87994931	1.375283241	0.744767445				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-701.6186675	0.9471745715	-3337.10178306078	
701.5986675	95	4	1	1	0.9471685695	97.88029848	1.375015171	0.7446863453							43.36164434	51.06106018	5.577295482							-701.5986675	0.9471685695	-3020.20434963547	
701.5886675	95	4	1	1	0.9471650446	97.88050138	1.374830259	0.7446683617							43.36164434	51.06106018	5.577295482							-701.5886675	0.9471650446	-2837.09408451741	
701.5686675	95	4	1	1	0.9471579958	97.88090711	1.374460493	0.7446323972							43.36164434	51.06106018	5.577295482							-701.5686675	0.9471579958	-2837.65773116455	
701.5286675	95	4	1	1	0.9471439026	97.88171834	1.373721169	0.7445604884							43.36164434	51.06106018	5.577295482							-701.5286675	0.9471439026	-2838.81941596308	
701.4486675	95	4	1	1	0.9471157332	97.88333989	1.372243355	0.7444167517							43.36164434	51.06106018	5.577295482							-701.4486675	0.9471157332	-2841.11442533618	
701.2886675	95	4	1	1	0.9470594629	97.88657934	1.369291055	0.7441296019							43.36164434	51.06106018	5.577295482							-701.2886675	0.9470594629	-2845.73188451674	
700.9686675	95	4	1	1	0.9469471959	97.89304364	1.363399768	0.7435565958							43.36164434	51.06106018	5.577295482							-700.9686675	0.9469471959	-2855.00760802928	
700.3286675	95	4	1	1	0.9467237542	97.90591387	1.351670375	0.7424157509							43.36164434	51.06106018	5.577295482							-700.3286675	0.9467237542	-2873.7352617469	
699.0486675	95	4	1	1	0.946281224	97.93142164	1.328423638	0.7401547187							43.36164434	51.06106018	5.577295482							-699.0486675	0.946281224	-2911.89508271229	
696.4886675	95	4	1	1	0.9454134306	97.98151115	1.282774138	0.7357147152							43.36164434	51.06106018	5.577295482							-696.4886675	0.9454134306	-2990.25571153463	
693.9286675	95	4	1	1	0.9445683914	98.03037572	1.238240989	0.7313832916							43.36164434	51.06106018	5.577295482							-693.9286675	0.9445683914	-3071.30022826418	
691.3686675	95	4	1	1	0.943745781	98.07802739	1.194813225	0.7271593811							43.36164434	51.06106018	5.577295482							-691.3686675	0.943745781	-3155.59038563917	
688.8086675	95	4	1	1	0.9429452723	98.1244786	1.152479523	0.7230418821							43.36164434	51.06106018	5.577295482							-688.8086675	0.9429452723	-3243.28885907485	
686.2486675	95	4	1	1	0.9421665363	98.16974213	1.111228207	0.7190296593							43.36164434	51.06106018	5.577295482							-686.2486675	0.9421665363	-3334.56709155456	
683.6886675	95	4	1	1	0.9414092421	98.2138312	1.071047257	0.7151215435							43.36164434	51.06106018	5.577295482							-683.6886675	0.9414092421	-3429.6066017255	
