T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
710.4025869	85	13	2	1	0.7642818363	97.84205664	1.261247323	0.8966960386				43.36164434	51.06106018	5.577295482										-710.4025869	0.7642818363	-3777.14210926735	
707.8425869	85	13	2	1	0.7636130512	97.88976901	1.21763418	0.8925968111				43.36164434	51.06106018	5.577295482										-707.8425869	0.7636130512	-3881.98484285293	
705.2825869	85	13	2	1	0.7629624237	97.9362663	1.175131722	0.8886019792				43.36164434	51.06106018	5.577295482										-705.2825869	0.7629624237	-3990.9641793866	
702.7225869	85	13	2	1	0.7623296562	97.98156338	1.133726351	0.884710265				43.36164434	51.06106018	5.577295482										-702.7225869	0.7623296562	-4104.27845268976	
700.1625869	85	13	2	1	0.7617144508	98.02567546	1.093404173	0.8809203622				43.36164434	51.06106018	5.577295482										-700.1625869	0.7617144508	-4222.13769087181	
697.6025869	85	13	2	1	0.7611165091	98.06861806	1.054151002	0.8772309378				43.36164434	51.06106018	5.577295482										-697.6025869	0.7611165091	-4344.76252870203	
695.0425869	85	13	2	1	0.7605355323	98.11040699	1.015952381	0.8736406325				43.36164434	51.06106018	5.577295482										-695.0425869	0.7605355323	-4472.3873528195	
692.4825869	85	13	2	1	0.7599712217	98.15105835	0.978793588	0.8701480627				43.36164434	51.06106018	5.577295482										-692.4825869	0.7599712217	-4605.25779140115	
689.9225869	85	13	2	1	0.759423278	98.19058852	0.942659654	0.8667518214				43.36164434	51.06106018	5.577295482										-689.9225869	0.759423278	-4743.63339247609	
687.3625869	85	13	2	1	0.7588914022	98.22901415	0.9075353742	0.8634504794				43.36164434	51.06106018	5.577295482										-687.3625869	0.7588914022	-4887.79011004453	
684.8025869	85	13	2	1	0.7583752954	98.26635209	0.8734053229	0.8602425867				43.36164434	51.06106018	5.577295482										-684.8025869	0.7583752954	-5038.0176630226	
682.2425869	85	13	2	1	0.7578746588	98.30261946	0.8402538671	0.857126674				43.36164434	51.06106018	5.577295482										-682.2425869	0.7578746588	-5194.62254597233	
679.6825869	85	13	2	1	0.757389194	98.33783356	0.8080651817	0.8541012536				43.36164434	51.06106018	5.577295482										-679.6825869	0.757389194	-5357.92893465808	
677.1225869	85	13	2	1	0.756918603	98.37201191	0.776823264	0.8511648215				43.36164434	51.06106018	5.577295482										-677.1225869	0.756918603	-5528.28003530711	
674.5625869	85	13	2	1	0.7564625885	98.40517219	0.7465119488	0.8483158582				43.36164434	51.06106018	5.577295482										-674.5625869	0.7564625885	-5706.03913066377	
672.0025869	85	13	2	1	0.7560208539	98.43733225	0.7171149233	0.8455528303				43.36164434	51.06106018	5.577295482										-672.0025869	0.7560208539	-5891.58969848588	
669.4425869	85	13	2	1	0.7555931034	98.46851006	0.6886157432	0.8428741923				43.36164434	51.06106018	5.577295482										-669.4425869	0.7555931034	-6085.33786791238	
666.8825869	85	13	2	1	0.7551790422	98.49872377	0.6609978475	0.8402783874				43.36164434	51.06106018	5.577295482										-666.8825869	0.7551790422	-6287.71465156452	
664.3225869	85	13	2	1	0.7547783767	98.52799158	0.6342445747	0.8377638496				43.36164434	51.06106018	5.577295482										-664.3225869	0.7547783767	-6499.17693885028	
661.7625869	85	13	2	1	0.7543908146	98.55633182	0.6083391779	0.8353290047				43.36164434	51.06106018	5.577295482										-661.7625869	0.7543908146	-6720.20842879036	
659.2025869	85	13	2	1	0.754016065	98.58376289	0.5832648406	0.8329722721				43.36164434	51.06106018	5.577295482										-659.2025869	0.754016065	-6951.32023422678	
656.6425869	85	13	2	1	0.7536538384	98.61030324	0.5590046928	0.8306920662				43.36164434	51.06106018	5.577295482										-656.6425869	0.7536538384	-7193.05668133602	
654.0825869	85	13	2	1	0.7533038472	98.63597138	0.5355418259	0.8284867975				43.36164434	51.06106018	5.577295482										-654.0825869	0.7533038472	-7445.99519810028	
651.5225869	85	13	2	1	0.7529658055	98.66078582	0.5128593085	0.8263548747				43.36164434	51.06106018	5.577295482										-651.5225869	0.7529658055	-7710.74839832067	
648.9625869	85	13	2	1	0.7526394295	98.68476509	0.4909402017	0.8242947056				43.36164434	51.06106018	5.577295482										-648.9625869	0.7526394295	-7987.96672166057	
646.4025869	85	13	2	1	0.7523244374	98.70792773	0.4697675743	0.8223046987				43.36164434	51.06106018	5.577295482										-646.4025869	0.7523244374	-8278.34055550256	
643.8425869	85	13	2	1	0.7520205497	98.73029222	0.4493245175	0.8203832648				43.36164434	51.06106018	5.577295482										-643.8425869	0.7520205497	-8582.60670834002	
641.2825869	85	13	2	1	0.7517274894	98.75187702	0.42959416	0.818528818				43.36164434	51.06106018	5.577295482										-641.2825869	0.7517274894	-8901.54461518546	
638.7225869	85	13	2	1	0.7514449818	98.77270054	0.4105596818	0.8167397775				43.36164434	51.06106018	5.577295482										-638.7225869	0.7514449818	-9235.98446252048	
636.1625869	85	13	2	1	0.751172755	98.7927811	0.3922043292	0.8150145684				43.36164434	51.06106018	5.577295482										-636.1625869	0.751172755	-9586.81140924803	
633.6025869	85	13	2	1	0.7509105398	98.81213695	0.3745114276	0.8133516234				43.36164434	51.06106018	5.577295482										-633.6025869	0.7509105398	-9954.9677691386	
631.0425869	85	13	2	1	0.75065807	98.83078622	0.3574643958	0.8117493841				43.36164434	51.06106018	5.577295482										-631.0425869	0.75065807	-10341.4559976607	
628.4825869	85	13	2	1	0.7504150823	98.84874694	0.3410467582	0.8102063018				43.36164434	51.06106018	5.577295482										-628.4825869	0.7504150823	-10747.3417486262	
625.9225869	85	13	2	1	0.7501813165	98.866037	0.3252421581	0.8087208392				43.36164434	51.06106018	5.577295482										-625.9225869	0.7501813165	-11173.769923541	
623.3625869	85	13	2	1	0.7499565159	98.88267416	0.3100343695	0.807291471				43.36164434	51.06106018	5.577295482										-623.3625869	0.7499565159	-11621.9530786174	
620.8025869	85	13	2	1	0.7497404268	98.89867601	0.2954073089	0.8059166857				43.36164434	51.06106018	5.577295482										-620.8025869	0.7497404268	-12093.183781235	
