T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
907.7811536	92	4	4	0	0	97.58548041	0.0759021616	2.338617427	92	4	4							0.002327368955	-0.001635185215	-0.0006921837404	-907.7811536	0	23.998035969038	
907.7611536	92	4	4	0.000813436872	0.0008327789151	97.5848509	0.07593940253	2.339209697	91.99534555	4.003270276	4.001384177							0	0	0	-907.7611536	0.0008327789151	24.0339197816523	
907.7411536	92	4	4	0.001625686763	0.001664316303	97.58422166	0.07597663404	2.339801703	91.99069195	4.006540496	4.002767555							0	0	0	-907.7411536	0.001664316303	24.0697218125353	
907.7011536	92	4	4	0.00324665257	0.003323694425	97.58296404	0.07605106785	2.340984893	91.98138746	4.013080672	4.005531865							0	0	0	-907.7011536	0.003323694425	24.1413431378609	
907.6211536	92	4	4	0.006474501987	0.006627721257	97.58045215	0.07619982071	2.343348029	91.96278916	4.026160075	4.011050764							0	0	0	-907.6211536	0.006627721257	24.2992283719518	
907.4611536	92	4	4	0.0128635499	0.01316630983	97.57544645	0.07649776585	2.348055784	91.92561235	4.052347434	4.022040215							0	0	0	-907.4611536	0.01316630983	24.6236076344212	
907.1411536	92	4	4	0.02541319654	0.0260048281	97.56549269	0.07709277371	2.357414537	91.85140475	4.104739491	4.043855756							0	0	0	-907.1411536	0.0260048281	25.2473671052494	
906.5011536	92	4	4	0.04961522827	0.05074525294	97.54582079	0.07828136126	2.375897849	91.70352079	4.209656838	4.086822377							0	0	0	-906.5011536	0.05074525294	26.543784138266	
905.2211536	92	4	4	0.09472358466	0.09678786839	97.50738243	0.0806544144	2.411963153	91.40983092	4.419995633	4.170173442							0	0	0	-905.2211536	0.09678786839	29.2802307871887	
902.6611536	92	4	4	0.1736721956	0.1771326774	97.43389336	0.08540077831	2.480705866	90.83028404	4.842668271	4.327047689							0	0	0	-902.6611536	0.1771326774	35.07992966224	
900.1011536	92	4	4	0.2404992589	0.2448711748	97.36452354	0.09017217243	2.545304284	90.26040559	5.267869313	4.471725097							0	0	0	-900.1011536	0.2448711748	41.271092750006	
897.5411536	92	4	4	0.2978079169	0.3027339271	97.29887662	0.09499307981	2.606130296	89.69937149	5.695448099	4.605180411							0	0	0	-897.5411536	0.3027339271	47.9858005649177	
894.9811536	92	4	4	0.3475016189	0.3527152591	97.2366238	0.09988294583	2.663493257	89.14648386	6.12523324	4.728282905							0	0	0	-894.9811536	0.3527152591	55.2310483012305	
892.4211536	92	4	4	0.3910036091	0.3963046394	97.17748638	0.1048572268	2.71765639	88.60116301	6.557023679	4.841813313							0	0	0	-892.4211536	0.3963046394	63.0158748875654	
889.8611536	92	4	4	0.4293993247	0.4346366507	97.12122354	0.1099281784	2.768848286	88.0629361	6.990586359	4.946477542							0	0	0	-889.8611536	0.4346366507	71.3510447124827	
887.3011536	92	4	4	0.4635312901	0.4685908465	97.06762351	0.1151054616	2.817271032	87.5314241	7.425658194	5.042917704							0	0	0	-887.3011536	0.4685908465	80.2486701952291	
884.7411536	92	4	4	0.494063887	0.4988598607	97.01649736	0.1203966162	2.863106021	87.00632838	7.861950641	5.131720982							0	0	0	-884.7411536	0.4988598607	89.7218016151356	
882.1811536	92	4	4	0.5215285185	0.5259968718	96.96767444	0.1258074373	2.906518124	86.48741759	8.299155657	5.213426755							0	0	0	-882.1811536	0.5259968718	99.784013868755	
879.6211536	92	4	4	0.5463557112	0.5504493232	96.92099901	0.1313422805	2.947658707	85.97451546	8.736952213	5.288532326							0	0	0	-879.6211536	0.5504493232	110.449008413711	
877.0611536	92	4	4	0.5688983306	0.5725833023	96.87632788	0.1370043114	2.986667813	85.4674897	9.17501277	5.357497533							0	0	0	-877.0611536	0.5725833023	121.730253880178	
874.5011536	92	4	4	0.5894486376	0.5927014458	96.83352853	0.1427957135	3.023675756	84.96624215	9.613009345	5.420748501							0	0	0	-874.5011536	0.5927014458	133.640655625003	
871.9411536	92	4	4	0.6082510059	0.6110562898	96.79247785	0.148717864	3.058804286	84.47070025	10.050619	5.478680751							0	0	0	-871.9411536	0.6110562898	146.192347434432	
