T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
C	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
610.4537007	81	18	1	0	0	98.20905042	1.308137132	0.482812445	81	18	1	0.003089511359	-0.002996660192	-9.285116704E-05	-883.6037007	0	55.6561449391305	
610.4337007	81	18	1	0.0003905439313	0.0003590694096	98.2085465	1.308641569	0.4828119298	80.99382125	18.00599301	1.000185737	0	0	0	-883.5837007	0.0003590694096	55.7429298094626	
610.4137007	81	18	1	0.0007804785221	0.0007175806607	98.20804258	1.309146029	0.4828113949	80.98764395	18.01198467	1.00037138	0	0	0	-883.5637007	0.0007175806607	55.801123208488	
610.3737007	81	18	1	0.001559718159	0.001434030613	98.2070347	1.310154898	0.4828104064	80.97529304	18.02396427	1.000742688	0	0	0	-883.5237007	0.001434030613	55.8749417855918	
610.2937007	81	18	1	0.003114491182	0.00286354796	98.20501883	1.312172552	0.482808614	80.95060667	18.04790824	1.001485086	0	0	0	-883.4437007	0.00286354796	56.0514947910357	
610.1337007	81	18	1	0.006209282919	0.005709117418	98.20098671	1.316207523	0.4828057654	80.90129572	18.09573528	1.002969001	0	0	0	-883.2837007	0.005709117418	56.4549218040101	
609.8137007	81	18	1	0.01232490497	0.01133263898	98.19292055	1.324278763	0.4828006826	80.80292457	18.191147	1.005928432	0	0	0	-882.9637007	0.01133263898	57.2905941678636	
609.1737007	81	18	1	0.02431320805	0.02235783865	98.17678127	1.340418821	0.482799906	80.60717509	18.38099689	1.011828028	0	0	0	-882.3237007	0.02235783865	58.8717476702415	
607.8937007	81	18	1	0.0473301113	0.04353161286	98.14447281	1.372696359	0.4828308282	80.21965635	18.75680502	1.023538626	0	0	0	-881.0437007	0.04353161286	62.1846774485089	
605.3337007	81	18	1	0.08986443276	0.0826824215	98.07972547	1.43725294	0.4830215867	79.46051809	19.49288403	1.046597879	0	0	0	-878.4837007	0.0826824215	69.0579879392688	
602.7737007	81	18	1	0.1282628492	0.118054439	98.01478157	1.501841601	0.4833768265	78.72245455	20.20839189	1.069153566	0	0	0	-875.9237007	0.118054439	76.2370374674479	
600.2137007	81	18	1	0.1630838481	0.1501573992	97.94961363	1.566497009	0.4838893627	78.00519794	20.90361123	1.091190824	0	0	0	-873.3637007	0.1501573992	83.7992642874505	
597.6537007	81	18	1	0.1947926211	0.1794159642	97.88419302	1.631255685	0.4845512915	77.30836818	21.57893192	1.112699901	0	0	0	-870.8037007	0.1794159642	91.7392241113684	
