T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
778.3538879	79	19	2	1	0.6741555394	96.16618646	2.757003354	1.076810187				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.3538879	0.6741555394	-2801.08776605112	
778.3138879	79	19	2	1	0.6741412601	96.16731097	2.756057137	1.076631896				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.3138879	0.6741412601	-2801.6831356723	
778.2338879	79	19	2	1	0.6741127145	96.16955913	2.754165561	1.076275314				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.2338879	0.6741127145	-2803.39714354117	
778.0738879	79	19	2	1	0.674055676	96.17405201	2.750385835	1.075562153				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.0738879	0.674055676	-2806.84530676879	
777.7538879	79	19	2	1	0.6739418085	96.18302408	2.742840069	1.074135847				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-777.7538879	0.6739418085	-2813.73922790317	
777.1138879	79	19	2	1	0.6737149084	96.20091358	2.727803105	1.071283313				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-777.1138879	0.6737149084	-2827.57697041946	
775.8338879	79	19	2	1	0.6732644231	96.23647528	2.697946023	1.0655787				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-775.8338879	0.6732644231	-2855.45195843334	
773.2738879	79	19	2	1	0.6723765169	96.30673933	2.639088288	1.054172382				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-773.2738879	0.6723765169	-2910.16772658183	
770.7138879	79	19	2	1	0.6715047773	96.37587596	2.58135205	1.042771991				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-770.7138879	0.6715047773	-2964.9197934732	
768.1538879	79	19	2	1	0.6706493493	96.44390655	2.52471353	1.03137992				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-768.1538879	0.6706493493	-3021.31956896248	
765.5938879	79	19	2	1	0.669809854	96.51085174	2.46914976	1.019998503				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-765.5938879	0.669809854	-3078.52884560007	
763.0338879	79	19	2	1	0.6689859259	96.57673144	2.414638553	1.008630007				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-763.0338879	0.6689859259	-3136.56794706601	
760.4738879	79	19	2	1	0.668177213	96.6415649	2.361158455	0.9972766424				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-760.4738879	0.668177213	-3195.45895638132	
757.9138879	79	19	2	1	0.667383376	96.70537073	2.308688712	0.9859405628				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-757.9138879	0.667383376	-3255.22528906255	
755.3538879	79	19	2	1	0.6666040881	96.7681669	2.257209233	0.9746238653				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-755.3538879	0.6666040881	-3315.89046521793	
752.7938879	79	19	2	1	0.6658390337	96.82997084	2.206700561	0.9633285943				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-752.7938879	0.6658390337	-3377.47849647925	
750.2338879	79	19	2	1	0.6650879084	96.89079942	2.157143839	0.9520567428				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-750.2338879	0.6650879084	-3440.01516912382	
747.6738879	79	19	2	1	0.6643504184	96.95066896	2.108520786	0.9408102542				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-747.6738879	0.6643504184	-3503.52598512169	
745.1138879	79	19	2	1	0.6636262796	97.00959531	2.060813668	0.929591024				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-745.1138879	0.6636262796	-3568.03718021176	
742.5538879	79	19	2	1	0.6629152175	97.06759382	2.014005274	0.918400901				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-742.5538879	0.6629152175	-3633.57652298326	
739.9938879	79	19	2	1	0.6622169667	97.12467942	1.96807889	0.9072416892				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-739.9938879	0.6622169667	-3700.17231423579	
737.4338879	79	19	2	1	0.6615312704	97.18086657	1.92301828	0.8961151492				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-737.4338879	0.6615312704	-3767.85322149369	
734.8738879	79	19	2	1	0.6608578799	97.23616934	1.878807661	0.8850229989				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-734.8738879	0.6608578799	-3836.64957743172	
732.3138879	79	19	2	1	0.6601965546	97.2906014	1.835431686	0.8739669153				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-732.3138879	0.6601965546	-3906.59178188332	
729.7538879	79	19	2	1	0.659547061	97.34417604	1.792875423	0.8629485355				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-729.7538879	0.659547061	-3977.7118753407	
727.1938879	79	19	2	1	0.6589091732	97.39690621	1.751124337	0.8519694576				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-727.1938879	0.6589091732	-4050.04290855773	
724.6338879	79	19	2	1	0.6582826718	97.44880448	1.710164275	0.841031242				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-724.6338879	0.6582826718	-4123.61821545032	
722.0738879	79	19	2	1	0.6576673441	97.49988314	1.669981448	0.8301354121				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-722.0738879	0.6576673441	-4198.47266070187	
