T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
915.470519	92	6	2	0	0	98.4880109	0.2332715982	1.2787175	92	6	2										0.003768322469	-0.003349441048	-0.0004188814208	-915.470519	0	17.2176069207258	
915.450519	92	6	2	0.001174432459	0.001160414597	98.48757875	0.2334871453	1.278934102	91.9924636	6.006698722	2.000837683										0	0	0	-915.450519	0.001160414597	17.2528315789061	
915.430519	92	6	2	0.002346483308	0.002318464828	98.48714681	0.2337026151	1.27915057	91.98492851	6.013396442	2.001675045										0	0	0	-915.430519	0.002318464828	17.2887533728321	
915.390519	92	6	2	0.004683188132	0.004627223458	98.48628364	0.2341333751	1.279582982	91.96986172	6.026789665	2.003348618										0	0	0	-915.390519	0.004627223458	17.372808818438	
915.310519	92	6	2	0.009318827062	0.009207288542	98.48456195	0.2349948491	1.280443205	91.93973979	6.053573467	2.006686739										0	0	0	-915.310519	0.009207288542	17.5462968911058	
915.150519	92	6	2	0.01846715033	0.01824541852	98.48113124	0.2367154545	1.28215331	91.87955037	6.107108772	2.013340863										0	0	0	-915.150519	0.01824541852	17.8703750565889	
914.830519	92	6	2	0.0362694094	0.03583124055	98.47432336	0.2401488335	1.285527802	91.75938784	6.214060023	2.026552134										0	0	0	-914.830519	0.03583124055	18.5454557282864	
914.190519	92	6	2	0.07000877336	0.06915294086	98.46091384	0.246984958	1.292101206	91.51995592	6.42745156	2.05259252										0	0	0	-914.190519	0.06915294086	19.953774290864	
912.910519	92	6	2	0.1308792513	0.1292439791	98.43484997	0.2605355221	1.304614509	91.04489155	6.85189414	2.103214305										0	0	0	-912.910519	0.1292439791	23.0216230562974	
910.350519	92	6	2	0.2312527109	0.2282517693	98.38534623	0.2871900063	1.327463763	90.11145723	7.689632422	2.198910351										0	0	0	-910.350519	0.2282517693	29.7680384506904	
907.790519	92	6	2	0.3103466249	0.3061886788	98.33870834	0.3133070172	1.347984642	89.20262804	8.509627469	2.287744489										0	0	0	-907.790519	0.3061886788	37.2576794488484	
905.230519	92	6	2	0.3740729093	0.3689216913	98.29436744	0.3389557471	1.366676816	88.32037276	9.309392707	2.370234537										0	0	0	-905.230519	0.3689216913	45.7227281030698	
902.670519	92	6	2	0.426389208	0.4203749688	98.2519014	0.3642018374	1.383896761	87.46578355	10.08738525	2.446831208										0	0	0	-902.670519	0.4203749688	55.1728819820559	
900.110519	92	6	2	0.470035553	0.4632633393	98.21098891	0.3891066838	1.399904404	86.63922404	10.84282664	2.51794932										0	0	0	-900.110519	0.4632633393	65.6077296002051	
897.550519	92	6	2	0.5069629736	0.4995186402	98.17137943	0.41372692	1.41489365	85.84048983	11.5755292	2.583980968										0	0	0	-897.550519	0.4995186402	77.0175838547584	
894.990519	92	6	2	0.5385938277	0.530548444	98.13287343	0.4381142129	1.42901236	85.06896092	12.28574003	2.645299051										0	0	0	-894.990519	0.530548444	89.3848797303823	
892.430519	92	6	2	0.5659862096	0.557399321	98.09530898	0.4623153143	1.442375707	84.32373182	12.97401116	2.702257011										0	0	0	-892.430519	0.557399321	102.68570042452	
889.870519	92	6	2	0.5899411896	0.5808632569	98.05855248	0.4863722926	1.455075228	83.60371675	13.64109582	2.755187425										0	0	0	-889.870519	0.5808632569	116.891225644255	
887.310519	92	6	2	0.611074751	0.6015489941	98.02249207	0.5103228782	1.46718505	82.90772969	14.2878695	2.804400811										0	0	0	-887.310519	0.6015489941	131.96899214847	
884.750519	92	6	2	0.6298671936	0.6199309992	97.9870329	0.534200866	1.478766231	82.23454313	14.91527182	2.85018505										0	0	0	-884.750519	0.6199309992	147.883952480457	
882.190519	92	6	2	0.6466977654	0.636383773	97.95209363	0.558036533	1.48986984	81.5829294	15.5242651	2.892805493										0	0	0	-882.190519	0.636383773	164.59932390507	
879.630519	92	6	2	0.6618693786	0.651206327	97.91760379	0.5818570459	1.500539166	80.95168862	16.11580576	2.932505626										0	0	0	-879.630519	0.651206327	182.07724925644	
877.070519	92	6	2	0.6756265336	0.6646399269	97.88350181	0.6056868421	1.510811345	80.33966656	16.69082531	2.969508131										0	0	0	-877.070519	0.6646399269	200.279298558633	
874.510519	92	6	2	0.6881685042	0.6768811414	97.84973346	0.6295479771	1.520718563	79.74576537	17.25021842	3.004016206										0	0	0	-874.510519	0.6768811414	219.197909752697	
871.950519	92	6	2	0.69965645	0.688088757	97.81625238	0.6534625086	1.530285108	79.16893996	17.79485139	3.036208656										0	0	0	-871.950519	0.688088757	238.721550334014	
869.390519	92	6	2	0.710232139	0.6984027977	97.78301173	0.6774442507	1.539544022	78.60823762	18.32549472	3.06626766										0	0	0	-869.390519	0.6984027977	258.833792386885	
866.830519	92	6	2	0.7200058766	0.7079318084	97.74997496	0.7015121703	1.548512871	78.06273949	18.84292117	3.094339339										0	0	0	-866.830519	0.7079318084	279.548219676126	
864.270519	92	6	2	0.7290732623	0.7167699617	97.71710712	0.7256815501	1.557211332	77.53159878	19.34783771	3.120563509										0	0	0	-864.270519	0.7167699617	300.795820590525	
861.710519	92	6	2	0.7375153046	0.7249970299	97.68437642	0.7499665104	1.565657067	77.01402752	19.8409049	3.145067574										0	0	0	-861.710519	0.7249970299	322.53961744283	
859.150519	92	6	2	0.7454010785	0.7326810115	97.65175383	0.7743801688	1.573866003	76.50929328	20.32273898	3.167967738										0	0	0	-859.150519	0.7326810115	344.743197636381	
856.590519	92	6	2	0.7527898323	0.739880212	97.61921266	0.7989347778	1.581852566	76.01671552	20.79391438	3.189370096										0	0	0	-856.590519	0.739880212	367.370698249377	
854.030519	92	6	2	0.7597326663	0.7466449027	97.58672829	0.8236418455	1.589629869	75.53566204	21.25496631	3.209371644										0	0	0	-854.030519	0.7466449027	390.386755295768	
851.470519	92	6	2	0.7662738851	0.7530186554	97.55427789	0.848512234	1.597209878	75.06554521	21.70639363	3.228061163										0	0	0	-851.470519	0.7530186554	413.756582366493	
848.910519	92	6	2	0.7724520867	0.7590394179	97.5218402	0.873556259	1.60460354	74.6058188	22.14866115	3.245520052										0	0	0	-848.910519	0.7590394179	437.445910097202	
846.350519	92	6	2	0.7783010544	0.764740395	97.48939533	0.8987837629	1.611820903	74.15597457	22.58220239	3.261823038										0	0	0	-846.350519	0.764740395	461.42092408819	
843.790519	92	6	2	0.7838504859	0.7701507675	97.4569246	0.9242041863	1.618871212	73.71553928	23.00742189	3.277038834										0	0	0	-843.790519	0.7701507675	485.648313045425	
841.230519	92	6	2	0.7891265948	0.7752962858	97.42441037	0.9498266286	1.625762999	73.28407187	23.42469741	3.291230716										0	0	0	-841.230519	0.7752962858	510.095216184342	
