T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
C	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
454.1667468	73	17	10	0	0	92.95187085	0.05785667741	6.990272476	73	17	10	0.0008221029946	-0.0006980966651	-0.0001240063295	-727.3167468	0	242.464683282082	
454.1467468	73	17	10	8.318131582E-05	8.244779235E-05	92.95145331	0.05785178448	6.990694909	72.99835636	17.00139544	10.0002482	0	0	0	-727.2967468	8.244779235E-05	242.690817670074	
454.1267468	73	17	10	0.0001662868899	0.000164818833	92.95103595	0.05784690586	6.991117147	72.99671156	17.00279253	10.00049591	0	0	0	-727.2767468	0.000164818833	242.78588487252	
454.0867468	73	17	10	0.000332539872	0.0003295973524	92.9502011	0.05783713324	6.991961771	72.99342319	17.00558521	10.00099159	0	0	0	-727.2367468	0.0003295973524	242.801205812687	
454.0067468	73	17	10	0.0006648562825	0.0006589464157	92.94853148	0.05781758098	6.993650941	72.98684697	17.01117063	10.0019824	0	0	0	-727.1567468	0.0006589464157	242.952371995187	
453.8467468	73	17	10	0.001329168396	0.001317246362	92.9451929	0.05777846767	6.997028632	72.9736952	17.02234363	10.00396117	0	0	0	-726.9967468	0.001317246362	243.169622697414	
453.5267468	73	17	10	0.002656164355	0.002631911906	92.93851811	0.05770019099	7.003781697	72.94739547	17.04469675	10.00790778	0	0	0	-726.6767468	0.002631911906	243.646669980856	
452.8867468	73	17	10	0.005303675431	0.005253543528	92.92517803	0.05754343842	7.017278528	72.89481093	17.08943171	10.01575736	0	0	0	-726.0367468	0.005253543528	244.677557136291	
451.6067468	73	17	10	0.01056814104	0.01046146085	92.89855345	0.05723018502	7.044216367	72.78963091	17.17912036	10.03124873	0	0	0	-724.7567468	0.01046146085	246.780985787434	
449.0467468	73	17	10	0.0209912251	0.02075251673	92.84547413	0.05660166381	7.097924203	72.57942587	17.35907244	10.06150169	0	0	0	-722.1967468	0.02075251673	250.807653618275	
446.4867468	73	17	10	0.03127349461	0.03087819006	92.79263311	0.05597130284	7.151395585	72.36936381	17.53987387	10.09076232	0	0	0	-719.6367468	0.03087819006	254.879440809548	
443.9267468	73	17	10	0.04141873375	0.04084302052	92.74003118	0.05533931053	7.204629507	72.15942324	17.72154373	10.11903302	0	0	0	-717.0767468	0.04084302052	258.968233905336	
441.3667468	73	17	10	0.05143063449	0.05065142937	92.68766905	0.05470588449	7.257625062	71.9495838	17.90409989	10.14631631	0	0	0	-714.5167468	0.05065142937	263.073546656854	
438.8067468	73	17	10	0.06131271353	0.06030763865	92.63554752	0.05407121935	7.310381262	71.73982586	18.08755966	10.17261449	0	0	0	-711.9567468	0.06030763865	267.196023621309	
436.2467468	73	17	10	0.07106832174	0.06981568209	92.58366745	0.05343550677	7.36289704	71.53013047	18.27193984	10.19792969	0	0	0	-709.3967468	0.06981568209	271.33634074934	
433.6867468	73	17	10	0.08070065312	0.07917941529	92.53202981	0.05279893549	7.415171252	71.32047937	18.45725673	10.2222639	0	0	0	-706.8367468	0.07917941529	275.495202884848	
431.1267468	73	17	10	0.09021275321	0.08840252542	92.48063562	0.05216169132	7.467202684	71.11085498	18.64352608	10.24561895	0	0	0	-704.2767468	0.08840252542	279.673343620585	
428.5667468	73	17	10	0.09960752697	0.09748854013	92.42948599	0.05152395715	7.518990054	70.90124033	18.83076311	10.26799656	0	0	0	-701.7167468	0.09748854013	283.871526084588	
426.0067468	73	17	10	0.1088877462	0.106440836	92.37858207	0.05088591297	7.570532013	70.69161912	19.01898256	10.28939832	0	0	0	-699.1567468	0.106440836	288.090540669938	
423.4467468	73	17	10	0.1180560563	0.1152626465	92.32792511	0.05024773584	7.621827151	70.48197565	19.20819861	10.30982574	0	0	0	-696.5967468	0.1152626465	292.331205256138	
420.8867468	73	17	10	0.1271149831	0.1239570694	92.2775164	0.04960959991	7.672873999	70.27229484	19.39842493	10.32928023	0	0	0	-694.0367468	0.1239570694	296.594368335447	
418.3267468	73	17	10	0.1360669387	0.1325270736	92.22735729	0.04897167642	7.723671032	70.06256219	19.58967466	10.34776314	0	0	0	-691.4767468	0.1325270736	300.880901356097	
415.7667468	73	17	10	0.1449142274	0.1409755061	92.17744919	0.04833413367	7.774216676	69.85276382	19.78196043	10.36527575	0	0	0	-688.9167468	0.1409755061	305.191702665649	
