T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
912.5914735	94	2	4	0	0	97.56837173	0.03604806278	2.39558021	94	2	4							0.002012918866	-0.00110798546	-0.000904933406	-912.5914735	0	17.7282517334595	
912.5714735	94	2	4	0.001091441475	0.00112717864	97.56755891	0.03607035169	2.396370742	93.99597432	2.002216092	4.00180959							0	0	0	-912.5714735	0.00112717864	17.7585811255837	
912.5514735	94	2	4	0.002181068371	0.002252435482	97.56674648	0.03609263087	2.397160889	93.99194939	2.004432445	4.003618164							0	0	0	-912.5514735	0.002252435482	17.789866640996	
912.5114735	94	2	4	0.004354548187	0.00449684338	97.56512293	0.03613717549	2.398739899	93.98390135	2.008866613	4.007232034							0	0	0	-912.5114735	0.00449684338	17.8598564503118	
912.4314735	94	2	4	0.008674699742	0.008957408058	97.56188219	0.03622639756	2.401891412	93.96780637	2.017749333	4.0144443							0	0	0	-912.4314735	0.008957408058	18.0022467239013	
912.2714735	94	2	4	0.01722169826	0.01777995394	97.55542215	0.03640477092	2.408173077	93.93564023	2.035544786	4.028814983							0	0	0	-912.2714735	0.01777995394	18.2750163799576	
911.9514735	94	2	4	0.03394379066	0.03503237307	97.5425895	0.03676168378	2.420648812	93.87138749	2.071275085	4.057337422							0	0	0	-911.9514735	0.03503237307	18.836056006889	
911.3114735	94	2	4	0.06597333941	0.0680441795	97.51726663	0.03747650034	2.445256872	93.74318389	2.143298225	4.11351788							0	0	0	-911.3114735	0.0680441795	19.9951710946946	
910.0314735	94	2	4	0.1249171048	0.1286728684	97.46793151	0.0389118205	2.493156665	93.48787459	2.289602929	4.222522486							0	0	0	-910.0314735	0.1286728684	22.4659607268675	
907.4714735	94	2	4	0.2257851962	0.232009222	97.37413417	0.04182307708	2.584042755	92.98067604	2.591564308	4.427759654							0	0	0	-907.4714735	0.232009222	27.7589167676374	
904.9114735	94	2	4	0.3089577345	0.3167568763	97.28624449	0.04481582056	2.668939687	92.47647007	2.906439576	4.617090356							0	0	0	-904.9114735	0.3167568763	33.4840226543891	
902.3514735	94	2	4	0.378700964	0.3874419132	97.20371345	0.04791833431	2.748368211	91.973656	3.234688842	4.791655156							0	0	0	-902.3514735	0.3874419132	39.801189818356	
899.7914735	94	2	4	0.4379833498	0.4472105257	97.12611709	0.05115435526	2.822728553	91.47094886	3.57663015	4.952420988							0	0	0	-899.7914735	0.4472105257	46.7452172690565	
897.2314735	94	2	4	0.4889338587	0.4983170658	97.05311594	0.05454380885	2.892340249	90.96736731	3.932404218	5.100228476							0	0	0	-897.2314735	0.4983170658	54.3608417551652	
894.6714735	94	2	4	0.5331208325	0.54242061	96.98442669	0.05810325227	2.957470055	90.46222095	4.301950208	5.235828844							0	0	0	-894.6714735	0.54242061	62.702124516882	
892.1114735	94	2	4	0.5717278517	0.5807717345	96.91980219	0.06184615016	3.018351663	89.95509436	4.684993332	5.359912305							0	0	0	-892.1114735	0.5807717345	71.831304084247	
889.5514735	94	2	4	0.6056680316	0.6143337718	96.8590174	0.06578306574	3.075199535	89.44582601	5.081044702	5.473129293							0	0	0	-889.5514735	0.6143337718	81.8171925128856	
886.9914735	94	2	4	0.6356602091	0.6438635765	96.80185988	0.06992182603	3.128218292	88.93448143	5.489413167	5.576105401							0	0	0	-886.9914735	0.6438635765	92.7332286659728	
884.4314735	94	2	4	0.6622808049	0.6699664968	96.74812369	0.07426769976	3.177608611	88.42132115	5.909227967	5.66945088							0	0	0	-884.4314735	0.6699664968	104.655326739201	
881.8714735	94	2	4	0.6859997596	0.6931344888	96.69760596	0.07882360832	3.223570428	87.90676447	6.339470015	5.753765519							0	0	0	-881.8714735	0.6931344888	117.659671090135	
879.3114735	94	2	4	0.7072058222	0.7137729808	96.65010557	0.08359037536	3.266304055	87.39135121	6.779008895	5.829639896							0	0	0	-879.3114735	0.7137729808	131.82059963362	
876.7514735	94	2	4	0.7262246088	0.732220107	96.60542315	0.08856700922	3.306009841	86.87570371	7.226642326	5.897653962							0	0	0	-876.7514735	0.732220107	147.208694821669	
874.1914735	94	2	4	0.743331694	0.7487606997	96.56336212	0.09375100545	3.342886873	86.36049104	7.681134984	5.958373972							0	0	0	-874.1914735	0.7487606997	163.88917707001	
871.6314735	94	2	4	0.7587622604	0.7636366436	96.52373017	0.09913865335	3.377131182	85.84639734	8.141254051	6.01234861							0	0	0	-871.6314735	0.7636366436	181.920646696991	
869.0714735	94	2	4	0.7727183471	0.7770546838	96.48634086	0.1047253313	3.408933808	85.33409531	8.605799662	6.06010503							0	0	0	-869.0714735	0.7770546838	201.354172481557	
866.5114735	94	2	4	0.7853744087	0.7891924337	96.45101524	0.1105057784	3.438478986	84.82422536	9.073629286	6.102145358							0	0	0	-866.5114735	0.7891924337	222.232829552014	
863.9514735	94	2	4	0.7968816639	0.8002030822	96.41758304	0.1164743313	3.465942626	84.31738097	9.543675295	6.13894374							0	0	0	-863.9514735	0.8002030822	244.591345697331	
861.3914735	94	2	4	0.8073715947	0.8102191813	96.38588375	0.1226251289	3.491491124	83.81409807	10.01495728	6.170944651							0	0	0	-861.3914735	0.8102191813	268.456171880673	
858.8314735	94	2	4	0.8169587858	0.8193557133	96.35576712	0.1289522733	3.515280605	83.31485013	10.48658816	6.198561711							0	0	0	-858.8314735	0.8193557133	293.845777679556	
856.2714735	94	2	4	0.8257432907	0.8277126372	96.32709354	0.1354499578	3.537456504	82.82004623	10.95777627	6.222177506							0	0	0	-856.2714735	0.8277126372	320.770954615712	
853.7114735	94	2	4	0.8338126202	0.8353770187	96.29973397	0.1421125616	3.55815347	82.33003199	11.42782394	6.242144066							0	0	0	-853.7114735	0.8353770187	349.235315208164	
851.1514735	94	2	4	0.8412434328	0.8424248284	96.27356975	0.1489347168	3.577495532	81.84509257	11.89612355	6.258783878							0	0	0	-851.1514735	0.8424248284	379.235831602047	
848.5914735	94	2	4	0.8481029802	0.8489224707	96.2484922	0.1559113513	3.595596451	81.36545683	12.36215187	6.272391299							0	0	0	-848.5914735	0.8489224707	410.763395117805	
846.0314735	94	2	4	0.8544503497	0.854928089	96.22440206	0.1630377149	3.61256022	80.89130236	12.82546341	6.283234228							0	0	0	-846.0314735	0.854928089	443.803387932074	
843.4714735	94	2	4	0.8603375356	0.8604926833	96.20120896	0.1703093895	3.628481654	80.42276079	13.28568327	6.291555937							0	0	0	-843.4714735	0.8604926833	478.336220770121	
840.9114735	94	2	4	0.8658103645	0.8656610694	96.17883069	0.1777222897	3.643447024	79.95992315	13.74249989	6.297576961							0	0	0	-840.9114735	0.8656610694	514.337876327203	
838.3514735	94	2	4	0.8709092941	0.8704727022	96.15719263	0.1852726556	3.657534713	79.50284505	14.19565797	6.301496981							0	0	0	-838.3514735	0.8704727022	551.853642793902	
835.7914735	94	2	4	0.8756690454	0.8749613046	96.13622996	0.1929576347	3.670812403	79.05153983	14.64496882	6.303491353							0	0	0	-835.7914735	0.8749613046	590.687216550127	
833.2314735	94	2	4	0.8801235549	0.8791599118	96.11587522	0.2007728381	3.683351939	78.60603121	15.09023414	6.303734658							0	0	0	-833.2314735	0.8791599118	630.842212306241	
830.6714735	94	2	4	0.8842997728	0.8830945546	96.09607595	0.2087160435	3.695208002	78.16628284	15.53134847	6.302368693							0	0	0	-830.6714735	0.8830945546	672.406741024623	
828.1114735	94	2	4	0.8882227259	0.8867894085	96.07678165	0.2167846398	3.706433707	77.73225319	15.96821971	6.299527096							0	0	0	-828.1114735	0.8867894085	715.269500179983	
825.5514735	94	2	4	0.891914715	0.8902659724	96.05794649	0.224976257	3.717077253	77.30388543	16.40078378	6.295330787							0	0	0	-825.5514735	0.8902659724	759.388887916948	
822.9914735	94	2	4	0.8953956505	0.8935434041	96.03952885	0.2332887481	3.727182399	76.88111022	16.82900055	6.289889236							0	0	0	-822.9914735	0.8935434041	804.72160800115	
820.4314735	94	2	4	0.8986833434	0.8966388109	96.02149092	0.2417201713	3.736788907	76.46384812	17.25285027	6.283301617							0	0	0	-820.4314735	0.8966388109	851.222886604165	
817.8714735	94	2	4	0.9017937582	0.8995675007	96.0037983	0.250268773	3.745932932	76.05201167	17.67233048	6.275657854							0	0	0	-817.8714735	0.8995675007	898.353296550631	
816.5914735	94	2	4	0.9032874386	0.9009740996	95.99507045	0.2545862299	3.750343323	75.84810336	17.88042888	6.271467758							0	0	0	-816.5914735	0.9009740996	921.382663424504	
816.5114735	94	2	4	0.9033795577	0.9010608595	95.99452729	0.2548569806	3.750615733	75.83540373	17.89339793	6.271198344							0	0	0	-816.5114735	0.9010608595	925.253046650073	
816.4914735	94	2	4	0.9034024955	0.9010824568	95.9943917	0.2549247242	3.750683575	75.83222906	17.89664037	6.271130567							0	0	0	-816.4914735	0.9010824568	925.32402476906	
816.4791	94	2	4	0.9034167024	0.9010958353	95.99430778	0.2549666279	3.750725593	75.83026529	17.89864602	6.271088689	81.85099197	0	18.14900803				0	0	0	-816.4791	0.9010958353	2185.51525963476	
816.4614735	94	2	4	0.9034501189	0.9011021702	95.99442756	0.2550921064	3.750480331	75.8264064	17.90301699	6.270576615	81.85098236	0	18.14901764				0	0	0	-816.4614735	0.9011021702	2782.93814223234	
816.4414735	94	2	4	0.9034880231	0.9011093554	95.99456335	0.255234543	3.750202105	75.82202772	17.90797664	6.269995641	81.85097146	0	18.14902854				0	0	0	-816.4414735	0.9011093554	2786.23094786475	
816.4014735	94	2	4	0.9035637587	0.9011236837	95.99483486	0.255519516	3.749645624	75.81327353	17.91789255	6.268833923	81.85094964	0	18.14905036				0	0	0	-816.4014735	0.9011236837	2796.26474431211	
816.3214735	94	2	4	0.9037149714	0.9011522002	95.9953773	0.2560899497	3.74853275	75.79577442	17.93771423	6.266511355	81.85090597	0	18.14909403				0	0	0	-816.3214735	0.9011522002	2814.68340776117	
816.1614735	94	2	4	0.9040163681	0.9012086758	95.99645987	0.2572327703	3.746307356	75.76081326	17.97731705	6.261869687	81.85081843	0	18.14918157				0	0	0	-816.1614735	0.9012086758	2863.50666510026	
815.8414735	94	2	4	0.9046133329	0.9013181713	95.99861579	0.2595262287	3.741857982	75.69103877	18.056361	6.252600224	81.85064264	0	18.14935736				0	0	0	-815.8414735	0.9013181713	2971.51341576903	
815.2014735	94	2	4	0.90578982	0.9015269809	96.00289055	0.264144571	3.732964877	75.55207585	18.2138078	6.234116351	81.85028816	0	18.14971184				0	0	0	-815.2014735	0.9015269809	3176.71843532143	
814.5614735	94	2	4	0.9069426196	0.9017220383	96.00711567	0.2688050481	3.72407928	75.41388555	18.37040912	6.21570533	81.84992982	0	18.15007018				0	0	0	-814.5614735	0.9017220383	3400.52206775587	
814.2414735	94	2	4	0.9075104238	0.9018145988	96.00920953	0.2711511783	3.719639291	75.34507686	18.44839622	6.206526923	81.84974922	0	18.15025078				0	0	0	-814.2414735	0.9018145988	3501.46338018541	
814.0814735	94	2	4	0.9077926122	0.9018600123	96.01025177	0.2723282372	3.717419997	75.31074345	18.4873121	6.201944442	81.84965856	0	18.15034144				0	0	0	-814.0814735	0.9018600123	3604.81920195077	
814.0014735	94	2	4	0.9079326664	0.9018819645	96.01077171	0.2729177596	3.716310526	75.29359458	18.50675052	6.199654902	81.84961313	0	18.15038687				0	0	0	-814.0014735	0.9018819645	3646.76412372413	
813.9614735	94	2	4	0.9080026358	0.9018929294	96.01103139	0.2732127718	3.715755834	75.28502453	18.51646492	6.198510548	81.8495904	0	18.1504096				0	0	0	-813.9614735	0.9018929294	3646.1470135261	
813.9522477	94	2	4	0.957914429	0.9234187144	96.01109126	0.2732808382	3.715627903	75.28304832	18.51870503	6.198246651	81.84958516	0	18.15041484	62.54235303	28.42537001	9.032276954	0	0	0	-813.9522477	0.9234187144	10.3691277080083	
813.9314735	94	2	4	0.9628357563	0.9252696098	96.01452893	0.2744022075	3.711068866	75.26405512	18.54454551	6.191399365				62.54235303	28.42537001	9.032276954	0	0	0	-813.9314735	0.9252696098	11.4398688400072	
813.9114735	94	2	4	0.9674216684	0.9269877665	96.01780161	0.2754755446	3.706722842	75.24592482	18.56920139	6.184873788				62.54235303	28.42537001	9.032276954	0	0	0	-813.9114735	0.9269877665	11.8387608480365	
