T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
910.1426675	90	9	1	0	0	98.79479634	0.5576503313	0.6475533253	90	9	1										0.003822329579	-0.003669150779	-0.0001531787997	-910.1426675	0	23.0059531862502	
910.1226675	90	9	1	0.0009027620834	0.0008686261749	98.79434387	0.5580896471	0.6475664791	89.99235545	9.00733816	1.000306389										0	0	0	-910.1226675	0.0008686261749	23.0437758638427	
910.1026675	90	9	1	0.001804041019	0.001735828973	98.79389145	0.5585289142	0.6475796369	89.98471173	9.014675487	1.000612782										0	0	0	-910.1026675	0.001735828973	23.0799468464505	
910.0626675	90	9	1	0.003602548174	0.003466348147	98.79298668	0.5594073098	0.6476060101	89.96942628	9.02934804	1.001225675										0	0	0	-910.0626675	0.003466348147	23.1499831408734	
909.9826675	90	9	1	0.007183053605	0.006911546654	98.79117752	0.5611635408	0.6476589422	89.93886386	9.058684339	1.002451796										0	0	0	-909.9826675	0.006911546654	23.3173931835146	
909.8226675	90	9	1	0.01425626675	0.01371763375	98.78756263	0.5646754354	0.6477619364	89.8777781	9.117322811	1.00489909										0	0	0	-909.8226675	0.01371763375	23.6663036233561	
909.5026675	90	9	1	0.02812605269	0.02706430602	98.78034062	0.5716919708	0.6479674094	89.75575025	9.234457114	1.009792641										0	0	0	-909.5026675	0.02706430602	24.3147858522405	
908.8626675	90	9	1	0.05476343321	0.05269970699	98.76593073	0.5856995785	0.6483696946	89.51229551	9.468142073	1.019562414										0	0	0	-908.8626675	0.05269970699	25.6771334437575	
907.5826675	90	9	1	0.1040249844	0.1001185071	98.73723882	0.6136123941	0.6491487844	89.02791666	9.933048502	1.03903484										0	0	0	-907.5826675	0.1001185071	28.5790423120985	
905.0226675	90	9	1	0.1889196113	0.1818744868	98.68032003	0.6690410796	0.6506388897	88.07029936	10.85203493	1.077665715										0	0	0	-905.0226675	0.1818744868	34.8154960576185	
902.4626675	90	9	1	0.2593413916	0.2497374884	98.62394006	0.723958527	0.6521014108	87.12936872	11.75482697	1.115804311										0	0	0	-902.4626675	0.2497374884	41.5814674907985	
899.9026675	90	9	1	0.3185593869	0.306844245	98.56801924	0.7783904177	0.6535903379	86.20712779	12.63952429	1.153347924										0	0	0	-899.9026675	0.306844245	49.0540203412549	
897.3426675	90	9	1	0.3689403308	0.355465541	98.5124914	0.8323662208	0.6551423767	85.30529387	13.50451442	1.190191714										0	0	0	-897.3426675	0.355465541	57.2544006406925	
894.7826675	90	9	1	0.4122406206	0.3972865526	98.45729956	0.885919025	0.6567814173	84.42525615	14.34850666	1.22623719										0	0	0	-894.7826675	0.3972865526	66.1992795254403	
892.2226675	90	9	1	0.4497916765	0.4335847768	98.40239297	0.9390851779	0.6585218514	83.56805626	15.1705458	1.261397938										0	0	0	-892.2226675	0.4335847768	75.8994524113253	
889.6626675	90	9	1	0.4826211399	0.4653463438	98.34772519	0.9919037817	0.6603710322	82.73439139	15.9700058	1.295602818										0	0	0	-889.6626675	0.4653463438	86.3590760779726	
887.1026675	90	9	1	0.5115344665	0.4933443031	98.29325272	1.044416101	0.6623311754	81.92463523	16.74656749	1.328797271										0	0	0	-887.1026675	0.4933443031	97.5753059109771	
884.5426675	90	9	1	0.5371713247	0.5181927208	98.23893422	1.096664942	0.6644008424	81.13887163	17.50018519	1.360943185										0	0	0	-884.5426675	0.5181927208	109.538289705455	
881.9826675	90	9	1	0.5600455125	0.5403849612	98.18472985	1.148694058	0.666576093	80.37693537	18.23104684	1.392017796										0	0	0	-881.9826675	0.5403849612	122.231459521579	
879.4226675	90	9	1	0.5805738201	0.5603213586	98.13060102	1.200547604	0.668851372	79.63845589	18.93953212	1.422011984										0	0	0	-879.4226675	0.5603213586	135.632040531237	
876.8626675	90	9	1	0.5990972964	0.5783296061	98.07651014	1.252269685	0.6712201784	78.92290007	19.62617164	1.45092829										0	0	0	-876.8626675	0.5783296061	149.71170470246	
874.3026675	90	9	1	0.6158971874	0.5946800313	98.02242046	1.303903977	0.6736755584	78.2296118	20.29160934	1.478778861										0	0	0	-874.3026675	0.5946800313	164.437290081294	
