T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
831.6106947	80	19	1	0.4358917065	0.4013997606	96.79869461	2.710812012	0.4904933778	68.73535516	29.92298748	1.341657369										0	0	0	-831.6106947	0.4013997606	237.277011879954	
829.0506947	80	19	1	0.4471776358	0.4119443975	96.722594	2.784890375	0.492515625	68.28545553	30.35904125	1.355503212										0	0	0	-829.0506947	0.4119443975	248.574157445019	
826.4906947	80	19	1	0.4579431098	0.4220186834	96.64554332	2.859863365	0.4945933164	67.84605579	30.78491612	1.369028092										0	0	0	-826.4906947	0.4220186834	259.925330190447	
823.9306947	80	19	1	0.4682303165	0.4316612583	96.56749184	2.935784276	0.4967238885	67.41672119	31.20103309	1.382245721										0	0	0	-823.9306947	0.4316612583	271.305948592689	
821.3706947	80	19	1	0.4780773291	0.4409070314	96.48838684	3.012708149	0.4989050126	66.99703828	31.60779215	1.395169577										0	0	0	-821.3706947	0.4409070314	282.690960326962	
818.8106947	80	19	1	0.4875185864	0.4497876179	96.40817346	3.090691955	0.5011345821	66.58661495	32.00557217	1.40781288										0	0	0	-818.8106947	0.4497876179	294.054783799415	
816.2506947	80	19	1	0.4965853344	0.4583317419	96.32679451	3.169794796	0.5034106963	66.18507913	32.39473226	1.420188606										0	0	0	-816.2506947	0.4583317419	305.371155232146	
813.6906947	80	19	1	0.5053059971	0.4665655732	96.24419022	3.25007813	0.5057316478	65.79207804	32.77561246	1.432309501										0	0	0	-813.6906947	0.4665655732	316.613240278567	
811.1306947	80	19	1	0.5137065019	0.4745130249	96.16029809	3.331605996	0.5080959109	65.40727737	33.14853453	1.444188092										0	0	0	-811.1306947	0.4745130249	327.75358318372	
808.5706947	80	19	1	0.5218105632	0.4821960121	96.07505259	3.414445276	0.5105021312	65.03036043	33.51380285	1.455836712										0	0	0	-808.5706947	0.4821960121	338.764099990207	
806.0106947	80	19	1	0.5296399318	0.4896346798	95.98838492	3.498665962	0.5129491168	64.6610273	33.87170518	1.467267523										0	0	0	-806.0106947	0.4896346798	349.616040945844	
803.4506947	80	19	1	0.5372146138	0.4968476037	95.90022271	3.58434146	0.5154358306	64.298994	34.22251345	1.478492548										0	0	0	-803.4506947	0.4968476037	360.279990940967	
800.8906947	80	19	1	0.5445530633	0.5038519669	95.8104897	3.671548912	0.517961384	63.94399174	34.56648455	1.489523702										0	0	0	-800.8906947	0.5038519669	370.725845724264	
798.3306947	80	19	1	0.5516723538	0.5106637178	95.71910542	3.760369548	0.5205250317	63.59576615	34.90386102	1.500372828										0	0	0	-798.3306947	0.5106637178	380.922793437131	
795.7706947	80	19	1	0.5585883302	0.5172977101	95.62598476	3.850889073	0.523126168	63.25407657	35.2348717	1.511051737										0	0	0	-795.7706947	0.5172977101	390.839322624888	
793.2106947	80	19	1	0.5653157441	0.5237678283	95.53103759	3.943198089	0.5257643242	62.91869535	35.55973239	1.521572252										0	0	0	-793.2106947	0.5237678283	400.443193785218	
790.6506947	80	19	1	0.5718683761	0.5300871014	95.43416827	4.037392559	0.5284391677	62.58940732	35.87864643	1.531946252										0	0	0	-790.6506947	0.5300871014	409.697807624557	
789.3706947	80	19	1	0.575083425	0.533194247	95.38498162	4.085228007	0.5297903725	62.4269845	36.03593326	1.537082239										0	0	0	-789.3706947	0.533194247	413.794326094136	
788.7306947	80	19	1	0.5766784175	0.5347374995	95.36019693	4.10933293	0.5304701422	62.34631976	36.11404063	1.539639612										0	0	0	-788.7306947	0.5347374995	416.832115111333	
788.4106947	80	19	1	0.577469575	0.5355032589	95.34775214	4.121437969	0.5308098913	62.30611937	36.15296729	1.540913336										0	0	0	-788.4106947	0.5355032589	418.1505055692	
788.2506947	80	19	1	0.5778646478	0.5358857753	95.34151783	4.127502038	0.5309801292	62.28605307	36.17239714	1.541549782										0	0	0	-788.2506947	0.5358857753	421.256142849961	
788.2407104	80	19	1	0.5778891229	0.5359094662	95.34112839	4.127880894	0.5309907171	62.2848015	36.17360909	1.541589402	47.30316887	52.69683113	0							0	0	0	-788.2407104	0.5359094662	381.553040127191	
788.2206947	80	19	1	0.5782780947	0.5360536178	95.34163433	4.126978664	0.5313870027	62.28347694	36.17409576	1.542427297	47.30292844	52.69707156	0							0	0	0	-788.2206947	0.5360536178	138.896637609243	
788.2006947	80	19	1	0.5786665286	0.5361975633	95.34213978	4.126077061	0.5317831628	62.28215426	36.17458113	1.543264606	47.30268824	52.69731176	0							0	0	0	-788.2006947	0.5361975633	138.981153901609	
788.1606947	80	19	1	0.5794422632	0.536485208	95.34314991	4.12427438	0.5325757068	62.27951175	36.17554949	1.544938764	47.30220788	52.69779212	0							0	0	0	-788.1606947	0.536485208	139.2302283439	
788.0806947	80	19	1	0.5809896542	0.537058403	95.34516762	4.120670362	0.5341620163	62.27423777	36.17747633	1.5482859	47.3012473	52.6987527	0							0	0	0	-788.0806947	0.537058403	139.988720519961	
787.9206947	80	19	1	0.5840610685	0.5381945926	95.34919277	4.113467712	0.5373395176	62.26373363	36.18129089	1.554975476	47.29932684	52.70067316	0							0	0	0	-787.9206947	0.5381945926	141.464402386121	
787.6006947	80	19	1	0.5901341661	0.5404365431	95.35720208	4.0990838	0.543714118	62.24289988	36.18876416	1.568335958	47.2954887	52.7045113	0							0	0	0	-787.6006947	0.5404365431	144.096310093377	
787.2806947	80	19	1	0.5961118937	0.5426368473	95.36515673	4.084728353	0.5501149173	62.22229581	36.19603239	1.581671802	47.29165425	52.70834575	0							0	0	0	-787.2806947	0.5426368473	146.616761746291	
787.2006947	80	19	1	0.5975936618	0.5431814007	95.36713684	4.081143934	0.5517192295	62.21718034	36.1978177	1.585001958	47.29069621	52.70930379	0							0	0	0	-787.2006947	0.5431814007	142.919613580048	
787.1863643	80	19	1	0.6441595556	0.5625873786	95.36749117	4.080502056	0.5520067734	62.21626543	36.19813625	1.585598317	47.29052462	52.70947538	0	43.66113616	54.84131265	1.497551188				0	0	0	-787.1863643	0.5625873786	11.076050208589	
787.1706947	80	19	1	0.6476196257	0.563917071	95.3707724	4.076032508	0.5531950887	62.21803754	36.19397651	1.587985951				43.66113616	54.84131265	1.497551188				0	0	0	-787.1706947	0.563917071	11.8615589701498	
787.1506947	80	19	1	0.6519724922	0.5655895031	95.37493393	4.070357998	0.5547080763	62.22028767	36.1886895	1.591022826				43.66113616	54.84131265	1.497551188				0	0	0	-787.1506947	0.5655895031	12.0510048883624	
787.1106947	80	19	1	0.6604889338	0.5688597139	95.38316359	4.059116848	0.557719566	62.22474477	36.17819799	1.597057237				43.66113616	54.84131265	1.497551188				0	0	0	-787.1106947	0.5688597139	12.4401348943196	
787.0306947	80	19	1	0.6767413091	0.5750914716	95.39926735	4.03704421	0.5636884373	62.23349674	36.15752579	1.608977473				43.66113616	54.84131265	1.497551188				0	0	0	-787.0306947	0.5750914716	13.2449549735351	
786.8706947	80	19	1	0.7066246534	0.5865260502	95.43015176	3.994422029	0.5754262068	62.25039936	36.11733554	1.6322651				43.66113616	54.84131265	1.497551188				0	0	0	-786.8706947	0.5865260502	14.8833188474963	
786.5506947	80	19	1	0.7578282963	0.6060347806	95.48728109	3.91451147	0.5982074436	62.2821128	36.04098912	1.676898079				43.66113616	54.84131265	1.497551188				0	0	0	-786.5506947	0.6060347806	18.4105300225577	
785.9106947	80	19	1	0.8366700407	0.6358339329	95.58680146	3.771587569	0.6416109697	62.33899912	35.90102472	1.759976154				43.66113616	54.84131265	1.497551188				0	0	0	-785.9106947	0.6358339329	26.2174983066041	
784.6306947	80	19	1	0.9424028019	0.6752361232	95.7451506	3.53211575	0.7227336497	62.43527276	35.65573915	1.908988093				43.66113616	54.84131265	1.497551188				0	0	0	-784.6306947	0.6752361232	41.8879017389977	
783.9906947	80	19	1	0.9808497018	0.6893760045	95.81006067	3.428508658	0.7614306748	62.47750985	35.54501814	1.977472013				43.66113616	54.84131265	1.497551188				0	0	0	-783.9906947	0.6893760045	49.7722570896059	
783.6706947	80	19	1	0.9977581574	0.6955601968	95.83977672	3.379777221	0.7804460563	62.49753639	35.4919047	2.010558908				43.66113616	54.84131265	1.497551188				0	0	0	-783.6706947	0.6955601968	53.9305101386532	
783.6306947	80	19	1	0.9997802133	0.6962983215	95.84337519	3.373815494	0.78280932	62.4999942	35.48535994	2.014645859				43.66113616	54.84131265	1.497551188				0	0	0	-783.6306947	0.6962983215	255.312804652122	
783.6106947	80	19	1	1	0.6963710169	95.84432985	3.37261065	0.783059496							43.66113616	54.84131265	1.497551188							-783.6106947	0.6963710169	-2247.33648650247	
783.6006947	80	19	1	1	0.6963662105	95.84469061	3.372254569	0.7830548246							43.66113616	54.84131265	1.497551188							-783.6006947	0.6963662105	-2080.17003340251	
783.5806947	80	19	1	1	0.6963565923	95.84541096	3.37154417	0.7830448668							43.66113616	54.84131265	1.497551188							-783.5806947	0.6963565923	-2079.809548532	
783.5406947	80	19	1	1	0.6963373675	95.8468516	3.370123257	0.7830251408							43.66113616	54.84131265	1.497551188							-783.5406947	0.6963373675	-2081.1316172528	
783.4606947	80	19	1	1	0.6962989448	95.84973116	3.367283128	0.7829857147							43.66113616	54.84131265	1.497551188							-783.4606947	0.6962989448	-2083.07113110102	
783.3006947	80	19	1	1	0.6962222064	95.85548338	3.361609661	0.78290696							43.66113616	54.84131265	1.497551188							-783.3006947	0.6962222064	-2086.94875652037	
782.9806947	80	19	1	1	0.6960691567	95.86696032	3.350289836	0.7827498405							43.66113616	54.84131265	1.497551188							-782.9806947	0.6960691567	-2094.7273330414	
782.3406947	80	19	1	1	0.6957647558	95.88980467	3.327758177	0.7824371536							43.66113616	54.84131265	1.497551188							-782.3406947	0.6957647558	-2110.37016612049	
781.0606947	80	19	1	1	0.6951626736	95.93505901	3.283123068	0.7818179213							43.66113616	54.84131265	1.497551188							-781.0606947	0.6951626736	-2142.0158160437	
778.5006947	80	19	1	1	0.6939848144	96.02385912	3.195537361	0.7806035172							43.66113616	54.84131265	1.497551188							-778.5006947	0.6939848144	-2204.47355991624	
775.9406947	80	19	1	1	0.6928392273	96.11043342	3.110148599	0.7794179781							43.66113616	54.84131265	1.497551188							-775.9406947	0.6928392273	-2267.48077571995	
773.3806947	80	19	1	1	0.6917258817	96.19484602	3.026891878	0.7782621035							43.66113616	54.84131265	1.497551188							-773.3806947	0.6917258817	-2332.94875738154	
770.8206947	80	19	1	1	0.6906436956	96.27715716	2.945707832	0.7771350123							43.66113616	54.84131265	1.497551188							-770.8206947	0.6906436956	-2399.92856598751	
768.2606947	80	19	1	1	0.6895916346	96.3574248	2.866539294	0.7760359053							43.66113616	54.84131265	1.497551188							-768.2606947	0.6895916346	-2468.46123163364	
765.7006947	80	19	1	1	0.6885687108	96.43570474	2.789331246	0.7749640186							43.66113616	54.84131265	1.497551188							-765.7006947	0.6885687108	-2538.59176404215	
763.1406947	80	19	1	1	0.6875739806	96.51205065	2.71403073	0.7739186166							43.66113616	54.84131265	1.497551188							-763.1406947	0.6875739806	-2610.36707707598	
760.5806947	80	19	1	1	0.6866065418	96.58651427	2.640586735	0.7728989911							43.66113616	54.84131265	1.497551188							-760.5806947	0.6866065418	-2683.8355547499	
758.0206947	80	19	1	1	0.6856655313	96.65914543	2.568950106	0.7719044594							43.66113616	54.84131265	1.497551188							-758.0206947	0.6856655313	-2759.04752307585	
755.4606947	80	19	1	1	0.6847501229	96.72999219	2.49907345	0.7709343633							43.66113616	54.84131265	1.497551188							-755.4606947	0.6847501229	-2836.05501370115	
752.9006947	80	19	1	1	0.6838595251	96.79910088	2.430911047	0.7699880681							43.66113616	54.84131265	1.497551188							-752.9006947	0.6838595251	-2914.91288071341	
750.3406947	80	19	1	1	0.6829929798	96.86651626	2.364418777	0.7690649609							43.66113616	54.84131265	1.497551188							-750.3406947	0.6829929798	-2995.67737419983	
747.7806947	80	19	1	1	0.6821497595	96.93228151	2.299554035	0.7681644502							43.66113616	54.84131265	1.497551188							-747.7806947	0.6821497595	-3078.40703741528	
745.2206947	80	19	1	1	0.6813291666	96.99643837	2.236275663	0.7672859644							43.66113616	54.84131265	1.497551188							-745.2206947	0.6813291666	-3163.16318277155	
742.6606947	80	19	1	1	0.6805305312	97.05902717	2.174543884	0.7664289512							43.66113616	54.84131265	1.497551188							-742.6606947	0.6805305312	-3250.00916480144	
740.1006947	80	19	1	1	0.67975321	97.12008689	2.114320233	0.7655928765							43.66113616	54.84131265	1.497551188							-740.1006947	0.67975321	-3339.01061395092	
737.5406947	80	19	1	1	0.6789965845	97.17965527	2.055567503	0.7647772237							43.66113616	54.84131265	1.497551188							-737.5406947	0.6789965845	-3430.23646087089	
734.9806947	80	19	1	1	0.6782600604	97.23776883	1.998249682	0.7639814925							43.66113616	54.84131265	1.497551188							-734.9806947	0.6782600604	-3523.75776837597	
732.4206947	80	19	1	1	0.6775430655	97.2944629	1.942331904	0.7632051991							43.66113616	54.84131265	1.497551188							-732.4206947	0.6775430655	-3619.64850523798	
729.8606947	80	19	1	1	0.6768450494	97.34977173	1.887780394	0.7624478742							43.66113616	54.84131265	1.497551188							-729.8606947	0.6768450494	-3717.9862108639	
727.3006947	80	19	1	1	0.6761654819	97.40372851	1.834562423	0.7617090636							43.66113616	54.84131265	1.497551188							-727.3006947	0.6761654819	-3818.85111657617	
724.7406947	80	19	1	1	0.6755038523	97.45636541	1.782646261	0.7609883266							43.66113616	54.84131265	1.497551188							-724.7406947	0.6755038523	-3922.3264470808	
722.1806947	80	19	1	1	0.6748596681	97.50771363	1.732001134	0.7602852358							43.66113616	54.84131265	1.497551188							-722.1806947	0.6748596681	-4028.49900551029	
719.6206947	80	19	1	1	0.6742324545	97.55780344	1.682597183	0.7595993768							43.66113616	54.84131265	1.497551188							-719.6206947	0.6742324545	-4137.45944734625	
717.0606947	80	19	1	1	0.6736217533	97.60666423	1.634405426	0.7589303471							43.66113616	54.84131265	1.497551188							-717.0606947	0.6736217533	-4249.30165906823	
714.5006947	80	19	1	1	0.6730271222	97.65432452	1.587397721	0.758277756							43.66113616	54.84131265	1.497551188							-714.5006947	0.6730271222	-4364.12424488381	
711.9406947	80	19	1	1	0.6724481342	97.70081205	1.541546729	0.7576412238							43.66113616	54.84131265	1.497551188							-711.9406947	0.6724481342	-4482.02931997143	
709.3806947	80	19	1	1	0.6718843766	97.74615373	1.496825885	0.7570203817							43.66113616	54.84131265	1.497551188							-709.3806947	0.6718843766	-4603.12324344846	
706.8206947	80	19	1	1	0.6713354506	97.79037576	1.453209365	0.7564148712							43.66113616	54.84131265	1.497551188							-706.8206947	0.6713354506	-4724.4951917408	
705.5406947	80	19	1	1	0.6710662227	97.81207498	1.431807594	0.7561174303							43.66113616	54.84131265	1.497551188							-705.5406947	0.6710662227	-4787.90649639729	
704.9006947	80	19	1	1	0.6709330147	97.82282296	1.42120685	0.7559701916							43.66113616	54.84131265	1.497551188							-704.9006947	0.6709330147	-4821.35431516148	
704.5806947	80	19	1	1	0.6708667584	97.82817172	1.415931345	0.7558969389							43.66113616	54.84131265	1.497551188							-704.5806947	0.6708667584	-4838.17082725744	
704.4206947	80	19	1	1	0.6708337168	97.83083981	1.41329979	0.7558604041							43.66113616	54.84131265	1.497551188							-704.4206947	0.6708337168	-4846.58903073078	
704.3406947	80	19	1	1	0.6708172175	97.83217228	1.411985559	0.7558421595							43.66113616	54.84131265	1.497551188							-704.3406947	0.6708172175	-4851.8203810756	
704.3206947	80	19	1	1	0.670813096	97.83250524	1.411657162	0.7558376011							43.66113616	54.84131265	1.497551188							-704.3206947	0.670813096	-4853.97230080993	
704.3153258	80	19	1	1	0.67081199	97.83259461	1.411569016	0.7558363776							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-704.3153258	0.67081199	-4816.17249974598	
704.2906947	80	19	1	1	0.6708066732	97.8330308	1.411234192	0.7557350046							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-704.2906947	0.6708066732	-4632.95544777716	
704.2706947	80	19	1	1	0.6708023565	97.83338493	1.410962372	0.755652696							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-704.2706947	0.6708023565	-4633.45516097792	
704.2306947	80	19	1	1	0.6707937247	97.83409306	1.410418851	0.7554880877							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-704.2306947	0.6707937247	-4634.71714191457	
704.1506947	80	19	1	1	0.6707764688	97.83550878	1.409332306	0.75515891							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-704.1506947	0.6707764688	-4637.42729290032	
703.9906947	80	19	1	1	0.6707419867	97.83833809	1.407161202	0.754500711							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-703.9906947	0.6707419867	-4642.76970458508	
703.6706947	80	19	1	1	0.6706731417	97.84398813	1.402826932	0.7531849395							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-703.6706947	0.6706731417	-4655.34039803928	
703.0306947	80	19	1	1	0.6705360882	97.85525402	1.394190069	0.7505559106							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-703.0306947	0.6705360882	-4679.63584707323	
701.7506947	80	19	1	1	0.6702637109	97.87764959	1.37704243	0.7453079767							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-701.7506947	0.6702637109	-4719.61729789818	
699.1906947	80	19	1	1	0.6697258519	97.92190016	1.343246701	0.7348531386							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-699.1906947	0.6697258519	-4804.07457561968	
696.6306947	80	19	1	1	0.6691977696	97.96543803	1.310107968	0.724454002							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-696.6306947	0.6691977696	-4892.25396535616	
694.0706947	80	19	1	1	0.6686791292	98.00827269	1.277615574	0.7141117384							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-694.0706947	0.6686791292	-4981.37627948428	
691.5106947	80	19	1	1	0.6681697735	98.05041343	1.245759079	0.7038274907							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-691.5106947	0.6681697735	-5072.24462263292	
688.9506947	80	19	1	1	0.667669549	98.09186937	1.214528258	0.6936023734							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-688.9506947	0.667669549	-5164.90997566803	
686.3906947	80	19	1	1	0.667178306	98.13264943	1.183913093	0.6834374736							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-686.3906947	0.667178306	-5259.42489961133	
683.8306947	80	19	1	1	0.6666958982	98.17276239	1.153903763	0.6733338515							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-683.8306947	0.6666958982	-5355.84370630992	
681.2706947	80	19	1	1	0.6662221828	98.21221682	1.124490638	0.6632925403							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-681.2706947	0.6662221828	-5454.22464988258	
678.7106947	80	19	1	1	0.6657570205	98.25102118	1.095664273	0.6533145471							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-678.7106947	0.6657570205	-5554.62473986126	
676.1506947	80	19	1	1	0.6653002747	98.28918375	1.067415398	0.6434008532							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-676.1506947	0.6653002747	-5657.10467982519	
673.5906947	80	19	1	1	0.6648518123	98.32671267	1.039734914	0.6335524142							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-673.5906947	0.6648518123	-5761.72778149544	
671.0306947	80	19	1	1	0.6644115028	98.36361595	1.012613888	0.6237701606							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-671.0306947	0.6644115028	-5868.55811861949	
668.4706947	80	19	1	1	0.6639792187	98.39990146	0.9860435437	0.6140549981							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-668.4706947	0.6639792187	-5977.66322488695	
665.9106947	80	19	1	1	0.6635548351	98.43557693	0.9600152587	0.6044078079							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-665.9106947	0.6635548351	-6089.11252465238	
663.3506947	80	19	1	1	0.6631382298	98.47065	0.9345205574	0.594829447							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-663.3506947	0.6631382298	-6202.97777014865	
660.7906947	80	19	1	1	0.662729283	98.50512814	0.9095511067	0.5853207484							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-660.7906947	0.662729283	-6319.33247329067	
658.2306947	80	19	1	1	0.6623278773	98.53901877	0.8850987109	0.5758825216							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-658.2306947	0.6623278773	-6438.25497594464	
655.6706947	80	19	1	1	0.6619338978	98.57232914	0.861155307	0.5665155528							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-655.6706947	0.6619338978	-6559.82537027447	
653.1106947	80	19	1	1	0.6615472317	98.60506644	0.8377129601	0.5572206048							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-653.1106947	0.6615472317	-6684.12566317968	
650.5506947	80	19	1	1	0.6611677684	98.63723772	0.8147638591	0.5479984179							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-650.5506947	0.6611677684	-6811.24212669367	
647.9906947	80	19	1	1	0.6607953994	98.66884998	0.7923003128	0.5388497094							43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482				-647.9906947	0.6607953994	-6941.26282504338	
