T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
564.9650902	97	0	3	1	0.8942127893	98.83038319	0	1.169616812				81.52788487	0	18.47211513				-564.9650902	0.8942127893	-2655.70095948134	
562.4050902	97	0	3	1	0.8932541975	98.84953797	0	1.15046203				81.52297544	0	18.47702456				-562.4050902	0.8932541975	-2685.91390810648	
559.8450902	97	0	3	1	0.8923064252	98.86853737	0	1.131462631				81.51803871	0	18.48196129				-559.8450902	0.8923064252	-2716.68658587917	
557.2850902	97	0	3	1	0.8913694256	98.88738101	0	1.112618991				81.51307475	0	18.48692525				-557.2850902	0.8913694256	-2748.03587082786	
554.7250902	97	0	3	1	0.8904431528	98.90606851	0	1.093931491				81.5080836	0	18.4919164				-554.7250902	0.8904431528	-2779.97994208292	
552.1650902	97	0	3	1	0.8895275618	98.92459949	0	1.075400513				81.50306533	0	18.49693467				-552.1650902	0.8895275618	-2812.53715044891	
549.6050902	97	0	3	1	0.8886226081	98.94297356	0	1.057026442				81.49801999	0	18.50198001				-549.6050902	0.8886226081	-2845.72650267365	
547.0450902	97	0	3	1	0.887728248	98.96119034	0	1.038809663				81.49294762	0	18.50705238				-547.0450902	0.887728248	-2879.5681328062	
544.4850902	97	0	3	1	0.8868444385	98.97924944	0	1.020750562				81.48784829	0	18.51215171				-544.4850902	0.8868444385	-2914.08290543369	
541.9250902	97	0	3	1	0.8859711373	98.99715047	0	1.002849526				81.48272203	0	18.51727797				-541.9250902	0.8859711373	-2949.29208963358	
539.3650902	97	0	3	1	0.8851083025	99.01489306	0	0.9851069441				81.4775689	0	18.5224311				-539.3650902	0.8851083025	-2985.21808478929	
536.8050902	97	0	3	1	0.884255893	99.0324768	0	0.9675232026				81.47238894	0	18.52761106				-536.8050902	0.884255893	-3021.88480221316	
534.2450902	97	0	3	1	0.8834138684	99.04990131	0	0.9500986892				81.46718219	0	18.53281781				-534.2450902	0.8834138684	-3059.31670552617	
531.6850902	97	0	3	1	0.8825821888	99.06716621	0	0.9328337906				81.4619487	0	18.5380513				-531.6850902	0.8825821888	-3097.53862237996	
529.1250902	97	0	3	1	0.8817608146	99.08427111	0	0.9157288922				81.45668851	0	18.54331149				-529.1250902	0.8817608146	-3136.57709227557	
526.5650902	97	0	3	1	0.880949707	99.10121562	0	0.8987843785				81.45140165	0	18.54859835				-526.5650902	0.880949707	-3176.4602358827	
524.0050902	97	0	3	1	0.8801488277	99.11799937	0	0.8820006316				81.44608817	0	18.55391183				-524.0050902	0.8801488277	-3217.21650195479	
521.4450902	97	0	3	1	0.8793581387	99.13462197	0	0.865378032				81.44074809	0	18.55925191				-521.4450902	0.8793581387	-3262.22461255505	
518.8850902	97	0	3	1	0.8785791715	99.15108305	0	0.8489169481				81.43538148	0	18.56461852				-518.8850902	0.8785791715	-3304.66341939071	
516.3250902	97	0	3	1	0.8778087194	99.16738223	0	0.8326177729				81.42998833	0	18.57001167				-516.3250902	0.8778087194	-3344.87942843695	
513.7650902	97	0	3	1	0.877048341	99.18351913	0	0.8164808683				81.42456871	0	18.57543129				-513.7650902	0.877048341	-3389.42733815251	
511.2050902	97	0	3	1	0.8762980062	99.1994934	0	0.8005066018				81.41912262	0	18.58087738				-511.2050902	0.8762980062	-3435.02568524193	
508.6450902	97	0	3	1	0.8755576792	99.21530466	0	0.7846953364				81.41365012	0	18.58634988				-508.6450902	0.8755576792	-3481.69913145293	
