T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
876.1614855	82	14	4	0	0	97.50736067	0.3488049671	2.143834363	82	14	4							0.002011804777	-0.001771013514	-0.0002407912624	-876.1614855	0	77.0286895120642	
876.1414855	82	14	4	0.0002657488553	0.0002594903715	97.50704174	0.3488807296	2.144077528	81.99597698	14.00354136	4.000481662							0	0	0	-876.1414855	0.0002594903715	77.1196119017462	
876.1214855	82	14	4	0.0005311880677	0.0005186751694	97.50672297	0.3489565499	2.144320479	81.99195407	14.00708309	4.000962844							0	0	0	-876.1214855	0.0005186751694	77.1889974741525	
876.0814855	82	14	4	0.001061582247	0.001036562287	97.50608542	0.3491080829	2.1448065	81.9839119	14.01416312	4.001924983							0	0	0	-876.0814855	0.001036562287	77.2844914872964	
876.0014855	82	14	4	0.002120455508	0.002070428089	97.50481087	0.3494110612	2.145778073	81.96783818	14.02831497	4.003846853							0	0	0	-876.0014855	0.002070428089	77.4805046673983	
875.8414855	82	14	4	0.004230118224	0.004130113546	97.50226386	0.3500166081	2.147719533	81.9357338	14.05658492	4.00768128							0	0	0	-875.8414855	0.004130113546	77.8846698960591	
875.5214855	82	14	4	0.008417427831	0.008217619789	97.4971782	0.3512260838	2.151595713	81.87169607	14.11299086	4.015313071							0	0	0	-875.5214855	0.008217619789	78.7683378961711	
874.8814855	82	14	4	0.01664471797	0.01624641076	97.48705314	0.3536451366	2.159301728	81.74423417	14.22536719	4.030398646							0	0	0	-874.8814855	0.01624641076	80.5837910101256	
873.6014855	82	14	4	0.03259721025	0.03180475069	97.46694528	0.3584650743	2.174589642	81.49190673	14.44812914	4.059964129							0	0	0	-873.6014855	0.03180475069	84.1157309450892	
