T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
885.9079724	87	8	5	0	0	97.08493988	0.1274679898	2.787592129	87	8	5							0.001876151969	-0.001464597587	-0.0004115543815	-885.9079724	0	53.7358859666696	
885.8879724	87	8	5	0.0003657064065	0.0003719956069	97.08447685	0.1274962943	2.788026859	86.99624815	8.00292876	5.000823086							0	0	0	-885.8879724	0.0003719956069	53.7922655975408	
885.8679724	87	8	5	0.0007310383029	0.0007436017335	97.08401396	0.1275246128	2.788461425	86.99249642	8.005857879	5.001645699							0	0	0	-885.8679724	0.0007436017335	53.8384368471708	
885.8279724	87	8	5	0.001460994889	0.001486069087	97.08308843	0.127581221	2.789330348	86.9849955	8.011714515	5.003289983							0	0	0	-885.8279724	0.001486069087	53.9156095663206	
885.7479724	87	8	5	0.002917672719	0.002967611059	97.08123854	0.1276943937	2.791067071	86.97000163	8.023424065	5.006574309							0	0	0	-885.7479724	0.002967611059	54.080406374947	
885.5879724	87	8	5	0.005818157151	0.005917198401	97.0775434	0.1279205651	2.794536036	86.94004563	8.046828337	5.013126034							0	0	0	-885.5879724	0.005917198401	54.439210708946	
885.2679724	87	8	5	0.01155945308	0.01175408204	97.07017799	0.1283735718	2.801448441	86.88022619	8.093624476	5.026149334							0	0	0	-885.2679724	0.01175408204	55.1740756298641	
884.6279724	87	8	5	0.02283489763	0.02321095635	97.0555268	0.1292782665	2.815194932	86.7610534	8.187030032	5.051916571							0	0	0	-884.6279724	0.02321095635	56.593310002281	
883.3479724	87	8	5	0.04457724649	0.04527893229	97.02654981	0.1310856825	2.842364509	86.52446183	8.373208488	5.102329678							0	0	0	-883.3479724	0.04527893229	59.5274509585164	
880.7879724	87	8	5	0.0851093622	0.08632833638	96.96984701	0.1346958905	2.895457098	86.0579981	8.743153964	5.198847933							0	0	0	-880.7879724	0.08632833638	65.5380086203858	
878.2279724	87	8	5	0.1221563945	0.123738429	96.91473637	0.1383076284	2.946956004	85.59992261	9.110163423	5.289913967							0	0	0	-878.2279724	0.123738429	71.7184216968376	
875.6679724	87	8	5	0.1561801267	0.1579955356	96.86113084	0.1419280248	2.996941137	85.14963601	9.474505668	5.375858318							0	0	0	-875.6679724	0.1579955356	78.1361613910756	
873.1079724	87	8	5	0.1875566921	0.1894958172	96.80895846	0.1455642311	3.045477307	84.70658059	9.83644954	5.456969874							0	0	0	-873.1079724	0.1894958172	84.7753620794331	
870.5479724	87	8	5	0.2166124879	0.2185824461	96.75814051	0.1492197019	3.092639792	84.2703203	10.19614046	5.53353924							0	0	0	-870.5479724	0.2185824461	91.6384692415265	
867.9879724	87	8	5	0.243608859	0.2455305434	96.70861983	0.152900043	3.138480129	83.8404057	10.55378985	5.605804448							0	0	0	-867.9879724	0.2455305434	98.7348317756607	
865.4279724	87	8	5	0.2687714262	0.2705773721	96.66033968	0.1566092414	3.183051082	83.41645564	10.90955123	5.673993136							0	0	0	-865.4279724	0.2705773721	106.057953111744	
862.8679724	87	8	5	0.2922925993	0.2939251861	96.61324799	0.1603507467	3.226401267	82.99812959	11.26355542	5.738314989							0	0	0	-862.8679724	0.2939251861	113.608004273288	
860.3079724	87	8	5	0.3143375548	0.3157475362	96.56729669	0.164127546	3.268575762	82.58512305	11.61591309	5.798963854							0	0	0	-860.3079724	0.3157475362	121.385595132434	
857.7479724	87	8	5	0.3350489713	0.3361942633	96.52244117	0.1679422252	3.309616609	82.17716341	11.96671704	5.856119547							0	0	0	-857.7479724	0.3361942633	129.391701535118	
855.1879724	87	8	5	0.3545508095	0.3553954832	96.47863975	0.1717970205	3.349563234	81.77400629	12.3160443	5.90994941							0	0	0	-855.1879724	0.3553954832	137.627602372663	
852.6279724	87	8	5	0.3729513528	0.3734647922	96.43585335	0.1756938611	3.38845279	81.3754323	12.66395805	5.960609646							0	0	0	-852.6279724	0.3734647922	146.094822512992	
850.0679724	87	8	5	0.3903456728	0.3905018647	96.39404515	0.1796344055	3.42632044	80.9812442	13.01050934	6.008246466							0	0	0	-850.0679724	0.3905018647	154.795078955142	
847.5079724	87	8	5	0.4068176408	0.4065945735	96.35318033	0.1836200728	3.463199596	80.59126431	13.35573862	6.052997079							0	0	0	-847.5079724	0.4065945735	163.730235785344	
844.9479724	87	8	5	0.4224415808	0.4218207306	96.31322582	0.1876520687	3.499122112	80.2053323	13.69967715	6.094990552							0	0	0	-844.9479724	0.4218207306	172.902257452596	
842.3879724	87	8	5	0.437283635	0.4362495274	96.27415014	0.1917314091	3.534118452	79.8233032	14.04234826	6.134348547							0	0	0	-842.3879724	0.4362495274	182.313171591443	
839.8279724	87	8	5	0.4514028999	0.4499427306	96.23592324	0.1958589393	3.568217821	79.44504556	14.38376846	6.171185971							0	0	0	-839.8279724	0.4499427306	191.965035800481	
837.2679724	87	8	5	0.4648523753	0.4629556829	96.19851637	0.2000353518	3.601448282	79.07043998	14.72394848	6.205611537							0	0	0	-837.2679724	0.4629556829	201.859903475901	
834.7079724	87	8	5	0.4776797618	0.4753381436	96.16190195	0.2042612017	3.633836853	78.69937763	15.06289411	6.237728258							0	0	0	-834.7079724	0.4753381436	211.999800714971	
832.1479724	87	8	5	0.4899281348	0.4871349983	96.1260535	0.2085369196	3.665409581	78.33175904	15.40060708	6.267633876							0	0	0	-832.1479724	0.4871349983	222.386699032674	
829.5879724	87	8	5	0.501636515	0.4983868617	96.09094556	0.2128628245	3.696191615	77.96749305	15.7370857	6.295421251							0	0	0	-829.5879724	0.4983868617	233.022498134267	
827.0279724	87	8	5	0.5128403562	0.5091305906	96.05655361	0.2172391335	3.726207261	77.60649576	16.07232554	6.321178693							0	0	0	-827.0279724	0.5091305906	243.909008137764	
824.4679724	87	8	5	0.5235719614	0.5193997238	96.022854	0.2216659721	3.755480026	77.24868974	16.40632	6.344990266							0	0	0	-824.4679724	0.5193997238	255.047934161293	
821.9079724	87	8	5	0.5338608411	0.5292248597	95.98982395	0.2261433823	3.784032668	76.89400322	16.73906073	6.366936056							0	0	0	-821.9079724	0.5292248597	266.357755865183	
