T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
870.9137131	83	12	5	0	0	97.02290237	0.2135813232	2.763516302	83	12	5							0.001732456579	-0.001456167657	-0.0002762889215	-870.9137131	0	80.9004897814623	
870.8937131	83	12	5	0.0002478499233	0.0002471023995	97.02253135	0.2136177694	2.763850877	82.99653566	12.00291169	5.000552646							0	0	0	-870.8937131	0.0002471023995	80.9757205706092	
870.8737131	83	12	5	0.0004954741363	0.0004939754406	97.02216051	0.2136542571	2.764185237	82.99307098	12.0058242	5.001104811							0	0	0	-870.8737131	0.0004939754406	81.0375621127706	
870.8337131	83	12	5	0.0009902912889	0.0009872785992	97.02141882	0.2137271653	2.764854019	82.98614451	12.01164663	5.00220886							0	0	0	-870.8337131	0.0009872785992	81.1289246497558	
870.7537131	83	12	5	0.001978411478	0.001972323684	97.01993612	0.2138729472	2.766190937	82.97229845	12.02328718	5.004414369							0	0	0	-870.7537131	0.001972323684	81.3067060999288	
870.5937131	83	12	5	0.003948169631	0.003935745603	97.01697329	0.2141643316	2.768862382	82.94463453	12.04655011	5.008815363							0	0	0	-870.5937131	0.003935745603	81.675315794466	
870.2737131	83	12	5	0.007861985977	0.007836153768	97.01105789	0.214746393	2.774195721	82.88941873	12.09300384	5.01757743							0	0	0	-870.2737131	0.007836153768	82.4769640829129	
869.6337131	83	12	5	0.01557175013	0.0155162709	96.99928232	0.2159119495	2.784805735	82.77935879	12.18572789	5.034913312							0	0	0	-869.6337131	0.0155162709	84.1205643715647	
868.3537131	83	12	5	0.03058572567	0.03045997447	96.97590573	0.2182365144	2.805857758	82.56091226	12.37015429	5.068933449							0	0	0	-868.3537131	0.03045997447	87.314646901736	
865.7937131	83	12	5	0.05906686224	0.05876038245	96.92986004	0.2228707925	2.847269169	82.13032022	12.7352861	5.134393683							0	0	0	-865.7937131	0.05876038245	93.8585519560003	
863.2337131	83	12	5	0.08567894844	0.08514431081	96.884716	0.2274886431	2.887795359	81.70771761	13.09570143	5.196580956							0	0	0	-863.2337131	0.08514431081	100.516974775994	
860.6737131	83	12	5	0.1106160802	0.1098122768	96.84043544	0.2320957193	2.927468837	81.29261637	13.45171839	5.255665243							0	0	0	-860.6737131	0.1098122768	107.34765218195	
