T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
898.1326312	91	4	5	0	0	97.10309672	0.05712184422	2.83978144	91	4	5							0.001788779541	-0.001155689995	-0.0006330895465	-898.1326312	0	34.1152976624126	
898.1126312	91	4	5	0.0005651987156	0.0005859260201	97.10246846	0.05713867035	2.840392874	90.9964227	4.002311248	5.001266052							0	0	0	-898.1126312	0.0005859260201	34.1527065356888	
898.0926312	91	4	5	0.001129797355	0.001171210953	97.10184038	0.05715549722	2.841004125	90.99284575	4.004622732	5.002531515							0	0	0	-898.0926312	0.001171210953	34.1884990672737	
898.0526312	91	4	5	0.002257357708	0.002340027002	97.10058475	0.05718913889	2.842226116	90.98569368	4.009245585	5.005060733							0	0	0	-898.0526312	0.002340027002	34.2577581279905	
897.9726312	91	4	5	0.004505795245	0.004670504451	97.09807559	0.05725638856	2.844668017	90.97139605	4.018491659	5.010112292							0	0	0	-897.9726312	0.004670504451	34.4101697648041	
897.8126312	91	4	5	0.008971524917	0.00929827601	97.09306808	0.05739111735	2.849540803	90.94281317	4.037003591	5.020183242							0	0	0	-897.8126312	0.00929827601	34.7218884135875	
897.4926312	91	4	5	0.01779410151	0.01843742771	97.0830889	0.05766041919	2.859250679	90.88573629	4.074052337	5.040211372							0	0	0	-897.4926312	0.01843742771	35.3213015697498	
896.8526312	91	4	5	0.03500765792	0.0362547829	97.06327696	0.0581992306	2.878523814	90.7719042	4.148288249	5.079807556							0	0	0	-896.8526312	0.0362547829	36.5537713354016	
895.5726312	91	4	5	0.06780853464	0.07015353597	97.02422588	0.05927850235	2.916495622	90.54546692	4.297336526	5.15719655							0	0	0	-895.5726312	0.07015353597	39.0999476117931	
893.0126312	91	4	5	0.1276289148	0.1317852887	96.94830988	0.06144811387	2.990242009	90.09711278	4.597828335	5.305058884							0	0	0	-893.0126312	0.1317852887	44.3688627834772	
890.4526312	91	4	5	0.1808548258	0.1863950665	96.87515484	0.0636429103	3.061202251	89.65401497	4.901810736	5.444174291							0	0	0	-890.4526312	0.1863950665	49.852185520008	
887.8926312	91	4	5	0.228571692	0.2351500456	96.80459493	0.06587258276	3.129532491	89.21540044	5.209531786	5.575067779							0	0	0	-887.8926312	0.2351500456	55.6267908178751	
885.3326312	91	4	5	0.2716287587	0.2789631952	96.73649241	0.06814565474	3.19536194	88.78059824	5.521202122	5.698199635							0	0	0	-885.3326312	0.2789631952	61.697529634556	
882.7726312	91	4	5	0.3107016341	0.3185605995	96.6707301	0.07046952795	3.258800372	88.34903609	5.836984525	5.813979387							0	0	0	-882.7726312	0.3185605995	68.0707840919601	
880.2126312	91	4	5	0.346334685	0.3545271411	96.60720675	0.07285066439	3.319942582	87.9202314	6.156993971	5.922774627							0	0	0	-880.2126312	0.3545271411	74.7550933284939	
877.6526312	91	4	5	0.3789717746	0.3873395917	96.54583346	0.0752947301	3.37887181	87.49378205	6.481299177	6.024918769							0	0	0	-877.6526312	0.3873395917	81.7609904430968	
875.0926312	91	4	5	0.4089787396	0.4173907965	96.48653079	0.07780669507	3.435662513	87.06935921	6.809923705	6.120717084							0	0	0	-875.0926312	0.4173907965	89.10082884147	
872.5326312	91	4	5	0.436660182	0.445007726	96.42922655	0.0803909128	3.490382534	86.64670012	7.142847978	6.210451899							0	0	0	-872.5326312	0.445007726	96.7885263695476	
869.9726312	91	4	5	0.4622721325	0.4704650825	96.37385399	0.08305118096	3.543094832	86.22560155	7.480011618	6.294386833							0	0	0	-869.9726312	0.4704650825	104.83934708702	
867.4126312	91	4	5	0.4860317179	0.4939956816	96.32035037	0.08579078877	3.593858845	85.80591363	7.821316125	6.372770244							0	0	0	-867.4126312	0.4939956816	113.269649624039	
864.8526312	91	4	5	0.5081246276	0.5157984676	96.26865587	0.08861255651	3.642731572	85.38753398	8.166627998	6.445838026							0	0	0	-864.8526312	0.5157984676	122.096652580848	
862.2926312	91	4	5	0.5287109221	0.536044748	96.21871275	0.09151886774	3.689768381	84.97040216	8.515782039	6.513815797							0	0	0	-862.2926312	0.536044748	131.338194357545	
859.7326312	91	4	5	0.5479296036	0.5548830993	96.17046467	0.09451169868	3.735023635	84.55449439	8.868584991	6.576920614							0	0	0	-859.7326312	0.5548830993	141.012487087218	
857.1726312	91	4	5	0.5659022328	0.5724432512	96.12385623	0.09759264486	3.778551129	84.13981842	9.224819321	6.635362262							0	0	0	-857.1726312	0.5724432512	151.137892837069	
854.6126312	91	4	5	0.5827358148	0.588839187	96.07883266	0.1007629466	3.82040439	83.7264087	9.584247114	6.689344184							0	0	0	-854.6126312	0.588839187	161.745524389132	
852.0526312	91	4	5	0.5985229589	0.6041694274	96.03534482	0.1040242175	3.860630963	83.31429848	9.9466472	6.739054316							0	0	0	-852.0526312	0.6041694274	172.825092522092	
849.4926312	91	4	5	0.6133525353	0.6185280432	95.99332808	0.1073756281	3.899296292	82.9036104	10.31168441	6.784705193							0	0	0	-849.4926312	0.6185280432	184.400113066947	
846.9326312	91	4	5	0.6272977664	0.6319925438	95.95273414	0.1108182326	3.936447629	82.49440811	10.67911801	6.826473883							0	0	0	-846.9326312	0.6319925438	196.509214478541	
844.3726312	91	4	5	0.6404266008	0.6446345727	95.91350962	0.1143520982	3.972138284	82.08679035	11.04866693	6.864542723							0	0	0	-844.3726312	0.6446345727	209.156435259134	
841.8126312	91	4	5	0.6528004085	0.6565186335	95.87560154	0.1179770606	4.006421395	81.68086284	11.42004814	6.899089017							0	0	0	-841.8126312	0.6565186335	222.357048978701	
839.2526312	91	4	5	0.6644748248	0.6677030076	95.83895747	0.1216927473	4.039349779	81.27673536	11.79297972	6.930284923							0	0	0	-839.2526312	0.6677030076	235.842989049484	
838.6126312	91	4	5	0.6672916112	0.6703975412	95.82998397	0.1226352223	4.047380804	81.17601453	11.88639816	6.937587316							0	0	0	-838.6126312	0.6703975412	239.130670206107	
838.2926312	91	4	5	0.6686863883	0.6717312694	95.82552319	0.123108198	4.051368615	81.12571168	11.93311924	6.941169082							0	0	0	-838.2926312	0.6717312694	241.450155162534	
838.1326312	91	4	5	0.6693775477	0.6723918706	95.82330494	0.1233460254	4.053349032	81.100546	11.95652232	6.942931686							0	0	0	-838.1326312	0.6723918706	242.476178763089	
838.0526312	91	4	5	0.6697225596	0.6727216149	95.82219679	0.1234649497	4.054338263	81.08796981	11.96822026	6.943809928							0	0	0	-838.0526312	0.6727216149	242.954284957057	
838.0326312	91	4	5	0.6698086676	0.672803906	95.82191999	0.1234947033	4.054585309	81.08482579	11.9711453	6.944028904							0	0	0	-838.0326312	0.672803906	242.892650137285	
838.0167532	91	4	5	0.6698770979	0.6728693079	95.82170011	0.1235183007	4.054781588	81.08233072	11.97346633	6.944202956	81.86045554	0	18.13954446				0	0	0	-838.0167532	0.6728693079	215.17419171352	
838.0026312	91	4	5	0.6700129595	0.6729466799	95.82182965	0.1235911465	4.054579201	81.07846725	11.97780624	6.943726516	81.86045089	0	18.13954911				0	0	0	-838.0026312	0.6729466799	182.538978653691	
837.9826312	91	4	5	0.670205308	0.6730562301	95.8220129	0.1236943906	4.054292712	81.07299375	11.98395448	6.943051771	81.86044427	0	18.13955573				0	0	0	-837.9826312	0.6730562301	182.700191916033	
837.9426312	91	4	5	0.6705892651	0.6732748445	95.82237941	0.1239009361	4.053719649	81.06205327	11.99624406	6.941702662	81.86043104	0	18.13956896				0	0	0	-837.9426312	0.6732748445	183.184038089081	
837.8626312	91	4	5	0.6713546196	0.6737105518	95.82311196	0.124314419	4.05257362	81.04018831	12.02080598	6.939005703	81.86040453	0	18.13959547				0	0	0	-837.8626312	0.6737105518	184.276567901571	
837.7026312	91	4	5	0.6728716889	0.6745726374	95.8245751	0.1251429511	4.050281947	80.99652227	12.0698609	6.933616828	81.86035131	0	18.13964869				0	0	0	-837.7026312	0.6745726374	186.616680999615	
837.3826312	91	4	5	0.6758633788	0.6762691301	95.82749355	0.1268063042	4.045700142	80.90944388	12.16769703	6.922859092	81.86024407	0	18.13975593				0	0	0	-837.3826312	0.6762691301	190.832375039079	
836.7426312	91	4	5	0.6816751872	0.6795494718	95.83329907	0.1301582465	4.036542681	80.73629116	12.36228569	6.901423152	81.86002636	0	18.13997364				0	0	0	-836.7426312	0.6795494718	199.72910418255	
835.4626312	91	4	5	0.6926606497	0.6856916907	95.84478392	0.1369638006	4.018252283	80.39391637	12.74721877	6.858864859	81.85957813	0	18.14042187				0	0	0	-835.4626312	0.6856916907	218.633859630597	
832.9026312	91	4	5	0.7123898656	0.6965085585	95.86724344	0.1509875284	3.981769028	79.72423827	13.50079428	6.774967444	81.85863076	0	18.14136924				0	0	0	-832.9026312	0.6965085585	259.339412020407	
830.3426312	91	4	5	0.7296249019	0.70569739	95.88901222	0.1655730275	3.945414748	79.07350741	14.23386021	6.692632385	81.85761626	0	18.14238374				0	0	0	-830.3426312	0.70569739	303.784822660761	
827.7826312	91	4	5	0.7448290016	0.7135658049	95.91007711	0.1807347321	3.909188156	78.4404707	14.94774041	6.611788893	81.85653549	0	18.14346451				0	0	0	-827.7826312	0.7135658049	353.293911175343	
825.2226312	91	4	5	0.7583570358	0.7203493502	95.93042437	0.1964876581	3.873087967	77.82399977	15.64362869	6.532371547	81.85538928	0	18.14461072				0	0	0	-825.2226312	0.7203493502	408.359292963967	
822.6626312	91	4	5	0.7704854881	0.7262314522	95.95003968	0.2128474226	3.837112902	77.22307498	16.32260533	6.45431969	81.85417844	0	18.14582156				0	0	0	-822.6626312	0.7262314522	469.540697501431	
820.1026312	91	4	5	0.7814330212	0.7313571015	95.96890805	0.2298302662	3.801261683	76.63677158	16.98565144	6.377576977	81.85290378	0	18.14709622				0	0	0	-820.1026312	0.7313571015	537.473821749379	
817.5426312	91	4	5	0.791374886	0.7358424393	95.98701389	0.2474530783	3.765533035	76.0642481	17.63366094	6.302090957	81.85156606	0	18.14843394				0	0	0	-817.5426312	0.7358424393	612.881016446665	
814.9826312	91	4	5	0.8004532231	0.7397816091	96.00434089	0.2657334244	3.729925684	75.50473648	18.26745081	6.227812713	81.85016606	0	18.14983394				0	0	0	-814.9826312	0.7397816091	694.062253987285	
814.3426312	91	4	5	0.8026019531	0.7406903717	96.00854897	0.2704083765	3.721042649	75.36680798	18.42376559	6.209426435	81.84980641	0	18.15019359				0	0	0	-814.3426312	0.7406903717	715.523159749911	
814.0226312	91	4	5	0.8036594386	0.7411341834	96.01063428	0.2727617807	3.716603939	75.29812887	18.50161081	6.200260319	81.84962515	0	18.15037485				0	0	0	-814.0226312	0.7411341834	726.138026526224	
813.9826312	91	4	5	0.8037909062	0.7411892213	96.01089406	0.2730567064	3.716049231	75.28955723	18.51132696	6.199115812	81.84960243	0	18.15039757				0	0	0	-813.9826312	0.7411892213	728.57047415266	
813.9626312	91	4	5	0.803856499	0.7412166386	96.01102388	0.2732042305	3.715771889	75.28527254	18.51618379	6.198543667	81.84959106	0	18.15040894				0	0	0	-813.9626312	0.7412166386	729.23382332693	
813.9522477	91	4	5	1	0.8271563789	96.01109126	0.2732808382	3.715627902	75.28304832	18.51870503	6.198246651	81.84958516	0	18.15041484	62.54235303	28.42537001	9.032276954	0	0	0	-813.9522477	0.8271563789	-1277.03664211356	
813.9326312	91	4	5	1	0.8271410152	96.01138714	0.2732382239	3.715374635				81.84957554	0	18.15042446	62.54235303	28.42537001	9.032276954				-813.9326312	0.8271410152	-1276.92371848639	
813.9126312	91	4	5	1	0.827125354	96.01168879	0.2731947815	3.715116432				81.84956574	0	18.15043426	62.54235303	28.42537001	9.032276954				-813.9126312	0.827125354	-1277.07533083584	
813.8726312	91	4	5	1	0.8270940341	96.01229204	0.2731079105	3.714600046				81.84954613	0	18.15045387	62.54235303	28.42537001	9.032276954				-813.8726312	0.8270940341	-1277.25343228143	
813.7926312	91	4	5	1	0.8270314105	96.01349839	0.2729342251	3.713567383				81.84950686	0	18.15049314	62.54235303	28.42537001	9.032276954				-813.7926312	0.8270314105	-1277.69485108324	
813.6326312	91	4	5	1	0.8269062283	96.01591042	0.2725870807	3.711502495				81.84942815	0	18.15057185	62.54235303	28.42537001	9.032276954				-813.6326312	0.8269062283	-1278.57831855355	
813.3126312	91	4	5	1	0.8266561228	96.02073184	0.2718936965	3.707374465				81.84927004	0	18.15072996	62.54235303	28.42537001	9.032276954				-813.3126312	0.8266561228	-1280.34531652743	
812.6726312	91	4	5	1	0.8261569465	96.03036407	0.2705105433	3.699125386				81.84895108	0	18.15104892	62.54235303	28.42537001	9.032276954				-812.6726312	0.8261569465	-1283.88958108382	
811.3926312	91	4	5	1	0.8251627175	96.04958621	0.2677586673	3.682655124				81.84830221	0	18.15169779	62.54235303	28.42537001	9.032276954				-811.3926312	0.8251627175	-1290.21468803726	
808.8326312	91	4	5	1	0.8231870259	96.08786172	0.2623123849	3.649825894				81.84696107	0	18.15303893	62.54235303	28.42537001	9.032276954				-808.8326312	0.8231870259	-1302.61379455798	
806.2726312	91	4	5	1	0.8212319427	96.12591317	0.2569422661	3.617144559				81.84556271	0	18.15443729	62.54235303	28.42537001	9.032276954				-806.2726312	0.8212319427	-1316.04043121969	
803.7126312	91	4	5	1	0.8192963722	96.16374171	0.2516477543	3.584610533				81.8441079	0	18.1558921	62.54235303	28.42537001	9.032276954				-803.7126312	0.8192963722	-1329.29326774388	
801.1526312	91	4	5	1	0.817380079	96.20134846	0.2464282972	3.552223248				81.84259739	0	18.15740261	62.54235303	28.42537001	9.032276954				-801.1526312	0.817380079	-1342.65156121347	
798.5926312	91	4	5	1	0.8154828322	96.2387345	0.2412833459	3.519982155				81.84103191	0	18.15896809	62.54235303	28.42537001	9.032276954				-798.5926312	0.8154828322	-1356.11684338915	
796.0326312	91	4	5	1	0.8136044055	96.27590092	0.2362123547	3.487886726				81.83941221	0	18.16058779	62.54235303	28.42537001	9.032276954				-796.0326312	0.8136044055	-1369.69049753248	
793.4726312	91	4	5	1	0.8117445764	96.31284877	0.231214781	3.455936447				81.83773897	0	18.16226103	62.54235303	28.42537001	9.032276954				-793.4726312	0.8117445764	-1383.37401877081	
790.9126312	91	4	5	1	0.809903127	96.34957909	0.2262900845	3.424130824				81.83601289	0	18.16398711	62.54235303	28.42537001	9.032276954				-790.9126312	0.809903127	-1397.16899679106	
788.3526312	91	4	5	1	0.8080798432	96.38609289	0.2214377276	3.392469381				81.83423465	0	18.16576535	62.54235303	28.42537001	9.032276954				-788.3526312	0.8080798432	-1411.07702646301	
785.7926312	91	4	5	1	0.8062745152	96.42239116	0.2166571745	3.360951661				81.83240491	0	18.16759509	62.54235303	28.42537001	9.032276954				-785.7926312	0.8062745152	-1425.09972345851	
783.2326312	91	4	5	1	0.8044869368	96.45847489	0.2119478918	3.329577221				81.83052433	0	18.16947567	62.54235303	28.42537001	9.032276954				-783.2326312	0.8044869368	-1439.23878204192	
780.6726312	91	4	5	1	0.802716906	96.49434501	0.2073093473	3.29834564				81.82859353	0	18.17140647	62.54235303	28.42537001	9.032276954				-780.6726312	0.802716906	-1453.49587278346	
778.1126312	91	4	5	1	0.8009642241	96.53000248	0.2027410106	3.267256509				81.82661314	0	18.17338686	62.54235303	28.42537001	9.032276954				-778.1126312	0.8009642241	-1467.87283183418	
775.5526312	91	4	5	1	0.7992286967	96.56544821	0.1982423523	3.236309441				81.82458377	0	18.17541623	62.54235303	28.42537001	9.032276954				-775.5526312	0.7992286967	-1482.37146543862	
772.9926312	91	4	5	1	0.7975101324	96.60068309	0.1938128444	3.205504064				81.82250601	0	18.17749399	62.54235303	28.42537001	9.032276954				-772.9926312	0.7975101324	-1496.99358131341	
770.4326312	91	4	5	1	0.7958083438	96.63570802	0.1894519595	3.174840021				81.82038045	0	18.17961955	62.54235303	28.42537001	9.032276954				-770.4326312	0.7958083438	-1513.0175493101	
