T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
866.6599303	82	13	5	0	0	96.9998557	0.2378875392	2.76225676	82	13	5										0.001682852607	-0.001431812178	-0.0002510404284	-866.6599303	0	89.079226838179	
866.6399303	82	13	5	0.0002262616294	0.0002244089365	96.99950094	0.2379256078	2.762573448	81.99663489	13.00286294	5.000502168										0	0	0	-866.6399303	0.0002244089365	89.1667941271715	
866.6199303	82	13	5	0.0004523050175	0.0004485977057	96.99914637	0.2379637252	2.76288991	81.99326935	13.00572679	5.001003856										0	0	0	-866.6199303	0.0004485977057	89.2340252787885	
866.5799303	82	13	5	0.0009040463473	0.0008966215162	96.99843718	0.2380398852	2.763522934	81.9865411	13.01145185	5.00200705										0	0	0	-866.5799303	0.0008966215162	89.3245613720615	
866.4999303	82	13	5	0.001806253592	0.001791359822	96.9970194	0.2381921712	2.764788424	81.97309111	13.02289773	5.004011162										0	0	0	-866.4999303	0.001791359822	89.505780180643	
866.3399303	82	13	5	0.003605175499	0.003575212375	96.99418608	0.2384965641	2.767317357	81.94621772	13.04577169	5.00801059										0	0	0	-866.3399303	0.003575212375	89.882420634005	
866.0199303	82	13	5	0.007181231349	0.007120609348	96.98852831	0.2391046423	2.772367047	81.8925767	13.09144888	5.01597442										0	0	0	-866.0199303	0.007120609348	90.7003858602452	
865.3799303	82	13	5	0.01423345578	0.01410959199	96.97726065	0.2403219565	2.782417395	81.78565174	13.18261125	5.031737006										0	0	0	-865.3799303	0.01410959199	92.37613785735	
864.0999303	82	13	5	0.02799300718	0.02773495058	96.95487673	0.2427497017	2.802373569	81.57338901	13.36392107	5.062689918										0	0	0	-864.0999303	0.02773495058	95.6289143039835	
