T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
883.5148195	81	17	2	0	0	98.16694318	0.8425009018	0.9905559197	81	17	2										0.002771648599	-0.002608674466	-0.000162974133	-883.5148195	0	61.8808187376732	
883.4948195	81	17	2	0.0003444046502	0.0003229335775	98.16660395	0.8427794635	0.9906165836	80.99445709	17.00521691	2.000326004										0	0	0	-883.4948195	0.0003229335775	61.9836623418484	
883.4748195	81	17	2	0.0006882389128	0.0006453322288	98.16626477	0.8430580532	0.9906771753	80.98891566	17.01043259	2.000651756										0	0	0	-883.4748195	0.0006453322288	62.0515029243183	
883.4348195	81	17	2	0.001375359597	0.001289615584	98.16558644	0.8436150942	0.9907984666	80.97783742	17.02085947	2.001303109										0	0	0	-883.4348195	0.001289615584	62.1350699925315	
883.3548195	81	17	2	0.002746256543	0.00257504535	98.16423	0.8447288469	0.9910411549	80.95569926	17.04169613	2.00260461										0	0	0	-883.3548195	0.00257504535	62.3375404333542	
883.1948195	81	17	2	0.00547474208	0.00513342248	98.16151801	0.8469550389	0.9915269533	80.91149609	17.08330113	2.005202787										0	0	0	-883.1948195	0.00513342248	62.7891230929073	
882.8748195	81	17	2	0.01086770172	0.0101901349	98.15609868	0.8514052026	0.9924961176	80.82337664	17.16625105	2.010372308										0	0	0	-882.8748195	0.0101901349	63.7196088023932	
882.2348195	81	17	2	0.0214374633	0.02010080809	98.14527495	0.8602879863	0.9944370624	80.64829221	17.33108044	2.020627351										0	0	0	-882.2348195	0.02010080809	65.5002571565833	
880.9548195	81	17	2	0.04173006461	0.03912773979	98.12368714	0.8779919038	0.9983209603	80.30267276	17.65653706	2.040790179										0	0	0	-880.9548195	0.03912773979	69.2123121590649	
