T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
895.3041972	90	5	5	0	0	97.10239785	0.07337368545	2.824228467	90	5	5							0.001848871303	-0.001282531566	-0.0005663397372	-895.3041972	0	38.409251427558	
895.2841972	90	5	5	0.0005043544716	0.0005204293992	97.10182108	0.0733937727	2.824785151	89.9963026	5.002564832	5.001132572							0	0	0	-895.2841972	0.0005204293992	38.450357313707	
895.2641972	90	5	5	0.001008185207	0.00104030302	97.10124447	0.07341386303	2.825341664	89.9926055	5.005129905	5.002264592							0	0	0	-895.2641972	0.00104030302	38.4884833826592	
895.2241972	90	5	5	0.002014511791	0.002078626896	97.10009171	0.07345402791	2.826454263	89.98521338	5.010259484	5.004527132							0	0	0	-895.2241972	0.002078626896	38.5603714312371	
895.1441972	90	5	5	0.004021610602	0.004149360341	97.09778801	0.07353431995	2.828677671	89.97043627	5.020517671	5.009046062							0	0	0	-895.1441972	0.004149360341	38.7074218168687	
894.9841972	90	5	5	0.008013737473	0.008267327778	97.0931879	0.0736947553	2.833117343	89.94091039	5.041030217	5.018059389							0	0	0	-894.9841972	0.008267327778	39.0282333790085	
894.6641972	90	5	5	0.01589578553	0.01639495567	97.08402553	0.07401651909	2.841957955	89.8819214	5.082107812	5.03597079							0	0	0	-894.6641972	0.01639495567	39.6863215622119	
894.0241972	90	5	5	0.0313074501	0.03227556991	97.06582419	0.0746592909	2.859516521	89.76433723	5.164272957	5.071389816							0	0	0	-894.0241972	0.03227556991	40.961799401967	
892.7441972	90	5	5	0.06076849252	0.06259025251	97.0299223	0.07594554292	2.894132155	89.53059221	5.328797737	5.140610053							0	0	0	-892.7441972	0.06259025251	43.6168875423945	
890.1841972	90	5	5	0.1148114984	0.1180432162	96.96003363	0.07852508602	2.961441289	89.06845213	5.658702199	5.272845668							0	0	0	-890.1841972	0.1180432162	49.0978305116253	
887.6241972	90	5	5	0.1632367514	0.1675446547	96.89256831	0.08112388493	3.0263078	88.61276265	5.99000087	5.397236478							0	0	0	-887.6241972	0.1675446547	54.7853071178818	
885.0641972	90	5	5	0.2069209837	0.2120323232	96.82738287	0.08375101043	3.088866117	88.16283584	6.322901701	5.51426246							0	0	0	-885.0641972	0.2120323232	60.7525193186134	
882.5041972	90	5	5	0.2465601139	0.2522503351	96.7643553	0.08641436036	3.14923034	87.71807188	6.657578395	5.624349726							0	0	0	-882.5041972	0.2522503351	67.0019513970013	
879.9441972	90	5	5	0.2827149987	0.2887981534	96.70337948	0.08912071005	3.207499806	87.27795463	6.994163721	5.727881647							0	0	0	-879.9441972	0.2887981534	73.5368729641419	
877.3841972	90	5	5	0.3158428395	0.3221642638	96.64436187	0.09187589414	3.263762232	86.84204314	7.332751349	5.825205509							0	0	0	-877.3841972	0.3221642638	80.3620481628015	
874.8241972	90	5	5	0.3463203093	0.3527509542	96.5872189	0.09468495215	3.318096143	86.40996334	7.673398449	5.916638214							0	0	0	-874.8241972	0.3527509542	87.4835462264816	
872.2641972	90	5	5	0.3744607812	0.3808927644	96.53187496	0.09755224098	3.370572795	85.98140062	8.016128381	6.002470999							0	0	0	-872.2641972	0.3808927644	94.9085846228562	
869.7041972	90	5	5	0.4005273393	0.4068704099	96.47826078	0.1004815239	3.421257698	85.55609314	8.360933503	6.082973355							0	0	0	-869.7041972	0.4068704099	102.645360213741	
867.1441972	90	5	5	0.42474272	0.4309214184	96.42631214	0.103476042	3.470211821	85.1338257	8.707778036	6.158396267							0	0	0	-867.1441972	0.4309214184	110.702881767473	
864.5841972	90	5	5	0.4472969928	0.4532483427	96.37596888	0.106538572	3.517492551	84.71442416	9.056600957	6.228974886							0	0	0	-864.5841972	0.4532483427	119.09968572453	
862.0241972	90	5	5	0.4683508243	0.474022371	96.32717924	0.1096722398	3.56314852	84.29772702	9.407352082	6.294920894							0	0	0	-862.0241972	0.474022371	127.826031281766	
859.4641972	90	5	5	0.4880513629	0.4933998185	96.27987838	0.1128774675	3.607244152	83.8836756	9.759860295	6.3564641							0	0	0	-859.4641972	0.4933998185	136.896997557228	
856.9041972	90	5	5	0.5065188202	0.5115085358	96.23401956	0.1161567012	3.649823743	83.47216546	10.11404115	6.413793397							0	0	0	-856.9041972	0.5115085358	146.338205134062	
854.3441972	90	5	5	0.5238612154	0.5284631554	96.18955239	0.1195112774	3.690936336	83.06314019	10.46976104	6.467098778							0	0	0	-854.3441972	0.5284631554	156.151846863528	
851.7841972	90	5	5	0.5401737732	0.5443645832	96.14642798	0.1229422517	3.730629773	82.65656308	10.82687499	6.51656193							0	0	0	-851.7841972	0.5443645832	166.34858706553	
849.2241972	90	5	5	0.5555408829	0.5593020944	96.10459871	0.1264504233	3.768950862	82.25241395	11.1852291	6.562356953							0	0	0	-849.2241972	0.5593020944	176.938925594329	
846.6641972	90	5	5	0.5700377004	0.5733550503	96.06401815	0.1300363591	3.805945495	81.85068617	11.54466289	6.60465094							0	0	0	-846.6641972	0.5733550503	187.933085539674	
844.1041972	90	5	5	0.5837314661	0.5865943101	96.02464087	0.1337004149	3.841658718	81.45138413	11.90501145	6.643604427							0	0	0	-844.1041972	0.5865943101	199.340928536248	
841.5441972	90	5	5	0.5966825925	0.5990833992	95.98642247	0.1374427558	3.87613477	81.05452085	12.26610741	6.679371741							0	0	0	-841.5441972	0.5990833992	211.171878632623	
838.9841972	90	5	5	0.6089455704	0.610879482	95.94931954	0.1412633748	3.909417084	80.66011597	12.62778276	6.712101275							0	0	0	-838.9841972	0.610879482	223.434857099912	
836.4241972	90	5	5	0.6205697252	0.6220341764	95.91328961	0.1451621111	3.941548281	80.26819385	12.98987046	6.741935696							0	0	0	-836.4241972	0.6220341764	236.138228632306	
