T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
928.3464832	97	2	1	0	0	99.0592977	0.1128308441	0.8278714523	97	2	1										0.004000667595	-0.003666446294	-0.0003342213019	-928.3464832	0	5.15157648217004	
928.3264832	97	2	1	0.003894041764	0.003871614587	99.0586756	0.1132172791	0.8281071187	96.99199867	2.007333236	1.000668091										0	0	0	-928.3264832	0.003871614587	5.18003042267904	
928.3064832	97	2	1	0.007766844179	0.007722078235	99.05805412	0.1136035845	0.8283422972	96.9839973	2.014666927	1.001335777										0	0	0	-928.3064832	0.007722078235	5.21752614350344	
928.2664832	97	2	1	0.01541039183	0.01532143521	99.05681671	0.1143764185	0.8288068679	96.96799606	2.029340196	1.002663745										0	0	0	-928.2664832	0.01532143521	5.30021547089236	
928.1864832	97	2	1	0.03038951356	0.03021357083	99.0543551	0.1159215626	0.82972334	96.93599522	2.058699778	1.005305001										0	0	0	-928.1864832	0.03021357083	5.45063574915477	
928.0264832	97	2	1	0.05912140025	0.05877718068	99.04948781	0.1190105389	0.8315016472	96.87200189	2.117475399	1.010522716										0	0	0	-928.0264832	0.05877718068	5.76667238522144	
927.7064832	97	2	1	0.11214299	0.1114833854	99.03996021	0.1251825711	0.8348572153	96.7440433	2.235235989	1.020720714										0	0	0	-927.7064832	0.1114833854	6.43857417075288	
927.0664832	97	2	1	0.2032315814	0.2020159696	99.02163486	0.1375017477	0.8408633904	96.48820459	2.471508356	1.040287058										0	0	0	-927.0664832	0.2020159696	7.94659967189548	
925.7864832	97	2	1	0.3419979093	0.3399048652	98.98727779	0.1620267204	0.8506954857	95.97668452	2.946433519	1.07688196										0	0	0	-925.7864832	0.3399048652	11.6225089902261	
