T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
902.2748473	88	9	3	0	0	98.03858106	0.2639186241	1.697500314	88	9	3										0.002978149826	-0.002591767505	-0.0003863823215	-902.2748473	0	33.696792716061	
902.2548473	88	9	3	0.0006003337541	0.0005930746976	98.03820365	0.264039602	1.697756752	87.99404423	9.005183045	3.000772726										0	0	0	-902.2548473	0.0005930746976	33.7483371500957	
902.2348473	88	9	3	0.001199759681	0.001185244962	98.03782638	0.2641605677	1.698013048	87.98809002	9.010365026	3.001544953										0	0	0	-902.2348473	0.001185244962	33.7943390355932	
902.1948473	88	9	3	0.002396482524	0.002367459576	98.03707216	0.2644023932	1.698525442	87.97618693	9.020724775	3.003088294										0	0	0	-902.1948473	0.002367459576	33.8782346647084	
902.1148473	88	9	3	0.004780861515	0.004722841814	98.0355651	0.2648856919	1.699549211	87.95240139	9.041428465	3.006170148										0	0	0	-902.1148473	0.004722841814	34.071551242656	
901.9548473	88	9	3	0.009505696739	0.009389858371	98.03255933	0.2658521116	1.701588558	87.90490254	9.082789992	3.01230747										0	0	0	-901.9548473	0.009389858371	34.4695557640992	
901.6348473	88	9	3	0.01880670079	0.01857563726	98.02657224	0.2677806239	1.705647132	87.81022332	9.165278119	3.024498556										0	0	0	-901.6348473	0.01857563726	35.2280955311075	
900.9948473	88	9	3	0.03681981952	0.03636016208	98.0146996	0.2716232566	1.713677141	87.62211284	9.329351056	3.048536101										0	0	0	-900.9948473	0.03636016208	36.8047734293941	
899.7148473	88	9	3	0.07065405469	0.06974469749	97.99134444	0.279254554	1.729401002	87.25082688	9.653908421	3.095264699										0	0	0	-899.7148473	0.06974469749	40.1067106546769	
