T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
883.6037007	81	18	1	0	0	98.20905042	1.308137132	0.482812445	81	18	1							0.003089511527	-0.002996660325	-9.285120216E-05	-883.6037007	0	55.6561444036823	
883.5837007	81	18	1	0.0003905439338	0.0003590694119	98.2085465	1.308641569	0.4828119298	80.99382125	18.00599301	1.000185737							0	0	0	-883.5837007	0.0003590694119	55.74292963135	
883.5637007	81	18	1	0.0007804785246	0.000717580663	98.20804258	1.309146029	0.4828113949	80.98764395	18.01198467	1.00037138							0	0	0	-883.5637007	0.000717580663	55.8011231902856	
883.5237007	81	18	1	0.001559718163	0.001434030616	98.2070347	1.310154898	0.4828104064	80.97529304	18.02396427	1.000742688							0	0	0	-883.5237007	0.001434030616	55.8749417623737	
883.4437007	81	18	1	0.003114491184	0.002863547962	98.20501883	1.312172552	0.482808614	80.95060667	18.04790824	1.001485086							0	0	0	-883.4437007	0.002863547962	56.0514948104241	
883.2837007	81	18	1	0.006209282922	0.005709117421	98.20098671	1.316207523	0.4828057654	80.90129572	18.09573528	1.002969001							0	0	0	-883.2837007	0.005709117421	56.4549218012227	
882.9637007	81	18	1	0.01232490497	0.01133263898	98.19292055	1.324278763	0.4828006826	80.80292457	18.191147	1.005928432							0	0	0	-882.9637007	0.01133263898	57.29059418783	
882.3237007	81	18	1	0.02431320805	0.02235783865	98.17678127	1.340418821	0.482799906	80.60717509	18.38099689	1.011828028							0	0	0	-882.3237007	0.02235783865	58.8717476702415	
881.0437007	81	18	1	0.04733011131	0.04353161286	98.14447281	1.372696359	0.4828308282	80.21965635	18.75680502	1.023538626							0	0	0	-881.0437007	0.04353161286	62.1846774485089	
878.4837007	81	18	1	0.08986443277	0.0826824215	98.07972547	1.43725294	0.4830215867	79.46051809	19.49288403	1.046597879							0	0	0	-878.4837007	0.0826824215	69.0579879392688	
