T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
909.3323325	91	9	0	0	0	99.07686152	0.9231384751	0	91	9	0				0.003572359719	-0.003572359719		-909.3323325	0	22.6068592544332	
909.3123325	91	9	0	0.000927326175	0.0008840037237	99.07607053	0.9239294723	0	90.99285539	9.007144605	0				0	0		-909.3123325	0.0008840037237	22.6418189214273	
909.2923325	91	9	0	0.001853214234	0.001766644621	99.07527949	0.9247205144	0	90.98571147	9.014288528	0				0	0		-909.2923325	0.001766644621	22.6754845685507	
909.2523325	91	9	0	0.003701004081	0.003528150722	99.07369723	0.9263027661	0	90.97142539	9.028574607	0				0	0		-909.2523325	0.003528150722	22.7410148660339	
909.1723325	91	9	0	0.007380401596	0.007035834279	99.07053209	0.929467911	0	90.94286057	9.057139431	0				0	0		-909.1723325	0.007035834279	22.8987688633172	
909.0123325	91	9	0	0.01465178359	0.01396824654	99.0641993	0.9358007029	0	90.88576089	9.114239112	0				0	0		-909.0123325	0.01396824654	23.2278685166523	
908.6923325	91	9	0	0.02892203111	0.02757477783	99.05152346	0.9484765431	0	90.77168012	9.228319881	0				0	0		-908.6923325	0.02757477783	23.8351172740314	
908.0523325	91	9	0	0.05637406389	0.05375591984	99.02613046	0.9738695409	0	90.54399731	9.456002692	0				0	0		-908.0523325	0.05375591984	25.1068209073802	
906.7723325	91	9	0	0.1073135445	0.1023598544	98.97517611	1.024823895	0	90.09057303	9.909426968	0				0	0		-906.7723325	0.1023598544	27.7912588979654	
904.2123325	91	9	0	0.1957148297	0.1867913872	98.87256696	1.127433035	0	89.19168967	10.80831033	0				0	0		-904.2123325	0.1867913872	33.4824873067963	
901.6523325	91	9	0	0.2697813483	0.2576354878	98.76897077	1.231029226	0	88.30379542	11.69620458	0				0	0		-901.6523325	0.2576354878	39.5473815440949	
