T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
912.814196	91	8	1	0	0	98.84134693	0.4884513325	0.6702017328	91	8	1										0.003871704405	-0.003708865011	-0.0001628393948	-912.814196	0	20.251853913356	
912.794196	91	8	1	0.00102052945	0.0009867004556	98.84089434	0.4888843068	0.6702213568	90.99225667	8.007417623	1.000325706										0	0	0	-912.794196	0.0009867004556	20.2872983419656	
912.774196	91	8	1	0.002039275126	0.001971680027	98.84044179	0.489317223	0.6702409891	90.98451403	8.014834531	1.000651438										0	0	0	-912.774196	0.001971680027	20.3222885649947	
912.734196	91	8	1	0.004071569243	0.003936625561	98.83953681	0.4901829061	0.6702802859	90.96903035	8.029666636	1.001303011										0	0	0	-912.734196	0.003936625561	20.3917547218775	
912.654196	91	8	1	0.008115348812	0.007846443581	98.83772734	0.4919136536	0.6703590023	90.93806986	8.05932358	1.002606561										0	0	0	-912.654196	0.007846443581	20.5569551032991	
912.494196	91	8	1	0.01609189268	0.01555891382	98.8341131	0.4953745491	0.6705123492	90.8761823	8.118610191	1.00520751										0	0	0	-912.494196	0.01555891382	20.9015855734111	
912.174196	91	8	1	0.03169737823	0.03064846435	98.82689501	0.5022883562	0.6708166349	90.75252598	8.237065939	1.010408076										0	0	0	-912.174196	0.03064846435	21.5425730144019	
911.534196	91	8	1	0.06152971154	0.05949723602	98.81250454	0.5160880133	0.6714074422	90.50571726	8.473494693	1.020788049										0	0	0	-911.534196	0.05949723602	22.8933654997062	
910.254196	91	8	1	0.1162302813	0.1124048439	98.78389356	0.5435745801	0.6725318556	90.01424873	8.944280726	1.041470541										0	0	0	-910.254196	0.1124048439	25.7878218944278	
907.694196	91	8	1	0.2090737099	0.2022430773	98.727284	0.5981103821	0.6746056158	89.04100472	9.876502203	1.082493081										0	0	0	-907.694196	0.2022430773	32.0456664032059	
905.134196	91	8	1	0.2847435743	0.2755097811	98.67137611	0.6520809481	0.6765429442	88.08271101	10.79428379	1.12300519										0	0	0	-905.134196	0.2755097811	38.8780818705208	
902.574196	91	8	1	0.3474392072	0.3362560627	98.61606134	0.7055119841	0.6784266775	87.14165683	11.69543208	1.162911086										0	0	0	-902.574196	0.3362560627	46.4813396343912	
900.014196	91	8	1	0.4001074152	0.3873243807	98.56125302	0.7584331615	0.680313814	86.21988339	12.57801552	1.202101087										0	0	0	-900.014196	0.3873243807	54.8819539913214	
897.454196	91	8	1	0.4448781224	0.4307691143	98.50687922	0.8108780323	0.6822427472	85.31911736	13.44041764	1.240464996										0	0	0	-897.454196	0.4307691143	64.1021826904553	
894.894196	91	8	1	0.4833300991	0.4681130432	98.45287792	0.8628837158	0.6842383656	84.4407288	14.28136968	1.277901525										0	0	0	-894.894196	0.4681130432	74.1581761060467	
892.334196	91	8	1	0.5166587375	0.5005092451	98.39919396	0.9144903966	0.6863156433	83.58571669	15.09995926	1.314324049										0	0	0	-892.334196	0.5005092451	85.0587611090571	
889.774196	91	8	1	0.5457855946	0.5288467738	98.34577698	0.9657406949	0.688482321	82.75471816	15.89561822	1.34966362										0	0	0	-889.774196	0.5288467738	96.804720047847	
887.214196	91	8	1	0.5714320753	0.5538217234	98.29258007	1.016678993	0.6907409374	81.9480359	16.66809422	1.383869882										0	0	0	-887.214196	0.5538217234	109.388518300243	
884.654196	91	8	1	0.5941703499	0.5759863235	98.23955884	1.067350744	0.6930904139	81.16567753	17.41741201	1.416910455										0	0	0	-884.654196	0.5759863235	122.794478314614	
882.094196	91	8	1	0.6144593709	0.5957836585	98.1866709	1.11780187	0.6955272312	80.4074017	18.14382894	1.448769357										0	0	0	-882.094196	0.5957836585	136.999267909564	
879.534196	91	8	1	0.6326709193	0.6135727714	98.13387544	1.168078217	0.6980463389	79.6727653	18.84778983	1.479444864										0	0	0	-879.534196	0.6135727714	151.972612708514	
876.974196	91	8	1	0.6491087908	0.6296471517	98.08113306	1.218225122	0.7006418199	78.96116887	19.52988397	1.508947158										0	0	0	-876.974196	0.6296471517	167.678154086463	
874.414196	91	8	1	0.6640231681	0.644248585	98.02840555	1.268287081	0.7033073709	78.27189762	20.19080639	1.537295993										0	0	0	-874.414196	0.644248585	184.074349831087	
871.854196	91	8	1	0.6776215447	0.6575776789	97.97565585	1.31830751	0.706036639	77.60415698	20.83132449	1.564518535										0	0	0	-871.854196	0.6575776789	201.115376599885	
869.294196	91	8	1	0.690077132	0.6698019639	97.92284796	1.368328594	0.7088234491	76.95710237	21.45225018	1.590647449										0	0	0	-869.294196	0.6698019639	218.783539561913	
866.734196	91	8	1	0.7015326285	0.6810593053	97.86994641	1.418393392	0.7116602011	76.32986143	22.05442278	1.61571579										0	0	0	-866.734196	0.6810593053	236.953147476312	
864.174196	91	8	1	0.7121169043	0.6914748975	97.81691796	1.468536872	0.7145451634	75.7215604	22.63866961	1.639769993										0	0	0	-864.174196	0.6914748975	255.591493460521	
