T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
890.603047	86	10	4	0	0	97.57373839	0.2227356936	2.203525921	86	10	4										0.002287785994	-0.001932701878	-0.0003550841151	-890.603047	0	50.5668854365623	
890.583047	86	10	4	0.000396905274	0.0003952627202	97.57335403	0.2227999641	2.203846003	85.99542497	10.00386486	4.000710169										0	0	0	-890.583047	0.0003952627202	50.6316287560333	
890.563047	86	10	4	0.0007933102909	0.0007900206579	97.57296983	0.2228642531	2.204165913	85.99085057	10.00772958	4.00141984										0	0	0	-890.563047	0.0007900206579	50.6834167864733	
890.523047	86	10	4	0.001585228452	0.001578628625	97.57220163	0.2229927702	2.2048056	85.98170566	10.01545602	4.002838318										0	0	0	-890.523047	0.001578628625	50.767759625849	
890.443047	86	10	4	0.003164903124	0.00315162158	97.57066627	0.2232496782	2.206084056	85.96342934	10.03089948	4.005671186										0	0	0	-890.443047	0.00315162158	50.9497349264343	
890.283047	86	10	4	0.006307707601	0.006280819733	97.56759969	0.2237629926	2.208637314	85.92693059	10.06174879	4.011320622										0	0	0	-890.283047	0.006280819733	51.3490718998355	
889.963047	86	10	4	0.01251591957	0.0124609138	97.56148995	0.2247899641	2.21372009	85.85411494	10.1233455	4.022539559										0	0	0	-889.963047	0.0124609138	52.1690223328736	
889.323047	86	10	4	0.02466681836	0.02455194578	97.54934237	0.2268384688	2.223819162	85.7093005	10.24599305	4.044706454										0	0	0	-889.323047	0.02455194578	53.7515997391975	
888.043047	86	10	4	0.04793787799	0.0476898764	97.5253412	0.2309197671	2.243739034	85.42280658	10.48924224	4.087951179										0	0	0	-888.043047	0.0476898764	57.043037346705	
885.483047	86	10	4	0.09076934809	0.09020874241	97.47845131	0.239027156	2.282521539	84.86187416	10.96783224	4.170293595										0	0	0	-885.483047	0.09020874241	63.8241089542873	
882.923047	86	10	4	0.1293013441	0.1283779435	97.43294973	0.2470785078	2.319971765	84.31608346	11.43647143	4.247445107										0	0	0	-882.923047	0.1283779435	70.8393754016367	
880.363047	86	10	4	0.1641837835	0.1628585282	97.38872902	0.2550901357	2.356180845	83.78442249	11.89578687	4.319790633										0	0	0	-880.363047	0.1628585282	78.1650765377744	
877.803047	86	10	4	0.1959399441	0.194182491	97.34569585	0.2630762244	2.391227922	83.2659621	12.34636279	4.387675116										0	0	0	-877.803047	0.194182491	85.8021418928732	
875.243047	86	10	4	0.2249916723	0.222778562	97.30377233	0.2710504874	2.425177179	82.75983542	12.78876431	4.451400265										0	0	0	-875.243047	0.222778562	93.7222986517042	
