T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
890.0151249	83	16	1	0	0	98.3692771	1.116821939	0.5139009638	83	16	1							0.003285085265	-0.00318118298	-0.000103902285	-890.0151249	0	46.7545230869543	
889.9951249	83	16	1	0.0004601143174	0.0004274454034	98.36879015	1.117309565	0.5139002864	82.9934301	16.00636207	1.00020784							0	0	0	-889.9951249	0.0004274454034	46.8246795013101	
889.9751249	83	16	1	0.0009195377143	0.0008542513319	98.36830321	1.117797198	0.5138995921	82.98686162	16.01272278	1.000415594							0	0	0	-889.9751249	0.0008542513319	46.8758292549593	
889.9351249	83	16	1	0.001837429873	0.00170698354	98.36732932	1.118772392	0.5138982907	82.97372833	16.02544054	1.000831135							0	0	0	-889.9351249	0.00170698354	46.9498798710575	
889.8551249	83	16	1	0.00366829307	0.003407905044	98.36538151	1.120722588	0.5138958985	82.94747699	16.05086095	1.001662055							0	0	0	-889.8551249	0.003407905044	47.1173689435116	
889.6951249	83	16	1	0.007310439577	0.006791673687	98.36148584	1.124622205	0.5138919544	82.8950354	16.10164136	1.00332324							0	0	0	-889.6951249	0.006791673687	47.503466516491	
889.3751249	83	16	1	0.01449536119	0.0134673327	98.35369439	1.132421588	0.5138840179	82.79040268	16.20296124	1.006636077							0	0	0	-889.3751249	0.0134673327	48.3051593051382	
888.7351249	83	16	1	0.02854295483	0.02652101669	98.33811032	1.148011514	0.5138781627	82.58212576	16.40463041	1.013243835							0	0	0	-888.7351249	0.02652101669	49.8203198646476	
887.4551249	83	16	1	0.05536930968	0.05145613431	98.30693638	1.179164152	0.5138994657	82.16956372	16.8040654	1.026370883							0	0	0	-887.4551249	0.05145613431	53.0125957622673	
884.8951249	83	16	1	0.1044474796	0.09709977201	98.24455399	1.241369839	0.5140761681	81.36056758	17.58717511	1.05225731							0	0	0	-884.8951249	0.09709977201	59.6763488624653	
882.3351249	83	16	1	0.1481908391	0.137813346	98.18210326	1.303470929	0.5144258106	80.57326632	18.34911866	1.077615025							0	0	0	-882.3351249	0.137813346	66.6889683458529	
879.7751249	83	16	1	0.1873926277	0.1743290934	98.11955727	1.365499075	0.5149436568	79.80771189	19.08987508	1.102413028							0	0	0	-879.7751249	0.1743290934	74.1396368325455	
877.2151249	83	16	1	0.2227001165	0.2072445916	98.05688846	1.427488434	0.5156231033	79.06378057	19.80959208	1.126627343							0	0	0	-877.2151249	0.2072445916	82.0268132259324	
874.6551249	83	16	1	0.2546489532	0.2370544804	97.99406857	1.489474729	0.5164566964	78.34119874	20.5085597	1.150241554							0	0	0	-874.6551249	0.2370544804	90.3438142197618	
872.0951249	83	16	1	0.2836856899	0.2641712326	97.93106857	1.55149495	0.5174364846	77.63956931	21.18718466	1.173246025							0	0	0	-872.0951249	0.2641712326	99.0812872844254	
869.5351249	83	16	1	0.3101850736	0.2889410944	97.86785863	1.613587072	0.5185542982	76.95839703	21.84596593	1.195637035							0	0	0	-869.5351249	0.2889410944	108.227411536624	
866.9751249	83	16	1	0.3344634811	0.3116564713	97.80440822	1.675789815	0.5198019658	76.29711165	22.48547245	1.217415905							0	0	0	-866.9751249	0.3116564713	117.784309880678	
864.4151249	83	16	1	0.3567842079	0.3325605509	97.74068533	1.738144412	0.5211702606	75.65508796	23.10632649	1.23858555							0	0	0	-864.4151249	0.3325605509	127.698018940603	
861.8551249	83	16	1	0.3773878193	0.3518763159	97.67665957	1.800686405	0.5226540273	75.03166539	23.70917416	1.259160453							0	0	0	-861.8551249	0.3518763159	137.961704794097	
859.2951249	83	16	1	0.3964644158	0.3697793862	97.61229763	1.863457868	0.5242445052	74.42616034	24.29469033	1.27914933							0	0	0	-859.2951249	0.3697793862	148.583239862519	
856.7351249	83	16	1	0.4141831632	0.3864263315	97.54756637	1.926498897	0.5259347293	73.83788003	24.86355399	1.298565988							0	0	0	-856.7351249	0.3864263315	159.525293662628	
854.1751249	83	16	1	0.430690335	0.4019525891	97.4824321	1.989849726	0.5277181715	73.26613197	25.4164422	1.317425828							0	0	0	-854.1751249	0.4019525891	170.765921417295	
851.6151249	83	16	1	0.4461129151	0.4164757851	97.41686054	2.053550707	0.5295887513	72.71023178	25.95402282	1.335745405							0	0	0	-851.6151249	0.4164757851	182.282176530176	
849.0551249	83	16	1	0.4605615652	0.430098472	97.35081685	2.117642319	0.531540835	72.16950903	26.47694891	1.353542056							0	0	0	-849.0551249	0.430098472	194.050226950263	
846.4951249	83	16	1	0.474133079	0.4429103932	97.28426557	2.182165201	0.5335692253	71.64331177	26.98585463	1.370833605							0	0	0	-846.4951249	0.4429103932	206.045474913415	
843.9351249	83	16	1	0.486912421	0.4549903645	97.21717066	2.247160195	0.5356691453	71.13100958	27.4813523	1.387638117							0	0	0	-843.9351249	0.4549903645	218.242653705417	
841.3751249	83	16	1	0.4989744294	0.4664078455	97.14949536	2.312668417	0.5378362186	70.63199582	27.96403047	1.40397371							0	0	0	-841.3751249	0.4664078455	230.615905806523	
838.8151249	83	16	1	0.5103852421	0.4772242568	97.08120222	2.37873133	0.5400664474	70.14568885	28.43445275	1.419858405							0	0	0	-838.8151249	0.4772242568	243.138848126895	
836.2551249	83	16	1	0.5212034976	0.4874940889	97.01225298	2.445390835	0.5423561888	69.67153279	28.8931572	1.435310012							0	0	0	-836.2551249	0.4874940889	255.784624403659	
833.6951249	83	16	1	0.5314813489	0.497265839	96.9426085	2.512689367	0.5447021321	69.20899766	29.34065629	1.45034605							0	0	0	-833.6951249	0.497265839	268.525944278682	
831.1351249	83	16	1	0.5412653232	0.5065828057	96.87222872	2.580670006	0.5471012755	68.7575792	29.77743711	1.464983684							0	0	0	-831.1351249	0.5065828057	281.335114619045	
828.5751249	83	16	1	0.5505970535	0.5154837651	96.80107251	2.649376589	0.5495509053	68.31679839	30.20396193	1.479239685							0	0	0	-828.5751249	0.5154837651	294.184106246106	
826.0151249	83	16	1	0.5595139004	0.524003546	96.72909759	2.718853835	0.5520485748	67.88620086	30.62066873	1.493130409							0	0	0	-826.0151249	0.524003546	307.044407050592	
823.4551249	83	16	1	0.5680494958	0.5321735334	96.65626044	2.789147474	0.5545920847	67.46535561	31.0279726	1.506671795							0	0	0	-823.4551249	0.5321735334	319.887250186667	
820.8951249	83	16	1	0.5762341887	0.5400220808	96.58251615	2.860304384	0.5571794672	67.0538548	31.42626586	1.519879348							0	0	0	-820.8951249	0.5400220808	332.683586978861	
818.3351249	83	16	1	0.5840954506	0.5475748859	96.5078183	2.932372734	0.5598089691	66.65131228	31.81591956	1.532768156							0	0	0	-818.3351249	0.5475748859	345.403941578963	
815.7751249	83	16	1	0.5916582152	0.5548553052	96.43211882	3.00540214	0.5624790374	66.25736271	32.19728437	1.545352911							0	0	0	-815.7751249	0.5548553052	358.018534074008	
813.2151249	83	16	1	0.5989451757	0.5618846307	96.35536787	3.079443827	0.565188307	65.87166055	32.57069153	1.557647919							0	0	0	-813.2151249	0.5618846307	370.497273114753	
810.6551249	83	16	1	0.605977043	0.5686823284	96.27751361	3.154550798	0.5679355888	65.49387903	32.93645383	1.569667134							0	0	0	-810.6551249	0.5686823284	382.809748786069	
808.0951249	83	16	1	0.6127727717	0.5752662493	96.19850212	3.230778015	0.5707198605	65.12370921	33.29486661	1.581424182							0	0	0	-808.0951249	0.5752662493	394.92524131388	
805.5351249	83	16	1	0.6193497568	0.581652812	96.11827715	3.308182597	0.5735402576	64.76085902	33.64620859	1.592932391							0	0	0	-805.5351249	0.581652812	406.812733338862	
802.9751249	83	16	1	0.6257240078	0.5878571653	96.03677991	3.386824021	0.5763960666	64.40505236	33.99074281	1.604204828							0	0	0	-802.9751249	0.5878571653	418.440911309537	
800.4151249	83	16	1	0.6319103017	0.5938933303	95.95394893	3.466764347	0.5792867189	64.05602825	34.32871742	1.615254334							0	0	0	-800.4151249	0.5938933303	429.778195101114	
