T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
910.2341158	93	3	4	0	0	97.57817314	0.05547446248	2.366352393	93	3	4							0.002208202079	-0.001420343452	-0.0007878586268	-910.2341158	0	20.7327393839992	
910.2141158	93	3	4	0.0009373792692	0.0009638910632	97.57746336	0.05550485708	2.367031782	92.99558381	3.002840707	4.001575484							0	0	0	-910.2141158	0.0009638910632	20.765726083038	
910.1941158	93	3	4	0.001873305937	0.001926253396	97.5767539	0.05553524119	2.367710854	92.99116842	3.005681513	4.003150071							0	0	0	-910.1941158	0.001926253396	20.7992810970174	
910.1541158	93	3	4	0.003740662826	0.00384624976	97.57533605	0.05559598745	2.369067965	92.98233984	3.011363768	4.006296397							0	0	0	-910.1541158	0.00384624976	20.8673814649204	
910.0741158	93	3	4	0.007457640403	0.007667589075	97.57250447	0.05571738366	2.371778149	92.96469166	3.022730513	4.012577832							0	0	0	-910.0741158	0.007667589075	21.0166465187917	
909.9141158	93	3	4	0.01480794924	0.01522262336	97.56686294	0.05596068504	2.377176377	92.92940553	3.045508944	4.025085528							0	0	0	-909.9141158	0.01522262336	21.3233848558564	
909.5941158	93	3	4	0.02922192652	0.0300316142	97.55565013	0.05644669979	2.387903173	92.85894895	3.091137991	4.049913056							0	0	0	-909.5941158	0.0300316142	21.9146038061379	
908.9541158	93	3	4	0.05692864573	0.05847289959	97.53351027	0.05741848504	2.409071247	92.71843736	3.18275739	4.098805253							0	0	0	-908.9541158	0.05847289959	23.1463809756753	
907.6741158	93	3	4	0.1082535845	0.1110675612	97.49032676	0.05936275176	2.450310492	92.43895656	3.367417638	4.193625799							0	0	0	-907.6741158	0.1110675612	25.7597459814199	
905.1141158	93	3	4	0.197101167	0.2018023245	97.40805008	0.06327169315	2.528678223	91.88554442	3.742472005	4.371983572							0	0	0	-905.1141158	0.2018023245	31.330553998652	
902.5541158	93	3	4	0.2713380327	0.277268304	97.33073861	0.06723393655	2.602027452	91.33855725	4.125125217	4.536317533							0	0	0	-902.5541158	0.277268304	37.3188474721669	
899.9941158	93	3	4	0.3342889803	0.3409724107	97.2579166	0.07127552177	2.670807875	90.79700783	4.51528502	4.687707145							0	0	0	-899.9941158	0.3409724107	43.8702735418604	
897.4341158	93	3	4	0.3883302906	0.3954181665	97.18919803	0.07541728297	2.735384691	90.26011388	4.912782259	4.827103864							0	0	0	-897.4341158	0.3954181665	51.0027288378444	
894.8741158	93	3	4	0.4352050266	0.4424398162	97.12426058	0.07967586969	2.796063551	89.72728179	5.317360356	4.955357859							0	0	0	-894.8741158	0.4424398162	58.7382649384416	
892.3141158	93	3	4	0.4762214054	0.4834123022	97.06282774	0.08406449097	2.853107771	89.1980877	5.728673658	5.073238644							0	0	0	-892.3141158	0.4834123022	67.102515653627	
889.7541158	93	3	4	0.5123815069	0.5193873742	97.00465626	0.08859347919	2.906750258	88.6722567	6.1462925	5.181450795							0	0	0	-889.7541158	0.5193873742	76.1239693616165	
887.1941158	93	3	4	0.544467065	0.5511842422	96.94952751	0.09327073288	2.957201761	88.1496412	6.569713027	5.280645777							0	0	0	-887.1941158	0.5511842422	85.8331398036033	
884.6341158	93	3	4	0.5730980205	0.5794514152	96.89724139	0.09810207845	3.004656531	87.63019914	6.9983702	5.371430656							0	0	0	-884.6341158	0.5794514152	96.2616989062789	
882.0741158	93	3	4	0.5987733276	0.6047097822	96.84761229	0.1030915766	3.049296128	87.11397302	7.431652599	5.454374379							0	0	0	-882.0741158	0.6047097822	107.441621144661	
879.5141158	93	3	4	0.6218999285	0.6273832031	96.80046632	0.1082417895	3.091291893	86.60106997	7.868917862	5.530012163							0	0	0	-879.5141158	0.6273832031	119.404385016815	
876.9541158	93	3	4	0.6428136819	0.6478206069	96.75563949	0.1135540187	3.130806489	86.09164372	8.309507784	5.598848494							0	0	0	-876.9541158	0.6478206069	132.180260817134	
874.3941158	93	3	4	0.6617947184	0.6663122144	96.71297668	0.119028518	3.167994798	85.58587854	8.75276233	5.661359128							0	0	0	-874.3941158	0.6663122144	145.797700858248	
871.8341158	93	3	4	0.6790788775	0.6831016279	96.67233092	0.1246646846	3.203004397	85.08397551	9.198032043	5.71799245							0	0	0	-871.8341158	0.6831016279	160.282830277799	
869.2741158	93	3	4	0.6948663499	0.6983949733	96.63356301	0.1304612314	3.235975763	84.58614096	9.644688585	5.769170451							0	0	0	-869.2741158	0.6983949733	175.659135719148	
866.7141158	93	3	4	0.7093282841	0.7123678943	96.5965413	0.1364163338	3.267042369	84.09257787	10.09213279	5.815289342							0	0	0	-866.7141158	0.7123678943	191.947096743748	
864.1541158	93	3	4	0.7226119401	0.7251710092	96.56114156	0.1425277672	3.296330668	83.60347803	10.53980152	5.856720457							0	0	0	-864.1541158	0.7251710092	209.164048121332	
861.5941158	93	3	4	0.7348447159	0.7369341775	96.52724686	0.1487930161	3.323960126	83.11901751	10.98717169	5.893810803							0	0	0	-861.5941158	0.7369341775	227.324157216461	
859.0341158	93	3	4	0.7461373647	0.747769907	96.49474737	0.155209371	3.350043257	82.63935307	11.43376305	5.926883881							0	0	0	-859.0341158	0.747769907	246.438355051739	
856.4741158	93	3	4	0.756586583	0.7577760941	96.46354028	0.1617740082	3.37468571	82.16462009	11.87913937	5.956240547							0	0	0	-856.4741158	0.7577760941	266.514410491269	
853.9141158	93	3	4	0.766277117	0.7670382504	96.43352953	0.1684840546	3.397986411	81.69493164	12.32290838	5.982159973							0	0	0	-853.9141158	0.7670382504	287.557019553049	
851.3541158	93	3	4	0.7752834938	0.7756313316	96.40462561	0.1753366398	3.420037748	81.23037847	12.76472084	6.004900689							0	0	0	-851.3541158	0.7756313316	309.567945464172	
848.7941158	93	3	4	0.783671457	0.7836212495	96.37674525	0.1823289371	3.440925811	80.77102955	13.20426878	6.024701675							0	0	0	-848.7941158	0.7836212495	332.584709044922	
