T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
917.9442326	93	5	2	0	0	98.49700924	0.1906963392	1.312294417	93	5	2										0.003784377849	-0.003311003921	-0.0004733739281	-917.9442326	0	14.5271765579662	
917.9242326	93	5	2	0.001385617683	0.001375163182	98.49653397	0.1909024793	1.312563555	92.99243142	5.006621964	2.00094662										0	0	0	-917.9242326	0.001375163182	14.5602804969767	
917.9042326	93	5	2	0.002768109712	0.002747206907	98.49605897	0.1911085334	1.312832495	92.98486394	5.013243202	2.001892857										0	0	0	-917.9042326	0.002747206907	14.5947854350243	
917.8642326	93	5	2	0.005522971103	0.005481196414	98.49511001	0.191520465	1.313369525	92.96973159	5.026484653	2.00378376										0	0	0	-917.8642326	0.005481196414	14.6769003295002	
917.7842326	93	5	2	0.01098144244	0.01089810593	98.49321864	0.1923443956	1.314436965	92.93947452	5.052971811	2.007553667										0	0	0	-917.7842326	0.01089810593	14.8457935543138	
917.6242326	93	5	2	0.02173227782	0.02156627902	98.48945392	0.1939899775	1.316556106	92.87900205	5.105933666	2.015064285										0	0	0	-917.6242326	0.02156627902	15.1616665727246	
917.3042326	93	5	2	0.04256866873	0.04223937789	98.48200022	0.1972738297	1.320725946	92.7582208	5.211821192	2.029958004										0	0	0	-917.3042326	0.04223937789	15.8202085693343	
916.6642326	93	5	2	0.08176509762	0.08111729659	98.46738079	0.203812205	1.328807005	92.51734947	5.423398822	2.059251712										0	0	0	-916.6642326	0.08111729659	17.2059091759877	
915.3842326	93	5	2	0.1514540136	0.1502012723	98.43920114	0.2167769664	1.344021895	92.0386239	5.845432293	2.115943802										0	0	0	-915.3842326	0.1502012723	20.2636364257148	
912.8242326	93	5	2	0.2635899571	0.2612484838	98.38643347	0.2422882661	1.371278263	91.09514072	6.682518676	2.222340607										0	0	0	-912.8242326	0.2612484838	27.0593393235697	
910.2642326	93	5	2	0.3495147507	0.3462277198	98.33750707	0.267298629	1.395194297	90.17332155	7.50638109	2.320297362										0	0	0	-910.2642326	0.3462277198	34.701552197769	
907.7042326	93	5	2	0.4171786633	0.4130664546	98.29158795	0.2918739754	1.416538072	89.27592699	8.313448985	2.410624024										0	0	0	-907.7042326	0.4130664546	43.4581799837984	
905.1442326	93	5	2	0.4716772121	0.4668398955	98.24807418	0.3160771382	1.435848679	88.40473172	9.101291761	2.493976516										0	0	0	-905.1442326	0.4668398955	53.3485701498029	
902.5842326	93	5	2	0.5164140166	0.5109347881	98.20651892	0.3399671375	1.453513941	87.56065669	9.868419736	2.570923577										0	0	0	-902.5842326	0.5109347881	64.3799441415377	
900.0242326	93	5	2	0.553741231	0.5476896269	98.16658158	0.3635985405	1.469819883	86.74393227	10.61408771	2.641980017										0	0	0	-900.0242326	0.5476896269	76.5478570894003	
897.4642326	93	5	2	0.5853307937	0.5787653859	98.12799648	0.3870211536	1.484982364	85.95426463	11.33811445	2.707620919										0	0	0	-897.4642326	0.5787653859	89.8376492905837	
894.9042326	93	5	2	0.6123997065	0.6053702672	98.09055216	0.4102800089	1.499167835	85.19098523	12.04072768	2.768287095										0	0	0	-894.9042326	0.6053702672	104.22614108394	
892.3442326	93	5	2	0.6358521103	0.6284013211	98.05407718	0.4334155461	1.512507272	84.45317437	12.72243869	2.824386933										0	0	0	-892.3442326	0.6284013211	119.683342973469	
889.7842326	93	5	2	0.656371809	0.648536601	98.01843041	0.4564639395	1.525105651	83.73975828	13.38394455	2.876297171										0	0	0	-889.7842326	0.648536601	136.174021324819	
