T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
918.0648831	93	6	1	0	0	98.92529486	0.3562248092	0.7184803258	93	6	1										0.003945760278	-0.003758297804	-0.0001874624741	-918.0648831	0	15.0186130348282	
918.0448831	93	6	1	0.00136284034	0.001330271765	98.92483324	0.3566449377	0.7185218268	92.99210847	6.007516597	1.000374938										0	0	0	-918.0448831	0.001330271765	15.050430789434	
918.0248831	93	6	1	0.002722802286	0.002657737161	98.92437167	0.3570649889	0.7185633408	92.9842173	6.015032753	1.000749947										0	0	0	-918.0248831	0.002657737161	15.0836109013037	
917.9848831	93	6	1	0.005433397388	0.00530357195	98.92344879	0.3579049186	0.7186462875	92.96843577	6.030064217	1.001500013										0	0	0	-917.9848831	0.00530357195	15.1646363939753	
917.9048831	93	6	1	0.01080524542	0.01054711523	98.92160535	0.3595846321	0.7188100143	92.93687817	6.060124471	1.002997361										0	0	0	-917.9048831	0.01054711523	15.3320307397669	
917.7448831	93	6	1	0.02139377508	0.02088289549	98.91792357	0.3629416748	0.7191347555	92.87377911	6.12023048	1.005990408										0	0	0	-917.7448831	0.02088289549	15.6403460050637	
917.4248831	93	6	1	0.04194494491	0.04094411855	98.91058268	0.3696474566	0.7197698653	92.74765193	6.240384224	1.011963851										0	0	0	-917.4248831	0.04094411855	16.2829768381521	
916.7848831	93	6	1	0.08071648393	0.07879378991	98.89598696	0.3830255271	0.7209875091	92.49569679	6.480438351	1.023864863										0	0	0	-916.7848831	0.07879378991	17.6273058312764	
915.5048831	93	6	1	0.1500377181	0.1464764629	98.86711441	0.4096498571	0.7232357367	91.99311998	6.959383295	1.047496727										0	0	0	-915.5048831	0.1464764629	20.5624976954215	
912.9448831	93	6	1	0.2627822734	0.2565928465	98.81046517	0.4623799461	0.7271548805	90.99443308	7.911389777	1.094177142										0	0	0	-912.9448831	0.2565928465	27.0011937639727	
910.3848831	93	6	1	0.3503452528	0.3421612216	98.75502013	0.5144382309	0.7305416343	90.00661929	8.853225637	1.140155076										0	0	0	-910.3848831	0.3421612216	34.1522026087319	
907.8248831	93	6	1	0.4201067834	0.4103768495	98.70055444	0.5658511877	0.7335943742	89.03240605	9.782174978	1.185418967										0	0	0	-907.8248831	0.4103768495	42.2642226971457	
905.2648831	93	6	1	0.4768340477	0.4658863739	98.64690422	0.6166497669	0.736446017	88.07441617	10.69569542	1.229888404										0	0	0	-905.2648831	0.4658863739	51.3757016228012	
902.7048831	93	6	1	0.5237440157	0.5118248661	98.59394423	0.666869378	0.7391863924	87.13504897	11.59150191	1.273449125										0	0	0	-902.7048831	0.5118248661	61.5224697477784	
900.1448831	93	6	1	0.5630882341	0.5503863215	98.54157402	0.716549671	0.7418763099	86.21637909	12.46764332	1.315977588										0	0	0	-900.1448831	0.5503863215	72.7342841249667	
897.5848831	93	6	1	0.5964908627	0.5831533407	98.48970971	0.7657340176	0.7445562768	85.32009201	13.32255136	1.357356629										0	0	0	-897.5848831	0.5831533407	85.0322558381211	
895.0248831	93	6	1	0.6251533646	0.6112967011	98.43827882	0.8144687903	0.747252394	84.44745398	14.15506081	1.397485207										0	0	0	-895.0248831	0.6112967011	98.4268877566476	
