T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
843.7730741	92	7	1	0.8097236491	0.7911479688	97.40599159	1.821985645	0.7720227653	71.52158745	26.61481683	1.863595722										0	0	0	-843.7730741	0.7911479688	465.925417580643	
841.2130741	92	7	1	0.815055438	0.7965164441	97.35190169	1.872920187	0.7751781211	71.05042096	27.06953588	1.880043167										0	0	0	-841.2130741	0.7965164441	488.255600799402	
838.6530741	92	7	1	0.8201380472	0.8016452207	97.29739093	1.924268289	0.7783407857	70.5906655	27.51350514	1.895829363										0	0	0	-838.6530741	0.8016452207	510.439206826889	
836.0930741	92	7	1	0.8249940886	0.8065564452	97.2424314	1.976058705	0.781509892	70.14178252	27.94723036	1.910987122										0	0	0	-836.0930741	0.8065564452	532.418857650339	
833.5330741	92	7	1	0.8296436803	0.8112698388	97.18699528	2.028319966	0.7846847569	69.70326605	28.37118638	1.925547574										0	0	0	-833.5330741	0.8112698388	554.138693614087	
830.9730741	92	7	1	0.8341047883	0.8158030304	97.13105466	2.081080479	0.7878648624	69.27464047	28.78581928	1.939540247										0	0	0	-830.9730741	0.8158030304	575.544699578145	
828.4130741	92	7	1	0.8383935071	0.8201718291	97.07458153	2.134368629	0.7910498399	68.85545941	29.19154746	1.952993131										0	0	0	-828.4130741	0.8201718291	596.584741063702	
825.8530741	92	7	1	0.8425243056	0.8243904644	97.01754767	2.188212871	0.7942394556	68.44530353	29.58876369	1.965932776										0	0	0	-825.8530741	0.8243904644	617.208338412387	
823.2930741	92	7	1	0.8465102339	0.8284717873	96.95992458	2.242641821	0.7974335987	68.04377891	29.97783671	1.978384374										0	0	0	-823.2930741	0.8284717873	637.366921569174	
820.7330741	92	7	1	0.8503631	0.8324274428	96.90168338	2.297684346	0.8006322703	67.65051541	30.35911274	1.990371848										0	0	0	-820.7330741	0.8324274428	657.013810265723	
818.1730741	92	7	1	0.8540936222	0.8362680186	96.84279478	2.35336965	0.8038355747	67.26516516	30.73291691	2.001917932										0	0	0	-818.1730741	0.8362680186	676.104250737715	
815.6130741	92	7	1	0.8577115607	0.8400031729	96.78322893	2.409727362	0.8070437113	66.88740104	31.0995547	2.013044259										0	0	0	-815.6130741	0.8400031729	694.595419279053	
813.0530741	92	7	1	0.8612258305	0.8436417457	96.72295541	2.46678762	0.8102569683	66.51691536	31.45931321	2.023771435										0	0	0	-813.0530741	0.8436417457	712.446456779429	
810.4930741	92	7	1	0.8646446004	0.8471918548	96.66194313	2.524581154	0.8134757176	66.15341851	31.81246237	2.034119118										0	0	0	-810.4930741	0.8471918548	729.618485276717	
807.9330741	92	7	1	0.8679753787	0.8506609802	96.60016022	2.583139372	0.81670041	65.79663785	32.15925606	2.04410609										0	0	0	-807.9330741	0.8506609802	746.074633508757	
805.3730741	92	7	1	0.8712250887	0.8540560373	96.53757398	2.64249445	0.8199315725	65.44631651	32.49993317	2.053750327										0	0	0	-805.3730741	0.8540560373	761.78008121976	
802.8130741	92	7	1	0.8744001337	0.8573834416	96.47415078	2.702679411	0.8231698055	65.10221239	32.83471855	2.063069064										0	0	0	-802.8130741	0.8573834416	776.70204112179	
800.2530741	92	7	1	0.8775064559	0.8606491657	96.409856	2.763728221	0.8264157808	64.76409722	33.16382392	2.07207886										0	0	0	-800.2530741	0.8606491657	790.809788089871	
797.6930741	92	7	1	0.8805495871	0.8638587897	96.34465388	2.825675874	0.8296702416	64.43175567	33.48744867	2.080795656										0	0	0	-797.6930741	0.8638587897	804.074694631719	
795.1330741	92	7	1	0.8835346943	0.8670175459	96.27850751	2.888558492	0.8329340015	64.10498449	33.80578067	2.089234835										0	0	0	-795.1330741	0.8670175459	816.470258484634	
792.5730741	92	7	1	0.8864666201	0.8701303587	96.21137864	2.952413416	0.8362079452	63.78359182	34.11899691	2.097411274										0	0	0	-792.5730741	0.8701303587	827.972072129783	
790.0130741	92	7	1	0.8893499189	0.8732018807	96.14322766	3.017279311	0.8394930299	63.46739643	34.42726417	2.105339398										0	0	0	-790.0130741	0.8732018807	838.557878284871	
787.4530741	92	7	1	0.8921888893	0.8762365246	96.07401345	3.083196268	0.8427902866	63.15622714	34.73073962	2.113033231										0	0	0	-787.4530741	0.8762365246	848.207620371687	
784.8930741	92	7	1	0.8949876036	0.8792384924	96.00369326	3.150205915	0.8461008233	62.84992219	35.02957137	2.120506447										0	0	0	-784.8930741	0.8792384924	856.920603985396	
783.6130741	92	7	1	0.8963732125	0.8807286337	95.96810497	3.184133389	0.8477616416	62.69854633	35.17728882	2.124164847										0	0	0	-783.6130741	0.8807286337	859.939168755663	
782.9730741	92	7	1	0.8970638853	0.8814724578	95.95020357	3.201201636	0.8485947929	62.62329825	35.25072441	2.125977346										0	0	0	-782.9730741	0.8814724578	863.958211424158	
782.6530741	92	7	1	0.8974069623	0.8818420935	95.94122201	3.209768038	0.8490099567	62.58577703	35.28734695	2.126876021										0	0	0	-782.6530741	0.8818420935	865.429672736986	
782.4930741	92	7	1	0.897578518	0.8820270035	95.93672472	3.214057392	0.8492178922	62.56704401	35.30563134	2.12732465										0	0	0	-782.4930741	0.8820270035	880.525356463231	
782.4885343	92	7	1	0.8975833031	0.8820321568	95.93659689	3.21417941	0.8492237049	62.56651247	35.3061503	2.127337223	43.66113616	54.84131265	1.497551188							0	0	0	-782.4885343	0.8820321568	874.151893417515	
782.4630741	92	7	1	0.8991738937	0.8826642677	95.93848524	3.210830919	0.8506838391	62.56792358	35.3023068	2.129769618	43.66113616	54.84131265	1.497551188							0	0	0	-782.4630741	0.8826642677	40.3733252221455	
782.4430741	92	7	1	0.9004181642	0.8831587316	95.93996352	3.208206094	0.8518303814	62.56903041	35.2992913	2.131678298	43.66113616	54.84131265	1.497551188							0	0	0	-782.4430741	0.8831587316	40.5245869608502	
