T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
897.8317001	87	13	0	0	0	98.61237668	1.387623322	0	87	13	0				0.003378070965	-0.003378070965		-897.8317001	0	34.3631732617335	
897.8117001	87	13	0	0.0006236310865	0.0005816293809	98.61155034	1.38844966	0	86.993244	13.006756	0				0	0		-897.8117001	0.0005816293809	34.4091434635126	
897.7917001	87	13	0	0.001246424144	0.001162482748	98.61072394	1.389276058	0	86.9864888	13.0135112	0				0	0		-897.7917001	0.001162482748	34.4473327037512	
897.7517001	87	13	0	0.002490342555	0.00232265086	98.60907092	1.39092908	0	86.97298052	13.02701948	0				0	0		-897.7517001	0.00232265086	34.5121921591317	
897.6717001	87	13	0	0.004970691059	0.004636070174	98.60576402	1.394235982	0	86.9459727	13.0540273	0				0	0		-897.6717001	0.004636070174	34.6746652501906	
897.5117001	87	13	0	0.009891269057	0.009225753307	98.59914682	1.400853185	0	86.89199239	13.10800761	0				0	0		-897.5117001	0.009225753307	35.0127717685299	
897.1917001	87	13	0	0.01960531639	0.01828761409	98.58589862	1.414101382	0	86.78417238	13.21582762	0				0	0		-897.1917001	0.01828761409	35.6352687730329	
896.5517001	87	13	0	0.03851978265	0.03593634325	98.55934658	1.440653421	0	86.56909771	13.43090229	0				0	0		-896.5517001	0.03593634325	36.9278287651029	
895.2717001	87	13	0	0.07442289323	0.06945300684	98.50601569	1.493984309	0	86.14122824	13.85877176	0				0	0		-895.2717001	0.06945300684	39.6120069851818	
892.7117001	87	13	0	0.1393608032	0.1301356993	98.39841071	1.601589291	0	85.29474338	14.70525662	0				0	0		-892.7117001	0.1301356993	45.2063894294168	
890.1517001	87	13	0	0.1965082708	0.1836164045	98.2894768	1.710523199	0	84.46083276	15.53916724	0				0	0		-890.1517001	0.1836164045	51.0611582560618	
887.5917001	87	13	0	0.2471822252	0.2311141185	98.17912332	1.820876678	0	83.63974292	16.36025708	0				0	0		-887.5917001	0.2311141185	57.260235840565	
885.0317001	87	13	0	0.2924222465	0.2735912812	98.06725348	1.932746518	0	82.83167887	17.16832113	0				0	0		-885.0317001	0.2735912812	63.7946915016454	
882.4717001	87	13	0	0.3330600334	0.3118180487	97.95376388	2.046236125	0	82.03680407	17.96319593	0				0	0		-882.4717001	0.3118180487	70.6531701423051	
879.9117001	87	13	0	0.3697690651	0.3464182439	97.83854392	2.161456078	0	81.25524081	18.74475919	0				0	0		-879.9117001	0.3464182439	77.8215399236022	
877.3517001	87	13	0	0.4031006828	0.3779027422	97.72147523	2.27852477	0	80.48707104	19.51292896	0				0	0		-877.3517001	0.3779027422	85.2825802817085	
874.7917001	87	13	0	0.4335107325	0.4066941269	97.60243087	2.39756913	0	79.73233783	20.26766217	0				0	0		-874.7917001	0.4066941269	93.0156728287693	
872.2317001	87	13	0	0.4613795358	0.4331451707	97.48127454	2.518725456	0	78.99104701	21.00895299	0				0	0		-872.2317001	0.4331451707	100.996494571255	
869.6717001	87	13	0	0.487027062	0.4575528798	97.35785962	2.642140378	0	78.26316925	21.73683075	0				0	0		-869.6717001	0.4575528798	109.196717147795	
867.1117001	87	13	0	0.510724601	0.4801693004	97.23202804	2.767971957	0	77.54864228	22.45135772	0				0	0		-867.1117001	0.4801693004	117.583713436297	
864.5517001	87	13	0	0.5327038473	0.5012099324	97.10360903	2.896390967	0	76.84737337	23.15262663	0				0	0		-864.5517001	0.5012099324	126.120275523392	
861.9917001	87	13	0	0.5531640472	0.5208603519	96.97241763	3.027582366	0	76.15924182	23.84075818	0				0	0		-861.9917001	0.5208603519	134.764348549317	
859.4317001	87	13	0	0.5722776797	0.5392814789	96.83825298	3.161747017	0	75.48410154	24.51589846	0				0	0		-859.4317001	0.5392814789	143.492075980366	
856.8717001	87	13	0	0.5901899647	0.5566086551	96.70089615	3.299103853	0	74.82178302	25.17821698	0				0	0		-856.8717001	0.5566086551	152.198899409812	
854.3117001	87	13	0	0.6070433533	0.5729762773	96.56010846	3.439891541	0	74.17209835	25.82790165	0				0	0		-854.3117001	0.5729762773	160.837991014633	
851.7517001	87	13	0	0.6229483901	0.5884878697	96.41562772	3.584372275	0	73.5348397	26.4651603	0				0	0		-851.7517001	0.5884878697	169.3867484787	
849.1917001	87	13	0	0.6380083803	0.6032409588	96.26716569	3.732834312	0	72.90978433	27.09021567	0				0	0		-849.1917001	0.6032409588	177.752223709404	
846.6317001	87	13	0	0.6523157377	0.6173232068	96.11440399	3.885596011	0	72.29669601	27.70330399	0				0	0		-846.6317001	0.6173232068	185.859004867458	
844.0717001	87	13	0	0.6659537508	0.6308140783	95.95698956	4.043010445	0	71.69532706	28.30467294	0				0	0		-844.0717001	0.6308140783	193.625789280244	
