T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
905.2247869	91	5	4	0	0	97.59024317	0.09738475875	2.312372069	91	5	4							0.002391840238	-0.001779406877	-0.0006124333611	-905.2247869	0	27.5502339793951	
905.2047869	91	5	4	0.0007117448145	0.000725431579	97.58967742	0.09742790449	2.312894673	90.99521668	5.003558606	4.001224715							0	0	0	-905.2047869	0.000725431579	27.5893562423364	
905.1847869	91	5	4	0.001422501577	0.001449835937	97.58911191	0.09747104326	2.313417048	90.99043425	5.007117042	4.00244871							0	0	0	-905.1847869	0.001449835937	27.6274410058854	
905.1447869	91	5	4	0.002841218421	0.002895733916	97.58798156	0.09755728535	2.314461155	90.98087255	5.014232839	4.004894614							0	0	0	-905.1447869	0.002895733916	27.7021973287538	
905.0647869	91	5	4	0.005667357516	0.005775778569	97.5857236	0.09772964327	2.31654676	90.96176128	5.028460706	4.009778017							0	0	0	-905.0647869	0.005775778569	27.8680285632471	
904.9047869	91	5	4	0.01126609926	0.0114803576	97.58122265	0.09807471957	2.320702626	90.92356758	5.056929575	4.019502845							0	0	0	-904.9047869	0.0114803576	28.20858389959	
904.5847869	91	5	4	0.02227983506	0.02269855697	97.57226798	0.09876376891	2.328968254	90.84735295	5.113835993	4.038811059							0	0	0	-904.5847869	0.02269855697	28.8623425166146	
903.9447869	91	5	4	0.04358319545	0.04438298552	97.55455227	0.1001394688	2.345308261	90.69556901	5.227579181	4.076851808							0	0	0	-903.9447869	0.04438298552	30.2177592845069	
902.6647869	91	5	4	0.0835129609	0.0849733169	97.51986633	0.1028827781	2.377250897	90.39453709	5.454767431	4.150695482							0	0	0	-902.6647869	0.0849733169	33.0645158325122	
900.1047869	91	5	4	0.1541155356	0.1565564864	97.45329122	0.1083526986	2.438356077	89.80216589	5.90796803	4.289866075							0	0	0	-900.1047869	0.1565564864	39.0638459540618	
897.5447869	91	5	4	0.2146129954	0.2176795742	97.39012609	0.1138236404	2.496050274	89.22195551	6.359572387	4.418472102							0	0	0	-897.5447869	0.2176795742	45.425506506073	
894.9847869	91	5	4	0.2670525035	0.2704785065	97.33004792	0.1193188244	2.550633252	88.65306117	6.809569261	4.537369571							0	0	0	-894.9847869	0.2704785065	52.2698484119486	
892.4247869	91	5	4	0.3129616098	0.3165453756	97.27278521	0.1248568428	2.602357947	88.0947282	7.25794689	4.64732491							0	0	0	-892.4247869	0.3165453756	59.5970568859027	
889.8647869	91	5	4	0.3535024097	0.3570900963	97.21810576	0.1304526235	2.651441612	87.54629025	7.704682714	4.74902704							0	0	0	-889.8647869	0.3570900963	67.4085566495077	
887.3047869	91	5	4	0.3895743689	0.3930481381	97.16580802	0.1361181672	2.698073815	87.00716353	8.149738782	4.843097684							0	0	0	-887.3047869	0.3930481381	75.7068470917715	
884.7447869	91	5	4	0.4218845294	0.4251540242	97.11571465	0.141863117	2.742422237	86.47683914	8.59306079	4.930100073							0	0	0	-884.7447869	0.4251540242	84.495307471257	
882.1847869	91	5	4	0.450996471	0.4539925544	97.06766785	0.1476952039	2.78463695	85.95487443	9.034579266	5.010546305							0	0	0	-882.1847869	0.4539925544	93.7779802946905	
879.6247869	91	5	4	0.4773651143	0.4800351952	97.0215258	0.1536205993	2.824853603	85.44088453	9.474211937	5.084903538							0	0	0	-879.6247869	0.4800351952	103.559350839357	
877.0647869	91	5	4	0.5013618918	0.5036663835	96.97715998	0.159644196	2.863195819	84.93453411	9.911866667	5.153599219							0	0	0	-877.0647869	0.5036663835	113.844123201342	
874.5047869	91	5	4	0.5232932434	0.5252028462	96.93445314	0.1657698366	2.899777024	84.43552987	10.3474446	5.217025529							0	0	0	-874.5047869	0.5252028462	124.637076499829	
871.9447869	91	5	4	0.5434143815	0.5449079736	96.89329762	0.1720004924	2.934701883	83.9436142	10.78084278	5.275543012							0	0	0	-871.9447869	0.5449079736	135.942816641449	
869.3847869	91	5	4	0.5619397234	0.563002708	96.85359422	0.1783384241	2.968067359	83.45855868	11.21195737	5.329483948							0	0	0	-869.3847869	0.563002708	147.7656515536	
866.8247869	91	5	4	0.5790508295	0.5796738283	96.81525108	0.1847853009	2.999963615	82.98015942	11.64068561	5.379154976							0	0	0	-866.8247869	0.5796738283	160.109512835856	
864.2647869	91	5	4	0.5949025591	0.595080371	96.77818299	0.1913423063	3.030474708	82.50823261	12.06692789	5.424839497							0	0	0	-864.2647869	0.595080371	172.994841102066	
861.7047869	91	5	4	0.6096254118	0.6093561204	96.74231543	0.1980113605	3.059673211	82.04259036	12.49061925	5.466790397							0	0	0	-861.7047869	0.6093561204	186.385837232546	
859.1447869	91	5	4	0.6233394582	0.6226239392	96.70756444	0.2047905673	3.087644991	81.58312161	12.9116083	5.50527009							0	0	0	-859.1447869	0.6226239392	200.294272497826	
856.5847869	91	5	4	0.636141703	0.6349828943	96.67386629	0.2116813444	3.114452363	81.12966054	13.32984601	5.540493451							0	0	0	-856.5847869	0.6349828943	214.750209687365	
854.0247869	91	5	4	0.6481192815	0.646521805	96.6411565	0.2186836692	3.140159835	80.68207279	13.74525789	5.572669325							0	0	0	-854.0247869	0.646521805	229.737863039046	
851.4647869	91	5	4	0.6593486439	0.657318445	96.60937473	0.2257973477	3.164827918	80.24023107	14.15777737	5.601991558							0	0	0	-851.4647869	0.657318445	245.257276534961	
848.9047869	91	5	4	0.6698971579	0.6674412118	96.57846456	0.2330220508	3.188513393	79.80401387	14.56734598	5.628640153							0	0	0	-848.9047869	0.6674412118	261.307792844288	
846.3447869	91	5	4	0.6798244294	0.6769505002	96.5483731	0.2403573442	3.211269556	79.37330434	14.97391332	5.65278234							0	0	0	-846.3447869	0.6769505002	277.888033397443	
843.7847869	91	5	4	0.6891833955	0.6858998399	96.51905084	0.2478027137	3.233146446	78.94798952	15.37743694	5.674573543							0	0	0	-843.7847869	0.6858998399	294.995915845617	
841.2247869	91	5	4	0.6980212351	0.6943368415	96.49045137	0.2553575867	3.254191048	78.52795963	15.77788211	5.694158267							0	0	0	-841.2247869	0.6943368415	312.628688718597	
838.6647869	91	5	4	0.7063801323	0.7023039891	96.46253116	0.2630213491	3.274447487	78.11310761	16.17522147	5.711670921							0	0	0	-838.6647869	0.7023039891	330.782935561911	
836.1047869	91	5	4	0.7142979202	0.7098393088	96.43524943	0.2707933604	3.293957205	77.70332875	16.56943469	5.727236563							0	0	0	-836.1047869	0.7098393088	349.454611889005	
833.5447869	91	5	4	0.721808626	0.7169769335	96.40856791	0.2786729652	3.312759129	77.29852039	16.96050801	5.740971596							0	0	0	-833.5447869	0.7169769335	368.639080129424	
830.9847869	91	5	4	0.7289429358	0.7237475843	96.38245067	0.2866595033	3.33088983	76.89858176	17.34843383	5.752984407							0	0	0	-830.9847869	0.7237475843	388.331135187895	
828.4247869	91	5	4	0.7357285925	0.7301789816	96.35686402	0.2947523174	3.348383666	76.50341381	17.73321023	5.763375959							0	0	0	-828.4247869	0.7301789816	408.525031776606	
