T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(LI@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
930.8705348	99	1	0	0	0	99.90302268	0.09697731773	0	99	1	0				0.003831909622	-0.003831909622		-930.8705348	0	2.34858587676698	
930.8505348	99	1	0	0.008479700586	0.008435652354	99.90227423	0.09772576827	0	98.99232472	1.007675279	0				0	0		-930.8505348	0.008435652354	2.39319322002054	
930.8305348	99	1	0	0.01680413989	0.01671692167	99.90152802	0.09847198378	0	98.98467289	1.015327114	0				0	0		-930.8305348	0.01671692167	2.43243640251059	
930.7905348	99	1	0	0.03310637452	0.0329348264	99.90003322	0.09996677667	0	98.96934712	1.030652881	0				0	0		-930.7905348	0.0329348264	2.50497161012383	
930.7105348	99	1	0	0.06428981359	0.06395778029	99.89704327	0.1029567291	0	98.93869978	1.061300216	0				0	0		-930.7105348	0.06395778029	2.65972687008116	
930.5505348	99	1	0	0.1215521186	0.1209285155	99.8910619	0.1089381014	0	98.87742198	1.122578019	0				0	0		-930.5505348	0.1209285155	2.98898889244433	
930.2305348	99	1	0	0.2191077197	0.217998645	99.87909321	0.1209067947	0	98.75493377	1.245066227	0				0	0		-930.2305348	0.217998645	3.72835054071987	
929.5905348	99	1	0	0.3659695009	0.3641672899	99.85513189	0.1448681105	0	98.51023114	1.48976886	0				0	0		-929.5905348	0.3641672899	5.52562084704709	
928.3105348	99	1	0	0.5504395698	0.5478804507	99.80711088	0.1928891243	0	98.0219399	1.9780601	0				0	0		-928.3105348	0.5478804507	10.3902170155724	
925.7505348	99	1	0	0.7359033622	0.732889136	99.71066665	0.2893333469	0	97.05009842	2.94990158	0				0	0		-925.7505348	0.732889136	22.8998441531281	
923.1905348	99	1	0	0.8290303495	0.8260965913	99.61365127	0.3863487319	0	96.08495888	3.915041119	0				0	0		-923.1905348	0.8260965913	38.6747280964228	
920.6305348	99	1	0	0.8850591836	0.8824239066	99.51603268	0.4839673205	0	95.12710539	4.87289461	0				0	0		-920.6305348	0.8824239066	58.7058590443048	
918.0705348	99	1	0	0.9225093615	0.9202843698	99.41776753	0.5822324704	0	94.17704383	5.822956166	0				0	0		-918.0705348	0.9202843698	82.7925779204862	
