T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
833.0095295	96	0	4	1	0.9999311166	96.00097377	0	3.999026234				81.85998968	0	18.14001032				-833.0095295	0.9999311166	-1033.46714436478	
832.9295295	96	0	4	1	0.9998537214	96.00206812	0	3.997931882				81.85996272	0	18.14003728				-832.9295295	0.9998537214	-1033.84253495833	
832.7695295	96	0	4	1	0.9996990148	96.00425632	0	3.995743675				81.85990861	0	18.14009139				-832.7695295	0.9996990148	-1034.80569276925	
832.4495295	96	0	4	1	0.9993901296	96.00863075	0	3.99136925				81.85979965	0	18.14020035				-832.4495295	0.9993901296	-1036.626183719	
831.8095295	96	0	4	1	0.9987735052	96.01737165	0	3.982628352				81.85957875	0	18.14042125				-831.8095295	0.9987735052	-1039.41636819023	
830.5295295	96	0	4	1	0.997545591	96.03482169	0	3.965178315				81.85912507	0	18.14087493				-830.5295295	0.997545591	-1044.29633030465	
827.9695295	96	0	4	1	0.995102919	96.06959516	0	3.930404844				81.8581706	0	18.1418294				-827.9695295	0.995102919	-1053.69198551424	
825.4095295	96	0	4	1	0.9926862086	96.10420057	0	3.895799428				81.85715408	0	18.14284592				-825.4095295	0.9926862086	-1064.55945732171	
822.8495295	96	0	4	1	0.9902931845	96.13863883	0	3.861361169				81.85607636	0	18.14392364				-822.8495295	0.9902931845	-1075.08310053119	
820.2895295	96	0	4	1	0.9879235562	96.17291081	0	3.82708919				81.85493829	0	18.14506171				-820.2895295	0.9879235562	-1085.68434902051	
817.7295295	96	0	4	1	0.9855770385	96.20701736	0	3.792982637				81.8537407	0	18.1462593				-817.7295295	0.9855770385	-1096.36408961312	
815.1695295	96	0	4	1	0.9832533515	96.24095933	0	3.759040674				81.85248442	0	18.14751558				-815.1695295	0.9832533515	-1107.12323579057	
812.6095295	96	0	4	1	0.9809522204	96.27473751	0	3.725262487				81.85117024	0	18.14882976				-812.6095295	0.9809522204	-1117.96265457775	
810.0495295	96	0	4	1	0.9786733752	96.30835272	0	3.691647278				81.84979894	0	18.15020106				-810.0495295	0.9786733752	-1128.88336292452	
807.4895295	96	0	4	1	0.9764165513	96.34180573	0	3.658194274				81.84837128	0	18.15162872				-807.4895295	0.9764165513	-1139.88637551243	
804.9295295	96	0	4	1	0.9741814886	96.37509728	0	3.624902716				81.84688804	0	18.15311196				-804.9295295	0.9741814886	-1150.97261079993	
802.3695295	96	0	4	1	0.9719679317	96.40822813	0	3.591771867				81.84534993	0	18.15465007				-802.3695295	0.9719679317	-1162.14318981616	
799.8095295	96	0	4	1	0.9697756302	96.44119899	0	3.55880101				81.84375768	0	18.15624232				-799.8095295	0.9697756302	-1173.39917798404	
797.2495295	96	0	4	1	0.9676043379	96.47401056	0	3.525989443				81.842112	0	18.157888				-797.2495295	0.9676043379	-1184.74164373482	
794.6895295	96	0	4	1	0.9654538133	96.50666351	0	3.493336487				81.84041357	0	18.15958643				-794.6895295	0.9654538133	-1196.17178401138	
792.1295295	96	0	4	1	0.9633238193	96.53915852	0	3.460841478				81.83866309	0	18.16133691				-792.1295295	0.9633238193	-1207.69071007656	
789.5695295	96	0	4	1	0.9612141229	96.57149623	0	3.428503773				81.8368612	0	18.1631388				-789.5695295	0.9612141229	-1219.29967240827	
787.0095295	96	0	4	1	0.9591244957	96.60367726	0	3.396322744				81.83500856	0	18.16499144				-787.0095295	0.9591244957	-1230.99988093338	
784.4495295	96	0	4	1	0.957054713	96.63570222	0	3.364297783				81.8331058	0	18.1668942				-784.4495295	0.957054713	-1242.79257515284	
781.8895295	96	0	4	1	0.9550045545	96.6675717	0	3.332428301				81.83115355	0	18.16884645				-781.8895295	0.9550045545	-1254.67916149333	
779.3295295	96	0	4	1	0.9529738039	96.69928628	0	3.300713723				81.82915242	0	18.17084758				-779.3295295	0.9529738039	-1266.66091974488	
776.7695295	96	0	4	1	0.9509622486	96.73084651	0	3.269153494				81.82710299	0	18.17289701				-776.7695295	0.9509622486	-1278.73924609416	
774.2095295	96	0	4	1	0.9489696801	96.76225292	0	3.237747076				81.82500586	0	18.17499414				-774.2095295	0.9489696801	-1290.91558589967	
771.6495295	96	0	4	1	0.9469958935	96.79350605	0	3.206493947				81.82286159	0	18.17713841				-771.6495295	0.9469958935	-1303.19137838583	
769.0895295	96	0	4	1	0.9450406877	96.8246064	0	3.175393603				81.82067075	0	18.17932925				-769.0895295	0.9450406877	-1315.56814658234	
766.5295295	96	0	4	1	0.9431038652	96.85555444	0	3.144445557				81.81843386	0	18.18156614				-766.5295295	0.9431038652	-1328.04743661727	
763.9695295	96	0	4	1	0.9411852321	96.88635066	0	3.113649338				81.81615148	0	18.18384852				-763.9695295	0.9411852321	-1340.63088485307	
761.4095295	96	0	4	1	0.9392845981	96.91699551	0	3.083004491				81.81382412	0	18.18617588				-761.4095295	0.9392845981	-1353.32007675393	
758.8495295	96	0	4	1	0.9374017761	96.94748942	0	3.052510579				81.81145228	0	18.18854772				-758.8495295	0.9374017761	-1366.11672906645	
756.2895295	96	0	4	1	0.9355365827	96.97783282	0	3.02216718				81.80903648	0	18.19096352				-756.2895295	0.9355365827	-1379.02261012502	
753.7295295	96	0	4	1	0.9336888376	97.00802611	0	2.991973888				81.80657719	0	18.19342281				-753.7295295	0.9336888376	-1392.0394790257	
751.1695295	96	0	4	1	0.9318583639	97.03806969	0	2.961930313				81.80407489	0	18.19592511				-751.1695295	0.9318583639	-1405.16914591916	
748.6095295	96	0	4	1	0.9300449877	97.06796392	0	2.932036081				81.80153005	0	18.19846995				-748.6095295	0.9300449877	-1418.41352300279	
746.0495295	96	0	4	1	0.9282485385	97.09770917	0	2.902290834				81.79894312	0	18.20105688				-746.0495295	0.9282485385	-1431.77461785342	
743.4895295	96	0	4	1	0.9264688488	97.12730577	0	2.87269423				81.79631455	0	18.20368545				-743.4895295	0.9264688488	-1445.25434231849	
740.9295295	96	0	4	1	0.924705754	97.15675406	0	2.843245941				81.79364477	0	18.20635523				-740.9295295	0.924705754	-1458.85479041909	
738.3695295	96	0	4	1	0.9229590927	97.18605435	0	2.813945654				81.7909342	0	18.2090658				-738.3695295	0.9229590927	-1472.57815858726	
735.8095295	96	0	4	1	0.9212287064	97.21520693	0	2.784793072				81.78818325	0	18.21181675				-735.8095295	0.9212287064	-1486.42649637295	
733.2495295	96	0	4	1	0.9195144392	97.24421209	0	2.755787914				81.78539234	0	18.21460766				-733.2495295	0.9195144392	-1500.40209056878	
730.6895295	96	0	4	1	0.9178161384	97.27307009	0	2.726929912				81.78256186	0	18.21743814				-730.6895295	0.9178161384	-1514.50733111688	
728.1295295	96	0	4	1	0.9161336539	97.30178119	0	2.698218814				81.77969219	0	18.22030781				-728.1295295	0.9161336539	-1528.74445711376	
725.5695295	96	0	4	1	0.9144668382	97.33034562	0	2.669654381				81.7767837	0	18.2232163				-725.5695295	0.9144668382	-1543.11600044868	
723.0095295	96	0	4	1	0.9128155468	97.35876361	0	2.64123639				81.77383677	0	18.22616323				-723.0095295	0.9128155468	-1557.62446363431	
720.4495295	96	0	4	1	0.9111796375	97.38703537	0	2.612964631				81.77085175	0	18.22914825				-720.4495295	0.9111796375	-1572.27242955674	
717.8895295	96	0	4	1	0.909558971	97.41516109	0	2.58483891				81.76782899	0	18.23217101				-717.8895295	0.909558971	-1587.06253964327	
715.3295295	96	0	4	1	0.9079534102	97.44314095	0	2.556859045				81.76476884	0	18.23523116				-715.3295295	0.9079534102	-1601.9974670849	
712.7695295	96	0	4	1	0.9063628207	97.47097513	0	2.52902487				81.76167163	0	18.23832837				-712.7695295	0.9063628207	-1617.08020336713	
710.2095295	96	0	4	1	0.9047870707	97.49866377	0	2.50133623				81.75853768	0	18.24146232				-710.2095295	0.9047870707	-1632.31356421425	
707.6495295	96	0	4	1	0.9032260305	97.52620701	0	2.473792986				81.7553673	0	18.2446327				-707.6495295	0.9032260305	-1647.70039031388	
705.0895295	96	0	4	1	0.9016795728	97.55360499	0	2.446395012				81.75216081	0	18.24783919				-705.0895295	0.9016795728	-1663.24396794426	
702.5295295	96	0	4	1	0.900147573	97.5808578	0	2.419142195				81.74891851	0	18.25108149				-702.5295295	0.900147573	-1678.94733616176	
699.9695295	96	0	4	1	0.8986299082	97.60796556	0	2.392034435				81.74564069	0	18.25435931				-699.9695295	0.8986299082	-1694.8137407255	
697.4095295	96	0	4	1	0.8971264583	97.63492835	0	2.365071646				81.74232764	0	18.25767236				-697.4095295	0.8971264583	-1710.84666060378	
694.8495295	96	0	4	1	0.8956371051	97.66174625	0	2.338253754				81.73897964	0	18.26102036				-694.8495295	0.8956371051	-1727.04933295274	
692.2895295	96	0	4	1	0.8941617325	97.6884193	0	2.311580699				81.73559695	0	18.26440305				-692.2895295	0.8941617325	-1743.4254843676	
689.7295295	96	0	4	1	0.8927002269	97.71494757	0	2.285052432				81.73217985	0	18.26782015				-689.7295295	0.8927002269	-1759.97868841336	
687.1695295	96	0	4	1	0.8912524763	97.74133108	0	2.258668918				81.72872859	0	18.27127141				-687.1695295	0.8912524763	-1776.71268736064	
684.6095295	96	0	4	1	0.8898183712	97.76756987	0	2.232430134				81.72524342	0	18.27475658				-684.6095295	0.8898183712	-1793.6314862935	
682.0495295	96	0	4	1	0.8883978039	97.79366393	0	2.206336069				81.72172459	0	18.27827541				-682.0495295	0.8883978039	-1810.73888725428	
679.4895295	96	0	4	1	0.8869906686	97.81961327	0	2.180386725				81.71817234	0	18.28182766				-679.4895295	0.8869906686	-1828.03910659963	
676.9295295	96	0	4	1	0.8855968617	97.84541788	0	2.154582116				81.71458689	0	18.28541311				-676.9295295	0.8855968617	-1845.53639538699	
674.3695295	96	0	4	1	0.8842162813	97.87107773	0	2.128922265				81.71096849	0	18.28903151				-674.3695295	0.8842162813	-1863.23505447005	
671.8095295	96	0	4	1	0.8828488275	97.89659279	0	2.103407211				81.70731733	0	18.29268267				-671.8095295	0.8828488275	-1881.13962073694	
669.2495295	96	0	4	1	0.8814944022	97.921963	0	2.078037003				81.70363365	0	18.29636635				-669.2495295	0.8814944022	-1899.25467915079	
666.6895295	96	0	4	1	0.8801529091	97.9471883	0	2.052811699				81.69991765	0	18.30008235				-666.6895295	0.8801529091	-1917.58507207803	
664.1295295	96	0	4	1	0.8788242538	97.97226863	0	2.027731372				81.69616953	0	18.30383047				-664.1295295	0.8788242538	-1936.13568817693	
661.5695295	96	0	4	1	0.8775083435	97.9972039	0	2.002796104				81.6923895	0	18.3076105				-661.5695295	0.8775083435	-1954.91154434291	
659.0095295	96	0	4	1	0.8762050872	98.02199401	0	1.978005988				81.68857773	0	18.31142227				-659.0095295	0.8762050872	-1973.91792863936	
656.4495295	96	0	4	1	0.8749143956	98.04663887	0	1.953361129				81.68473443	0	18.31526557				-656.4495295	0.8749143956	-1993.1601881869	
653.8895295	96	0	4	1	0.873636181	98.07113836	0	1.928861642				81.68085976	0	18.31914024				-653.8895295	0.873636181	-2012.64388520622	
651.3295295	96	0	4	1	0.8723703574	98.09549235	0	1.904507652				81.67695392	0	18.32304608				-651.3295295	0.8723703574	-2032.37480085518	
648.7695295	96	0	4	1	0.8711168404	98.11970071	0	1.880299295				81.67301707	0	18.32698293				-648.7695295	0.8711168404	-2052.3587838678	
646.2095295	96	0	4	1	0.8698755471	98.14376328	0	1.856236717				81.66904938	0	18.33095062				-646.2095295	0.8698755471	-2072.60191618766	
643.6495295	96	0	4	1	0.8686463962	98.16767993	0	1.832320074				81.66505101	0	18.33494899				-643.6495295	0.8686463962	-2093.11060451351	
641.0895295	96	0	4	1	0.867429308	98.19145047	0	1.808549532				81.66102212	0	18.33897788				-641.0895295	0.867429308	-2113.89124729987	
638.5295295	96	0	4	1	0.8662242041	98.21507473	0	1.784925267				81.65696287	0	18.34303713				-638.5295295	0.8662242041	-2134.95050314629	
635.9695295	96	0	4	1	0.8650310077	98.23855254	0	1.761447465				81.6528734	0	18.3471266				-635.9695295	0.8650310077	-2156.29537456487	
633.4095295	96	0	4	1	0.8638496434	98.26188368	0	1.738116318				81.64875386	0	18.35124614				-633.4095295	0.8638496434	-2177.93305787914	
630.8495295	96	0	4	1	0.8626800373	98.28506797	0	1.714932032				81.64460439	0	18.35539561				-630.8495295	0.8626800373	-2199.8707436121	
628.2895295	96	0	4	1	0.8615221166	98.30810518	0	1.691894819				81.64042513	0	18.35957487				-628.2895295	0.8615221166	-2222.11611155248	
625.7295295	96	0	4	1	0.8603758102	98.3309951	0	1.669004901				81.63621622	0	18.36378378				-625.7295295	0.8603758102	-2244.6771250811	
623.1695295	96	0	4	1	0.8592410481	98.35373749	0	1.646262508				81.63197777	0	18.36802223				-623.1695295	0.8592410481	-2269.76291593114	
620.6095295	96	0	4	1	0.8581199036	98.37633214	0	1.62366786				81.62770993	0	18.37229007				-620.6095295	0.8581199036	-2292.90345725614	
618.0495295	96	0	4	1	0.857007995	98.39877876	0	1.601221241				81.62341281	0	18.37658719				-618.0495295	0.857007995	-2314.26396737464	
615.4895295	96	0	4	1	0.855907421	98.42107711	0	1.578922887				81.61908652	0	18.38091348				-615.4895295	0.855907421	-2338.16235930333	
612.9295295	96	0	4	1	0.854818125	98.44322694	0	1.556773062				81.61473118	0	18.38526882				-612.9295295	0.854818125	-2362.42817716337	
610.3695295	96	0	4	1	0.8537400433	98.46522796	0	1.534772036				81.61034692	0	18.38965308				-610.3695295	0.8537400433	-2387.06262873719	
607.8095295	96	0	4	1	0.8526731135	98.48707991	0	1.512920087				81.60593382	0	18.39406618				-607.8095295	0.8526731135	-2412.07558429588	
605.2495295	96	0	4	1	0.8516172742	98.5087825	0	1.4912175				81.60149201	0	18.39850799				-605.2495295	0.8516172742	-2437.47732247915	
602.6895295	96	0	4	1	0.8505724653	98.53033543	0	1.469664568				81.59702158	0	18.40297842				-602.6895295	0.8505724653	-2463.27852144757	
600.1295295	96	0	4	1	0.8495386277	98.55173841	0	1.44826159				81.59252263	0	18.40747737				-600.1295295	0.8495386277	-2489.4901845579	
597.5695295	96	0	4	1	0.8485157035	98.57299113	0	1.427008872				81.58799526	0	18.41200474				-597.5695295	0.8485157035	-2516.12387682194	
595.0095295	96	0	4	1	0.8475036359	98.59409327	0	1.405906726				81.58343956	0	18.41656044				-595.0095295	0.8475036359	-2543.19113047604	
592.4495295	96	0	4	1	0.8465023689	98.61504453	0	1.38495547				81.57885562	0	18.42114438				-592.4495295	0.8465023689	-2570.70421579685	
589.8895295	96	0	4	1	0.8455118478	98.63584457	0	1.364155428				81.57424353	0	18.42575647				-589.8895295	0.8455118478	-2598.67587965623	
587.3295295	96	0	4	1	0.8445320187	98.65649307	0	1.343506932				81.56960338	0	18.43039662				-587.3295295	0.8445320187	-2627.11915055126	
584.7695295	96	0	4	1	0.8435628288	98.67698968	0	1.323010316				81.56493525	0	18.43506475				-584.7695295	0.8435628288	-2656.0478538866	
582.2095295	96	0	4	1	0.8426042263	98.69733408	0	1.302665921				81.56023921	0	18.43976079				-582.2095295	0.8426042263	-2685.47597310549	
579.6495295	96	0	4	1	0.8416561602	98.71752591	0	1.282474093				81.55551535	0	18.44448465				-579.6495295	0.8416561602	-2715.41808036754	
577.0895295	96	0	4	1	0.8407185805	98.73756482	0	1.262435182				81.55076375	0	18.44923625				-577.0895295	0.8407185805	-2745.88934157839	
574.5295295	96	0	4	1	0.839791438	98.75745046	0	1.242549544				81.54598447	0	18.45401553				-574.5295295	0.839791438	-2776.90557309532	
571.9695295	96	0	4	1	0.8388746845	98.77718246	0	1.222817537				81.54117758	0	18.45882242				-571.9695295	0.8388746845	-2808.4834066514	
569.4095295	96	0	4	1	0.8379682727	98.79676047	0	1.203239525				81.53634316	0	18.46365684				-569.4095295	0.8379682727	-2840.63939540441	
566.8495295	96	0	4	1	0.8370721558	98.81618413	0	1.183815875				81.53148127	0	18.46851873				-566.8495295	0.8370721558	-2873.39113677455	
564.2895295	96	0	4	1	0.8361862881	98.83545304	0	1.164546956				81.52659197	0	18.47340803				-564.2895295	0.8361862881	-2906.7576126135	
561.7295295	96	0	4	1	0.8353106248	98.85456686	0	1.145433142				81.52167534	0	18.47832466				-561.7295295	0.8353106248	-2940.75729144974	
559.1695295	96	0	4	1	0.8344451214	98.87352519	0	1.126474809				81.51673142	0	18.48326858				-559.1695295	0.8344451214	-2975.41016988069	
556.6095295	96	0	4	1	0.8335897347	98.89232766	0	1.107672336				81.51176028	0	18.48823972				-556.6095295	0.8335897347	-3010.73704682236	
554.0495295	96	0	4	1	0.8327444218	98.9109739	0	1.089026104				81.50676197	0	18.49323803				-554.0495295	0.8327444218	-3046.75898990905	
551.4895295	96	0	4	1	0.8319091407	98.9294635	0	1.070536496				81.50173655	0	18.49826345				-551.4895295	0.8319091407	-3083.49849840879	
548.9295295	96	0	4	1	0.83108385	98.9477961	0	1.052203895				81.49668407	0	18.50331593				-548.9295295	0.83108385	-3120.97872359463	
546.3695295	96	0	4	1	0.830268509	98.96597131	0	1.034028688				81.49160458	0	18.50839542				-546.3695295	0.830268509	-3159.2242429371	
543.8095295	96	0	4	1	0.8294630778	98.98398874	0	1.016011262				81.48649814	0	18.51350186				-543.8095295	0.8294630778	-3198.25993863648	
541.2495295	96	0	4	1	0.8286675168	99.001848	0	0.9981520036				81.48136478	0	18.51863522				-541.2495295	0.8286675168	-3238.11206867566	
538.6895295	96	0	4	1	0.8278817873	99.0195487	0	0.9804513006				81.47620457	0	18.52379543				-538.6895295	0.8278817873	-3278.80803414101	
536.1295295	96	0	4	1	0.8271058509	99.03709046	0	0.9629095405				81.47101753	0	18.52898247				-536.1295295	0.8271058509	-3320.37634821155	
533.5695295	96	0	4	1	0.82633967	99.05447289	0	0.9455271107				81.46580372	0	18.53419628				-533.5695295	0.82633967	-3362.84724828003	
531.0095295	96	0	4	1	0.8255832075	99.0716956	0	0.9283043975				81.46056318	0	18.53943682				-531.0095295	0.8255832075	-3406.25152204635	
528.4495295	96	0	4	1	0.8248364267	99.08875821	0	0.9112417862				81.45529595	0	18.54470405				-528.4495295	0.8248364267	-3450.62140800853	
525.8895295	96	0	4	1	0.8240992914	99.10566034	0	0.8943396605				81.45000206	0	18.54999794				-525.8895295	0.8240992914	-3495.9913925412	
523.3295295	96	0	4	1	0.8233717661	99.1224016	0	0.8775984023				81.44468156	0	18.55531844				-523.3295295	0.8233717661	-3542.39662379327	
520.7695295	96	0	4	1	0.8226538154	99.13898161	0	0.8610183912				81.43933447	0	18.56066553				-520.7695295	0.8226538154	-3589.874016396	
518.2095295	96	0	4	1	0.8219454046	99.1554	0	0.8446000041				81.43396085	0	18.56603915				-518.2095295	0.8219454046	-3638.46299779668	
515.6495295	96	0	4	1	0.8212464994	99.17165639	0	0.8283436147				81.42856071	0	18.57143929				-515.6495295	0.8212464994	-3688.20366115895	
513.0895295	96	0	4	1	0.8205570657	99.18775041	0	0.8122495933				81.4231341	0	18.5768659				-513.0895295	0.8205570657	-3739.1386577435	
510.5295295	96	0	4	1	0.81987707	99.20368169	0	0.7963183062				81.41768105	0	18.58231895				-510.5295295	0.81987707	-3791.31244491626	
507.9695295	96	0	4	1	0.8192064789	99.21944988	0	0.7805501154				81.41220157	0	18.58779843				-507.9695295	0.8192064789	-3844.77181379584	
505.4095295	96	0	4	1	0.8185452596	99.23505462	0	0.7649453778				81.40669571	0	18.59330429				-505.4095295	0.8185452596	-3899.56557530839	
502.8495295	96	0	4	1	0.8178933793	99.25049555	0	0.7495044452				81.40116349	0	18.59883651				-502.8495295	0.8178933793	-3955.74484904215	
500.2895295	96	0	4	1	0.8172508057	99.26577234	0	0.7342276638				81.39560494	0	18.60439506				-500.2895295	0.8172508057	-4013.36397248705	
497.7295295	96	0	4	1	0.8166175067	99.28088463	0	0.7191153732				81.39002009	0	18.60997991				-497.7295295	0.8166175067	-4072.47890656173	
495.1695295	96	0	4	1	0.8159934503	99.29583209	0	0.7041679064				81.38440895	0	18.61559105				-495.1695295	0.8159934503	-4133.14960667898	
492.6095295	96	0	4	1	0.815378605	99.31061441	0	0.6893855894				81.37877155	0	18.62122845				-492.6095295	0.815378605	-4195.43850721887	
490.0495295	96	0	4	1	0.8147729392	99.32523126	0	0.6747687401				81.37310792	0	18.62689208				-490.0495295	0.8147729392	-4259.41047044127	
