T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
910.2825594	91	6	3	0	0	98.05137498	0.1635692672	1.785055754	91	6	3										0.003115273409	-0.002578579721	-0.0005366936874	-910.2825594	0	22.6328651871389	
910.2625594	91	6	3	0.0008816533808	0.0008829011007	98.05089787	0.1636721054	1.785430022	90.9937699	6.005156851	3.001073247										0	0	0	-910.2625594	0.0008829011007	22.6723224134316	
910.2425594	91	6	3	0.001761792169	0.001764268333	98.05042101	0.1637749111	1.785804081	90.98754135	6.01031281	3.002145841										0	0	0	-910.2425594	0.001764268333	22.7112250041003	
910.2025594	91	6	3	0.003517669605	0.003522545306	98.04946799	0.1639804264	1.786551582	90.97508881	6.020622104	3.004289088										0	0	0	-910.2025594	0.003522545306	22.7883886640479	
910.1225594	91	6	3	0.007011790894	0.007021238135	98.04756481	0.1643910735	1.788044112	90.95020204	6.041230141	3.008567816										0	0	0	-910.1225594	0.007021238135	22.9624460115593	
909.9625594	91	6	3	0.01391394916	0.01393162062	98.04377566	0.1652125849	1.79101176	90.90048195	6.082436899	3.017081151										0	0	0	-909.9625594	0.01393162062	23.3218946974664	
909.6425594	91	6	3	0.02743079759	0.02746143842	98.0362478	0.1668513272	1.796900875	90.80131539	6.164712705	3.033971903										0	0	0	-909.6425594	0.02746143842	24.0086354110149	
909.0025594	91	6	3	0.05333632981	0.05337987062	98.02140025	0.1701157913	1.808483961	90.60404035	6.328768847	3.067190803										0	0	0	-909.0025594	0.05337987062	25.4476466523731	
907.7225594	91	6	3	0.1010520302	0.1010758457	97.99249025	0.1765952787	1.830914471	90.21375785	6.654789084	3.131453068										0	0	0	-907.7225594	0.1010758457	28.5225501111928	
