T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
903.1784337	95	0	5	0	0	99.40341868	0	0.5965813226	95	0	5				0.001568036908		-0.001568036908	-903.1784337	0	28.0750880574265	
903.1584337	95	0	5	0.0007131100993	0.0007118756085	99.40301576	0	0.596984238	94.99686397	0	5.003136027				0		0	-903.1584337	0.0007118756085	28.1145039476262	
903.1384337	95	0	5	0.001425221608	0.00142275458	99.40261283	0	0.5973871666	94.99372817	0	5.006271826				0		0	-903.1384337	0.00142275458	28.1493887453875	
903.0984337	95	0	5	0.002847141102	0.002842213666	99.40180693	0	0.5981930669	94.98745721	0	5.01254279				0		0	-903.0984337	0.002842213666	28.2125055595866	
903.0184337	95	0	5	0.005681117271	0.005671288804	99.40019497	0	0.5998050332	94.97491786	0	5.025082138				0		0	-903.0184337	0.005671288804	28.3647612556642	
902.9384337	95	0	5	0.008497817056	0.008483121009	99.39858278	0	0.6014172187	94.96238197	0	5.037618032				0		0	-902.9384337	0.008483121009	28.5255125561442	
902.8584337	95	0	5	0.01129991339	0.01128037857	99.39697038	0	0.6030296236	94.94984953	0	5.050150474				0		0	-902.8584337	0.01128037857	28.6739644455689	
902.7784337	95	0	5	0.01408751583	0.01406317084	99.39535775	0	0.6046422489	94.93732053	0	5.062679469				0		0	-902.7784337	0.01406317084	28.8228145855716	
902.6984337	95	0	5	0.01686073765	0.01683161086	99.39374491	0	0.6062550949	94.92479498	0	5.075205018				0		0	-902.6984337	0.01683161086	28.9720382846668	
902.6184337	95	0	5	0.01961969094	0.0195858105	99.39213184	0	0.6078681617	94.91227288	0	5.087727123				0		0	-902.6184337	0.0195858105	29.121635350883	
902.5384337	95	0	5	0.02236448663	0.02232588048	99.39051855	0	0.6094814495	94.89975422	0	5.100245784				0		0	-902.5384337	0.02232588048	29.2716057478028	
902.4584337	95	0	5	0.02509523451	0.02505193035	99.38890504	0	0.6110949587	94.887239	0	5.112761001				0		0	-902.4584337	0.02505193035	29.421949272911	
902.3784337	95	0	5	0.02781204321	0.02776406857	99.38729131	0	0.6127086893	94.87472722	0	5.125272777				0		0	-902.3784337	0.02776406857	29.5726657785577	
902.2984337	95	0	5	0.03051502029	0.03046240245	99.38567736	0	0.6143226415	94.86221889	0	5.137781111				0		0	-902.2984337	0.03046240245	29.7237551567499	
902.2184337	95	0	5	0.03320427218	0.03314703823	99.38406318	0	0.6159368157	94.849714	0	5.150286005				0		0	-902.2184337	0.03314703823	29.8752172418193	
902.1384337	95	0	5	0.03587990422	0.03581808104	99.38244879	0	0.617551212	94.83721254	0	5.162787459				0		0	-902.1384337	0.03581808104	30.0270519620143	
902.0584337	95	0	5	0.03854202069	0.03847563495	99.38083417	0	0.6191658306	94.82471453	0	5.175285474				0		0	-902.0584337	0.03847563495	30.1792590075203	
901.9784337	95	0	5	0.04119072481	0.04111980299	99.37921933	0	0.6207806718	94.81221995	0	5.187780052				0		0	-901.9784337	0.04111980299	30.33183833494	
901.8984337	95	0	5	0.04382611875	0.04375068711	99.37760426	0	0.6223957357	94.79972881	0	5.200271193				0		0	-901.8984337	0.04375068711	30.484789878351	
901.8184337	95	0	5	0.04644830363	0.04636838825	99.37598898	0	0.6240110225	94.7872411	0	5.212758897				0		0	-901.8184337	0.04636838825	30.6381133809452	
901.7384337	95	0	5	0.04905737959	0.04897300633	99.37437347	0	0.6256265326	94.77475683	0	5.225243167				0		0	-901.7384337	0.04897300633	30.791808732473	
901.6584337	95	0	5	0.05165344571	0.05156464026	99.37275773	0	0.627242266	94.762276	0	5.237724002				0		0	-901.6584337	0.05156464026	30.9458757352585	
901.5784337	95	0	5	0.05423660012	0.05414338797	99.37114178	0	0.628858223	94.7497986	0	5.250201404				0		0	-901.5784337	0.05414338797	31.1003142218211	
901.4984337	95	0	5	0.05680693995	0.0567093464	99.3695256	0	0.6304744038	94.73732463	0	5.262675374				0		0	-901.4984337	0.0567093464	31.2551241726324	
901.4184337	95	0	5	0.05936456136	0.05926261151	99.36790919	0	0.6320908086	94.72485409	0	5.275145912				0		0	-901.4184337	0.05926261151	31.4103054125461	
901.3384337	95	0	5	0.06190955955	0.06180327832	99.36629256	0	0.6337074376	94.71238698	0	5.287613019				0		0	-901.3384337	0.06180327832	31.5658576670761	
901.2584337	95	0	5	0.06444202878	0.06433144091	99.36467571	0	0.6353242911	94.6999233	0	5.300076697				0		0	-901.2584337	0.06433144091	31.7217808043654	
901.1784337	95	0	5	0.06696206237	0.06684719242	99.36305863	0	0.6369413692	94.68746305	0	5.312536946				0		0	-901.1784337	0.06684719242	31.8780748403954	
901.0984337	95	0	5	0.06946975273	0.06935062505	99.36144133	0	0.6385586722	94.67500623	0	5.324993767				0		0	-901.0984337	0.06935062505	32.0347394904821	
901.0184337	95	0	5	0.07196519133	0.07184183013	99.3598238	0	0.6401762002	94.66255284	0	5.337447161				0		0	-901.0184337	0.07184183013	32.1917745534691	
900.9384337	95	0	5	0.07444846876	0.07432089806	99.35820605	0	0.6417939535	94.65010287	0	5.34989713				0		0	-900.9384337	0.07432089806	32.3491800294594	
900.8584337	95	0	5	0.07691967474	0.07678791836	99.35658807	0	0.6434119323	94.63765633	0	5.362343673				0		0	-900.8584337	0.07678791836	32.5069556747542	
900.7784337	95	0	5	0.07937889807	0.07924297968	99.35496986	0	0.6450301368	94.62521321	0	5.374786792				0		0	-900.7784337	0.07924297968	32.6651013192597	
900.6984337	95	0	5	0.0818262267	0.0816861698	99.35335143	0	0.6466485672	94.61277351	0	5.387226488				0		0	-900.6984337	0.0816861698	32.8236167987765	
900.6184337	95	0	5	0.08426174775	0.08411757565	99.35173278	0	0.6482672237	94.60033724	0	5.399662762				0		0	-900.6184337	0.08411757565	32.9825020243963	
900.5384337	95	0	5	0.08668554745	0.0865372833	99.35011389	0	0.6498861065	94.58790438	0	5.412095615				0		0	-900.5384337	0.0865372833	33.1417568417216	
900.4584337	95	0	5	0.08909771122	0.088945378	99.34849478	0	0.6515052159	94.57547495	0	5.424525048				0		0	-900.4584337	0.088945378	33.3013809620752	
900.3784337	95	0	5	0.09149832364	0.09134194418	99.34687545	0	0.6531245519	94.56304894	0	5.436951061				0		0	-900.3784337	0.09134194418	33.4613743725067	
900.2984337	95	0	5	0.09388746849	0.09372706543	99.34525589	0	0.654744115	94.55062634	0	5.449373655				0		0	-900.2984337	0.09372706543	33.6217369167147	
900.2184337	95	0	5	0.09626522873	0.09610082456	99.34363609	0	0.6563639052	94.53820717	0	5.461792833				0		0	-900.2184337	0.09610082456	33.7824683687327	
900.1384337	95	0	5	0.09863168653	0.09846330357	99.34201608	0	0.6579839227	94.52579141	0	5.474208594				0		0	-900.1384337	0.09846330357	33.9435684879142	
900.0584337	95	0	5	0.1009869233	0.1008145837	99.34039583	0	0.6596041678	94.51337906	0	5.48662094				0		0	-900.0584337	0.1008145837	34.1050370276529	
899.9784337	95	0	5	0.1033310195	0.1031547454	99.33877536	0	0.6612246407	94.50097013	0	5.499029871				0		0	-899.9784337	0.1031547454	34.2668743144795	
899.8984337	95	0	5	0.1056640552	0.1054838683	99.33715466	0	0.6628453416	94.48856461	0	5.511435388				0		0	-899.8984337	0.1054838683	34.4290803761193	
899.8184337	95	0	5	0.1079861093	0.1078020313	99.33553373	0	0.6644662707	94.47616251	0	5.523837494				0		0	-899.8184337	0.1078020313	34.5916537340007	
899.7384337	95	0	5	0.1102972602	0.1101093127	99.33391257	0	0.6660874282	94.46376381	0	5.536236187				0		0	-899.7384337	0.1101093127	34.754595069497	
899.6584337	95	0	5	0.1125975854	0.1124057898	99.33229119	0	0.6677088143	94.45136853	0	5.548631471				0		0	-899.6584337	0.1124057898	34.9179051725966	
899.5784337	95	0	5	0.1148871618	0.1146915393	99.33066957	0	0.6693304292	94.43897666	0	5.561023344				0		0	-899.5784337	0.1146915393	35.0815819540379	
899.4984337	95	0	5	0.1171660656	0.1169666373	99.32904773	0	0.6709522732	94.42658819	0	5.573411809				0		0	-899.4984337	0.1169666373	35.2456257347635	
