T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
890.1359859	93	0	7	0	0	99.13760492	0	0.8623950789	93	0	7				0.001499434206		-0.001499434206	-890.1359859	0	40.9115005291692	
890.1159859	93	0	7	0.0004897204169	0.0004885386158	99.13719236	0	0.8628076354	92.99700118	0	7.002998825				0		0	-890.1159859	0.0004885386158	40.9653434015038	
890.0959859	93	0	7	0.0009787978545	0.0009764359623	99.1367798	0	0.8632201998	92.99400257	0	7.005997431				0		0	-890.0959859	0.0009764359623	41.0054160905274	
890.0559859	93	0	7	0.001956009794	0.001951290471	99.13595463	0	0.8640453701	92.98800595	0	7.011994045				0		0	-890.0559859	0.001951290471	41.0650782138393	
889.9759859	93	0	7	0.003905690506	0.00389626967	99.13430408	0	0.8656959174	92.97601517	0	7.023984826				0		0	-889.9759859	0.00389626967	41.2189166755533	
889.8959859	93	0	7	0.005847138068	0.005833038092	99.13265328	0	0.867346717	92.96402766	0	7.035972336				0		0	-889.8959859	0.005833038092	41.3810003272199	
889.8159859	93	0	7	0.00778156346	0.007762803789	99.13100223	0	0.8689977694	92.95204342	0	7.047956578				0		0	-889.8159859	0.007762803789	41.5310344795791	
889.7359859	93	0	7	0.00970900399	0.009685603964	99.12935092	0	0.8706490751	92.94006244	0	7.059937556				0		0	-889.7359859	0.009685603964	41.6813405658344	
889.6559859	93	0	7	0.01162949807	0.01160147692	99.12769937	0	0.8723006343	92.92808473	0	7.07191527				0		0	-889.6559859	0.01160147692	41.8319036774855	
889.5759859	93	0	7	0.01354308382	0.01351046069	99.12604755	0	0.8739524471	92.91611028	0	7.083889722				0		0	-889.5759859	0.01351046069	41.9827238109074	
