T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
877.6102671	89	5	6	0	0	98.35012247	1.105345839	0.5445316865	89	5	6							0.002090156158	-0.0008706189183	-0.00121953724	-877.6102671	0	44.7093654006593	
877.5902671	89	5	6	0.0004460990692	0.0004470550238	98.34972728	1.105550409	0.5447223159	88.99581958	5.001741329	6.00243909							0	0	0	-877.5902671	0.0004470550238	44.7650792884099	
877.5702671	89	5	6	0.0008916437542	0.0008935543414	98.34933221	1.105754846	0.544912944	88.99163909	5.003482575	6.004878336							0	0	0	-877.5702671	0.0008935543414	44.8039549018237	
877.5302671	89	5	6	0.00178207467	0.00178589271	98.34854237	1.106163459	0.5452941693	88.98327743	5.006965388	6.009757187							0	0	0	-877.5302671	0.00178589271	44.8566177658122	
877.4502671	89	5	6	0.003559306685	0.003566930249	98.34696397	1.106979505	0.5460565233	88.96655184	5.01393173	6.019516435							0	0	0	-877.4502671	0.003566930249	44.9980375246948	
877.3702671	89	5	6	0.005330212531	0.005341625954	98.3453874	1.107793775	0.5468188267	88.94982349	5.020898255	6.029278253							0	0	0	-877.3702671	0.005341625954	45.1471515472743	
877.2902671	89	5	6	0.007095723789	0.007110913418	98.34381257	1.108606394	0.5475810315	88.93309225	5.027865432	6.039042322							0	0	0	-877.2902671	0.007110913418	45.2850727898172	
877.2102671	89	5	6	0.008855863199	0.008874815449	98.3422395	1.109417363	0.548343138	88.91635809	5.034833268	6.048808644							0	0	0	-877.2102671	0.008874815449	45.423242546682	
877.1302671	89	5	6	0.01061065415	0.01063335551	98.34066817	1.110226685	0.5491051458	88.89962102	5.041801768	6.058577214							0	0	0	-877.1302671	0.01063335551	45.5616509402242	
877.0502671	89	5	6	0.01236011992	0.01238655693	98.33909858	1.111034362	0.5498670547	88.88288104	5.048770936	6.068348028							0	0	0	-877.0502671	0.01238655693	45.7002977660115	
876.9702671	89	5	6	0.01410428364	0.01413444293	98.33753074	1.111840397	0.5506288645	88.86613814	5.055740778	6.078121084							0	0	0	-876.9702671	0.01413444293	45.8391831972126	
876.8902671	89	5	6	0.01584316831	0.01587703657	98.33596463	1.112644791	0.5513905748	88.84939232	5.0627113	6.087896377							0	0	0	-876.8902671	0.01587703657	45.9783074510137	
876.8102671	89	5	6	0.01757679682	0.0176143608	98.33440027	1.113447546	0.5521521855	88.83264359	5.069682505	6.097673903							0	0	0	-876.8102671	0.0176143608	46.1176704992126	
876.7302671	89	5	6	0.01930519191	0.01934643843	98.33283764	1.114248665	0.5529136962	88.81589194	5.076654399	6.107453659							0	0	0	-876.7302671	0.01934643843	46.257272464177	
876.6502671	89	5	6	0.02102837619	0.02107329215	98.33127674	1.11504815	0.5536751068	88.79913737	5.083626988	6.117235641							0	0	0	-876.6502671	0.02107329215	46.3971136314086	
876.5702671	89	5	6	0.02274637216	0.0227949445	98.32971758	1.115846003	0.5544364168	88.78237988	5.090600275	6.127019846							0	0	0	-876.5702671	0.0227949445	46.5371939016912	
876.4902671	89	5	6	0.02445920218	0.02451141793	98.32816015	1.116642226	0.5551976262	88.76561946	5.097574267	6.136806269							0	0	0	-876.4902671	0.02451141793	46.6775133416337	
876.4102671	89	5	6	0.02616688848	0.02622273473	98.32660444	1.117436821	0.5559587346	88.74885613	5.104548968	6.146594907							0	0	0	-876.4102671	0.02622273473	46.8180723050769	
876.3302671	89	5	6	0.02786945318	0.02792891708	98.32505047	1.11822979	0.5567197417	88.73208986	5.111524383	6.156385757							0	0	0	-876.3302671	0.02792891708	46.9588709068825	
876.2502671	89	5	6	0.02956691826	0.02962998702	98.32349822	1.119021136	0.5574806474	88.71532067	5.118500517	6.166178814							0	0	0	-876.2502671	0.02962998702	47.099909001931	
876.1702671	89	5	6	0.03125930559	0.0313259665	98.32194769	1.11981086	0.5582414512	88.69854855	5.125477376	6.175974075							0	0	0	-876.1702671	0.0313259665	47.2411868924443	
876.0902671	89	5	6	0.0329466369	0.0330168773	98.32039888	1.120598965	0.5590021531	88.6817735	5.132454964	6.185771536							0	0	0	-876.0902671	0.0330168773	47.3827046133334	
876.0102671	89	5	6	0.03462893383	0.03470274113	98.31885179	1.121385453	0.5597627527	88.66499552	5.139433286	6.195571194							0	0	0	-876.0102671	0.03470274113	47.52446223836	
875.9302671	89	5	6	0.03630621786	0.03638357953	98.31730642	1.122170326	0.5605232497	88.64821461	5.146412348	6.205373045							0	0	0	-875.9302671	0.03638357953	47.6664601331659	
875.8502671	89	5	6	0.03797851038	0.03805941395	98.31576277	1.122953585	0.5612836439	88.63143076	5.153392154	6.215177085							0	0	0	-875.8502671	0.03805941395	47.8086979882901	
875.7702671	89	5	6	0.03964583265	0.03973026572	98.31422083	1.123735234	0.562043935	88.61464398	5.160372709	6.224983311							0	0	0	-875.7702671	0.03973026572	47.9511762254774	
875.6902671	89	5	6	0.04130820581	0.04139615603	98.3126806	1.124515274	0.5628041229	88.59785426	5.167354019	6.23479172							0	0	0	-875.6902671	0.04139615603	48.0938950035301	
875.6102671	89	5	6	0.04296565087	0.04305710597	98.31114209	1.125293707	0.5635642071	88.58106161	5.174336088	6.244602307							0	0	0	-875.6102671	0.04305710597	48.2368542202246	
875.5302671	89	5	6	0.04461818876	0.04471313651	98.30960528	1.126070536	0.5643241874	88.56426601	5.181318921	6.254415068							0	0	0	-875.5302671	0.04471313651	48.3800539353751	
875.4502671	89	5	6	0.04626584025	0.04636426851	98.30807017	1.126845762	0.5650840637	88.54746747	5.188302524	6.264230001							0	0	0	-875.4502671	0.04636426851	48.5234945291268	
875.3702671	89	5	6	0.04790862604	0.04801052269	98.30653678	1.127619388	0.5658438355	88.530666	5.195286902	6.274047102							0	0	0	-875.3702671	0.04801052269	48.6671761082878	
875.2902671	89	5	6	0.04954656667	0.04965191968	98.30500508	1.128391416	0.5666035028	88.51386157	5.202272058	6.283866367							0	0	0	-875.2902671	0.04965191968	48.8110983624244	
875.2102671	89	5	6	0.0511796826	0.05128848	98.30347509	1.129161848	0.5673630651	88.49705421	5.209258	6.293687793							0	0	0	-875.2102671	0.05128848	48.9552617443038	
875.1302671	89	5	6	0.05280799416	0.05292022403	98.30194679	1.129930685	0.5681225222	88.48024389	5.21624473	6.303511375							0	0	0	-875.1302671	0.05292022403	49.0996664295486	
875.0502671	89	5	6	0.05443152158	0.05454717206	98.3004202	1.13069793	0.5688818739	88.46343063	5.223232255	6.313337111							0	0	0	-875.0502671	0.05454717206	49.2443124752335	
874.9702671	89	5	6	0.05605028497	0.05616934425	98.29889529	1.131463586	0.5696411199	88.44661442	5.230220579	6.323164997							0	0	0	-874.9702671	0.05616934425	49.3891997996898	
