T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
921.7126879	98	0	2	0	0	99.77136971	0	0.2286302903	98	0	2				0.001669386872		-0.001669386872	-921.7126879	0	10.6139792888639	
921.6926879	98	0	2	0.00188309817	0.001881787165	99.77097799	0	0.2290220084	97.99666128	0	2.003338722				0		0	-921.6926879	0.001881787165	10.6424097140675	
921.6726879	98	0	2	0.003761178582	0.003758560648	99.77058626	0	0.2294137372	97.99332277	0	2.006677225				0		0	-921.6726879	0.003758560648	10.6730720281898	
921.6326879	98	0	2	0.007500039667	0.007494821665	99.76980277	0	0.2301972263	97.98664642	0	2.013353582				0		0	-921.6326879	0.007494821665	10.7498727105168	
921.5526879	98	0	2	0.01488744001	0.01487709148	99.76823568	0	0.2317643236	97.97329637	0	2.026703633				0		0	-921.5526879	0.01487709148	10.9056314812703	
921.4726879	98	0	2	0.02218270208	0.02216729613	99.76666841	0	0.2333315906	97.95994978	0	2.040050221				0		0	-921.4726879	0.02216729613	11.0475792250539	
921.3926879	98	0	2	0.02938157074	0.02936118325	99.76510098	0	0.2348990214	97.94660671	0	2.053393294				0		0	-921.3926879	0.02936118325	11.1949740502236	
921.3126879	98	0	2	0.03648596548	0.0364606708	99.76353338	0	0.23646662	97.93326712	0	2.066732883				0		0	-921.3126879	0.0364606708	11.3433286655339	
921.2326879	98	0	2	0.04349773374	0.0434676048	99.76196561	0	0.2380343853	97.91993102	0	2.080068976				0		0	-921.2326879	0.0434676048	11.4926549789013	
921.1526879	98	0	2	0.05041868085	0.05038378913	99.76039768	0	0.2396023175	97.90659843	0	2.093401573				0		0	-921.1526879	0.05038378913	11.6429481632386	
921.0726879	98	0	2	0.0572505655	0.05721098111	99.75882958	0	0.2411704169	97.89326933	0	2.106730672				0		0	-921.0726879	0.05721098111	11.7942079282561	
920.9926879	98	0	2	0.0639951013	0.06395089301	99.75726132	0	0.2427386838	97.87994373	0	2.120056273				0		0	-920.9926879	0.06395089301	11.9464339968381	
920.9126879	98	0	2	0.07065395819	0.07060519345	99.75569288	0	0.2443071183	97.86662162	0	2.133378375				0		0	-920.9126879	0.07060519345	12.0996261032927	
920.8326879	98	0	2	0.07722876383	0.0771755088	99.75412428	0	0.2458757208	97.85330302	0	2.146696979				0		0	-920.8326879	0.0771755088	12.2537839624094	
920.7526879	98	0	2	0.0837211049	0.08366342451	99.75255551	0	0.2474444915	97.83998792	0	2.160012083				0		0	-920.7526879	0.08366342451	12.4089072939566	
