T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
923.2286675	95	4	1	0	0	98.99772652	0.231322897	0.7709505839	95	4	1							0.003987016154	-0.003758610828	-0.0002284053261	-923.2286675	0	4.97238596391683	
923.2186675	95	4	1	0.001011458894	0.0009965240799	98.99747868	0.2315259793	0.7709953412	94.99601294	4.003758633	1.000228431							0	0	0	-923.2186675	0.0009965240799	15.0973749213282	
923.1986675	95	4	1	0.003028910172	0.001989485457	98.9969832	0.2319320774	0.7710847223	94.98803895	4.011275843	1.000685209							0	0	0	-923.1986675	0.001989485457	20.1772320005355	
923.1586675	95	4	1	0.007041674386	0.003965010284	98.99599304	0.2327440409	0.7712629238	94.97209108	4.02631046	1.001598456							0	0	0	-923.1586675	0.003965010284	20.3197554285348	
923.0786675	95	4	1	0.01497964607	0.007874660226	98.9940152	0.2343671689	0.7716176358	94.94019607	4.056380205	1.003423722							0	0	0	-923.0786675	0.007874660226	20.6338263011618	
922.9186675	95	4	1	0.0304847941	0.0155050425	98.99007298	0.2376109041	0.7723161169	94.87641315	4.116523347	1.007063502							0	0	0	-922.9186675	0.0155050425	21.282406498807	
922.5986675	95	4	1	0.06014591533	0.03012800153	98.98223466	0.2440868668	0.7736784758	94.74886704	4.236819533	1.01431343							0	0	0	-922.5986675	0.03012800153	22.5630370371199	
921.9586675	95	4	1	0.1145766666	0.0570049626	98.96673272	0.2569930728	0.7762742065	94.49386983	4.477426461	1.028703705							0	0	0	-921.9586675	0.0570049626	25.3209529630438	
920.6786675	95	4	1	0.2072179462	0.1028886391	98.93635692	0.282625336	0.7810177414	93.98436592	4.95852349	1.057110586							0	0	0	-920.6786675	0.1028886391	31.5610482953959	
918.1186675	95	4	1	0.3460944087	0.1719369879	98.8776945	0.333197619	0.7891078859	92.96832175	5.918918776	1.112759472							0	0	0	-918.1186675	0.1719369879	-181.894876820298	
915.5586675	95	4	1	0.4445118009	0.1471588964	98.82116164	0.3828491679	0.7959891911	91.9584062	6.87417518	1.167418624							0	0	0	-915.5586675	0.1471588964	-121.139515931905	
912.9986675	95	4	1	0.5176065971	0.1281677311	98.76634746	0.4316496239	0.8020029161	90.9576129	7.821250943	1.221136161							0	0	0	-912.9986675	0.1281677311	-154.080205113682	
910.4386675	95	4	1	0.5738133658	0.1130574312	98.71294356	0.4796536324	0.807402807	89.96907225	8.757054652	1.273873098							0	0	0	-910.4386675	0.1130574312	-190.175352283145	
907.8786675	95	4	1	0.618210671	0.1006992222	98.66070943	0.5269066219	0.8123839441	88.99583849	9.678613802	1.325547706							0	0	0	-907.8786675	0.1006992222	-229.324925491212	
905.3186675	95	4	1	0.6540374034	0.0903707292	98.60945428	0.5734475748	0.8170981463	88.0407434	10.58319535	1.376061249							0	0	0	-905.3186675	0.0903707292	-271.545730834717	
