T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(CU@ALLI)	w(LI@ALLI)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
882.4425177	86	9	5	0	0	97.07375491	0.1474139152	2.778831176	86	9	5													0.001852650848	-0.00148107349	-0.0003715773587	-882.4425177	0	29.7722848201984	
882.4325177	86	9	5	0.0001653384015	0.0001673482683	97.07353735	0.1474292116	2.779033441	85.99814774	9.001480589	5.000371668													0	0	0	-882.4325177	0.0001673482683	89.7389608196777	
882.4125177	86	9	5	0.0004957085291	0.0003344605444	97.07310235	0.1474598296	2.779437823	85.99444285	9.004442528	5.001114619													0	0	0	-882.4125177	0.0003344605444	119.7320920896	
882.3725177	86	9	5	0.001155637683	0.0006682497583	97.07223256	0.1475210363	2.780246402	85.98703561	9.010364701	5.002599684													0	0	0	-882.3725177	0.0006682497583	119.933710999376	
882.2925177	86	9	5	0.002472413128	0.001334203612	97.0704938	0.1476433616	2.781862834	85.97223003	9.022203496	5.005566472													0	0	0	-882.2925177	0.001334203612	120.335959682606	
882.1325177	86	9	5	0.005093700481	0.00265926789	97.06701954	0.1478876604	2.785092795	85.94265436	9.045858933	5.011486712													0	0	0	-882.1325177	0.00265926789	121.167175144115	
881.8125177	86	9	5	0.01028775029	0.005282320638	97.06008396	0.1483748597	2.79154118	85.88364436	9.093081521	5.023274123													0	0	0	-881.8125177	0.005282320638	122.902595976598	
881.1725177	86	9	5	0.02047721898	0.01041553479	97.04626939	0.1493449639	2.804385647	85.76615571	9.187215998	5.046628291													0	0	0	-881.1725177	0.01041553479	126.456016596615	
879.8925177	86	9	5	0.04011542607	0.02027158384	97.01885009	0.1512658879	2.82988402	85.53332436	9.374180559	5.092495078													0	0	0	-879.8925177	0.02027158384	133.664697762915	
877.3325177	86	9	5	0.0766761445	0.03846991638	96.96481094	0.1550335142	2.880155548	85.07595076	9.743040047	5.181009196													0	0	0	-877.3325177	0.03846991638	-1364.31272944334	
874.7725177	86	9	5	0.1099008288	0.03631098353	96.91159747	0.1586672911	2.929735238	84.62999368	10.10417103	5.265835282													0	0	0	-874.7725177	0.03631098353	-1253.7905647519	
872.2125177	86	9	5	0.1402415795	0.03436439315	96.85914696	0.1621749308	2.978678111	84.1947908	10.4579801	5.347229096													0	0	0	-872.2125177	0.03436439315	-1387.47363286354	
869.6525177	86	9	5	0.1680727949	0.03260247633	96.80740309	0.1655630332	3.027033879	83.76973041	10.80484709	5.425422503													0	0	0	-869.6525177	0.03260247633	-1529.4202016349	
867.0925177	86	9	5	0.1937065056	0.03100137449	96.75631575	0.1688373294	3.074846923	83.3542479	11.14512714	5.500624954													0	0	0	-867.0925177	0.03100137449	-1679.51519909894	
864.5325177	86	9	5	0.2174048207	0.02954105658	96.70584006	0.1720028145	3.122157128	82.94782151	11.47915227	5.573026216													0	0	0	-864.5325177	0.02954105658	-1837.85344432735	
861.9725177	86	9	5	0.2393894973	0.02820457147	96.65593564	0.1750638536	3.169000503	82.54996877	11.8072326	5.642798631													0	0	0	-861.9725177	0.02820457147	-2004.50949940653	
859.4125177	86	9	5	0.2598494011	0.02697749412	96.60656604	0.1780242701	3.215409693	82.16024319	12.12965771	5.710099099													0	0	0	-859.4125177	0.02697749412	-2179.55267842613	
856.8525177	86	9	5	0.2789463791	0.02584748441	96.55769817	0.1808874192	3.261414415	81.77823116	12.44669805	5.775070792													0	0	0	-856.8525177	0.02584748441	-2363.04775833089	
854.2925177	86	9	5	0.2968199219	0.02480393337	96.50930193	0.1836562504	3.307041822	81.40354908	12.75860627	5.837844657													0	0	0	-854.2925177	0.02480393337	-2555.05556885881	
851.7325177	86	9	5	0.3135908964	0.02383767749	96.46134983	0.1863333605	3.352316805	81.03584077	13.06561851	5.898540721													0	0	0	-851.7325177	0.02383767749	-2755.63352416859	
849.1725177	86	9	5	0.3293645569	0.02294076667	96.4138167	0.1889210388	3.397262263	80.67477509	13.36795566	5.957269244													0	0	0	-849.1725177	0.02294076667	-2964.83608106267	
846.6125177	86	9	5	0.3442329919	0.02210627454	96.36667937	0.1914213048	3.441899322	80.32004376	13.66582452	6.014131719													0	0	0	-846.6125177	0.02210627454	-3182.71508610696	
844.0525177	86	9	5	0.3582771256	0.02132814258	96.31991653	0.1938359421	3.486247532	79.97135941	13.95941883	6.069221762													0	0	0	-844.0525177	0.02132814258	-3409.32028946197	
841.4925177	86	9	5	0.3715683655	0.0206010514	96.27350844	0.1961665264	3.530325035	79.62845379	14.24892033	6.122625885													0	0	0	-841.4925177	0.0206010514	-3644.69957903	
838.9325177	86	9	5	0.3841699671	0.01992031375	96.22743684	0.1984144504	3.574148708	79.29107617	14.53449964	6.174424188													0	0	0	-838.9325177	0.01992031375	-3888.89918977024	
836.3725177	86	9	5	0.3961381699	0.0192817853	96.18168476	0.2005809452	3.617734292	78.95899191	14.81631713	6.224690967													0	0	0	-836.3725177	0.0192817853	-4143.89861758215	
833.8125177	86	9	5	0.4075234417	0.01868230189	96.13623543	0.2026670919	3.661097481	78.63197824	15.0945255	6.273496264													0	0	0	-833.8125177	0.01868230189	-4404.54228745605	
831.2525177	86	9	5	0.4183702368	0.01811730776	96.09107585	0.2046738132	3.704250341	78.30983576	15.36926157	6.320902666													0	0	0	-831.2525177	0.01811730776	-4673.78865387855	
828.6925177	86	9	5	0.4287190311	0.01758489762	96.04619143	0.2066020083	3.747206557	77.99236643	15.64066289	6.366970685													0	0	0	-828.6925177	0.01758489762	-4954.61604258661	
826.1325177	86	9	5	0.438606141	0.01708222115	96.00156925	0.2084524281	3.789978318	77.67938786	15.90885591	6.411756235													0	0	0	-826.1325177	0.01708222115	-5243.58022366885	
823.5725177	86	9	5	0.448064361	0.01660693272	95.95719715	0.2102257355	3.832577112	77.37072829	16.17396012	6.455311591													0	0	0	-823.5725177	0.01660693272	-5216.56106259164	
823.2525177	86	9	5	0.4492145101	0.002053221843	95.95165494	0.2104388363	3.837906226	77.33250587	16.20679729	6.460696836													0	0	0	-823.2525177	0.002053221843	-146.722152907656	
823.0925177	86	9	5	0.449787221	0.001024538479	95.94888414	0.2105448058	3.840571059	77.31341979	16.22319607	6.463384138													0	0	0	-823.0925177	0.001024538479	-155.826220971283	
823.0125177	86	9	5	0.450072919	0.0005116180771	95.94749911	0.2105976745	3.841903213	77.30388304	16.23139091	6.464726053													0	0	0	-823.0125177	0.0005116180771	-99.2021629602831	
822.9925177	86	9	5	0.4502506457	0.0002053858873	95.94755352	0.2107045291	3.841741956	77.29967636	16.23602016	6.464303474	81.85433804	0	18.14566196										0	0	0	-822.9925177	0.0002053858873	1151.56047969034	
822.9725177	86	9	5	0.4504538474	0.0002239417713	95.94770472	0.2108340197	3.841461263	77.29502934	16.2412726	6.463698054	81.85432837	0	18.14567163										0	0	0	-822.9725177	0.0002239417713	1009.20446880093	
822.9325177	86	9	5	0.4508608245	0.0004487227565	95.9480067	0.2110936094	3.840899688	77.28572239	16.25179204	6.462485572	81.85430911	0	18.14569089										0	0	0	-822.9325177	0.0004487227565	178.401889490409	
