T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
836.0641664	76	19	5	0	0	96.78925568	0.4100153802	2.800728944	76	19	5										0.00136487437	-0.00122049296	-0.0001443814098	-836.0641664	0	75.4660468518739	
836.0541664	76	19	5	6.852533387E-05	6.574622927E-05	96.78911037	0.4100376471	2.800851984	75.99863578	19.00121962	5.000144603										0	0	0	-836.0541664	6.574622927E-05	228.73390837062	
836.0341664	76	19	5	0.0002053211086	0.0001312913309	96.78882012	0.410082256	2.801097624	75.99590616	19.00366052	5.000433311										0	0	0	-836.0341664	0.0001312913309	305.073465208427	
835.9941664	76	19	5	0.0004787519473	0.0002624588626	96.78823958	0.4101714744	2.801588946	75.99044829	19.00854123	5.001010476										0	0	0	-835.9941664	0.0002624588626	305.079907149245	
835.9141664	76	19	5	0.001025018805	0.0005244684182	96.78707868	0.4103498327	2.802571483	75.97953704	19.01829905	5.00216391										0	0	0	-835.9141664	0.0005244684182	305.617789437686	
835.7541664	76	19	5	0.002115154511	0.001047024854	96.78475758	0.4107062125	2.804536207	75.95773269	19.03780001	5.004467303										0	0	0	-835.7541664	0.001047024854	306.701067381334	
835.4341664	76	19	5	0.004285989001	0.002086917681	96.78011831	0.411417723	2.80846397	75.9141954	19.07674479	5.009059811										0	0	0	-835.4341664	0.002086917681	308.783400087449	
834.7941664	76	19	5	0.008590315788	0.004145585541	96.77085143	0.4128357594	2.816312813	75.82740471	19.15440723	5.018188062										0	0	0	-834.7941664	0.004145585541	313.024549583522	
833.5141664	76	19	5	0.01705298542	0.008180556429	96.75236384	0.4156520136	2.831984147	75.65494069	19.30883858	5.036220738										0	0	0	-833.5141664	0.008180556429	321.904050215676	
830.9541664	76	19	5	0.03339407117	0.01591766025	96.71558894	0.4212157102	2.863195345	75.31428001	19.61435027	5.071369716										0	0	0	-830.9541664	0.01591766025	-5639.67757471353	
828.3941664	76	19	5	0.0489962868	0.01543137721	96.67900174	0.4266536378	2.894344624	74.9794315	19.91507804	5.105490467										0	0	0	-828.3941664	0.01543137721	-5424.92799298526	
825.8341664	76	19	5	0.06391270211	0.01497230389	96.64259514	0.4319664282	2.925438434	74.65015941	20.21121385	5.138626742										0	0	0	-825.8341664	0.01497230389	-5748.21203059252	
823.2741664	76	19	5	0.07819214599	0.01453915966	96.60636032	0.4371548096	2.956484873	74.32623002	20.50294888	5.170821098										0	0	0	-823.2741664	0.01453915966	-6086.14981211515	
820.7141664	76	19	5	0.09187863593	0.01412971715	96.5702897	0.4422192162	2.987491083	74.00742781	20.79045932	5.202112864										0	0	0	-820.7141664	0.01412971715	-6433.73113953581	
818.1541664	76	19	5	0.1050121234	0.01374215363	96.53437622	0.4471599269	3.018463851	73.69355003	21.07391115	5.232538824										0	0	0	-818.1541664	0.01374215363	-6792.18107370704	
815.5941664	76	19	5	0.1176289584	0.01337482518	96.49861328	0.4519770799	3.049409639	73.38440564	21.35346093	5.262133435										0	0	0	-815.5941664	0.01337482518	-7161.56271911495	
813.0341664	76	19	5	0.12976229	0.01302624462	96.4629947	0.4566706855	3.080334614	73.07981446	21.62925653	5.290929007										0	0	0	-813.0341664	0.01302624462	-7541.9314191021	
810.4741664	76	19	5	0.1414424154	0.01269506381	96.42751469	0.4612406373	3.111244669	72.77960639	21.90143772	5.318955883										0	0	0	-810.4741664	0.01269506381	-7473.36092891383	
809.8341664	76	19	5	0.144290126	0.003134310227	96.41865311	0.4623567736	3.118990118	72.70528449	21.9688425	5.32587301										0	0	0	-809.8341664	0.003134310227	-184.157134488592	
809.5141664	76	19	5	0.1457043996	0.001561377371	96.41422318	0.4629109487	3.122865874	72.66822871	22.00245266	5.329318633										0	0	0	-809.5141664	0.001561377371	-204.132859636282	
809.3541664	76	19	5	0.1464087914	0.0007788922537	96.41200899	0.4631872911	3.124803723	72.64972556	22.01923726	5.33103718										0	0	0	-809.3541664	0.0007788922537	-110.871142509016	
809.3341664	76	19	5	0.1464967611	9.740566968E-05	96.41173194	0.4632217323	3.125046326	72.64741465	22.02133317	5.331252174										0	0	0	-809.3341664	9.740566968E-05	425.132201615105	
809.3141664	76	19	5	0.1479505051	0.0006837378607	96.41245804	0.4637875233	3.123754436	72.64042343	22.03021065	5.329365924	62.54235303	28.42537001	9.032276954							0	0	0	-809.3141664	0.0006837378607	95.1499799242762	
809.2941664	76	19	5	0.1498122981	0.0008599568977	96.4134875	0.464515685	3.121996813	72.63200997	22.04114809	5.326841936	62.54235303	28.42537001	9.032276954							0	0	0	-809.2941664	0.0008599568977	102.087934657616	
809.2541664	76	19	5	0.1535078769	0.001710603886	96.41553725	0.4659725815	3.118490168	72.61520229	22.06299145	5.321806259	62.54235303	28.42537001	9.032276954							0	0	0	-809.2541664	0.001710603886	47.3589978456094	
809.1741664	76	19	5	0.1607740416	0.003376679745	96.41959815	0.4688813017	3.111520546	72.58176445	22.10643336	5.31180219	62.54235303	28.42537001	9.032276954							0	0	0	-809.1741664	0.003376679745	48.6255907919754	
809.0141664	76	19	5	0.1748421504	0.006589584549	96.4275721	0.4746861813	3.097741718	72.51548906	22.19247279	5.292038147	62.54235303	28.42537001	9.032276954							0	0	0	-809.0141664	0.006589584549	51.1231005137233	
808.6941664	76	19	5	0.2012508824	0.01256152399	96.44295328	0.4862496581	3.070797065	72.38523384	22.36132399	5.253442167	62.54235303	28.42537001	9.032276954							0	0	0	-808.6941664	0.01256152399	56.4313174338108	
808.0541664	76	19	5	0.2481585914	0.02298479502	96.47162474	0.5092234945	3.019151765	72.13311813	22.68722621	5.179655661	62.54235303	28.42537001	9.032276954							0	0	0	-808.0541664	0.02298479502	68.0873678483147	
806.7741664	76	19	5	0.3240015074	0.03928189224	96.52173326	0.5547539427	2.9235128	71.65750231	23.2988443	5.043653386	62.54235303	28.42537001	9.032276954							0	0	0	-806.7741664	0.03928189224	95.8056997277889	
804.2141664	76	19	5	0.4305325319	0.06085612585	96.59921224	0.6452098523	2.755577912	70.7935065	24.39979504	4.806698459	62.54235303	28.42537001	9.032276954							0	0	0	-804.2141664	0.06085612585	-655.289044879381	
801.6541664	76	19	5	0.5023543561	0.04825081446	96.65372015	0.7361104781	2.610169376	70.01363335	25.38315241	4.603214242	62.54235303	28.42537001	9.032276954							0	0	0	-801.6541664	0.04825081446	-267.659246498015	
799.0941664	76	19	5	0.5547458969	0.03999183297	96.69051425	0.8283592063	2.481126544	69.29485773	26.28140845	4.423733822	62.54235303	28.42537001	9.032276954							0	0	0	-799.0941664	0.03999183297	-386.183598827895	
796.5341664	76	19	5	0.5950209654	0.03417219767	96.71277887	0.9225264376	2.364694688	68.62319209	27.11429052	4.262517387	62.54235303	28.42537001	9.032276954							0	0	0	-796.5341664	0.03417219767	-527.800458117254	
793.9741664	76	19	5	0.6271627013	0.0298552493	96.72259925	1.019020953	2.258379796	67.98937274	27.89485361	4.11577364	62.54235303	28.42537001	9.032276954							0	0	0	-793.9741664	0.0298552493	-692.702379088516	
791.4141664	76	19	5	0.6535443589	0.02652852644	96.72141156	1.118165488	2.160422951	67.38689007	28.63226465	3.980845277	62.54235303	28.42537001	9.032276954							0	0	0	-791.4141664	0.02652852644	-881.080878721703	
788.8541664	76	19	5	0.6756769459	0.02388830407	96.71023664	1.220236705	2.069526655	66.81096106	29.33325354	3.855785399	62.54235303	28.42537001	9.032276954							0	0	0	-788.8541664	0.02388830407	-819.511002016514	
787.5741664	76	19	5	0.6854618946	0.01125599228	96.70114327	1.272449301	2.026407428	66.53178328	29.67173587	3.796480857	62.54235303	28.42537001	9.032276954							0	0	0	-787.5741664	0.01125599228	-107.707412393186	
786.9341664	76	19	5	0.6900791975	0.005470899992	96.69575356	1.298863252	2.005383185	66.39421942	29.83821512	3.767565456	62.54235303	28.42537001	9.032276954							0	0	0	-786.9341664	0.005470899992	-68.7025816632228	
786.7741664	76	19	5	0.6912064584	0.001354805383	96.69431971	1.305499431	2.00018086	66.36003201	29.87955763	3.760410361	62.54235303	28.42537001	9.032276954							0	0	0	-786.7741664	0.001354805383	-49.0422361889542	
786.7541664	76	19	5	0.7065033547	0.02160252968	96.69498981	1.314120968	1.990889224	66.33236002	29.9192851	3.748354881				43.36164434	51.06106018	5.577295482				0	0	0	-786.7541664	0.02160252968	-7.95456133371188	
786.7341664	76	19	5	0.7190163706	0.01858154359	96.69550279	1.321824445	1.982672767	66.30759468	29.95472339	3.737681932				43.36164434	51.06106018	5.577295482				0	0	0	-786.7341664	0.01858154359	-8.96929942299346	
786.6941664	76	19	5	0.7406646913	0.0335531142	96.69632318	1.33666811	1.967008706	66.2601339	30.0225527	3.717313401				43.36164434	51.06106018	5.577295482				0	0	0	-786.6941664	0.0335531142	3.01537590072215	
786.6141664	76	19	5	0.7741700923	0.05618491955	96.69727933	1.364486759	1.938233912	66.17208548	30.14809283	3.679821696				43.36164434	51.06106018	5.577295482				0	0	0	-786.6141664	0.05618491955	4.45076574289787	
786.4541664	76	19	5	0.8182808354	0.08472651046	96.69716828	1.41466678	1.88816494	66.0161202	30.36953714	3.614342662				43.36164434	51.06106018	5.577295482				0	0	0	-786.4541664	0.08472651046	-36.6413703003746	
786.2941664	76	19	5	0.8458799356	0.06563360387	96.69516168	1.459818473	1.845019846	65.87878361	30.56355922	3.557657168				43.36164434	51.06106018	5.577295482				0	0	0	-786.2941664	0.06563360387	-11.3028173087951	
786.1341664	76	19	5	0.8650136887	0.05347876339	96.69180571	1.501468082	1.806726204	65.75449578	30.73837419	3.507130031				43.36164434	51.06106018	5.577295482				0	0	0	-786.1341664	0.05347876339	-16.6267753634267	
785.9741664	76	19	5	0.8791762662	0.04506800871	96.68742016	1.540503177	1.772076665	65.64000767	30.8987656	3.461226727				43.36164434	51.06106018	5.577295482				0	0	0	-785.9741664	0.04506800871	-23.0285702813563	
785.8141664	76	19	5	0.890147219	0.03890545356	96.68221151	1.577494715	1.740293773	65.53322749	31.04781307	3.418959439				43.36164434	51.06106018	5.577295482				0	0	0	-785.8141664	0.03890545356	-30.5135770799614	
785.6541664	76	19	5	0.8989352367	0.03419810364	96.67632243	1.612835343	1.710842225	65.43271554	31.18763608	3.37964838				43.36164434	51.06106018	5.577295482				0	0	0	-785.6541664	0.03419810364	-46.8656746256306	
785.3341664	76	19	5	0.9123385694	0.05656237012	96.66289144	1.679627835	1.657480723	65.24659046	31.44535935	3.308050198				43.36164434	51.06106018	5.577295482				0	0	0	-785.3341664	0.05656237012	18.4083235322449	
784.6941664	76	19	5	0.9296496096	0.083891478	96.63108357	1.80219052	1.566725906	64.91728003	31.89763335	3.185086622				43.36164434	51.06106018	5.577295482				0	0	0	-784.6941664	0.083891478	-178.995362082922	
784.0541664	76	19	5	0.9403251779	0.06408749309	96.59450796	1.914990586	1.490501456	64.62706734	32.29240409	3.080528571				43.36164434	51.06106018	5.577295482				0	0	0	-784.0541664	0.06408749309	-44.2665130226078	
783.4141664	76	19	5	0.9476671558	0.05171593265	96.55438299	2.021305223	1.424311783	64.36388882	32.64742889	2.988682286				43.36164434	51.06106018	5.577295482				0	0	0	-783.4141664	0.05171593265	-66.0286260844106	
782.7741664	76	19	5	0.9530753662	0.04327128033	96.51140886	2.123011573	1.365579568	64.12083693	32.97287545	2.906287623				43.36164434	51.06106018	5.577295482				0	0	0	-782.7741664	0.04327128033	-92.4523083031951	
782.1341664	76	19	5	0.9572520354	0.03714888557	96.46602857	2.221308208	1.312663223	63.893515	33.27521472	2.831270275				43.36164434	51.06106018	5.577295482				0	0	0	-782.1341664	0.03714888557	-123.599973408834	
781.4941664	76	19	5	0.9605911469	0.03251248639	96.4185411	2.317017698	1.264441198	63.67892153	33.55886398	2.762214491				43.36164434	51.06106018	5.577295482				0	0	0	-781.4941664	0.03251248639	-159.538257734938	
780.8541664	76	19	5	0.9633321539	0.02888366826	96.36915705	2.410735917	1.220107029	63.47489962	33.82699718	2.6981032				43.36164434	51.06106018	5.577295482				0	0	0	-780.8541664	0.02888366826	-200.332116491814	
780.2141664	76	19	5	0.9656296192	0.02596903322	96.31802907	2.502913061	1.179057866	63.27983784	34.08198541	2.638176754				43.36164434	51.06106018	5.577295482				0	0	0	-780.2141664	0.02596903322	-246.044490827598	
779.5741664	76	19	5	0.9675881143	0.0235787169	96.26526984	2.593901064	1.140829098	63.09249475	34.32565511	2.581850141				43.36164434	51.06106018	5.577295482				0	0	0	-779.5741664	0.0235787169	-296.737041934595	
778.9341664	76	19	5	0.9692811146	0.0215844721	96.21096324	2.683983038	1.105053723	62.91189005	34.55944838	2.528661568				43.36164434	51.06106018	5.577295482				0	0	0	-778.9341664	0.0215844721	-277.178698067461	
778.6141664	76	19	5	0.9700431128	0.01023361131	96.1832499	2.728758743	1.087991356	62.82386176	34.67301326	2.503124976				43.36164434	51.06106018	5.577295482				0	0	0	-778.6141664	0.01023361131	-29.7653548183177	
778.4541664	76	19	5	0.9704053068	0.004986472295	96.16925589	2.751092032	1.079652078	62.78037719	34.7290199	2.490602908				43.36164434	51.06106018	5.577295482				0	0	0	-778.4541664	0.004986472295	-18.9295301082357	
778.4141664	76	19	5	0.9704938884	0.001234714538	96.16574343	2.756669903	1.077586669	62.76956006	34.7429426	2.487497343				43.36164434	51.06106018	5.577295482				0	0	0	-778.4141664	0.001234714538	-10.7668740176341	
778.4041664	76	19	5	0.9705159441	0.0003081756844	96.16486446	2.758064031	1.077071511	62.76685902	34.7464185	2.486722475				43.36164434	51.06106018	5.577295482				0	0	0	-778.4041664	0.0003081756844	-10.8204481751016	
778.3841664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.3841664	0.3654893202	0.0547673402648187	
778.3641664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.3641664	0.3654893202	NaN	
778.3241664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.3241664	0.3654893202	NaN	
778.2441664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.2441664	0.3654893202	NaN	
778.0841664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-778.0841664	0.3654893202	NaN	
777.7641664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-777.7641664	0.3654893202	NaN	
777.1241664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-777.1241664	0.3654893202	NaN	
775.8441664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-775.8441664	0.3654893202	NaN	
773.2841664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-773.2841664	0.3654893202	NaN	
768.1641664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-768.1641664	0.3654893202	NaN	
763.0441664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-763.0441664	0.3654893202	NaN	
757.9241664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-757.9241664	0.3654893202	NaN	
752.8041664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-752.8041664	0.3654893202	NaN	
747.6841664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-747.6841664	0.3654893202	NaN	
742.5641664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-742.5641664	0.3654893202	NaN	
737.4441664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-737.4441664	0.3654893202	NaN	
732.3241664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-732.3241664	0.3654893202	NaN	
727.2041664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-727.2041664	0.3654893202	NaN	
722.0841664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-722.0841664	0.3654893202	NaN	
716.9641664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-716.9641664	0.3654893202	NaN	
711.8441664	76	19	5	1	0.3654893202	96.16505383	2.757956447	1.07698972							43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-711.8441664	0.3654893202	NaN	
