T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
928.2529037	98	2	0	0		99.80494656	0.1950534381			98	2	0.003808141195	-0.003808141195			0.003808141195	-0.003808141195	-928.2529037	0			
928.2429037	98	2	0.002127994854	0.002105873162		99.80457083	0.1954291651			97.99619193	2.00380807	0.007616101345	-0.007616101345			0	0	-928.2429037	0.002105873162			
928.2229037	98	2	0.006361116768	0.004197632891		99.80381936	0.1961806418			97.98857581	2.011424192	0.01142384165	-0.01142384165			0	0	-928.2229037	0.004197632891			
928.1829037	98	2	0.01473166825	0.008335416187		99.8023163	0.1976837013			97.9733448	2.026655204	0.01903820065	-0.01903820065			0	0	-928.1829037	0.008335416187			
928.1029037	98	2	0.03106796259	0.01640614955		99.79930984	0.200690163			97.94288783	2.057112168	0.03426358633	-0.03426358633			0	0	-928.1029037	0.01640614955			
927.9429037	98	2	0.06227089102	0.03186014668		99.7932953	0.206704701			97.88199179	2.118008207	0.06470110221	-0.06470110221			0	0	-927.9429037	0.03186014668			
927.6229037	98	2	0.1193673902	0.06022184923		99.78125988	0.2187401202			97.76027315	2.239726854	0.1255203146	-0.1255203146			0	0	-927.6229037	0.06022184923			
926.9829037	98	2	0.2160659601	0.1085423671		99.75716364	0.242836364			97.51713508	2.482864918	0.246933775	-0.246933775			0	0	-926.9829037	0.1085423671			
925.7029037	98	2	0.3599391068	0.1812087028		99.70886673	0.2911332742			97.03207666	2.967923341	0.488837679	-0.488837679			0	0	-925.7029037	0.1812087028			
924.4229037	98	2	0.4608943125	0.1553374586		99.66042841	0.3395715935			96.54871029	3.45128971	0.4871366385	-0.4871366385			0	0	-924.4229037	0.1553374586			
923.1429037	98	2	0.5354614239	0.1358730387		99.61184268	0.3881573215			96.06708903	3.932910969	0.4853767656	-0.4853767656			0	0	-923.1429037	0.1358730387			
921.8629037	98	2	0.592676882	0.1206823849		99.56310539	0.4368946104			95.58728566	4.412714343	0.4835444793	-0.4835444793			0	0	-921.8629037	0.1206823849			
920.5829037	98	2	0.637895896	0.1084996484		99.51421148	0.4857885207			95.10936608	4.890633922	0.4816457173	-0.4816457173			0	0	-920.5829037	0.1084996484			
919.3029037	98	2	0.6744862991	0.09850899036		99.4651558	0.5348442041			94.63339722	5.366602776	0.4796794927	-0.4796794927			0	0	-919.3029037	0.09850899036			
918.0229037	98	2	0.7046697643	0.09016537086		99.41593299	0.5840670099			94.15944592	5.84055408	0.4776459269	-0.4776459269			0	0	-918.0229037	0.09016537086			
916.7429037	98	2	0.7299697384	0.08309065056		99.36653751	0.6334624877			93.68757875	6.312421249	0.4755452661	-0.4755452661			0	0	-916.7429037	0.08309065056			
915.4629037	98	2	0.7514649138	0.07701423866		99.31696361	0.6830363925			93.21786192	6.782138083	0.4733778989	-0.4733778989			0	0	-915.4629037	0.07701423866			
914.1829037	98	2	0.7699399679	0.071737395		99.26720531	0.7327946891			92.75036109	7.249638909	0.4711443619	-0.4711443619			0	0	-914.1829037	0.071737395			
912.9029037	98	2	0.7859790115	0.0671108686		99.21725644	0.7827435572			92.28514126	7.714858736	0.4688453418	-0.4688453418			0	0	-912.9029037	0.0671108686			
911.6229037	98	2	0.8000256012	0.06302039937		99.1671106	0.8328893969			91.82226659	8.177733405	0.4664816756	-0.4664816756			0	0	-911.6229037	0.06302039937			
910.3429037	98	2	0.8124224683	0.05937703484		99.11676117	0.8832388341			91.36180027	8.638199732	0.4640543489	-0.4640543489			0	0	-910.3429037	0.05937703484			
907.7829037	98	2	0.8333496781	0.1066244683		99.01542379	0.984576208			90.44833901	9.551660989	0.9170093138	-0.9170093138			0	0	-907.7829037	0.1066244683			
905.2229037	98	2	0.8502433966	0.09640372772		98.91318673	1.086813274			89.54523955	10.45476045	0.9066067657	-0.9066067657			0	0	-905.2229037	0.09640372772			
902.6629037	98	2	0.8641456121	0.087849187		98.80998804	1.19001196			88.65295611	11.34704389	0.8957476563	-0.8957476563			0	0	-902.6629037	0.087849187			
900.1029037	98	2	0.8757701102	0.08057932427		98.70576184	1.29423816			87.77191662	12.22808338	0.8844590186	-0.8844590186			0	0	-900.1029037	0.08057932427			
897.5429037	98	2	0.8856218185	0.07432106784		98.6004377	1.399562301			86.90251624	13.09748376	0.8727737519	-0.8727737519			0	0	-897.5429037	0.07432106784			
894.9829037	98	2	0.8940677579	0.06887416508		98.49394045	1.506059546			86.04511493	13.95488507	0.8607271898	-0.8607271898			0	0	-894.9829037	0.06887416508			
892.4229037	98	2	0.901380973	0.06408849209		98.38618991	1.613810088			85.20003499	14.79996501	0.8483571626	-0.8483571626			0	0	-892.4229037	0.06408849209			
889.8629037	98	2	0.9077687096	0.05984931249		98.27710051	1.722899492			84.36755912	15.63244088	0.835703395	-0.835703395			0	0	-889.8629037	0.05984931249			
887.3029037	98	2	0.9133910482	0.05606744026		98.16658092	1.833419076			83.54792921	16.45207079	0.8228068892	-0.8228068892			0	0	-887.3029037	0.05606744026			
884.7429037	98	2	0.9183735575	0.05267250341		98.05453366	1.945466344			82.74134562	17.25865438	0.8097093139	-0.8097093139			0	0	-884.7429037	0.05267250341			
882.1829037	98	2	0.92281609	0.04960822544		97.94085452	2.059145482			81.94796714	18.05203286	0.796452398	-0.796452398			0	0	-882.1829037	0.04960822544			
879.6229037	98	2	0.9267990229	0.0468290538		97.82543208	2.174567919			81.16791143	18.83208857	0.7830774538	-0.7830774538			0	0	-879.6229037	0.0468290538			
877.0629037	98	2	0.9303877691	0.04429770778		97.70814703	2.291852972			80.401256	19.598744	0.7696247689	-0.7696247689			0	0	-877.0629037	0.04429770778			
