T	w(AL)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(LI@LIQUID)	w(AL@ALLI)	w(LI@ALLI)	dwdT_L(AL@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
878.6595295	96	4	0.7610915622	0.05521764367	95.85705278	4.142947216	92.53015957	7.469840434			0	0	-878.6595295	0.05521764367	-965.947080605924	
876.0995295	96	4	0.7727140393	0.05269195655	95.76130995	4.238690048	92.35043383	7.64956617			0	0	-876.0995295	0.05269195655	-1069.32075561477	
873.5395295	96	4	0.7832720618	0.05040577424	95.66661239	4.333387608	92.17440649	7.825593512			0	0	-873.5395295	0.05040577424	-1178.36826400841	
870.9795295	96	4	0.7929075971	0.04832725034	95.57287974	4.427120258	92.00182734	7.998172655			0	0	-870.9795295	0.04832725034	-1140.26052257643	
869.6995295	96	4	0.7973847766	0.02356759916	95.52635288	4.473647117	91.91675959	8.083240414			0	0	-869.6995295	0.02356759916	-53.0741802648635	
869.0595295	96	4	0.7995488007	0.01165765952	95.50317011	4.49682989	91.87451977	8.125480226			0	0	-869.0595295	0.01165765952	-33.299977047059	
868.8995295	96	4	0.8000822894	0.002907269637	95.4973828	4.502617197	91.8639896	8.136010397			0	0	-868.8995295	0.002907269637	-49.5688991985192	
868.8195295	96	4	0.8003470057	0.00144712621	95.49449037	4.505509626	91.85872911	8.141270886			0	0	-868.8195295	0.00144712621	-29.6746843452326	
868.8095295	96	4	0.8003800554	0.0001810713293	95.49412874	4.505871259	91.85807142	8.141928583			0	0	-868.8095295	0.0001810713293	-7.91226479671703	
868.7895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-868.7895295	0.7331989796	0.0272844630048378	
868.7695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-868.7695295	0.7331989796	NaN	
868.7295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-868.7295295	0.7331989796	NaN	
868.6495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-868.6495295	0.7331989796	NaN	
868.4895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-868.4895295	0.7331989796	NaN	
868.1695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-868.1695295	0.7331989796	NaN	
867.5295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-867.5295295	0.7331989796	NaN	
866.2495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-866.2495295	0.7331989796	NaN	
863.6895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-863.6895295	0.7331989796	NaN	
858.5695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-858.5695295	0.7331989796	NaN	
853.4495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-853.4495295	0.7331989796	NaN	
848.3295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-848.3295295	0.7331989796	NaN	
843.2095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-843.2095295	0.7331989796	NaN	
838.0895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-838.0895295	0.7331989796	NaN	
832.9695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-832.9695295	0.7331989796	NaN	
827.8495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-827.8495295	0.7331989796	NaN	
822.7295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-822.7295295	0.7331989796	NaN	
817.6095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-817.6095295	0.7331989796	NaN	
812.4895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-812.4895295	0.7331989796	NaN	
807.3695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-807.3695295	0.7331989796	NaN	
802.2495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-802.2495295	0.7331989796	NaN	
797.1295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-797.1295295	0.7331989796	NaN	
792.0095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-792.0095295	0.7331989796	NaN	
786.8895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-786.8895295	0.7331989796	NaN	
781.7695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-781.7695295	0.7331989796	NaN	
776.6495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-776.6495295	0.7331989796	NaN	
771.5295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-771.5295295	0.7331989796	NaN	
766.4095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-766.4095295	0.7331989796	NaN	
761.2895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-761.2895295	0.7331989796	NaN	
756.1695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-756.1695295	0.7331989796	NaN	
751.0495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-751.0495295	0.7331989796	NaN	
745.9295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-745.9295295	0.7331989796	NaN	
740.8095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-740.8095295	0.7331989796	NaN	
735.6895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-735.6895295	0.7331989796	NaN	
730.5695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-730.5695295	0.7331989796	NaN	
725.4495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-725.4495295	0.7331989796	NaN	
720.3295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-720.3295295	0.7331989796	NaN	
715.2095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-715.2095295	0.7331989796	NaN	
710.0895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-710.0895295	0.7331989796	NaN	
704.9695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-704.9695295	0.7331989796	NaN	
699.8495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-699.8495295	0.7331989796	NaN	
694.7295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-694.7295295	0.7331989796	NaN	
689.6095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-689.6095295	0.7331989796	NaN	
684.4895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-684.4895295	0.7331989796	NaN	
679.3695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-679.3695295	0.7331989796	NaN	
674.2495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-674.2495295	0.7331989796	NaN	
669.1295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-669.1295295	0.7331989796	NaN	
664.0095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-664.0095295	0.7331989796	NaN	
658.8895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-658.8895295	0.7331989796	NaN	
653.7695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-653.7695295	0.7331989796	NaN	
648.6495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-648.6495295	0.7331989796	NaN	
643.5295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-643.5295295	0.7331989796	NaN	
638.4095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-638.4095295	0.7331989796	NaN	
633.2895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-633.2895295	0.7331989796	NaN	
628.1695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-628.1695295	0.7331989796	NaN	
623.0495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-623.0495295	0.7331989796	NaN	
617.9295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-617.9295295	0.7331989796	NaN	
612.8095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-612.8095295	0.7331989796	NaN	
607.6895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-607.6895295	0.7331989796	NaN	
602.5695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-602.5695295	0.7331989796	NaN	
597.4495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-597.4495295	0.7331989796	NaN	
592.3295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-592.3295295	0.7331989796	NaN	
587.2095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-587.2095295	0.7331989796	NaN	
582.0895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-582.0895295	0.7331989796	NaN	
576.9695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-576.9695295	0.7331989796	NaN	
571.8495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-571.8495295	0.7331989796	NaN	
566.7295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-566.7295295	0.7331989796	NaN	
561.6095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-561.6095295	0.7331989796	NaN	
556.4895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-556.4895295	0.7331989796	NaN	
551.3695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-551.3695295	0.7331989796	NaN	
546.2495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-546.2495295	0.7331989796	NaN	
541.1295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-541.1295295	0.7331989796	NaN	
536.0095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-536.0095295	0.7331989796	NaN	
530.8895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-530.8895295	0.7331989796	NaN	
525.7695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-525.7695295	0.7331989796	NaN	
520.6495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-520.6495295	0.7331989796	NaN	
515.5295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-515.5295295	0.7331989796	NaN	
510.4095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-510.4095295	0.7331989796	NaN	
505.2895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-505.2895295	0.7331989796	NaN	
500.1695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-500.1695295	0.7331989796	NaN	
495.0495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-495.0495295	0.7331989796	NaN	
489.9295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-489.9295295	0.7331989796	NaN	
484.8095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-484.8095295	0.7331989796	NaN	
479.6895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-479.6895295	0.7331989796	NaN	
474.5695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-474.5695295	0.7331989796	NaN	
469.4495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-469.4495295	0.7331989796	NaN	
464.3295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-464.3295295	0.7331989796	NaN	
459.2095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-459.2095295	0.7331989796	NaN	
454.0895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-454.0895295	0.7331989796	NaN	
448.9695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-448.9695295	0.7331989796	NaN	
443.8495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-443.8495295	0.7331989796	NaN	
438.7295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-438.7295295	0.7331989796	NaN	
433.6095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-433.6095295	0.7331989796	NaN	
428.4895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-428.4895295	0.7331989796	NaN	
423.3695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-423.3695295	0.7331989796	NaN	
418.2495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-418.2495295	0.7331989796	NaN	
413.1295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-413.1295295	0.7331989796	NaN	
408.0095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-408.0095295	0.7331989796	NaN	
402.8895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-402.8895295	0.7331989796	NaN	
397.7695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-397.7695295	0.7331989796	NaN	
392.6495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-392.6495295	0.7331989796	NaN	
387.5295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-387.5295295	0.7331989796	NaN	
382.4095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-382.4095295	0.7331989796	NaN	
377.2895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-377.2895295	0.7331989796	NaN	
372.1695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-372.1695295	0.7331989796	NaN	
367.0495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-367.0495295	0.7331989796	NaN	
361.9295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-361.9295295	0.7331989796	NaN	
356.8095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-356.8095295	0.7331989796	NaN	
351.6895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-351.6895295	0.7331989796	NaN	
346.5695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-346.5695295	0.7331989796	NaN	
341.4495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-341.4495295	0.7331989796	NaN	
336.3295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-336.3295295	0.7331989796	NaN	
331.2095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-331.2095295	0.7331989796	NaN	
326.0895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-326.0895295	0.7331989796	NaN	
320.9695295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-320.9695295	0.7331989796	NaN	
315.8495295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-315.8495295	0.7331989796	NaN	
310.7295295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-310.7295295	0.7331989796	NaN	
305.6095295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-305.6095295	0.7331989796	NaN	
300.4895295	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-300.4895295	0.7331989796	NaN	
300	96	4	1	0.7331989796	95.49428251	4.505717489			81.86535729	18.13464271			-300	0.7331989796	NaN	
