T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(LI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(LI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(LI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(LI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
917.9442326	93	5	2	0	0		98.49700924	0.1906963392	1.312294417				93	5	2	0.003784377849	-0.003311003921	-0.0004733739281				0.003784377849	-0.003311003921	-0.0004733739281	-917.9442326	0			
917.9342326	93	5	2	0.0006933565687	0.0006881224972		98.49677147	0.1907994251	1.312429101				92.99621562	5.003310958	2.000473424	0.007568547448	-0.006621969984	-0.0009465774639				0	0	0	-917.9342326	0.0006881224972			
917.9142326	93	5	2	0.002077252847	0.001374280577		98.49629639	0.1910055008	1.31269811				92.98864765	5.009932466	2.001419888	0.0113517419	-0.009932442814	-0.001419299087				0	0	0	-917.9142326	0.001374280577			
917.8742326	93	5	2	0.004834070981	0.002741382168		98.495347	0.1914174644	1.31323554				92.9735145	5.02317398	2.003311519	0.01891614191	-0.01655250824	-0.002363633665				0	0	0	-917.8742326	0.002741382168			
917.7942326	93	5	2	0.01030412903	0.005454191071		98.49345184	0.1922405153	1.314307644				92.94325975	5.049650677	2.007089574	0.03403643646	-0.02978861238	-0.004247824078				0	0	0	-917.7942326	0.005454191071			
917.6342326	93	5	2	0.0210600962	0.01078411963		98.48967858	0.1938839486	1.316437473				92.88279426	5.10258689	2.014618853	0.06424276587	-0.05624431212	-0.007998453744				0	0	0	-917.6342326	0.01078411963			
917.3142326	93	5	2	0.04188867592	0.02110866861		98.48219334	0.1971585722	1.320648092				92.76204832	5.208368084	2.029583597	0.124515551	-0.1090857667	-0.01542978426				0	0	0	-917.3142326	0.02110866861			
916.6742326	93	5	2	0.08099701759	0.04048111032		98.4674576	0.2036593409	1.328883059				92.52133368	5.419520445	2.05914587	0.2444675971	-0.214447928	-0.03001966908				0	0	0	-916.6742326	0.04048111032			
915.3942326	93	5	2	0.1503109108	0.07474623434		98.43884653	0.2164704932	1.344682981				92.04328983	5.839846703	2.11686347	0.4817614247	-0.4236025164	-0.0581589083				0	0	0	-915.3942326	0.07474623434			
912.8342326	93	5	2	0.2612108522	0.1291648132		98.38455642	0.2413648853	1.374078693				91.10273357	6.670230702	2.227035729	0.9441885553	-0.83360341	-0.1105851453				0	0	0	-912.8342326	0.1291648132			
910.2742326	93	5	2	0.3453296011	0.1124329061		98.33307947	0.2652017135	1.401718812				90.18685044	7.481568597	2.33158096	0.9194155172	-0.8144778505	-0.1049376667				0	0	0	-910.2742326	0.1124329061			
907.7142326	93	5	2	0.4110212365	0.09886597923		98.28387642	0.288076746	1.428046831				89.29851586	8.270775018	2.430709123	0.8917535502	-0.7922527372	-0.09950081302				0	0	0	-907.7142326	0.09886597923			
